代码,简称,日期,开盘价,最高价,最低价,收盘价,成交量(股),
CI005849.WI,互联网媒体(中信),2017-01-03,0,0,0,1370.2114,0,
CI005849.WI,互联网媒体(中信),2017-01-04,0,0,0,1386.7389,0,
CI005849.WI,互联网媒体(中信),2017-01-05,0,0,0,1385.1317,0,
CI005849.WI,互联网媒体(中信),2017-01-06,0,0,0,1371.6211,0,
CI005849.WI,互联网媒体(中信),2017-01-09,0,0,0,1373.0627,0,
CI005849.WI,互联网媒体(中信),2017-01-10,0,0,0,1367.4537,0,
CI005849.WI,互联网媒体(中信),2017-01-11,0,0,0,1361.3467,0,
CI005849.WI,互联网媒体(中信),2017-01-12,0,0,0,1354.4868,0,
CI005849.WI,互联网媒体(中信),2017-01-13,0,0,0,1334.7154,0,
CI005849.WI,互联网媒体(中信),2017-01-16,0,0,0,1277.1505,0,
CI005849.WI,互联网媒体(中信),2017-01-17,0,0,0,1348.4742,0,
CI005849.WI,互联网媒体(中信),2017-01-18,0,0,0,1326.6842,0,
CI005849.WI,互联网媒体(中信),2017-01-19,0,0,0,1322.2862,0,
CI005849.WI,互联网媒体(中信),2017-01-20,0,0,0,1353.6508,0,
CI005849.WI,互联网媒体(中信),2017-01-23,0,0,0,1353.0701,0,
CI005849.WI,互联网媒体(中信),2017-01-24,0,0,0,1319.4071,0,
CI005849.WI,互联网媒体(中信),2017-01-25,0,0,0,1312.8668,0,
CI005849.WI,互联网媒体(中信),2017-01-26,0,0,0,1315.4308,0,
CI005849.WI,互联网媒体(中信),2017-02-03,0,0,0,1304.9061,0,
CI005849.WI,互联网媒体(中信),2017-02-06,0,0,0,1316.7951,0,
CI005849.WI,互联网媒体(中信),2017-02-07,0,0,0,1301.461,0,
CI005849.WI,互联网媒体(中信),2017-02-08,0,0,0,1322.5954,0,
CI005849.WI,互联网媒体(中信),2017-02-09,0,0,0,1326.5063,0,
CI005849.WI,互联网媒体(中信),2017-02-10,0,0,0,1314.3025,0,
CI005849.WI,互联网媒体(中信),2017-02-13,0,0,0,1336.5484,0,
CI005849.WI,互联网媒体(中信),2017-02-14,0,0,0,1343.8994,0,
CI005849.WI,互联网媒体(中信),2017-02-15,0,0,0,1327.5535,0,
CI005849.WI,互联网媒体(中信),2017-02-16,0,0,0,1331.28,0,
CI005849.WI,互联网媒体(中信),2017-02-17,0,0,0,1316.367,0,
CI005849.WI,互联网媒体(中信),2017-02-20,0,0,0,1325.3749,0,
CI005849.WI,互联网媒体(中信),2017-02-21,0,0,0,1343.164,0,
CI005849.WI,互联网媒体(中信),2017-02-22,0,0,0,1343.2419,0,
CI005849.WI,互联网媒体(中信),2017-02-23,0,0,0,1342.9464,0,
CI005849.WI,互联网媒体(中信),2017-02-24,0,0,0,1350.9128,0,
CI005849.WI,互联网媒体(中信),2017-02-27,0,0,0,1332.3783,0,
CI005849.WI,互联网媒体(中信),2017-02-28,0,0,0,1333.6867,0,
CI005849.WI,互联网媒体(中信),2017-03-01,0,0,0,1335.2137,0,
CI005849.WI,互联网媒体(中信),2017-03-02,0,0,0,1310.0663,0,
CI005849.WI,互联网媒体(中信),2017-03-03,0,0,0,1285.6336,0,
CI005849.WI,互联网媒体(中信),2017-03-06,0,0,0,1298.2199,0,
CI005849.WI,互联网媒体(中信),2017-03-07,0,0,0,1305.2316,0,
CI005849.WI,互联网媒体(中信),2017-03-08,0,0,0,1297.8688,0,
CI005849.WI,互联网媒体(中信),2017-03-09,0,0,0,1286.6643,0,
CI005849.WI,互联网媒体(中信),2017-03-10,0,0,0,1287.4067,0,
CI005849.WI,互联网媒体(中信),2017-03-13,0,0,0,1287.0836,0,
CI005849.WI,互联网媒体(中信),2017-03-14,0,0,0,1278.9621,0,
CI005849.WI,互联网媒体(中信),2017-03-15,0,0,0,1302.5397,0,
CI005849.WI,互联网媒体(中信),2017-03-16,0,0,0,1304.0533,0,
CI005849.WI,互联网媒体(中信),2017-03-17,0,0,0,1290.3321,0,
CI005849.WI,互联网媒体(中信),2017-03-20,0,0,0,1292.1798,0,
CI005849.WI,互联网媒体(中信),2017-03-21,0,0,0,1282.7495,0,
CI005849.WI,互联网媒体(中信),2017-03-22,0,0,0,1267.2141,0,
CI005849.WI,互联网媒体(中信),2017-03-23,0,0,0,1268.717,0,
CI005849.WI,互联网媒体(中信),2017-03-24,0,0,0,1266.1123,0,
CI005849.WI,互联网媒体(中信),2017-03-27,0,0,0,1258.6258,0,
CI005849.WI,互联网媒体(中信),2017-03-28,0,0,0,1262.1248,0,
CI005849.WI,互联网媒体(中信),2017-03-29,0,0,0,1259.3166,0,
CI005849.WI,互联网媒体(中信),2017-03-30,0,0,0,1231.6431,0,
CI005849.WI,互联网媒体(中信),2017-03-31,0,0,0,1255.2044,0,
CI005849.WI,互联网媒体(中信),2017-04-05,0,0,0,1265.5473,0,
CI005849.WI,互联网媒体(中信),2017-04-06,0,0,0,1251.6099,0,
CI005849.WI,互联网媒体(中信),2017-04-07,0,0,0,1247.3807,0,
CI005849.WI,互联网媒体(中信),2017-04-10,0,0,0,1215.4864,0,
CI005849.WI,互联网媒体(中信),2017-04-11,0,0,0,1217.1237,0,
CI005849.WI,互联网媒体(中信),2017-04-12,0,0,0,1210.606,0,
CI005849.WI,互联网媒体(中信),2017-04-13,0,0,0,1210.8796,0,
CI005849.WI,互联网媒体(中信),2017-04-14,0,0,0,1207.5993,0,
CI005849.WI,互联网媒体(中信),2017-04-17,0,0,0,1187.82,0,
CI005849.WI,互联网媒体(中信),2017-04-18,0,0,0,1165.7194,0,
CI005849.WI,互联网媒体(中信),2017-04-19,0,0,0,1158.9279,0,
CI005849.WI,互联网媒体(中信),2017-04-20,0,0,0,1163.5045,0,
CI005849.WI,互联网媒体(中信),2017-04-21,0,0,0,1147.4133,0,
CI005849.WI,互联网媒体(中信),2017-04-24,0,0,0,1119.6539,0,
CI005849.WI,互联网媒体(中信),2017-04-25,0,0,0,1126.0426,0,
CI005849.WI,互联网媒体(中信),2017-04-26,0,0,0,1126.1744,0,
CI005849.WI,互联网媒体(中信),2017-04-27,0,0,0,1144.6741,0,
CI005849.WI,互联网媒体(中信),2017-04-28,0,0,0,1144.998,0,
CI005849.WI,互联网媒体(中信),2017-05-02,0,0,0,1139.9738,0,
CI005849.WI,互联网媒体(中信),2017-05-03,0,0,0,1141.4694,0,
CI005849.WI,互联网媒体(中信),2017-05-04,0,0,0,1130.8868,0,
CI005849.WI,互联网媒体(中信),2017-05-05,0,0,0,1114.921,0,
CI005849.WI,互联网媒体(中信),2017-05-08,0,0,0,1132.1019,0,
CI005849.WI,互联网媒体(中信),2017-05-09,0,0,0,1138.6002,0,
CI005849.WI,互联网媒体(中信),2017-05-10,0,0,0,1115.3978,0,
CI005849.WI,互联网媒体(中信),2017-05-11,0,0,0,1114.1407,0,
CI005849.WI,互联网媒体(中信),2017-05-12,0,0,0,1107.3166,0,
CI005849.WI,互联网媒体(中信),2017-05-15,0,0,0,1099.1524,0,
CI005849.WI,互联网媒体(中信),2017-05-16,0,0,0,1116.4541,0,
CI005849.WI,互联网媒体(中信),2017-05-17,0,0,0,1130.5628,0,
CI005849.WI,互联网媒体(中信),2017-05-18,0,0,0,1132.6679,0,
CI005849.WI,互联网媒体(中信),2017-05-19,0,0,0,1120.0896,0,
CI005849.WI,互联网媒体(中信),2017-05-22,0,0,0,1106.0168,0,
CI005849.WI,互联网媒体(中信),2017-05-23,0,0,0,1090.0105,0,
CI005849.WI,互联网媒体(中信),2017-05-24,0,0,0,1101.8011,0,
CI005849.WI,互联网媒体(中信),2017-05-25,0,0,0,1113.315,0,
CI005849.WI,互联网媒体(中信),2017-05-26,0,0,0,1109.081,0,
CI005849.WI,互联网媒体(中信),2017-05-31,0,0,0,1117.1984,0,
CI005849.WI,互联网媒体(中信),2017-06-01,0,0,0,1093.7048,0,
CI005849.WI,互联网媒体(中信),2017-06-02,0,0,0,1121.404,0,
CI005849.WI,互联网媒体(中信),2017-06-05,0,0,0,1126.5714,0,
CI005849.WI,互联网媒体(中信),2017-06-06,0,0,0,1123.7505,0,
CI005849.WI,互联网媒体(中信),2017-06-07,0,0,0,1144.732,0,
CI005849.WI,互联网媒体(中信),2017-06-08,0,0,0,1139.2408,0,
CI005849.WI,互联网媒体(中信),2017-06-09,0,0,0,1137.6948,0,
CI005849.WI,互联网媒体(中信),2017-06-12,0,0,0,1121.7807,0,
CI005849.WI,互联网媒体(中信),2017-06-13,0,0,0,1136.4861,0,
CI005849.WI,互联网媒体(中信),2017-06-14,0,0,0,1129.3547,0,
CI005849.WI,互联网媒体(中信),2017-06-15,0,0,0,1150.1292,0,
CI005849.WI,互联网媒体(中信),2017-06-16,0,0,0,1145.8898,0,
CI005849.WI,互联网媒体(中信),2017-06-19,0,0,0,1148.7557,0,
CI005849.WI,互联网媒体(中信),2017-06-20,0,0,0,1139.5702,0,
CI005849.WI,互联网媒体(中信),2017-06-21,0,0,0,1129.8816,0,
