代码,简称,日期,开盘价,最高价,最低价,收盘价,成交量(股),
CI005824.WI,种植业(中信),2017-01-03,0,0,0,1646.9602,0,
CI005824.WI,种植业(中信),2017-01-04,0,0,0,1657.1894,0,
CI005824.WI,种植业(中信),2017-01-05,0,0,0,1650.9004,0,
CI005824.WI,种植业(中信),2017-01-06,0,0,0,1645.3831,0,
CI005824.WI,种植业(中信),2017-01-09,0,0,0,1644.3333,0,
CI005824.WI,种植业(中信),2017-01-10,0,0,0,1629.7448,0,
CI005824.WI,种植业(中信),2017-01-11,0,0,0,1601.604,0,
CI005824.WI,种植业(中信),2017-01-12,0,0,0,1579.9327,0,
CI005824.WI,种植业(中信),2017-01-13,0,0,0,1567.0642,0,
CI005824.WI,种植业(中信),2017-01-16,0,0,0,1546.9587,0,
CI005824.WI,种植业(中信),2017-01-17,0,0,0,1563.6767,0,
CI005824.WI,种植业(中信),2017-01-18,0,0,0,1570.915,0,
CI005824.WI,种植业(中信),2017-01-19,0,0,0,1561.0921,0,
CI005824.WI,种植业(中信),2017-01-20,0,0,0,1573.5667,0,
CI005824.WI,种植业(中信),2017-01-23,0,0,0,1588.5817,0,
CI005824.WI,种植业(中信),2017-01-24,0,0,0,1594.6326,0,
CI005824.WI,种植业(中信),2017-01-25,0,0,0,1588.3466,0,
CI005824.WI,种植业(中信),2017-01-26,0,0,0,1601.1867,0,
CI005824.WI,种植业(中信),2017-02-03,0,0,0,1600.4486,0,
CI005824.WI,种植业(中信),2017-02-06,0,0,0,1602.7068,0,
CI005824.WI,种植业(中信),2017-02-07,0,0,0,1594.2285,0,
CI005824.WI,种植业(中信),2017-02-08,0,0,0,1593.543,0,
CI005824.WI,种植业(中信),2017-02-09,0,0,0,1595.7118,0,
CI005824.WI,种植业(中信),2017-02-10,0,0,0,1597.5054,0,
CI005824.WI,种植业(中信),2017-02-13,0,0,0,1602.4512,0,
CI005824.WI,种植业(中信),2017-02-14,0,0,0,1615.9631,0,
CI005824.WI,种植业(中信),2017-02-15,0,0,0,1588.015,0,
CI005824.WI,种植业(中信),2017-02-16,0,0,0,1595.755,0,
CI005824.WI,种植业(中信),2017-02-17,0,0,0,1570.6458,0,
CI005824.WI,种植业(中信),2017-02-20,0,0,0,1579.5373,0,
CI005824.WI,种植业(中信),2017-02-21,0,0,0,1586.5662,0,
CI005824.WI,种植业(中信),2017-02-22,0,0,0,1591.8764,0,
CI005824.WI,种植业(中信),2017-02-23,0,0,0,1582.1023,0,
CI005824.WI,种植业(中信),2017-02-24,0,0,0,1584.2445,0,
CI005824.WI,种植业(中信),2017-02-27,0,0,0,1563.8679,0,
CI005824.WI,种植业(中信),2017-02-28,0,0,0,1571.5606,0,
CI005824.WI,种植业(中信),2017-03-01,0,0,0,1575.9138,0,
CI005824.WI,种植业(中信),2017-03-02,0,0,0,1555.8887,0,
CI005824.WI,种植业(中信),2017-03-03,0,0,0,1554.7093,0,
CI005824.WI,种植业(中信),2017-03-06,0,0,0,1562.1206,0,
CI005824.WI,种植业(中信),2017-03-07,0,0,0,1561.5973,0,
CI005824.WI,种植业(中信),2017-03-08,0,0,0,1555.415,0,
CI005824.WI,种植业(中信),2017-03-09,0,0,0,1537.9865,0,
CI005824.WI,种植业(中信),2017-03-10,0,0,0,1523.5787,0,
CI005824.WI,种植业(中信),2017-03-13,0,0,0,1525.5913,0,
CI005824.WI,种植业(中信),2017-03-14,0,0,0,1525.1336,0,
CI005824.WI,种植业(中信),2017-03-15,0,0,0,1519.1414,0,
CI005824.WI,种植业(中信),2017-03-16,0,0,0,1533.2421,0,
CI005824.WI,种植业(中信),2017-03-17,0,0,0,1529.3323,0,
CI005824.WI,种植业(中信),2017-03-20,0,0,0,1540.3848,0,
CI005824.WI,种植业(中信),2017-03-21,0,0,0,1540.5942,0,
CI005824.WI,种植业(中信),2017-03-22,0,0,0,1532.1194,0,
CI005824.WI,种植业(中信),2017-03-23,0,0,0,1563.8542,0,
CI005824.WI,种植业(中信),2017-03-24,0,0,0,1559.7913,0,
CI005824.WI,种植业(中信),2017-03-27,0,0,0,1542.9893,0,
CI005824.WI,种植业(中信),2017-03-28,0,0,0,1538.7167,0,
CI005824.WI,种植业(中信),2017-03-29,0,0,0,1527.4195,0,
CI005824.WI,种植业(中信),2017-03-30,0,0,0,1499.6846,0,
