¥˙¬Î,ºÚ≥∆,»’∆⁄,ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),
300415.SZ,“¡÷Æ√‹,2015-01-23,15.98,19.18,15.98,19.18,21700,
300415.SZ,“¡÷Æ√‹,2015-01-26,21.1,21.1,21.1,21.1,9200,
300415.SZ,“¡÷Æ√‹,2015-01-27,23.21,23.21,23.21,23.21,18900,
300415.SZ,“¡÷Æ√‹,2015-01-28,25.53,25.53,25.53,25.53,24700,
300415.SZ,“¡÷Æ√‹,2015-01-29,28.08,28.08,28.08,28.08,66800,
300415.SZ,“¡÷Æ√‹,2015-01-30,30.89,30.89,30.89,30.89,126790,
300415.SZ,“¡÷Æ√‹,2015-02-02,33.98,33.98,33.98,33.98,857852,
300415.SZ,“¡÷Æ√‹,2015-02-03,37.38,37.38,37.38,37.38,2546362,
300415.SZ,“¡÷Æ√‹,2015-02-04,40.3,41.12,40.1,41.12,6685238,
300415.SZ,“¡÷Æ√‹,2015-02-05,41.99,42.5,37.14,37.52,19293471,
300415.SZ,“¡÷Æ√‹,2015-02-06,35.7,35.8,33.77,33.77,7308038,
300415.SZ,“¡÷Æ√‹,2015-02-09,31.22,31.74,30.39,30.6,10277734,
300415.SZ,“¡÷Æ√‹,2015-02-10,30.35,30.89,30.1,30.55,5430190,
300415.SZ,“¡÷Æ√‹,2015-02-11,30.5,31.6,30.11,30.75,5829032,
300415.SZ,“¡÷Æ√‹,2015-02-12,30.51,31.23,30.25,30.65,5064472,
300415.SZ,“¡÷Æ√‹,2015-02-13,30.66,32,30.66,31.29,5786060,
300415.SZ,“¡÷Æ√‹,2015-02-16,31.4,31.86,30.6,31.37,5245921,
300415.SZ,“¡÷Æ√‹,2015-02-17,31.22,31.56,31.01,31.1,3139219,
300415.SZ,“¡÷Æ√‹,2015-02-25,31.09,31.09,29.82,29.91,3614020,
300415.SZ,“¡÷Æ√‹,2015-02-26,29.85,30.8,29.83,30.57,2750764,
300415.SZ,“¡÷Æ√‹,2015-02-27,30.45,30.7,30.21,30.47,2579313,
