¥˙¬Î,ºÚ≥∆,»’∆⁄,ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),
688267.SH,÷–¥•√Ω,2022-02-16,43.11,48.8,41.8,42.2,27417206,
688267.SH,÷–¥•√Ω,2022-02-17,43.6,46,42.66,45.16,16938935,
688267.SH,÷–¥•√Ω,2022-02-18,44.6,44.88,41.5,42.54,9813816,
688267.SH,÷–¥•√Ω,2022-02-21,43.3,47.45,42.19,46.65,10875157,
688267.SH,÷–¥•√Ω,2022-02-22,46.48,48.59,44.3,45.51,6818364,
688267.SH,÷–¥•√Ω,2022-02-23,45.56,47.34,44.21,46.5,5953305,
688267.SH,÷–¥•√Ω,2022-02-24,45.51,48.26,44.52,46.9,5271475,
688267.SH,÷–¥•√Ω,2022-02-25,47.24,49.88,45.5,46.1,6017773,
688267.SH,÷–¥•√Ω,2022-02-28,45,50.1,44.26,50.1,5936857,
688267.SH,÷–¥•√Ω,2022-03-01,49.98,50.7,46.62,49.32,5009324,
688267.SH,÷–¥•√Ω,2022-03-02,48.25,49.2,47.42,47.82,2141270,
688267.SH,÷–¥•√Ω,2022-03-03,47.65,48.3,46.33,47.74,2648204,
688267.SH,÷–¥•√Ω,2022-03-04,48.1,48.2,46.16,46.64,2421149,
688267.SH,÷–¥•√Ω,2022-03-07,46.06,46.36,43.33,44.2,2737434,
688267.SH,÷–¥•√Ω,2022-03-08,43,44.67,42.63,43.42,1811556,
688267.SH,÷–¥•√Ω,2022-03-09,44,46,42.42,44.26,2168426,
688267.SH,÷–¥•√Ω,2022-03-10,45.8,45.8,43.72,44.26,1826477,
688267.SH,÷–¥•√Ω,2022-03-11,44.06,44.06,41.86,42.88,1649023,
688267.SH,÷–¥•√Ω,2022-03-14,42.47,42.62,41.08,41.52,1030200,
688267.SH,÷–¥•√Ω,2022-03-15,41.18,41.88,39.9,39.91,792474,
688267.SH,÷–¥•√Ω,2022-03-16,40.99,42.32,38.01,41.6,1974871,
688267.SH,÷–¥•√Ω,2022-03-17,40.52,42.65,40.5,40.65,1059923,
688267.SH,÷–¥•√Ω,2022-03-18,40.41,41.29,39.57,40.48,841114,
688267.SH,÷–¥•√Ω,2022-03-21,40.06,41.19,39.82,41.08,615860,
688267.SH,÷–¥•√Ω,2022-03-22,41.99,43.39,41.6,41.74,1033941,
688267.SH,÷–¥•√Ω,2022-03-23,41.83,42.88,40.81,42.54,883506,
688267.SH,÷–¥•√Ω,2022-03-24,41.62,42.33,40.88,41.3,491068,
688267.SH,÷–¥•√Ω,2022-03-25,40.5,41.48,40.35,41.33,489970,
688267.SH,÷–¥•√Ω,2022-03-28,40.55,41.58,39.8,40.3,193209,
688267.SH,÷–¥•√Ω,2022-03-29,40.57,40.57,38.3,39.2,772216,
688267.SH,÷–¥•√Ω,2022-03-30,39.5,39.68,38,38.3,818151,
688267.SH,÷–¥•√Ω,2022-03-31,38.3,38.3,35.01,36.97,3037001,
688267.SH,÷–¥•√Ω,2022-04-01,36.21,36.99,34.6,36.11,1411363,
688267.SH,÷–¥•√Ω,2022-04-06,36,37.93,35.35,36.03,1053077,
688267.SH,÷–¥•√Ω,2022-04-07,36,36,34.71,35.02,622120,
688267.SH,÷–¥•√Ω,2022-04-08,35.74,35.74,34.32,34.66,542961,
688267.SH,÷–¥•√Ω,2022-04-11,34.66,34.66,31.99,31.99,960911,
688267.SH,÷–¥•√Ω,2022-04-12,32.42,32.42,31.01,31.03,1675351,
688267.SH,÷–¥•√Ω,2022-04-13,31.05,31.75,30,30.21,951554,
688267.SH,÷–¥•√Ω,2022-04-14,30.37,30.64,29.54,29.82,1190154,
688267.SH,÷–¥•√Ω,2022-04-15,29.4,30.12,29.05,29.19,927782,
688267.SH,÷–¥•√Ω,2022-04-18,29.21,30.44,28.16,30.12,1637474,
688267.SH,÷–¥•√Ω,2022-04-19,29.84,30.56,29.8,29.97,427095,
