╢ЗбК,╪РЁф,хуфз,©╙ел╪ш(т╙),вН╦ъ╪ш(т╙),вН╣м╪ш(т╙),йуел╪ш(т╙),Ёи╫╩а©(╧и),
002864.SZ,елаЗр╘р╣,2017-11-16,12.04,14.44,12.04,14.44,7955,
002864.SZ,елаЗр╘р╣,2017-11-17,15.88,15.88,15.88,15.88,2958,
002864.SZ,елаЗр╘р╣,2017-11-20,17.47,17.47,17.47,17.47,2109,
002864.SZ,елаЗр╘р╣,2017-11-21,19.22,19.22,19.22,19.22,5360,
002864.SZ,елаЗр╘р╣,2017-11-22,21.14,21.14,21.14,21.14,6916,
002864.SZ,елаЗр╘р╣,2017-11-23,23.25,23.25,23.25,23.25,13077,
002864.SZ,елаЗр╘р╣,2017-11-24,25.58,25.58,25.58,25.58,19755,
002864.SZ,елаЗр╘р╣,2017-11-27,28.14,28.14,28.14,28.14,112044,
002864.SZ,елаЗр╘р╣,2017-11-28,28.14,28.14,28.14,28.14,0,
002864.SZ,елаЗр╘р╣,2017-11-29,28.14,28.14,28.14,28.14,0,
002864.SZ,елаЗр╘р╣,2017-11-30,30.95,30.95,30.95,30.95,233984,
002864.SZ,елаЗр╘р╣,2017-12-01,34.05,34.05,34.05,34.05,234912,
002864.SZ,елаЗр╘р╣,2017-12-04,36.03,36.08,30.65,30.65,11680316,
002864.SZ,елаЗр╘р╣,2017-12-05,29.9,30.5,27.59,28.14,8916575,
002864.SZ,елаЗр╘р╣,2017-12-06,27.9,29.21,27.22,28.86,7099542,
002864.SZ,елаЗр╘р╣,2017-12-07,28.2,28.32,26.5,26.72,7070099,
002864.SZ,елаЗр╘р╣,2017-12-08,26,28,25.99,27.09,6735809,
002864.SZ,елаЗр╘р╣,2017-12-11,27.04,27.26,26.5,27,4560644,
002864.SZ,елаЗр╘р╣,2017-12-12,26.7,26.89,25.31,25.32,5146923,
002864.SZ,елаЗр╘р╣,2017-12-13,25.34,25.69,25.2,25.6,2783528,
002864.SZ,елаЗр╘р╣,2017-12-14,25.48,26.62,25.33,26.33,4424133,
002864.SZ,елаЗр╘р╣,2017-12-15,26.06,26.24,25.46,25.69,2895933,
002864.SZ,елаЗр╘р╣,2017-12-18,25.9,26.08,25.38,25.95,2311532,
002864.SZ,елаЗр╘р╣,2017-12-19,25.8,26.34,25.7,26.29,2964839,
002864.SZ,елаЗр╘р╣,2017-12-20,26.12,26.26,25.38,25.44,2290843,
002864.SZ,елаЗр╘р╣,2017-12-21,25.3,25.44,24.31,25.08,2865619,
002864.SZ,елаЗр╘р╣,2017-12-22,24.98,25.57,24.87,25.12,2341323,
002864.SZ,елаЗр╘р╣,2017-12-25,24.72,26.51,24.39,25.9,4171357,
002864.SZ,елаЗр╘р╣,2017-12-26,25.6,28.49,25.42,28.49,7603047,
002864.SZ,елаЗр╘р╣,2017-12-27,29,31.34,28.99,31.26,12188395,
002864.SZ,елаЗр╘р╣,2017-12-28,30.01,32,29.52,31.28,11012630,
002864.SZ,елаЗр╘р╣,2017-12-29,30.25,30.59,28.33,28.65,6963904,
002864.SZ,елаЗр╘р╣,2018-01-02,29,31.52,27.99,31.52,7492790,
002864.SZ,елаЗр╘р╣,2018-01-03,31.9,33.99,31,31.1,12571404,
002864.SZ,елаЗр╘р╣,2018-01-04,29.59,31.45,29.04,30.66,7781013,
002864.SZ,елаЗр╘р╣,2018-01-05,30.03,32.91,29.79,31.66,8616433,
002864.SZ,елаЗр╘р╣,2018-01-08,31,34.83,31,34.83,11021444,
002864.SZ,елаЗр╘р╣,2018-01-09,35.21,38.31,33.71,38.31,13126801,
002864.SZ,елаЗр╘р╣,2018-01-10,37,40.25,34.55,38.44,12953511,
002864.SZ,елаЗр╘р╣,2018-01-11,37.1,41.52,36.1,37.34,11812579,
002864.SZ,елаЗр╘р╣,2018-01-12,36.9,38.6,35.03,36.39,8673061,
002864.SZ,елаЗр╘р╣,2018-01-15,35.03,38.06,34.01,36.84,8902089,
002864.SZ,елаЗр╘р╣,2018-01-16,35.84,40.4,35.28,38.9,10159619,
002864.SZ,елаЗр╘р╣,2018-01-17,37,38.26,35.98,36.02,7701133,
002864.SZ,елаЗр╘р╣,2018-01-18,35.12,37.8,34.6,36.4,6473051,
002864.SZ,елаЗр╘р╣,2018-01-19,36.05,36.4,33.1,33.98,7473487,
002864.SZ,елаЗр╘р╣,2018-01-22,33.15,33.25,30.76,31.38,5000888,
002864.SZ,елаЗр╘р╣,2018-01-23,31.4,31.79,30.95,31.72,3138941,
002864.SZ,елаЗр╘р╣,2018-01-24,31.64,32.9,31.42,32.43,4395514,
002864.SZ,елаЗр╘р╣,2018-01-25,31.98,32.28,31.3,31.4,3742297,
002864.SZ,елаЗр╘р╣,2018-01-26,31.23,31.6,30.11,30.15,3488824,
002864.SZ,елаЗр╘р╣,2018-01-29,30.04,31.08,30.04,30.87,2918063,
002864.SZ,елаЗр╘р╣,2018-01-30,30.87,32.7,30.87,31.66,4039747,
002864.SZ,елаЗр╘р╣,2018-01-31,31.4,31.4,29.18,29.23,3525650,
002864.SZ,елаЗр╘р╣,2018-02-01,28.59,29.95,28.58,28.82,2305659,
002864.SZ,елаЗр╘р╣,2018-02-02,28.58,29.2,26.01,27.52,2249987,
002864.SZ,елаЗр╘р╣,2018-02-05,27,27.67,26,26.06,2127074,
002864.SZ,елаЗр╘р╣,2018-02-06,25.57,25.7,23.45,23.45,2978061,
002864.SZ,елаЗр╘р╣,2018-02-07,23.99,25.39,22.8,24.68,3309977,
002864.SZ,елаЗр╘р╣,2018-02-08,24.32,25.39,24.26,24.7,2180804,
002864.SZ,елаЗр╘р╣,2018-02-09,23.45,24.38,22.95,23.85,1809343,
002864.SZ,елаЗр╘р╣,2018-02-12,24.33,25.86,24.16,25.52,2689856,
002864.SZ,елаЗр╘р╣,2018-02-13,25.55,26.7,25.23,25.67,2527288,
002864.SZ,елаЗр╘р╣,2018-02-14,25.43,25.8,24.51,24.88,1640550,
002864.SZ,елаЗр╘р╣,2018-02-22,25.13,26.07,25.08,25.98,1819732,
002864.SZ,елаЗр╘р╣,2018-02-23,25.88,26.88,25.63,26.31,2606015,
002864.SZ,елаЗр╘р╣,2018-02-26,26.78,28.59,26.53,28.16,3166519,
002864.SZ,елаЗр╘р╣,2018-02-27,28.14,29.27,27.6,28.47,3649230,
002864.SZ,елаЗр╘р╣,2018-02-28,27.94,28.66,27.35,27.43,2401857,
002864.SZ,елаЗр╘р╣,2018-03-01,27.09,28.68,27.08,28.14,2404286,
002864.SZ,елаЗр╘р╣,2018-03-02,27.7,28.27,27.22,27.22,2128988,
002864.SZ,елаЗр╘р╣,2018-03-05,27.05,28.07,27.05,27.94,1724858,
002864.SZ,елаЗр╘р╣,2018-03-06,28.46,29.26,28.02,29.1,3498615,
002864.SZ,елаЗр╘р╣,2018-03-07,29.1,29.19,28.27,28.65,2645922,
002864.SZ,елаЗр╘р╣,2018-03-08,28.66,31.32,28.3,31.2,5637101,
002864.SZ,елаЗр╘р╣,2018-03-09,30.71,31.25,30.12,30.85,4130794,
002864.SZ,елаЗр╘р╣,2018-03-12,30.81,31.55,30.5,31.44,3802737,
002864.SZ,елаЗр╘р╣,2018-03-13,31.03,31.26,29.66,29.82,3199723,
002864.SZ,елаЗр╘р╣,2018-03-14,29.6,30.33,29.33,29.73,1830650,
002864.SZ,елаЗр╘р╣,2018-03-15,29.25,29.26,26.8,27.59,3367894,
002864.SZ,елаЗр╘р╣,2018-03-16,27.64,28.09,27.36,27.37,1629237,
002864.SZ,елаЗр╘р╣,2018-03-19,26.86,28.27,26.86,27.96,1708969,
002864.SZ,елаЗр╘р╣,2018-03-20,27.7,30.76,27.55,30.76,2193802,
002864.SZ,елаЗр╘р╣,2018-03-21,33.84,33.84,33.84,33.84,1016116,
002864.SZ,елаЗр╘р╣,2018-03-22,37.01,37.22,36.5,37.22,10148885,
002864.SZ,елаЗр╘р╣,2018-03-23,36,40.94,34.3,39.5,16291666,
002864.SZ,елаЗр╘р╣,2018-03-26,35.61,43.45,35.61,43.45,12146830,
002864.SZ,елаЗр╘р╣,2018-03-27,47.15,47.8,46.05,47.8,4025392,
002864.SZ,елаЗр╘р╣,2018-03-28,50.98,52.58,49.7,52.58,15176441,
002864.SZ,елаЗр╘р╣,2018-03-29,52.58,52.58,52.58,52.58,0,
002864.SZ,елаЗр╘р╣,2018-03-30,52.58,52.58,52.58,52.58,0,
002864.SZ,елаЗр╘р╣,2018-04-02,57.84,57.84,57.84,57.84,3654610,
002864.SZ,елаЗр╘р╣,2018-04-03,59.95,63.62,58.66,63.62,6337350,
002864.SZ,елаЗр╘р╣,2018-04-04,69.98,69.98,65.11,69.98,8991303,
002864.SZ,елаЗр╘р╣,2018-04-09,70,76.98,69.99,76.98,9924818,
002864.SZ,елаЗр╘р╣,2018-04-10,76.98,76.98,76.98,76.98,0,
002864.SZ,елаЗр╘р╣,2018-04-11,76.98,76.98,76.98,76.98,0,
002864.SZ,елаЗр╘р╣,2018-04-12,76.98,81.36,70.2,72.3,14225989,
002864.SZ,елаЗр╘р╣,2018-04-13,72.35,77.76,70.3,71.92,14880123,
002864.SZ,елаЗр╘р╣,2018-04-16,65.5,68.88,64.73,67.06,11487845,
002864.SZ,елаЗр╘р╣,2018-04-17,66.66,68.3,62,63.65,9571707,
002864.SZ,елаЗр╘р╣,2018-04-18,63.24,64.82,61.02,64.58,8136972,
002864.SZ,елаЗр╘р╣,2018-04-19,62.29,68.78,62.09,62.5,12819657,
002864.SZ,елаЗр╘р╣,2018-04-20,58,58.98,56.25,56.25,9866567,
002864.SZ,елаЗр╘р╣,2018-04-23,55.67,58.52,55.67,58.52,7555718,
002864.SZ,елаЗр╘р╣,2018-04-24,59.17,64.37,57.66,64.37,12769557,
002864.SZ,елаЗр╘р╣,2018-04-25,63,70.18,60.97,66.18,13791772,
002864.SZ,елаЗр╘р╣,2018-04-26,63.22,66.8,60.1,60.78,9237799,
002864.SZ,елаЗр╘р╣,2018-04-27,60.97,63.4,58.05,58.45,7801002,
002864.SZ,елаЗр╘р╣,2018-05-02,59.14,59.97,56.06,58.01,5854770,
002864.SZ,елаЗр╘р╣,2018-05-03,58.43,62,57.24,61.51,8430349,
002864.SZ,елаЗр╘р╣,2018-05-04,60.55,60.55,57,57.26,6382623,
002864.SZ,елаЗр╘р╣,2018-05-07,57.95,62.99,57.5,60.81,8526080,
002864.SZ,елаЗр╘р╣,2018-05-08,61.18,64.5,59.36,63.73,10597552,
