╢ЗбК,╪РЁф,хуфз,©╙ел╪ш(т╙),вН╦ъ╪ш(т╙),вН╣м╪ш(т╙),йуел╪ш(т╙),Ёи╫╩а©(╧и),
301456.SZ,ел╧ежгдэ,2023-07-14,51,58.88,48.85,50.48,23663826,
301456.SZ,ел╧ежгдэ,2023-07-17,44.8,44.88,41.51,41.61,15360596,
301456.SZ,ел╧ежгдэ,2023-07-18,40.26,40.7,38.57,38.68,10852352,
301456.SZ,ел╧ежгдэ,2023-07-19,38.3,39.34,38.28,38.82,6670118,
301456.SZ,ел╧ежгдэ,2023-07-20,38.48,41.15,38.48,40.29,9984459,
301456.SZ,ел╧ежгдэ,2023-07-21,39.56,39.83,37.68,37.7,8516263,
301456.SZ,ел╧ежгдэ,2023-07-24,37.33,37.55,36.08,36.52,5271072,
301456.SZ,ел╧ежгдэ,2023-07-25,36.75,37.75,36.66,37.41,4741701,
301456.SZ,ел╧ежгдэ,2023-07-26,37,37.75,36.49,36.55,4655262,
301456.SZ,ел╧ежгдэ,2023-07-27,36.51,38.33,36.51,38,7067297,
301456.SZ,ел╧ежгдэ,2023-07-28,37.8,38.29,36.29,37.4,5472227,
301456.SZ,ел╧ежгдэ,2023-07-31,36.85,38.1,36.85,37.75,4362925,
301456.SZ,ел╧ежгдэ,2023-08-01,37.6,39.6,37.05,39.1,8518489,
301456.SZ,ел╧ежгдэ,2023-08-02,38.64,40.69,38.1,40.29,8422642,
301456.SZ,ел╧ежгдэ,2023-08-03,39.57,42.73,39.21,40.13,10432009,
301456.SZ,ел╧ежгдэ,2023-08-04,39.5,39.9,38.16,38.77,7418936,
301456.SZ,ел╧ежгдэ,2023-08-07,38.32,39.21,37.7,38.39,4353646,
301456.SZ,ел╧ежгдэ,2023-08-08,38.46,39.37,38.2,39.28,5007134,
301456.SZ,ел╧ежгдэ,2023-08-09,39.24,41.4,38.8,40.5,8354196,
301456.SZ,ел╧ежгдэ,2023-08-10,39.91,43.89,39.76,40.96,11435382,
301456.SZ,ел╧ежгдэ,2023-08-11,40.9,42,39.86,41.69,8500859,
301456.SZ,ел╧ежгдэ,2023-08-14,40.96,43.54,40.77,43,9819875,
301456.SZ,ел╧ежгдэ,2023-08-15,42.2,43.3,41.85,42.4,6885853,
301456.SZ,ел╧ежгдэ,2023-08-16,42.04,42.05,39.85,40,7394400,
301456.SZ,ел╧ежгдэ,2023-08-17,39.97,41.79,39.82,41.2,6621688,
301456.SZ,ел╧ежгдэ,2023-08-18,40.45,43.46,40.31,42.85,10335024,
301456.SZ,ел╧ежгдэ,2023-08-21,42.77,42.8,41.33,41.56,6918013,
301456.SZ,ел╧ежгдэ,2023-08-22,41.2,41.65,37.88,39.08,7351631,
301456.SZ,ел╧ежгдэ,2023-08-23,38.6,38.93,37.21,37.59,4074688,
301456.SZ,ел╧ежгдэ,2023-08-24,37.72,40.7,36.35,38.55,5780154,
301456.SZ,ел╧ежгдэ,2023-08-25,37.7,38.15,36.05,36.05,4458454,
301456.SZ,ел╧ежгдэ,2023-08-28,38.83,38.88,36.16,36.3,4024944,
301456.SZ,ел╧ежгдэ,2023-08-29,36.28,39.34,36.25,39.34,6906434,
301456.SZ,ел╧ежгдэ,2023-08-30,39,40.5,38.54,39.09,5105606,
301456.SZ,ел╧ежгдэ,2023-08-31,39.09,40.38,38.96,39.69,4524048,
301456.SZ,ел╧ежгдэ,2023-09-01,39.76,40.38,38.69,40.37,4083521,
301456.SZ,ел╧ежгдэ,2023-09-04,40.03,40.3,38.83,39.62,4161678,
301456.SZ,ел╧ежгдэ,2023-09-05,39.3,39.9,38.92,39.31,3077610,
301456.SZ,ел╧ежгдэ,2023-09-06,39.79,41,39.5,40.9,7082292,
301456.SZ,ел╧ежгдэ,2023-09-07,40.2,40.35,38.16,38.16,5509608,
301456.SZ,ел╧ежгдэ,2023-09-08,38.16,39.47,38.16,38.71,2671279,
301456.SZ,ел╧ежгдэ,2023-09-11,38.43,39.08,37.9,38.88,2752395,
301456.SZ,ел╧ежгдэ,2023-09-12,38.75,38.82,38.01,38.36,2163600,
301456.SZ,ел╧ежгдэ,2023-09-13,38.1,38.35,37.1,37.53,2306644,
301456.SZ,ел╧ежгдэ,2023-09-14,37.59,37.59,36.47,36.69,2164425,
301456.SZ,ел╧ежгдэ,2023-09-15,36.79,37.17,36.43,36.48,1563479,
301456.SZ,ел╧ежгдэ,2023-09-18,36.5,38.19,36.25,37.6,2466706,
301456.SZ,ел╧ежгдэ,2023-09-19,37.6,38.08,37.3,37.33,1759154,
301456.SZ,ел╧ежгдэ,2023-09-20,37.1,37.62,36.71,37.25,1450800,
301456.SZ,ел╧ежгдэ,2023-09-21,37.25,37.54,35.61,35.7,2282028,
301456.SZ,ел╧ежгдэ,2023-09-22,35.6,37.18,35.57,36.95,2278523,
301456.SZ,ел╧ежгдэ,2023-09-25,36.95,38.15,36.95,37.45,1812597,
301456.SZ,ел╧ежгдэ,2023-09-26,37.5,38.19,37.13,37.87,2043336,
301456.SZ,ел╧ежгдэ,2023-09-27,37.81,39.79,36.97,39.14,5080874,
301456.SZ,ел╧ежгдэ,2023-09-28,38.6584,39.0597,37.7253,38.0263,3431107,
301456.SZ,ел╧ежгдэ,2023-10-09,38.1166,38.3273,37.3741,37.4544,1782242,
301456.SZ,ел╧ежгдэ,2023-10-10,37.4544,37.6249,36.6818,36.8624,1920701,
301456.SZ,ел╧ежгдэ,2023-10-11,36.742,37.023,35.538,36.0397,4457495,
301456.SZ,ел╧ежгдэ,2023-10-12,36.0397,36.5012,34.926,36.1099,3821304,
301456.SZ,ел╧ежгдэ,2023-10-13,35.6183,35.6785,34.635,34.6752,2863069,
301456.SZ,ел╧ежгдэ,2023-10-16,34.7855,35.0163,33.8123,33.9829,1850918,
301456.SZ,ел╧ежгдэ,2023-10-17,33.9829,34.2538,33.5013,33.5715,1498466,
301456.SZ,ел╧ежгдэ,2023-10-18,33.4411,33.4912,32.4678,32.4678,2596311,
301456.SZ,ел╧ежгдэ,2023-10-19,32.2973,33.11,32.1267,32.6585,1816290,
301456.SZ,ел╧ежгдэ,2023-10-20,32.6083,34.8758,32.4177,33.5013,3265697,
301456.SZ,ел╧ежгдэ,2023-10-23,33.2103,34.0732,31.8257,33.0799,3182444,
301456.SZ,ел╧ежгдэ,2023-10-24,32.6083,33.6718,32.4076,33.6217,2158717,
301456.SZ,ел╧ежгдэ,2023-10-25,33.8123,33.8825,33.1401,33.5815,2112207,
301456.SZ,ел╧ежгдэ,2023-10-26,32.819,33.712,32.528,33.712,2017303,
301456.SZ,ел╧ежгдэ,2023-10-27,33.6116,34.314,33.3708,33.8625,2080169,
301456.SZ,ел╧ежгдэ,2023-10-30,33.9126,34.023,33.3909,33.9126,2013785,
301456.SZ,ел╧ежгдэ,2023-10-31,33.9126,34.0431,33.0096,33.2404,1752775,
301456.SZ,ел╧ежгдэ,2023-11-01,33.1802,33.421,32.809,33.0498,1227201,
301456.SZ,ел╧ежгдэ,2023-11-02,32.9093,33.1902,32.3374,32.3575,1481894,
301456.SZ,ел╧ежгдэ,2023-11-03,32.4578,33.712,32.4478,33.3207,2192467,
301456.SZ,ел╧ежгдэ,2023-11-06,33.3708,34.1434,33.3708,34.1033,2264327,
301456.SZ,ел╧ежгдэ,2023-11-07,34.0832,34.0832,33.5113,33.8324,2343477,
301456.SZ,ел╧ежгдэ,2023-11-08,33.6618,33.9528,33.3407,33.7922,1891570,
