´úÂë,¼ò³Æ,ÈÕÆÚ,¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),
920914.BJ,Ô¶º½¾«ÃÜ,2022-11-11,15.5,15.69,14.92,14.94,7444135,
920914.BJ,Ô¶º½¾«ÃÜ,2022-11-14,14.96,15.5,14.47,15.37,3737180,
920914.BJ,Ô¶º½¾«ÃÜ,2022-11-15,14.9,15.11,14.65,14.65,2832761,
920914.BJ,Ô¶º½¾«ÃÜ,2022-11-16,14.68,14.82,14.39,14.4,1356134,
920914.BJ,Ô¶º½¾«ÃÜ,2022-11-17,14.46,14.54,14.15,14.22,1185190,
920914.BJ,Ô¶º½¾«ÃÜ,2022-11-18,14.25,14.3,14.17,14.23,660695,
920914.BJ,Ô¶º½¾«ÃÜ,2022-11-21,14.25,14.44,14.18,14.24,910031,
920914.BJ,Ô¶º½¾«ÃÜ,2022-11-22,14.29,14.32,14.16,14.17,607436,
920914.BJ,Ô¶º½¾«ÃÜ,2022-11-23,14.15,14.2,13.89,13.96,750160,
920914.BJ,Ô¶º½¾«ÃÜ,2022-11-24,13.93,14.18,13.88,14.06,593496,
920914.BJ,Ô¶º½¾«ÃÜ,2022-11-25,13.94,14.06,13.83,13.85,842415,
920914.BJ,Ô¶º½¾«ÃÜ,2022-11-28,13.84,13.91,13.8,13.82,249129,
920914.BJ,Ô¶º½¾«ÃÜ,2022-11-29,13.83,14.04,13.83,13.93,360413,
920914.BJ,Ô¶º½¾«ÃÜ,2022-11-30,13.92,13.99,13.86,13.88,214956,
920914.BJ,Ô¶º½¾«ÃÜ,2022-12-01,13.98,13.98,13.83,13.91,436742,
920914.BJ,Ô¶º½¾«ÃÜ,2022-12-02,13.95,13.95,13.85,13.88,217880,
920914.BJ,Ô¶º½¾«ÃÜ,2022-12-05,13.93,13.98,13.8,13.89,300682,
920914.BJ,Ô¶º½¾«ÃÜ,2022-12-06,13.86,13.86,13.62,13.64,735422,
920914.BJ,Ô¶º½¾«ÃÜ,2022-12-07,13.64,13.64,13.39,13.41,655695,
920914.BJ,Ô¶º½¾«ÃÜ,2022-12-08,13.39,13.39,13.13,13.13,531225,
920914.BJ,Ô¶º½¾«ÃÜ,2022-12-09,13.14,13.39,13.14,13.29,273021,
920914.BJ,Ô¶º½¾«ÃÜ,2022-12-12,13.36,13.36,13.1,13.27,222481,
920914.BJ,Ô¶º½¾«ÃÜ,2022-12-13,13.27,13.31,13.14,13.17,152002,
920914.BJ,Ô¶º½¾«ÃÜ,2022-12-14,13.24,13.24,13,13.05,320152,
920914.BJ,Ô¶º½¾«ÃÜ,2022-12-15,13.15,13.15,13.01,13.05,185157,
920914.BJ,Ô¶º½¾«ÃÜ,2022-12-16,13.01,13.08,12.8,12.8,264345,
920914.BJ,Ô¶º½¾«ÃÜ,2022-12-19,12.8,12.8,12.2,12.24,687243,
920914.BJ,Ô¶º½¾«ÃÜ,2022-12-20,12.24,12.28,12.08,12.09,273850,
920914.BJ,Ô¶º½¾«ÃÜ,2022-12-21,12.09,12.09,11.66,11.66,477153,
920914.BJ,Ô¶º½¾«ÃÜ,2022-12-22,11.67,11.68,11.18,11.21,607244,
920914.BJ,Ô¶º½¾«ÃÜ,2022-12-23,11.2,11.2,10.88,10.91,385521,
920914.BJ,Ô¶º½¾«ÃÜ,2022-12-26,10.9,10.9,10.52,10.53,730454,
920914.BJ,Ô¶º½¾«ÃÜ,2022-12-27,10.6,10.66,10.52,10.65,157839,
920914.BJ,Ô¶º½¾«ÃÜ,2022-12-28,10.58,10.65,10.53,10.63,122661,
920914.BJ,Ô¶º½¾«ÃÜ,2022-12-29,10.56,10.69,10.53,10.55,170273,
920914.BJ,Ô¶º½¾«ÃÜ,2022-12-30,10.56,10.61,10.51,10.6,125987,
920914.BJ,Ô¶º½¾«ÃÜ,2023-01-03,10.59,10.77,10.52,10.77,153642,
920914.BJ,Ô¶º½¾«ÃÜ,2023-01-04,10.7,10.9,10.66,10.9,232587,
920914.BJ,Ô¶º½¾«ÃÜ,2023-01-05,10.94,10.94,10.87,10.89,146787,
