代码,简称,日期,开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),
300020.SZ,ST银江,2015-01-05,84.474,84.474,80.1357,82.7937,3323955,
300020.SZ,ST银江,2015-01-06,82.5798,86.7042,81.9383,86.5209,3784977,
300020.SZ,ST银江,2015-01-07,86.6737,86.9181,84.5046,85.1461,2475760,
300020.SZ,ST银江,2015-01-08,85.5433,87.0403,84.9628,85.5739,2715536,
300020.SZ,ST银江,2015-01-09,85.1156,86.857,84.9628,85.3905,3276514,
300020.SZ,ST银江,2015-01-12,84.5351,86.3987,84.5046,86.0321,3033684,
300020.SZ,ST银江,2015-01-13,86.0016,92.7228,85.5433,90.9509,7818390,
300020.SZ,ST银江,2015-01-14,90.6454,90.6454,88.2318,88.5984,3393965,
300020.SZ,ST银江,2015-01-15,88.7512,90.2787,87.2542,89.6066,3753914,
300020.SZ,ST银江,2015-01-16,89.7288,94.2198,88.9039,93.1811,6991796,
300020.SZ,ST银江,2015-01-19,90.2787,97.6416,90.2787,92.8756,9056089,
300020.SZ,ST银江,2015-01-20,92.8756,99.0469,92.8756,98.3748,9964781,
300020.SZ,ST银江,2015-01-21,98.6498,100.269,97.1833,99.5357,10140240,
300020.SZ,ST银江,2015-01-22,98.6803,103.1713,98.0693,101.2772,6753720,
300020.SZ,ST银江,2015-01-23,100.605,102.377,97.4888,97.6721,6493885,
300020.SZ,ST银江,2015-01-26,97.4583,99.9024,97.4277,98.9858,3849885,
300020.SZ,ST银江,2015-01-27,98.8331,100.9411,96.5417,98.8942,4435269,
300020.SZ,ST银江,2015-01-28,98.0082,102.3159,97.4583,101.3383,5632578,
300020.SZ,ST银江,2015-01-29,100.0551,102.4687,97.7638,98.3748,5940121,
300020.SZ,ST银江,2015-01-30,98.5887,106.5625,98.5887,102.5603,10587006,
300020.SZ,ST银江,2015-02-02,101.3077,109.526,100.8189,107.6318,10296972,
300020.SZ,ST银江,2015-02-03,106.9291,111.5118,106.6542,107.2346,10856109,
300020.SZ,ST银江,2015-02-04,106.3181,111.8173,106.3181,108.1512,8016132,
300020.SZ,ST银江,2015-02-05,106.9597,115.6057,106.868,111.4202,11330782,
300020.SZ,ST银江,2015-02-06,110.8091,112.0006,107.9068,108.6705,4780254,
300020.SZ,ST银江,2015-02-09,108.7622,114.9641,108.4872,109.4954,8116962,
300020.SZ,ST银江,2015-02-10,109.862,111.6951,105.4016,111.5118,5971012,
300020.SZ,ST银江,2015-02-11,111.9701,115.4224,110.2287,114.5669,6615983,
300020.SZ,ST银江,2015-02-12,114.292,118.1109,112.4589,114.3225,6754268,
300020.SZ,ST银江,2015-02-13,115.7279,118.172,113.6504,114.4753,6786545,
300020.SZ,ST银江,2015-02-16,114.5669,116.4,112.4283,115.3307,7938561,
300020.SZ,ST银江,2015-02-17,115.7279,116.7666,112.52,113.8031,6004166,
300020.SZ,ST银江,2015-02-25,114.4753,115.4835,108.0901,109.1288,5460677,
300020.SZ,ST银江,2015-02-26,109.4343,109.7398,106.3181,108.2123,5392209,
300020.SZ,ST银江,2015-02-27,108.1512,119.0274,108.1512,119.0274,10602686,
300020.SZ,ST银江,2015-03-02,119.4857,130.6674,117.9276,127.3984,15483201,
300020.SZ,ST银江,2015-03-03,124.6488,126.7874,119.1191,121.4409,9137660,
300020.SZ,ST银江,2015-03-04,122.2047,132.8976,121.3187,129.8425,9815809,
300020.SZ,ST银江,2015-03-05,128.315,133.3559,125.5348,132.3172,8466464,
300020.SZ,ST银江,2015-03-06,132.3172,132.3172,122.2047,125.8098,7421555,
300020.SZ,ST银江,2015-03-09,124.6488,127.7956,123.274,127.3984,5271210,
300020.SZ,ST银江,2015-03-10,126.7874,133.0809,126.5124,132.531,6182420,
300020.SZ,ST银江,2015-03-11,131.6145,131.645,127.0929,127.7039,4262880,
300020.SZ,ST银江,2015-03-12,127.7039,130.0869,120.6772,123.9156,4615396,
300020.SZ,ST银江,2015-03-13,123.4268,127.9483,122.3575,127.3984,5495657,
300020.SZ,ST银江,2015-03-16,127.3068,132.8976,127.3068,131.645,7309055,
300020.SZ,ST银江,2015-03-17,131.9811,132.7449,126.1153,127.2762,8416635,
300020.SZ,ST银江,2015-03-18,126.1458,130.148,124.2822,127.5206,8080277,
