╢ЗбК,╪РЁф,хуфз,©╙ел╪ш(т╙),вН╦ъ╪ш(т╙),вН╣м╪ш(т╙),йуел╪ш(т╙),Ёи╫╩а©(╧и),
002745.SZ,д╬ажи╜,2015-02-17,25.8,30.96,25.8,30.96,66000,
002745.SZ,д╬ажи╜,2015-02-25,34.06,34.06,34.06,34.06,14400,
002745.SZ,д╬ажи╜,2015-02-26,37.47,37.47,37.47,37.47,14500,
002745.SZ,д╬ажи╜,2015-02-27,41.22,41.22,41.22,41.22,54800,
002745.SZ,д╬ажи╜,2015-03-02,45.34,45.34,45.34,45.34,269100,
002745.SZ,д╬ажи╜,2015-03-03,45.34,49.48,40.95,47.47,26072515,
002745.SZ,д╬ажи╜,2015-03-04,44.2,45.5,43.1,44.24,13438186,
002745.SZ,д╬ажи╜,2015-03-05,44,44,42.06,42.07,10068349,
002745.SZ,д╬ажи╜,2015-03-06,41.98,43.2,41.01,41.25,7292743,
002745.SZ,д╬ажи╜,2015-03-09,40.98,40.99,39.1,39.55,6494962,
002745.SZ,д╬ажи╜,2015-03-10,39.54,40.67,39.42,40.35,4457138,
002745.SZ,д╬ажи╜,2015-03-11,40,40,39.21,39.31,4379880,
002745.SZ,д╬ажи╜,2015-03-12,39.06,39.45,38.01,38.16,5446868,
002745.SZ,д╬ажи╜,2015-03-13,38.5,39.46,38.38,39.18,3772575,
002745.SZ,д╬ажи╜,2015-03-16,39.55,40.36,39.5,40.28,5114398,
002745.SZ,д╬ажи╜,2015-03-17,40.48,40.58,40.06,40.38,4839366,
002745.SZ,д╬ажи╜,2015-03-18,40.39,40.79,40.07,40.65,5287241,
002745.SZ,д╬ажи╜,2015-03-19,40.68,41.69,40.25,41.35,5761056,
002745.SZ,д╬ажи╜,2015-03-20,41.36,41.5,40.76,40.91,4466154,
002745.SZ,д╬ажи╜,2015-03-23,40.91,41.35,40.6,41.14,5140428,
002745.SZ,д╬ажи╜,2015-03-24,41.15,41.19,39.61,40.45,5366348,
002745.SZ,д╬ажи╜,2015-03-25,40.5,42.46,40.18,42.1,8778662,
002745.SZ,д╬ажи╜,2015-03-26,41.9,41.9,40.7,40.98,4886764,
002745.SZ,д╬ажи╜,2015-03-27,40.83,41.16,40.71,40.98,2393752,
002745.SZ,д╬ажи╜,2015-03-30,40.99,42.19,40.9,41.36,4436506,
002745.SZ,д╬ажи╜,2015-03-31,41.15,41.81,40.66,41.28,4707824,
002745.SZ,д╬ажи╜,2015-04-01,41.23,42.17,41.16,42.04,5546449,
002745.SZ,д╬ажи╜,2015-04-02,42.23,42.48,41.66,42.07,4795609,
002745.SZ,д╬ажи╜,2015-04-03,42.07,46.05,41.68,45.28,9962369,
002745.SZ,д╬ажи╜,2015-04-07,44.71,45.5,44.6,45.29,5679078,
002745.SZ,д╬ажи╜,2015-04-08,45.48,45.7,42.8,44.02,5539326,
002745.SZ,д╬ажи╜,2015-04-09,43.98,43.98,42.16,43.4,4754119,
002745.SZ,д╬ажи╜,2015-04-10,43.01,45.39,42.88,45.09,5083208,
002745.SZ,д╬ажи╜,2015-04-13,45,47.94,44.81,47,6919914,
002745.SZ,д╬ажи╜,2015-04-14,46.51,47.26,45.49,46.71,5948206,
002745.SZ,д╬ажи╜,2015-04-15,46.5,46.5,43.51,43.96,3900250,
002745.SZ,д╬ажи╜,2015-04-16,43.9,44.9,43,44.28,3002031,
002745.SZ,д╬ажи╜,2015-04-17,44.48,45.88,44.48,44.53,3647649,
002745.SZ,д╬ажи╜,2015-04-20,44.59,44.9,43.08,43.17,3456277,
002745.SZ,д╬ажи╜,2015-04-21,43,44.49,43,44.36,3367712,
002745.SZ,д╬ажи╜,2015-04-22,44,45.38,43.8,45.26,5680425,
002745.SZ,д╬ажи╜,2015-04-23,44.89,45,44,44.3,4712096,
