ด๚ย๋,ผ๒ณฦ,ศีฦฺ,ฟชลฬผÛ(ิช),ื๎ธ฿ผÛ(ิช),ื๎ตอผÛ(ิช),สีลฬผÛ(ิช),ณษฝปมฟ(นษ),
301079.SZ,ษÛั๔าบัน,2022-04-25,24.06,24.36,22.18,22.44,1169822,
301079.SZ,ษÛั๔าบัน,2022-04-26,22.04,22.39,20.56,20.9,1755058,
301079.SZ,ษÛั๔าบัน,2022-04-27,20.26,21.2,19.85,21.04,1465689,
301079.SZ,ษÛั๔าบัน,2022-04-28,20.69,20.99,19.97,20.06,1119417,
301079.SZ,ษÛั๔าบัน,2022-04-29,20.22,21.48,20.22,21.29,1351527,
301079.SZ,ษÛั๔าบัน,2022-05-05,21.48,22.43,21.07,22.03,1146141,
301079.SZ,ษÛั๔าบัน,2022-05-06,21.52,23.33,21.26,22.45,1284209,
301079.SZ,ษÛั๔าบัน,2022-05-09,22.32,23.26,22.32,23.1,1055941,
301079.SZ,ษÛั๔าบัน,2022-05-10,22.93,24.3,22.61,24,1473774,
301079.SZ,ษÛั๔าบัน,2022-05-11,24,24.72,23.38,23.45,1431798,
301079.SZ,ษÛั๔าบัน,2022-05-12,23.4,23.85,23.16,23.77,856548,
301079.SZ,ษÛั๔าบัน,2022-05-13,24,24.57,24,24.28,907896,
301079.SZ,ษÛั๔าบัน,2022-05-16,24.16,24.43,23.58,23.71,807303,
301079.SZ,ษÛั๔าบัน,2022-05-17,23.83,23.83,23.15,23.65,617524,
301079.SZ,ษÛั๔าบัน,2022-05-18,23.53,24.01,23.37,23.67,603843,
301079.SZ,ษÛั๔าบัน,2022-05-19,23.5,23.78,23.17,23.47,627768,
301079.SZ,ษÛั๔าบัน,2022-05-20,23.67,23.79,23.16,23.53,559782,
301079.SZ,ษÛั๔าบัน,2022-05-23,23.51,23.67,23.18,23.53,544375,
301079.SZ,ษÛั๔าบัน,2022-05-24,23.51,23.65,21.85,21.88,1038146,
301079.SZ,ษÛั๔าบัน,2022-05-25,21.88,22.58,21.88,22.54,668599,
301079.SZ,ษÛั๔าบัน,2022-05-26,22.4,23.78,22.4,23.37,1356746,
301079.SZ,ษÛั๔าบัน,2022-05-27,23.3,23.98,23,23.48,1154848,
301079.SZ,ษÛั๔าบัน,2022-05-30,23.51,23.8,23,23.32,687307,
301079.SZ,ษÛั๔าบัน,2022-05-31,23.32,23.42,22.78,23.34,566786,
301079.SZ,ษÛั๔าบัน,2022-06-01,23.34,24.16,23.05,23.73,911015,
301079.SZ,ษÛั๔าบัน,2022-06-02,23.64,24.17,23.45,24.13,705094,
301079.SZ,ษÛั๔าบัน,2022-06-06,24.1,24.59,23.97,24.51,869181,
301079.SZ,ษÛั๔าบัน,2022-06-07,24.52,24.85,23.79,23.91,727583,
301079.SZ,ษÛั๔าบัน,2022-06-08,24.12,24.28,23.26,23.58,625689,
301079.SZ,ษÛั๔าบัน,2022-06-09,23.58,23.58,22.67,22.99,539000,
301079.SZ,ษÛั๔าบัน,2022-06-10,22.99,24.58,22.64,24.33,1130843,
301079.SZ,ษÛั๔าบัน,2022-06-13,23.9786,25.796,23.7476,25.063,2242761,
301079.SZ,ษÛั๔าบัน,2022-06-14,24.5509,24.9023,23.7074,24.3802,1429119,
301079.SZ,ษÛั๔าบัน,2022-06-15,24.3802,24.5107,23.7576,23.8179,1491018,
301079.SZ,ษÛั๔าบัน,2022-06-16,23.8982,24.089,23.6371,23.8079,1062633,
301079.SZ,ษÛั๔าบัน,2022-06-17,23.7074,24.2497,23.3058,24.1091,1068245,
301079.SZ,ษÛั๔าบัน,2022-06-20,24.571,25.786,24.099,25.6153,2943211,
301079.SZ,ษÛั๔าบัน,2022-06-21,26.027,26.1073,24.5609,24.9023,1807492,
301079.SZ,ษÛั๔าบัน,2022-06-22,25.0128,25.2538,24.4003,24.4003,1351255,
301079.SZ,ษÛั๔าบัน,2022-06-23,24.4505,25.2036,24.2296,25.2036,1247602,
301079.SZ,ษÛั๔าบัน,2022-06-24,25.8964,25.8964,24.9526,25.1132,1582652,
301079.SZ,ษÛั๔าบัน,2022-06-27,25.8061,26.0069,25.2237,25.4446,1793490,
301079.SZ,ษÛั๔าบัน,2022-06-28,25.2438,26.3583,25.1634,25.8462,1909872,
301079.SZ,ษÛั๔าบัน,2022-06-29,26.1073,26.5491,24.8722,24.9626,1797208,
301079.SZ,ษÛั๔าบัน,2022-06-30,24.812,25.294,24.6614,24.9023,1049277,
301079.SZ,ษÛั๔าบัน,2022-07-01,24.7316,25.786,24.7316,25.304,1147177,
301079.SZ,ษÛั๔าบัน,2022-07-04,25.314,25.4647,24.6011,24.9023,889299,
301079.SZ,ษÛั๔าบัน,2022-07-05,24.9023,24.9124,23.9585,24.1995,963061,
301079.SZ,ษÛั๔าบัน,2022-07-06,24.2396,24.4605,23.6974,24.3099,712598,
301079.SZ,ษÛั๔าบัน,2022-07-07,23.9484,24.6011,23.8781,24.2296,779835,
301079.SZ,ษÛั๔าบัน,2022-07-08,24.2296,24.812,24.0288,24.1493,737153,
301079.SZ,ษÛั๔าบัน,2022-07-11,24.1693,24.33,23.3359,23.848,756799,
301079.SZ,ษÛั๔าบัน,2022-07-12,23.6472,23.6472,22.8138,22.9041,775634,
301079.SZ,ษÛั๔าบัน,2022-07-13,22.9041,24.4806,22.9041,24.32,1393622,
301079.SZ,ษÛั๔าบัน,2022-07-14,24.0689,24.571,23.8982,24.4806,975435,
301079.SZ,ษÛั๔าบัน,2022-07-15,24.3099,25.6554,24.2195,24.5609,1383829,
301079.SZ,ษÛั๔าบัน,2022-07-18,24.5609,25.314,24.5007,25.063,1291163,
301079.SZ,ษÛั๔าบัน,2022-07-19,25.0831,25.2839,24.7718,25.2538,1005632,
301079.SZ,ษÛั๔าบัน,2022-07-20,25.6454,25.9065,25.2136,25.4546,1242487,
301079.SZ,ษÛั๔าบัน,2022-07-21,25.4647,25.6856,25.2136,25.2739,761300,
301079.SZ,ษÛั๔าบัน,2022-07-22,25.2839,25.7157,24.9927,25.2739,635790,
301079.SZ,ษÛั๔าบัน,2022-07-25,25.3241,25.4948,24.7819,25.0429,538739,
301079.SZ,ษÛั๔าบัน,2022-07-26,25.2237,25.2438,24.2999,24.822,576420,
301079.SZ,ษÛั๔าบัน,2022-07-27,24.7919,25.7157,24.6513,25.6052,1440201,
301079.SZ,ษÛั๔าบัน,2022-07-28,25.6052,26.1073,25.4044,25.9165,1397583,
301079.SZ,ษÛั๔าบัน,2022-07-29,25.9165,26.0872,25.4647,25.7358,1095533,
301079.SZ,ษÛั๔าบัน,2022-08-01,25.6956,25.9466,25.3542,25.6454,646316,
301079.SZ,ษÛั๔าบัน,2022-08-02,25.4345,25.4446,24.0187,24.2697,1069292,
301079.SZ,ษÛั๔าบัน,2022-08-03,24.4003,25.1935,24.2999,24.3802,999878,
301079.SZ,ษÛั๔าบัน,2022-08-04,24.3802,24.8622,24.2798,24.8019,738430,
301079.SZ,ษÛั๔าบัน,2022-08-05,24.8521,25.053,24.3099,24.8622,927344,
301079.SZ,ษÛั๔าบัน,2022-08-08,24.8823,25.4446,24.5308,25.4446,702106,
301079.SZ,ษÛั๔าบัน,2022-08-09,26.3383,27.6135,25.6856,26.4989,4242070,
301079.SZ,ษÛั๔าบัน,2022-08-10,26.037,28.2361,25.9868,27.7039,4789130,
301079.SZ,ษÛั๔าบัน,2022-08-11,27.3725,27.5934,26.77,26.9407,2982926,
301079.SZ,ษÛั๔าบัน,2022-08-12,26.9106,27.1616,26.3081,26.5893,2096853,
301079.SZ,ษÛั๔าบัน,2022-08-15,26.6094,26.8001,26.1073,26.7901,1416991,
301079.SZ,ษÛั๔าบัน,2022-08-16,26.8905,26.9508,26.2178,26.3784,1235114,
301079.SZ,ษÛั๔าบัน,2022-08-17,26.3784,26.509,25.8061,25.9065,1405462,
301079.SZ,ษÛั๔าบัน,2022-08-18,25.9266,26.4587,25.5149,26.3885,1487044,
301079.SZ,ษÛั๔าบัน,2022-08-19,25.4647,25.8964,24.8823,24.8923,2316965,
301079.SZ,ษÛั๔าบัน,2022-08-22,24.7819,25.0429,24.4605,24.7015,1073160,
301079.SZ,ษÛั๔าบัน,2022-08-23,24.6513,25.2839,24.4605,25.053,1271845,
301079.SZ,ษÛั๔าบัน,2022-08-24,25.0931,25.2036,23.6773,23.7476,1296627,
301079.SZ,ษÛั๔าบัน,2022-08-25,23.8882,23.8882,22.8138,23.0447,989556,
301079.SZ,ษÛั๔าบัน,2022-08-26,23.0748,23.2757,22.9744,23.105,622253,
301079.SZ,ษÛั๔าบัน,2022-08-29,22.5929,23.3259,22.5125,23.2355,469389,
301079.SZ,ษÛั๔าบัน,2022-08-30,23.3158,23.5769,22.9644,23.1853,556841,
301079.SZ,ษÛั๔าบัน,2022-08-31,23.0748,23.2957,22.2414,22.3418,756737,
301079.SZ,ษÛั๔าบัน,2022-09-01,22.4222,22.6933,22.1109,22.2314,410190,
301079.SZ,ษÛั๔าบัน,2022-09-02,22.2414,22.7234,22.1912,22.6933,539672,
301079.SZ,ษÛั๔าบัน,2022-09-05,22.6732,22.7937,22.3519,22.5025,405800,
301079.SZ,ษÛั๔าบัน,2022-09-06,22.5828,22.5828,22.1912,22.4623,584044,
301079.SZ,ษÛั๔าบัน,2022-09-07,22.4724,22.7937,22.4222,22.5828,511096,
301079.SZ,ษÛั๔าบัน,2022-09-08,22.6029,22.623,21.9301,21.9402,640063,
301079.SZ,ษÛั๔าบัน,2022-09-09,22.0305,22.3719,21.5787,22.0908,450569,
301079.SZ,ษÛั๔าบัน,2022-09-13,22.2213,22.5326,22.0908,22.4422,448668,
301079.SZ,ษÛั๔าบัน,2022-09-14,21.8799,22.5427,21.6791,22.3418,418142,
301079.SZ,ษÛั๔าบัน,2022-09-15,22.3318,22.392,21.5385,21.7996,519042,
301079.SZ,ษÛั๔าบัน,2022-09-16,21.7795,21.8297,20.685,20.9059,620280,
301079.SZ,ษÛั๔าบัน,2022-09-19,21.2775,21.2775,20.1629,20.3235,470627,
301079.SZ,ษÛั๔าบัน,2022-09-20,20.4641,21.0465,20.4239,20.9863,654992,
301079.SZ,ษÛั๔าบัน,2022-09-21,20.926,21.0264,20.6348,20.9059,395395,
301079.SZ,ษÛั๔าบัน,2022-09-22,20.7151,21.2775,20.675,20.7051,315787,
301079.SZ,ษÛั๔าบัน,2022-09-23,20.675,20.8557,20.0123,20.1428,505931,
301079.SZ,ษÛั๔าบัน,2022-09-26,20.1428,20.1428,19.5001,19.5001,475216,
301079.SZ,ษÛั๔าบัน,2022-09-27,19.7813,20.1327,19.6106,20.0524,448908,
301079.SZ,ษÛั๔าบัน,2022-09-28,20.1026,20.1026,19.219,19.2792,457961,
301079.SZ,ษÛั๔าบัน,2022-09-29,19.3294,19.5805,18.978,19.1286,339580,
301079.SZ,ษÛั๔าบัน,2022-09-30,19.0684,19.2391,18.5864,18.6868,374150,
301079.SZ,ษÛั๔าบัน,2022-10-10,18.8675,19.1286,18.0743,18.6165,423796,
301079.SZ,ษÛั๔าบัน,2022-10-11,18.6165,18.6768,18.245,18.5964,332456,
301079.SZ,ษÛั๔าบัน,2022-10-12,18.6567,19.1186,18.4458,19.1085,592455,
301079.SZ,ษÛั๔าบัน,2022-10-13,19.0684,19.6809,18.8977,19.3797,513102,
301079.SZ,ษÛั๔าบัน,2022-10-14,19.46,20.3537,19.46,20.0022,836878,
301079.SZ,ษÛั๔าบัน,2022-10-17,19.7913,20.8858,19.7913,20.3235,1012089,
301079.SZ,ษÛั๔าบัน,2022-10-18,20.4541,20.9059,20.2834,20.7151,946694,
301079.SZ,ษÛั๔าบัน,2022-10-19,20.2834,21.1971,20.2834,20.8356,965678,
301079.SZ,ษÛั๔าบัน,2022-10-20,20.685,21.177,20.4942,20.6449,605361,
301079.SZ,ษÛั๔าบัน,2022-10-21,20.4942,21.5184,20.4942,21.0867,1065214,
301079.SZ,ษÛั๔าบัน,2022-10-24,21.0967,21.4682,20.6449,20.7051,750715,
301079.SZ,ษÛั๔าบัน,2022-10-25,20.7854,21.3879,20.3938,21.0666,687843,
301079.SZ,ษÛั๔าบัน,2022-10-26,20.7955,21.5184,20.7653,21.4682,742543,
301079.SZ,ษÛั๔าบัน,2022-10-27,21.2875,21.7193,21.1067,21.1168,533700,
301079.SZ,ษÛั๔าบัน,2022-10-28,20.9662,21.2875,20.0825,20.0825,557040,
301079.SZ,ษÛั๔าบัน,2022-10-31,20.4942,21.1268,20.2834,20.916,485661,
301079.SZ,ษÛั๔าบัน,2022-11-01,20.7051,21.0465,20.4942,20.936,654450,
301079.SZ,ษÛั๔าบัน,2022-11-02,20.926,21.2775,20.8758,20.9059,614884,
301079.SZ,ษÛั๔าบัน,2022-11-03,20.8256,21.2373,20.6147,20.9863,597510,
301079.SZ,ษÛั๔าบัน,2022-11-04,21.0164,22.1711,20.8959,21.4682,1966402,
301079.SZ,ษÛั๔าบัน,2022-11-07,21.3879,21.4281,20.9762,21.1168,1253388,
301079.SZ,ษÛั๔าบัน,2022-11-08,21.0867,21.3477,20.7252,20.9863,603430,
301079.SZ,ษÛั๔าบัน,2022-11-09,21.0365,21.0365,20.6649,20.6649,710401,
301079.SZ,ษÛั๔าบัน,2022-11-10,20.6248,20.7252,20.1629,20.2834,947725,
301079.SZ,ษÛั๔าบัน,2022-11-11,20.4842,20.9561,20.183,20.193,1098164,
301079.SZ,ษÛั๔าบัน,2022-11-14,20.203,20.4039,19.8817,20.2532,769326,
301079.SZ,ษÛั๔าบัน,2022-11-15,20.2131,20.5846,20.1629,20.5244,928088,
301079.SZ,ษÛั๔าบัน,2022-11-16,20.5344,20.8658,20.3537,20.4541,837900,
301079.SZ,ษÛั๔าบัน,2022-11-17,20.4541,20.5545,20.0625,20.4239,818228,
301079.SZ,ษÛั๔าบัน,2022-11-18,20.4139,20.7453,20.1026,20.1629,823583,
301079.SZ,ษÛั๔าบัน,2022-11-21,20.0926,20.3838,19.9018,20.2332,701820,
301079.SZ,ษÛั๔าบัน,2022-11-22,20.0825,20.3637,19.5905,19.7813,974843,
301079.SZ,ษÛั๔าบัน,2022-11-23,19.6909,19.7713,19.0885,19.4499,787957,
301079.SZ,ษÛั๔าบัน,2022-11-24,19.5504,19.9118,19.5303,19.6006,940402,
301079.SZ,ษÛั๔าบัน,2022-11-25,19.6909,19.6909,19.2792,19.3495,517175,
301079.SZ,ษÛั๔าบัน,2022-11-28,19.1788,19.2993,18.9579,19.1186,624447,
301079.SZ,ษÛั๔าบัน,2022-11-29,19.1085,19.5102,19.1085,19.47,823996,
301079.SZ,ษÛั๔าบัน,2022-11-30,19.6608,19.7211,19.229,19.4198,717480,
301079.SZ,ษÛั๔าบัน,2022-12-01,19.9018,19.9219,19.5504,19.7311,938765,
301079.SZ,ษÛั๔าบัน,2022-12-02,19.8315,19.9821,19.6106,19.9319,742425,
301079.SZ,ษÛั๔าบัน,2022-12-05,19.8415,20.2633,19.8415,20.0625,609079,
301079.SZ,ษÛั๔าบัน,2022-12-06,20.0524,20.0625,19.7411,19.8014,621525,
301079.SZ,ษÛั๔าบัน,2022-12-07,19.8817,19.8918,19.6608,19.7311,551896,
301079.SZ,ษÛั๔าบัน,2022-12-08,19.7411,19.7813,19.5403,19.5805,367840,
301079.SZ,ษÛั๔าบัน,2022-12-09,19.6809,19.8014,19.3997,19.4198,570100,
301079.SZ,ษÛั๔าบัน,2022-12-12,19.4198,19.5303,19.2391,19.47,515099,
301079.SZ,ษÛั๔าบัน,2022-12-13,19.4198,19.6307,19.3395,19.4801,578400,
301079.SZ,ษÛั๔าบัน,2022-12-14,19.4901,20.0022,19.4399,19.7713,1243863,
301079.SZ,ษÛั๔าบัน,2022-12-15,19.6407,19.7713,19.46,19.6206,872000,
301079.SZ,ษÛั๔าบัน,2022-12-16,19.5805,19.6809,19.0784,19.1286,815400,
301079.SZ,ษÛั๔าบัน,2022-12-19,19.1487,19.1989,18.5864,18.6768,618592,
