測鎢,潠備,�梪�,羲攫歎(啋),郔詢歎(啋),郔腴歎(啋),彶攫歎(啋),傖蝠講(嘖),
301323.SZ,陔應腦,2023-06-06,43.01,55.96,43,53.99,17162843,
301323.SZ,陔應腦,2023-06-07,48.5,51.51,47.5,48.16,11501830,
301323.SZ,陔應腦,2023-06-08,47.66,52.05,45.56,45.69,11091001,
301323.SZ,陔應腦,2023-06-09,43.2,44.51,42.02,42.57,10113616,
301323.SZ,陔應腦,2023-06-12,42.4,44.3,41.8,43.34,7913141,
301323.SZ,陔應腦,2023-06-13,42.8,44.09,41.91,43.09,7287000,
301323.SZ,陔應腦,2023-06-14,43.38,44.78,42.3,44.37,7653119,
301323.SZ,陔應腦,2023-06-15,43.82,44.24,41.38,41.49,7814575,
301323.SZ,陔應腦,2023-06-16,40.88,41.87,40.88,41.26,4438140,
301323.SZ,陔應腦,2023-06-19,41.22,42.27,41,41.6,3833261,
301323.SZ,陔應腦,2023-06-20,41.88,41.88,39.7,39.72,5194581,
301323.SZ,陔應腦,2023-06-21,39.48,39.95,38,38.13,3324578,
301323.SZ,陔應腦,2023-06-26,38,39.08,37.8,38.46,2752828,
301323.SZ,陔應腦,2023-06-27,38,39.1,38,38.54,2543686,
301323.SZ,陔應腦,2023-06-28,38.3,39.24,38.29,38.82,2677490,
301323.SZ,陔應腦,2023-06-29,38.78,43.99,38.5,41.77,8033260,
301323.SZ,陔應腦,2023-06-30,41.02,44.42,40.98,43.25,7824548,
301323.SZ,陔應腦,2023-07-03,43.25,44.4,42.11,42.4,3900823,
301323.SZ,陔應腦,2023-07-04,42.91,44.19,42.52,42.99,2926517,
301323.SZ,陔應腦,2023-07-05,42.82,45.99,42.61,44.71,5730721,
301323.SZ,陔應腦,2023-07-06,44.72,45,41.71,42.85,4542043,
301323.SZ,陔應腦,2023-07-07,42.65,45.88,42,45.09,5981552,
301323.SZ,陔應腦,2023-07-10,44.8,46.3,43.3,43.7,4783607,
301323.SZ,陔應腦,2023-07-11,43.5,44.94,43.47,44.81,3547061,
