╢ЗбК,╪РЁф,хуфз,©╙ел╪ш(т╙),вН╦ъ╪ш(т╙),вН╣м╪ш(т╙),йуел╪ш(т╙),Ёи╫╩а©(╧и),
600746.SH,╫╜кукВфу,2015-01-05,52.9661,52.9661,51.8896,52.6073,2432637,
600746.SH,╫╜кукВфу,2015-01-06,52.392,53.4685,51.6743,53.1097,4292549,
600746.SH,╫╜кукВфу,2015-01-07,52.6073,53.4685,52.392,53.1097,2418607,
600746.SH,╫╜кукВфу,2015-01-08,52.9661,52.9661,51.8178,52.3202,2275627,
600746.SH,╫╜кукВфу,2015-01-09,52.392,53.1097,51.9613,52.4637,2343443,
600746.SH,╫╜кукВфу,2015-01-12,52.2484,52.4637,50.2389,50.3824,2751921,
600746.SH,╫╜кукВфу,2015-01-13,50.3106,50.7413,49.9518,50.7413,3043448,
600746.SH,╫╜кукВфу,2015-01-14,50.8848,51.5307,50.5977,51.1001,2698995,
600746.SH,╫╜кукВфу,2015-01-15,51.2436,52.2484,50.8848,51.8178,2382745,
600746.SH,╫╜кукВфу,2015-01-16,52.0331,54.6168,52.0331,53.8274,11997231,
600746.SH,╫╜кукВфу,2015-01-19,52.4637,55.6934,52.2484,55.3345,13917757,
600746.SH,╫╜кукВфу,2015-01-20,54.6168,56.124,54.1862,55.6934,10995131,
600746.SH,╫╜кукВфу,2015-01-21,55.4781,56.124,54.9757,55.6216,6787261,
600746.SH,╫╜кукВфу,2015-01-22,54.6886,56.4111,54.1862,56.3393,8024159,
600746.SH,╫╜кукВфу,2015-01-23,56.0522,56.7699,55.191,55.5498,6572981,
600746.SH,╫╜кукВфу,2015-01-26,55.5498,56.2675,54.5451,56.0522,4369131,
600746.SH,╫╜кукВфу,2015-01-27,56.2675,57.7029,56.0522,57.4158,7052842,
600746.SH,╫╜кукВфу,2015-01-28,57.4158,57.7029,56.4828,56.9135,3485763,
600746.SH,╫╜кукВфу,2015-01-29,56.4828,58.1335,56.1958,56.6264,3857070,
600746.SH,╫╜кукВфу,2015-01-30,56.5546,57.057,54.7604,55.6216,3638201,
600746.SH,╫╜кукВфу,2015-02-02,55.191,55.8369,54.7604,55.6934,2332499,
600746.SH,╫╜кукВфу,2015-02-03,55.4063,56.6264,55.3345,56.3393,2408523,
600746.SH,╫╜кукВфу,2015-02-04,56.3393,56.6264,55.3345,55.7651,2540751,
600746.SH,╫╜кукВфу,2015-02-05,55.9087,56.0522,55.2628,55.5498,2864367,
600746.SH,╫╜кукВфу,2015-02-06,55.3345,56.124,54.9757,55.3345,2756319,
600746.SH,╫╜кукВфу,2015-02-09,55.191,55.4063,54.4733,54.5451,1708075,
600746.SH,╫╜кукВфу,2015-02-10,54.5451,55.4781,54.3297,55.191,1727300,
600746.SH,╫╜кукВфу,2015-02-11,55.2628,55.6216,54.7604,55.1192,1812715,
600746.SH,╫╜кукВфу,2015-02-12,55.1192,56.5546,55.1192,56.5546,2916114,
600746.SH,╫╜кукВфу,2015-02-13,56.9135,60.1431,56.7699,58.4206,8455245,
600746.SH,╫╜кукВфу,2015-02-16,58.1335,59.2819,57.7747,58.923,4405453,
600746.SH,╫╜кукВфу,2015-02-17,58.4206,59.1383,58.2053,58.9948,4770958,
600746.SH,╫╜кукВфу,2015-02-25,58.9948,59.2819,58.2771,58.4206,2033961,
600746.SH,╫╜кукВфу,2015-02-26,58.4206,58.923,58.2771,58.7077,2371829,
600746.SH,╫╜кукВфу,2015-02-27,58.8512,59.0666,58.3489,58.923,2617411,
600746.SH,╫╜кукВфу,2015-03-02,59.2819,60.4302,58.923,60.2149,5559802,
600746.SH,╫╜кукВфу,2015-03-03,59.4972,60.9326,59.2101,59.2819,4668981,
600746.SH,╫╜кукВфу,2015-03-04,59.1383,60.3584,59.1383,60.0713,4098301,
600746.SH,╫╜кукВфу,2015-03-05,59.7843,62.2962,59.7843,62.1527,8017970,
600746.SH,╫╜кукВфу,2015-03-06,62.2962,62.4397,60.7173,61.0761,4721630,
