¥˙¬Î,ºÚ≥∆,»’∆⁄,ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),
688198.SH,∞€» “Ω¡∆,2019-12-09,31,40.3,31,35.38,15293916,
688198.SH,∞€» “Ω¡∆,2019-12-10,33.76,43.5,32.8,39.82,13058590,
688198.SH,∞€» “Ω¡∆,2019-12-11,37.05,37.71,34.3,34.3,7905823,
688198.SH,∞€» “Ω¡∆,2019-12-12,34.9,36.7,34.4,35.51,5518069,
688198.SH,∞€» “Ω¡∆,2019-12-13,35.19,35.8,34.12,35.55,3947715,
688198.SH,∞€» “Ω¡∆,2019-12-16,35.79,37.35,35.48,37.09,3911844,
688198.SH,∞€» “Ω¡∆,2019-12-17,36.69,38.33,36.69,37.72,3930286,
688198.SH,∞€» “Ω¡∆,2019-12-18,38.65,45.25,38.56,42.5,6621028,
688198.SH,∞€» “Ω¡∆,2019-12-19,41.51,42.36,40.21,41,3563531,
688198.SH,∞€» “Ω¡∆,2019-12-20,41.33,45.5,41.06,41.98,4250142,
688198.SH,∞€» “Ω¡∆,2019-12-23,41.22,45,41.14,44.09,4244480,
688198.SH,∞€» “Ω¡∆,2019-12-24,43.3,44.77,42.94,44.15,2368044,
688198.SH,∞€» “Ω¡∆,2019-12-25,43.82,44.58,42,42.48,3268312,
688198.SH,∞€» “Ω¡∆,2019-12-26,42.88,44.4,42.42,43.51,2574897,
688198.SH,∞€» “Ω¡∆,2019-12-27,43.15,43.62,41.14,41.14,2283342,
688198.SH,∞€» “Ω¡∆,2019-12-30,41.1,41.53,39.24,40.7,1716012,
688198.SH,∞€» “Ω¡∆,2019-12-31,40.71,42.68,40.48,42.15,2184998,
688198.SH,∞€» “Ω¡∆,2020-01-02,42.18,43.2,41.63,43.07,1727113,
688198.SH,∞€» “Ω¡∆,2020-01-03,43.3,43.4,41.92,42.41,1230563,
688198.SH,∞€» “Ω¡∆,2020-01-06,42.44,42.98,41.21,41.5,1380394,
688198.SH,∞€» “Ω¡∆,2020-01-07,41.6,43.58,41.22,43.4,2116766,
688198.SH,∞€» “Ω¡∆,2020-01-08,43.16,43.6,42.42,42.58,1245403,
688198.SH,∞€» “Ω¡∆,2020-01-09,43.31,46.99,43.16,45.92,3197680,
688198.SH,∞€» “Ω¡∆,2020-01-10,45.54,48.66,45.3,47.52,2924460,
688198.SH,∞€» “Ω¡∆,2020-01-13,47.26,47.9,46.38,47.8,1701231,
688198.SH,∞€» “Ω¡∆,2020-01-14,48.5,48.5,46.76,47.02,1664021,
688198.SH,∞€» “Ω¡∆,2020-01-15,47.03,48.3,46.56,47,1164414,
688198.SH,∞€» “Ω¡∆,2020-01-16,47.38,48.95,46.5,47.78,2174320,
688198.SH,∞€» “Ω¡∆,2020-01-17,47.9,50.85,47.4,49,2679945,
688198.SH,∞€» “Ω¡∆,2020-01-20,49.15,54.86,49.15,53.98,2841408,
688198.SH,∞€» “Ω¡∆,2020-01-21,54.92,54.98,49.96,50.23,2770054,
688198.SH,∞€» “Ω¡∆,2020-01-22,49.9,58.58,48.58,56.71,3064786,
688198.SH,∞€» “Ω¡∆,2020-01-23,55,57.48,52.85,53.75,2344840,
688198.SH,∞€» “Ω¡∆,2020-02-03,45.3,52.88,45.3,49.66,2675738,
688198.SH,∞€» “Ω¡∆,2020-02-04,50,54.58,49.6,53.22,2492980,
688198.SH,∞€» “Ω¡∆,2020-02-05,53,56,51.82,55.48,3349791,
688198.SH,∞€» “Ω¡∆,2020-02-06,54.3,57.73,53.68,55.56,2824701,
688198.SH,∞€» “Ω¡∆,2020-02-07,55.38,57.2,54.56,55.63,1805853,
688198.SH,∞€» “Ω¡∆,2020-02-10,55.25,58.8,55.25,56.15,1781892,
688198.SH,∞€» “Ω¡∆,2020-02-11,55.2,56.4,51.01,52.38,2144504,
688198.SH,∞€» “Ω¡∆,2020-02-12,52.77,53.79,51.88,53.4,1432319,
688198.SH,∞€» “Ω¡∆,2020-02-13,53.49,53.88,51.5,52.78,1532312,
688198.SH,∞€» “Ω¡∆,2020-02-14,52.99,53.9,51.69,52.01,1283585,
688198.SH,∞€» “Ω¡∆,2020-02-17,52.54,53.54,51.58,53.5,1468060,
688198.SH,∞€» “Ω¡∆,2020-02-18,53.6,53.99,52.7,53.58,1307761,
688198.SH,∞€» “Ω¡∆,2020-02-19,53.68,53.8,51.5,51.5,1515005,
688198.SH,∞€» “Ω¡∆,2020-02-20,51.23,51.8,49.11,50.25,1796881,
688198.SH,∞€» “Ω¡∆,2020-02-21,50.25,51.78,49.55,50.7,922985,
688198.SH,∞€» “Ω¡∆,2020-02-24,50.78,51.29,49.5,50.35,1123581,
688198.SH,∞€» “Ω¡∆,2020-02-25,49.4,51.39,49,50.7,1106583,
688198.SH,∞€» “Ω¡∆,2020-02-26,50.02,50.5,47,47.6,1297938,
688198.SH,∞€» “Ω¡∆,2020-02-27,47.99,48.4,47.37,48.03,661013,
