ด๚ย๋,ผ๒ณฦ,ศีฦฺ,ฟชลฬผÛ(ิช),ื๎ธ฿ผÛ(ิช),ื๎ตอผÛ(ิช),สีลฬผÛ(ิช),ณษฝปมฟ(นษ),
002623.SZ,ัวย๊ถู,2015-01-05,22.0125,22.5218,21.9005,22.4098,1225485,
002623.SZ,ัวย๊ถู,2015-01-06,22.3079,22.8376,22.2774,22.7358,1055393,
002623.SZ,ัวย๊ถู,2015-01-07,22.7358,22.8682,22.2876,22.3589,1216003,
002623.SZ,ัวย๊ถู,2015-01-08,22.42,23.0719,22.2061,22.6848,1639559,
002623.SZ,ัวย๊ถู,2015-01-09,22.6645,22.8885,22.4098,22.42,960063,
002623.SZ,ัวย๊ถู,2015-01-12,22.4811,22.4811,22.0023,22.094,678430,
002623.SZ,ัวย๊ถู,2015-01-13,21.982,22.3487,21.982,22.3283,622695,
002623.SZ,ัวย๊ถู,2015-01-14,22.3079,23.3877,22.094,23.2247,2630055,
002623.SZ,ัวย๊ถู,2015-01-15,23.0821,24.223,22.9497,23.4284,2239771,
002623.SZ,ัวย๊ถู,2015-01-16,23.4794,23.8359,23.4386,23.5303,1143721,
002623.SZ,ัวย๊ถู,2015-01-19,23.2145,23.9174,22.6645,23.0821,1417785,
002623.SZ,ัวย๊ถู,2015-01-20,23.1738,23.8155,22.4098,23.8155,2263600,
002623.SZ,ัวย๊ถู,2015-01-21,23.5507,24.1415,23.5099,23.9377,1906882,
002623.SZ,ัวย๊ถู,2015-01-22,23.734,24.5489,23.6321,24.4776,2378821,
002623.SZ,ัวย๊ถู,2015-01-23,24.447,24.7323,24.1007,24.2433,1532744,
002623.SZ,ัวย๊ถู,2015-01-26,24.2637,24.8341,24.2433,24.7832,1759080,
002623.SZ,ัวย๊ถู,2015-01-27,24.7323,24.9869,24.5285,24.7119,1726652,
002623.SZ,ัวย๊ถู,2015-01-28,24.7119,24.8239,24.5897,24.661,1236857,
002623.SZ,ัวย๊ถู,2015-01-29,24.5489,24.61,23.9887,24.0396,1257116,
002623.SZ,ัวย๊ถู,2015-01-30,23.9887,24.0396,23.5099,23.571,1121724,
002623.SZ,ัวย๊ถู,2015-02-02,23.5303,24.2433,22.9904,24.1924,2343660,
002623.SZ,ัวย๊ถู,2015-02-03,24.0396,24.6406,23.9683,24.61,1970402,
002623.SZ,ัวย๊ถู,2015-02-04,24.5897,24.8545,24.1415,24.1822,2728471,
002623.SZ,ัวย๊ถู,2015-02-05,24.1924,24.447,23.5507,23.5507,1479707,
002623.SZ,ัวย๊ถู,2015-02-06,23.6118,23.8868,23.1025,23.1126,1054794,
002623.SZ,ัวย๊ถู,2015-02-09,22.7969,23.5201,22.7969,23.408,882753,
002623.SZ,ัวย๊ถู,2015-02-10,23.3266,23.4692,23.1534,23.3164,751486,
002623.SZ,ัวย๊ถู,2015-02-11,23.3266,23.8053,23.3164,23.7951,874436,
002623.SZ,ัวย๊ถู,2015-02-12,23.7136,24.3146,23.5303,24.1415,1116530,
002623.SZ,ัวย๊ถู,2015-02-13,24.2331,25.3536,24.2331,25.1601,3228503,
002623.SZ,ัวย๊ถู,2015-02-16,25.0175,25.374,25.0073,25.2212,1727538,
002623.SZ,ัวย๊ถู,2015-02-17,25.1805,25.3638,24.9665,25.0786,928900,
002623.SZ,ัวย๊ถู,2015-02-25,25.0786,25.3129,24.8749,24.9258,1173080,
002623.SZ,ัวย๊ถู,2015-02-26,24.9258,25.1295,24.7526,25.0684,1166452,
002623.SZ,ัวย๊ถู,2015-02-27,25.1499,25.4453,25.0684,25.3944,1235265,
002623.SZ,ัวย๊ถู,2015-03-02,25.4657,25.7509,25.3231,25.4249,2106811,
002623.SZ,ัวย๊ถู,2015-03-03,25.4249,25.6898,24.8647,24.9564,1959556,
002623.SZ,ัวย๊ถู,2015-03-04,25.0684,25.1499,24.661,25.1397,2035347,
002623.SZ,ัวย๊ถู,2015-03-05,25.0786,25.9139,24.9665,25.8833,2774379,
002623.SZ,ัวย๊ถู,2015-03-06,25.8833,26.7695,25.5166,25.6694,3505590,
002623.SZ,ัวย๊ถู,2015-03-09,25.6694,26.7186,25.5166,26.4741,3030770,
002623.SZ,ัวย๊ถู,2015-03-10,26.4741,27.4927,26.3926,26.6982,2544300,
002623.SZ,ัวย๊ถู,2015-03-11,26.7899,27.2483,26.3315,27.1872,2521821,
002623.SZ,ัวย๊ถู,2015-03-12,27.3807,27.7881,26.576,26.8714,2382618,
002623.SZ,ัวย๊ถู,2015-03-13,26.8714,27.0445,26.6778,26.8001,1811643,
002623.SZ,ัวย๊ถู,2015-03-16,26.8714,27.4011,26.8408,27.2585,1746402,
002623.SZ,ัวย๊ถู,2015-03-17,27.3298,27.6863,27.1464,27.2992,2126270,
002623.SZ,ัวย๊ถู,2015-03-18,27.6761,28.053,27.3196,27.4927,2882872,
002623.SZ,ัวย๊ถู,2015-03-19,27.6354,27.6557,26.8918,27.2585,3303440,
002623.SZ,ัวย๊ถู,2015-03-20,27.0038,27.615,26.9529,27.5742,3028514,
002623.SZ,ัวย๊ถู,2015-03-23,27.5946,28.7966,27.3094,28.5725,4934190,
002623.SZ,ัวย๊ถู,2015-03-24,28.4706,28.5623,27.3807,28.1039,2996619,
002623.SZ,ัวย๊ถู,2015-03-25,28.3993,28.5317,27.8085,28.4095,2888082,
002623.SZ,ัวย๊ถู,2015-03-26,28.3178,28.8781,27.8085,28.1039,2429805,
002623.SZ,ัวย๊ถู,2015-03-27,28.0937,28.6642,27.9002,28.4706,2034881,
002623.SZ,ัวย๊ถู,2015-03-30,28.5216,28.8475,27.7881,28.2363,3908709,
002623.SZ,ัวย๊ถู,2015-03-31,28.2058,28.2771,27.6354,27.6659,2753971,
002623.SZ,ัวย๊ถู,2015-04-01,27.6557,29.7745,27.4927,29.5198,6015283,
002623.SZ,ัวย๊ถู,2015-04-02,29.2448,30.3653,29.0105,30.1514,4837591,
002623.SZ,ัวย๊ถู,2015-04-03,29.9476,32.372,29.6522,32.2294,7523171,
002623.SZ,ัวย๊ถู,2015-04-07,32.0664,32.9424,31.4756,32.4433,4025102,
002623.SZ,ัวย๊ถู,2015-04-08,32.4433,32.5757,30.6097,31.5367,3950755,
002623.SZ,ัวย๊ถู,2015-04-09,31.4756,31.4756,29.5198,30.9255,3272640,
002623.SZ,ัวย๊ถู,2015-04-10,30.6301,32.5044,30.5384,32.2701,2779718,
002623.SZ,ัวย๊ถู,2015-04-13,32.372,34.6333,32.372,33.7879,3371591,
002623.SZ,ัวย๊ถู,2015-04-14,33.8082,34.837,33.1258,33.6249,3209969,
002623.SZ,ัวย๊ถู,2015-04-15,33.6045,34.0527,31.8728,31.883,2538291,
002623.SZ,ัวย๊ถู,2015-04-16,31.5774,32.2905,31.0681,31.5469,2254691,
002623.SZ,ัวย๊ถู,2015-04-17,31.9645,32.8507,31.5876,31.7506,2776852,
002623.SZ,ัวย๊ถู,2015-04-20,31.7506,31.9849,30.4366,30.681,2953976,
002623.SZ,ัวย๊ถู,2015-04-21,30.4875,32.0154,30.4875,32.0154,2186274,
002623.SZ,ัวย๊ถู,2015-04-22,32.1173,32.9628,31.8321,32.8202,2753690,
002623.SZ,ัวย๊ถู,2015-04-23,32.8303,33.2684,32.0868,32.8507,3775397,
002623.SZ,ัวย๊ถู,2015-04-24,32.4942,32.647,31.5978,32.4025,2749972,
002623.SZ,ัวย๊ถู,2015-04-27,32.0868,33.085,31.7099,32.6877,6209963,
002623.SZ,ัวย๊ถู,2015-04-28,32.4738,32.5961,30.4366,30.7014,4488212,
002623.SZ,ัวย๊ถู,2015-04-29,30.7218,31.445,30.6607,31.0783,2171273,
002623.SZ,ัวย๊ถู,2015-04-30,31.2209,31.445,30.6403,30.7727,2291905,
002623.SZ,ัวย๊ถู,2015-05-04,30.732,31.2922,30.6607,31.2107,1965625,
