代码,简称,日期,开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),
920819.BJ,颖泰生物,2020-07-27,7.11,7.38,5.46,5.77,33681908,
920819.BJ,颖泰生物,2020-07-28,5.8,6.29,5.35,5.85,15000426,
920819.BJ,颖泰生物,2020-07-29,5.8,6.48,5.71,6.21,15473169,
920819.BJ,颖泰生物,2020-07-30,6.35,6.39,6.15,6.19,8768554,
920819.BJ,颖泰生物,2020-07-31,6.21,6.28,5.99,6.17,5968921,
920819.BJ,颖泰生物,2020-08-03,6.21,6.25,6.08,6.17,8698653,
920819.BJ,颖泰生物,2020-08-04,6.15,6.16,5.96,6,6229532,
920819.BJ,颖泰生物,2020-08-05,6.01,6.02,5.9,5.92,4151695,
920819.BJ,颖泰生物,2020-08-06,5.91,5.94,5.76,5.79,4151745,
920819.BJ,颖泰生物,2020-08-07,5.76,5.87,5.74,5.82,3395302,
920819.BJ,颖泰生物,2020-08-10,5.82,5.87,5.8,5.84,1790256,
920819.BJ,颖泰生物,2020-08-11,5.83,5.87,5.78,5.79,1506500,
920819.BJ,颖泰生物,2020-08-12,5.78,5.8,5.7,5.8,1846099,
920819.BJ,颖泰生物,2020-08-13,5.79,5.92,5.79,5.87,2445363,
920819.BJ,颖泰生物,2020-08-14,5.86,5.87,5.8,5.83,798107,
920819.BJ,颖泰生物,2020-08-17,5.86,5.89,5.82,5.88,1788435,
920819.BJ,颖泰生物,2020-08-18,5.88,5.88,5.81,5.83,1409875,
920819.BJ,颖泰生物,2020-08-19,5.81,5.85,5.77,5.77,1590654,
920819.BJ,颖泰生物,2020-08-20,5.75,5.75,5.67,5.68,1537093,
920819.BJ,颖泰生物,2020-08-21,5.68,5.71,5.65,5.65,691445,
920819.BJ,颖泰生物,2020-08-24,5.64,5.66,5.6,5.64,1031641,
920819.BJ,颖泰生物,2020-08-25,5.63,5.68,5.58,5.61,954761,
920819.BJ,颖泰生物,2020-08-26,5.65,5.91,5.65,5.72,2877611,
920819.BJ,颖泰生物,2020-08-27,5.74,5.82,5.7,5.73,904003,
920819.BJ,颖泰生物,2020-08-28,5.72,5.79,5.72,5.77,991206,
920819.BJ,颖泰生物,2020-08-31,5.81,5.86,5.77,5.83,1679823,
920819.BJ,颖泰生物,2020-09-01,5.85,5.88,5.77,5.8,1252360,
920819.BJ,颖泰生物,2020-09-02,5.79,5.8,5.72,5.75,1533030,
920819.BJ,颖泰生物,2020-09-03,5.78,5.79,5.72,5.73,629645,
920819.BJ,颖泰生物,2020-09-04,5.71,5.73,5.67,5.7,997613,
920819.BJ,颖泰生物,2020-09-07,5.7,5.71,5.62,5.63,1090929,
920819.BJ,颖泰生物,2020-09-08,5.7,5.7,5.62,5.63,716692,
920819.BJ,颖泰生物,2020-09-09,5.62,5.65,5.56,5.57,1035335,
920819.BJ,颖泰生物,2020-09-10,5.57,5.6,5.5,5.51,874459,
920819.BJ,颖泰生物,2020-09-11,5.52,5.57,5.49,5.52,746644,
920819.BJ,颖泰生物,2020-09-14,5.52,5.63,5.52,5.6,498093,
920819.BJ,颖泰生物,2020-09-15,5.59,5.68,5.57,5.59,678446,
920819.BJ,颖泰生物,2020-09-16,5.59,5.6,5.53,5.54,304489,
