´úÂë,¼ò³Æ,ÈÕÆÚ,¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),
600265.SH,ST¾°¹È,2015-01-05,16.3601,16.3601,16.0614,16.3269,1115483,
600265.SH,ST¾°¹È,2015-01-06,16.2273,16.7085,16.0614,16.6421,1175745,
600265.SH,ST¾°¹È,2015-01-07,16.6919,16.7417,16.5094,16.6421,830095,
600265.SH,ST¾°¹È,2015-01-08,16.6587,17.0569,16.5094,16.8412,1267761,
600265.SH,ST¾°¹È,2015-01-09,16.7749,16.9242,16.6587,16.7085,781932,
600265.SH,ST¾°¹È,2015-01-12,16.3435,16.6919,16.1941,16.2107,554642,
600265.SH,ST¾°¹È,2015-01-13,16.1112,16.443,15.9287,16.4098,375697,
600265.SH,ST¾°¹È,2015-01-14,16.4098,16.4928,16.2605,16.2771,440352,
600265.SH,ST¾°¹È,2015-01-15,16.2771,16.4762,16.2605,16.4264,542921,
600265.SH,ST¾°¹È,2015-01-16,16.443,16.7583,16.4098,16.7251,591920,
600265.SH,ST¾°¹È,2015-01-19,16.526,16.7417,15.9452,16.1278,792030,
600265.SH,ST¾°¹È,2015-01-20,16.0946,16.6919,16.0946,16.6919,1008304,
600265.SH,ST¾°¹È,2015-01-21,16.7251,17.256,16.6089,17.0238,1824642,
600265.SH,ST¾°¹È,2015-01-22,17.1233,17.87,17.0735,17.87,1419835,
600265.SH,ST¾°¹È,2015-01-23,18.0193,18.5337,17.8036,17.9197,1486442,
600265.SH,ST¾°¹È,2015-01-26,17.8368,18.2018,17.704,17.9861,986867,
600265.SH,ST¾°¹È,2015-01-27,17.9529,18.3677,17.787,18.1354,1207828,
600265.SH,ST¾°¹È,2015-01-28,18.1686,18.5834,17.9861,18.5005,1261009,
600265.SH,ST¾°¹È,2015-01-29,18.4009,18.5668,18.1686,18.318,733301,
600265.SH,ST¾°¹È,2015-01-30,18.2516,18.318,17.8036,17.9031,889002,
600265.SH,ST¾°¹È,2015-02-02,17.7538,17.8368,17.2726,17.6045,823906,
600265.SH,ST¾°¹È,2015-02-03,17.5879,17.8534,17.3058,17.7372,1134018,
600265.SH,ST¾°¹È,2015-02-04,17.6045,17.8036,17.5879,17.6211,612377,
600265.SH,ST¾°¹È,2015-02-05,17.7538,17.9197,17.6045,17.787,1175006,
600265.SH,ST¾°¹È,2015-02-06,17.7538,17.7538,17.0569,17.256,1620088,
600265.SH,ST¾°¹È,2015-02-09,17.2229,17.2229,16.8744,17.0238,606231,
600265.SH,ST¾°¹È,2015-02-10,16.8081,17.1233,16.8081,17.0569,636546,
600265.SH,ST¾°¹È,2015-02-11,17.1067,17.2892,17.0238,17.2726,476706,
600265.SH,ST¾°¹È,2015-02-12,17.2726,17.787,17.2726,17.7704,983563,
600265.SH,ST¾°¹È,2015-02-13,17.7206,18.0857,17.7206,17.9695,1042867,
600265.SH,ST¾°¹È,2015-02-16,18.0027,18.152,17.8368,18.0857,881338,
600265.SH,ST¾°¹È,2015-02-17,18.1686,18.3843,18.0193,18.2184,910078,
600265.SH,ST¾°¹È,2015-02-25,18.2018,18.6166,18.152,18.3677,1061948,
600265.SH,ST¾°¹È,2015-02-26,18.4341,18.7162,18.4009,18.6664,857541,
600265.SH,ST¾°¹È,2015-02-27,18.5834,19.0148,18.5834,18.7991,907262,
600265.SH,ST¾°¹È,2015-03-02,18.7991,19.7449,18.7991,19.7449,2263702,
600265.SH,ST¾°¹È,2015-03-03,19.7947,20.3754,19.496,19.5126,2294400,
600265.SH,ST¾°¹È,2015-03-04,19.6122,20.3588,19.6122,20.2759,1299584,
600265.SH,ST¾°¹È,2015-03-05,20.1763,20.3588,19.7947,20.1265,1168814,
