測鎢,潠備,�梪�,羲攫歎(啋),郔詢歎(啋),郔腴歎(啋),彶攫歎(啋),傖蝠講(嘖),
300884.SZ,菸騵親,2020-11-12,70,83.6,70,76.6,18679406,
300884.SZ,菸騵親,2020-11-13,70.6,81.6,70.03,74.26,14877507,
300884.SZ,菸騵親,2020-11-16,71.66,73.48,67.99,71.26,11654928,
300884.SZ,菸騵親,2020-11-17,70,77.76,69.2,74.66,13228719,
300884.SZ,菸騵親,2020-11-18,73,74.38,68.88,69.9,11577803,
300884.SZ,菸騵親,2020-11-19,68.38,68.88,65.3,66.2,8970363,
300884.SZ,菸騵親,2020-11-20,65.4,67.21,63.81,66.93,8394441,
300884.SZ,菸騵親,2020-11-23,66.18,66.18,63.87,64.02,5835110,
300884.SZ,菸騵親,2020-11-24,63.88,66.22,63.88,64.82,5653038,
300884.SZ,菸騵親,2020-11-25,65.02,65.34,61.71,61.89,5990709,
300884.SZ,菸騵親,2020-11-26,61.5,62.87,61.31,61.95,4113245,
300884.SZ,菸騵親,2020-11-27,62,62.3,58.82,60.78,5389700,
300884.SZ,菸騵親,2020-11-30,60.36,61,59.67,60.1,3042134,
300884.SZ,菸騵親,2020-12-01,60.29,60.91,59.85,60.35,3135183,
300884.SZ,菸騵親,2020-12-02,60.35,62.49,60.03,61.36,4394637,
300884.SZ,菸騵親,2020-12-03,61.15,61.15,58.21,58.21,4894884,
300884.SZ,菸騵親,2020-12-04,58.17,59.28,57.6,58.41,2983556,
300884.SZ,菸騵親,2020-12-07,58.39,58.87,57.72,58.69,2303441,
300884.SZ,菸騵親,2020-12-08,58.6,58.99,56.5,56.61,3161241,
300884.SZ,菸騵親,2020-12-09,56.66,56.94,54.58,55.55,3663888,
300884.SZ,菸騵親,2020-12-10,54.97,55.47,53.51,54.05,3308444,
300884.SZ,菸騵親,2020-12-11,53.8,54.3,51,51.52,3448906,
300884.SZ,菸騵親,2020-12-14,51.33,51.93,50.05,51.12,2609669,
300884.SZ,菸騵親,2020-12-15,51.09,52.89,50.66,51.49,3072753,
300884.SZ,菸騵親,2020-12-16,51.68,51.88,48.35,48.48,3965867,
300884.SZ,菸騵親,2020-12-17,48.9,50.1,47.36,49.87,4083036,
300884.SZ,菸騵親,2020-12-18,49.77,50.39,48.52,48.56,2475792,
300884.SZ,菸騵親,2020-12-21,48.11,49.08,48,48.48,1908581,
300884.SZ,菸騵親,2020-12-22,48.65,48.65,45.73,45.87,3175555,
300884.SZ,菸騵親,2020-12-23,45.69,46.2,45.24,45.51,2138148,
300884.SZ,菸騵親,2020-12-24,45.6,46.35,44,44.28,2882430,
300884.SZ,菸騵親,2020-12-25,44.28,45.68,44.01,44.82,2169503,
300884.SZ,菸騵親,2020-12-28,44.61,44.61,42.3,42.5,2866871,
300884.SZ,菸騵親,2020-12-29,42.45,43.27,41.79,42.03,2366904,
300884.SZ,菸騵親,2020-12-30,42.03,45,41.28,43.28,3785723,
300884.SZ,菸騵親,2020-12-31,42.56,44.37,42.4,43.68,2781699,
300884.SZ,菸騵親,2021-01-04,43.74,47.55,43.53,45.68,3814091,
300884.SZ,菸騵親,2021-01-05,45.2,45.56,44.5,44.72,2729298,
300884.SZ,菸騵親,2021-01-06,44.86,45.47,42.36,42.37,2936232,
300884.SZ,菸騵親,2021-01-07,42.13,42.43,39.06,39.2,3812949,
300884.SZ,菸騵親,2021-01-08,39.56,39.98,38.08,38.44,2632231,
300884.SZ,菸騵親,2021-01-11,38.67,39.91,37.3,38.8,3584519,
300884.SZ,菸騵親,2021-01-12,38.01,39.18,37.5,37.59,2569888,
300884.SZ,菸騵親,2021-01-13,37.61,37.99,35.8,36.02,2864868,
300884.SZ,菸騵親,2021-01-14,36.2,39.85,35.82,37.98,4873937,
300884.SZ,菸騵親,2021-01-15,37.9,45.3,37.25,43.18,7460634,
300884.SZ,菸騵親,2021-01-18,42.33,43.39,41.57,42.1,5219159,
300884.SZ,菸騵親,2021-01-19,42.16,44.95,42.16,42.82,5419580,
300884.SZ,菸騵親,2021-01-20,42.71,43.4,41.33,41.74,3349922,
300884.SZ,菸騵親,2021-01-21,41.4,41.68,40.24,40.37,3020939,
300884.SZ,菸騵親,2021-01-22,40.6,42.71,40.36,40.75,3604307,
300884.SZ,菸騵親,2021-01-25,40.5,40.76,38.12,39.37,3305118,
300884.SZ,菸騵親,2021-01-26,39.33,41.6,39.01,39.32,2828603,
300884.SZ,菸騵親,2021-01-27,39.38,40.16,38.38,40.07,2268440,
300884.SZ,菸騵親,2021-01-28,39.59,40.54,37.88,37.88,2518402,
300884.SZ,菸騵親,2021-01-29,37.99,38.98,37.41,38.68,2480851,
300884.SZ,菸騵親,2021-02-01,38.55,41.58,38.4,41.26,3845857,
300884.SZ,菸騵親,2021-02-02,40.93,42.6,40.21,40.49,3574386,
300884.SZ,菸騵親,2021-02-03,40.5,41.36,39,39.25,2553109,
300884.SZ,菸騵親,2021-02-04,38.96,40.58,37.58,40.35,3333610,
300884.SZ,菸騵親,2021-02-05,39.88,42.53,39.7,40.96,4696477,
300884.SZ,菸騵親,2021-02-08,40.59,41.85,37.71,37.84,3649749,
300884.SZ,菸騵親,2021-02-09,37.35,38.8,36.81,37.77,2320060,
300884.SZ,菸騵親,2021-02-10,37.78,38.25,36.3,36.52,2568228,
300884.SZ,菸騵親,2021-02-18,37,39.86,36.88,38.98,3504919,
300884.SZ,菸騵親,2021-02-19,38.95,40.18,38.6,39.91,2439840,
