ด๚ย๋,ผ๒ณฦ,ศีฦฺ,ฟชลฬผÛ(ิช),ื๎ธ฿ผÛ(ิช),ื๎ตอผÛ(ิช),สีลฬผÛ(ิช),ณษฝปมฟ(นษ),
002884.SZ,ม่ฯ๖ฑราต,2017-07-11,34.93,41.92,34.93,41.92,8500,
002884.SZ,ม่ฯ๖ฑราต,2017-07-12,46.11,46.11,46.11,46.11,7200,
002884.SZ,ม่ฯ๖ฑราต,2017-07-13,50.72,50.72,50.72,50.72,9676,
002884.SZ,ม่ฯ๖ฑราต,2017-07-14,55.79,55.79,55.79,55.79,32500,
002884.SZ,ม่ฯ๖ฑราต,2017-07-17,61.37,61.37,53.4,61.37,10177281,
002884.SZ,ม่ฯ๖ฑราต,2017-07-18,58,59.5,55.6,55.95,5889885,
002884.SZ,ม่ฯ๖ฑราต,2017-07-19,54.88,55.98,52,53.61,4791872,
002884.SZ,ม่ฯ๖ฑราต,2017-07-20,53.88,55.95,52.89,52.95,4399055,
002884.SZ,ม่ฯ๖ฑราต,2017-07-21,52,52,50.09,50.68,3540904,
002884.SZ,ม่ฯ๖ฑราต,2017-07-24,49.88,51.93,49.87,51.2,2698937,
002884.SZ,ม่ฯ๖ฑราต,2017-07-25,51.08,51.28,49.8,50.1,2337278,
002884.SZ,ม่ฯ๖ฑราต,2017-07-26,50.3,50.88,49.7,50,1995078,
002884.SZ,ม่ฯ๖ฑราต,2017-07-27,49.62,51.84,49.3,51.08,2946077,
002884.SZ,ม่ฯ๖ฑราต,2017-07-28,50.8,53.2,50.79,51.46,3224082,
002884.SZ,ม่ฯ๖ฑราต,2017-07-31,51.1,53.48,50.5,53.1,3006407,
002884.SZ,ม่ฯ๖ฑราต,2017-08-01,53.02,54.45,51.88,52.42,3130036,
002884.SZ,ม่ฯ๖ฑราต,2017-08-02,51.98,52.87,50.56,50.88,2286043,
002884.SZ,ม่ฯ๖ฑราต,2017-08-03,50.5,54.33,50.38,53.44,3929465,
002884.SZ,ม่ฯ๖ฑราต,2017-08-04,53,53.5,51.01,51.2,3052951,
002884.SZ,ม่ฯ๖ฑราต,2017-08-07,51.08,52.78,51.06,51.39,1795540,
002884.SZ,ม่ฯ๖ฑราต,2017-08-08,51.18,51.58,49.93,50.23,2158666,
002884.SZ,ม่ฯ๖ฑราต,2017-08-09,50.2,51.19,50.2,50.54,1298863,
002884.SZ,ม่ฯ๖ฑราต,2017-08-10,50.75,52.4,50.28,51.16,1866100,
002884.SZ,ม่ฯ๖ฑราต,2017-08-11,50.56,51.23,49.91,50.18,1659799,
002884.SZ,ม่ฯ๖ฑราต,2017-08-14,50.23,51.68,50.23,51.49,1499902,
002884.SZ,ม่ฯ๖ฑราต,2017-08-15,51,51.01,49.92,50.9,2630129,
002884.SZ,ม่ฯ๖ฑราต,2017-08-16,50.69,54.47,50.51,53.36,3889013,
002884.SZ,ม่ฯ๖ฑราต,2017-08-17,53,53.3,52.22,52.3,2594040,
002884.SZ,ม่ฯ๖ฑราต,2017-08-18,51.92,53.45,51.8,52.52,1428201,
002884.SZ,ม่ฯ๖ฑราต,2017-08-21,52.68,54.15,52.02,53.98,2319745,
002884.SZ,ม่ฯ๖ฑราต,2017-08-22,54.26,55.88,53.62,55.1,3332209,
002884.SZ,ม่ฯ๖ฑราต,2017-08-23,54.62,55.5,53.81,54.56,2577988,
002884.SZ,ม่ฯ๖ฑราต,2017-08-24,54.45,56.43,53.48,53.5,3294772,
