´úÂë,¼ò³Æ,ÈÕÆÚ,¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),
920371.BJ,Å·¸£µ°Òµ,2023-01-18,3.79,4.83,3.69,4.24,38909210,
920371.BJ,Å·¸£µ°Òµ,2023-01-19,4,4.05,3.68,3.7,18919107,
920371.BJ,Å·¸£µ°Òµ,2023-01-20,3.8,3.87,3.7,3.78,9596811,
920371.BJ,Å·¸£µ°Òµ,2023-01-30,3.73,3.82,3.72,3.75,8348005,
920371.BJ,Å·¸£µ°Òµ,2023-01-31,3.74,4.87,3.73,4.87,18818924,
920371.BJ,Å·¸£µ°Òµ,2023-02-01,5,5.94,4.7,5.16,19785032,
920371.BJ,Å·¸£µ°Òµ,2023-02-02,4.99,4.99,4.33,4.52,10586198,
920371.BJ,Å·¸£µ°Òµ,2023-02-03,4.47,4.76,4.31,4.57,8015935,
920371.BJ,Å·¸£µ°Òµ,2023-02-06,4.51,4.51,4.19,4.2,6703726,
920371.BJ,Å·¸£µ°Òµ,2023-02-07,4.22,4.32,4.19,4.3,4282865,
920371.BJ,Å·¸£µ°Òµ,2023-02-08,4.29,4.29,4.05,4.05,5487174,
920371.BJ,Å·¸£µ°Òµ,2023-02-09,4.08,4.12,3.98,4.06,2578115,
920371.BJ,Å·¸£µ°Òµ,2023-02-10,4.06,4.12,4.04,4.09,1888089,
920371.BJ,Å·¸£µ°Òµ,2023-02-13,4.09,4.48,4.02,4.35,7152588,
920371.BJ,Å·¸£µ°Òµ,2023-02-14,4.3,4.35,4.16,4.2,3742863,
920371.BJ,Å·¸£µ°Òµ,2023-02-15,4.22,4.33,4.2,4.23,2956605,
920371.BJ,Å·¸£µ°Òµ,2023-02-16,4.19,4.27,4.05,4.11,3772070,
920371.BJ,Å·¸£µ°Òµ,2023-02-17,4.12,4.2,4.08,4.12,2238880,
920371.BJ,Å·¸£µ°Òµ,2023-02-20,4.09,4.15,4.05,4.09,1910181,
920371.BJ,Å·¸£µ°Òµ,2023-02-21,4.09,4.1,4.03,4.06,1643308,
920371.BJ,Å·¸£µ°Òµ,2023-02-22,4.05,4.07,4.02,4.04,1468534,
920371.BJ,Å·¸£µ°Òµ,2023-02-23,4.03,4.05,3.94,3.95,2624645,
920371.BJ,Å·¸£µ°Òµ,2023-02-24,4,4.03,3.94,3.95,1094929,
920371.BJ,Å·¸£µ°Òµ,2023-02-27,3.93,3.97,3.86,3.91,680138,
920371.BJ,Å·¸£µ°Òµ,2023-02-28,3.93,3.94,3.84,3.89,1119893,
920371.BJ,Å·¸£µ°Òµ,2023-03-01,3.87,3.9,3.86,3.9,740279,
920371.BJ,Å·¸£µ°Òµ,2023-03-02,3.88,3.96,3.88,3.95,949820,
920371.BJ,Å·¸£µ°Òµ,2023-03-03,3.95,3.96,3.92,3.92,481760,
920371.BJ,Å·¸£µ°Òµ,2023-03-06,3.94,3.94,3.9,3.93,421409,
920371.BJ,Å·¸£µ°Òµ,2023-03-07,3.92,3.93,3.8,3.83,1078910,
920371.BJ,Å·¸£µ°Òµ,2023-03-08,3.8,3.84,3.75,3.78,967166,
920371.BJ,Å·¸£µ°Òµ,2023-03-09,3.77,3.78,3.74,3.75,736050,
920371.BJ,Å·¸£µ°Òµ,2023-03-10,3.74,3.8,3.71,3.78,795311,
920371.BJ,Å·¸£µ°Òµ,2023-03-13,3.76,3.79,3.71,3.74,591264,
920371.BJ,Å·¸£µ°Òµ,2023-03-14,3.72,3.72,3.52,3.59,1436874,
920371.BJ,Å·¸£µ°Òµ,2023-03-15,3.53,3.63,3.53,3.58,914168,
920371.BJ,Å·¸£µ°Òµ,2023-03-16,3.58,3.58,3.52,3.53,332413,
920371.BJ,Å·¸£µ°Òµ,2023-03-17,3.55,3.58,3.53,3.55,278642,
920371.BJ,Å·¸£µ°Òµ,2023-03-20,3.59,3.59,3.48,3.48,402081,
920371.BJ,Å·¸£µ°Òµ,2023-03-21,3.48,3.6,3.48,3.59,797458,
920371.BJ,Å·¸£µ°Òµ,2023-03-22,3.6,3.62,3.52,3.57,884130,
920371.BJ,Å·¸£µ°Òµ,2023-03-23,3.54,3.59,3.51,3.54,717020,
920371.BJ,Å·¸£µ°Òµ,2023-03-24,3.53,3.59,3.4,3.55,1233133,
920371.BJ,Å·¸£µ°Òµ,2023-03-27,3.53,3.59,3.53,3.55,546662,
920371.BJ,Å·¸£µ°Òµ,2023-03-28,3.53,3.55,3.53,3.53,319003,
920371.BJ,Å·¸£µ°Òµ,2023-03-29,3.53,3.53,3.45,3.45,587620,
920371.BJ,Å·¸£µ°Òµ,2023-03-30,3.44,3.45,3.36,3.39,763955,
920371.BJ,Å·¸£µ°Òµ,2023-03-31,3.38,3.49,3.36,3.44,702907,
920371.BJ,Å·¸£µ°Òµ,2023-04-03,3.42,3.45,3.38,3.4,544923,
920371.BJ,Å·¸£µ°Òµ,2023-04-04,3.4,3.4,3.34,3.36,382681,
920371.BJ,Å·¸£µ°Òµ,2023-04-06,3.33,3.36,3.28,3.32,623599,
920371.BJ,Å·¸£µ°Òµ,2023-04-07,3.31,3.36,3.31,3.34,400513,
920371.BJ,Å·¸£µ°Òµ,2023-04-10,3.36,3.37,3.33,3.35,346887,
920371.BJ,Å·¸£µ°Òµ,2023-04-11,3.33,3.37,3.32,3.34,175560,
920371.BJ,Å·¸£µ°Òµ,2023-04-12,3.31,3.35,3.31,3.35,328993,
920371.BJ,Å·¸£µ°Òµ,2023-04-13,3.36,3.36,3.3,3.34,326366,
920371.BJ,Å·¸£µ°Òµ,2023-04-14,3.35,3.35,3.31,3.33,227351,
920371.BJ,Å·¸£µ°Òµ,2023-04-17,3.33,3.35,3.32,3.33,153423,
920371.BJ,Å·¸£µ°Òµ,2023-04-18,3.33,3.33,3.28,3.28,382489,
920371.BJ,Å·¸£µ°Òµ,2023-04-19,3.29,3.33,3.28,3.32,383767,
920371.BJ,Å·¸£µ°Òµ,2023-04-20,3.32,3.32,3.21,3.27,324937,
920371.BJ,Å·¸£µ°Òµ,2023-04-21,3.23,3.26,3.16,3.19,567413,
920371.BJ,Å·¸£µ°Òµ,2023-04-24,3.19,3.2,3.14,3.15,307016,
920371.BJ,Å·¸£µ°Òµ,2023-04-25,3.15,3.15,3.06,3.1,638215,
920371.BJ,Å·¸£µ°Òµ,2023-04-26,3.09,3.13,3.05,3.13,475821,
