´úÂë,¼ò³Æ,ÈÕÆÚ,¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),
000761.SZ,±¾¸Ö°å²Ä,2015-01-05,9.6253,9.9232,9.6067,9.886,10371364,
000761.SZ,±¾¸Ö°å²Ä,2015-01-06,9.8115,9.9977,9.737,9.979,12095187,
000761.SZ,±¾¸Ö°å²Ä,2015-01-07,9.979,10.2025,9.886,10.1466,7537040,
000761.SZ,±¾¸Ö°å²Ä,2015-01-08,10.1466,10.1466,9.7184,9.7929,7927204,
000761.SZ,±¾¸Ö°å²Ä,2015-01-09,9.7929,10.761,9.6998,10.2397,29949661,
000761.SZ,±¾¸Ö°å²Ä,2015-01-12,10.1094,10.7051,9.9977,10.612,30872634,
000761.SZ,±¾¸Ö°å²Ä,2015-01-13,10.5003,10.6865,10.37,10.5748,20684035,
000761.SZ,±¾¸Ö°å²Ä,2015-01-14,10.5376,10.5376,10.0349,10.0907,9826801,
000761.SZ,±¾¸Ö°å²Ä,2015-01-15,10.0907,10.5934,9.6998,10.4445,20143874,
000761.SZ,±¾¸Ö°å²Ä,2015-01-16,10.4072,10.4445,10.2211,10.3328,10133467,
000761.SZ,±¾¸Ö°å²Ä,2015-01-19,9.7929,10.0349,9.3088,9.3647,11851997,
000761.SZ,±¾¸Ö°å²Ä,2015-01-20,9.495,9.9977,9.4019,9.8301,16792493,
000761.SZ,±¾¸Ö°å²Ä,2015-01-21,9.7929,10.2397,9.7184,10.0907,16902145,
000761.SZ,±¾¸Ö°å²Ä,2015-01-22,9.979,10.4259,9.9604,10.3142,17516824,
000761.SZ,±¾¸Ö°å²Ä,2015-01-23,10.3328,10.4072,10.0907,10.128,8317201,
000761.SZ,±¾¸Ö°å²Ä,2015-01-26,10.1094,10.3514,10.0721,10.2397,10545574,
000761.SZ,±¾¸Ö°å²Ä,2015-01-27,10.2769,10.3514,9.9046,10.0907,9756566,
000761.SZ,±¾¸Ö°å²Ä,2015-01-28,10.0721,10.128,9.9046,10.0349,6786740,
000761.SZ,±¾¸Ö°å²Ä,2015-01-29,9.9418,10.1652,9.8301,10.0535,7539133,
000761.SZ,±¾¸Ö°å²Ä,2015-01-30,10.0721,10.128,9.8673,9.886,4296865,
000761.SZ,±¾¸Ö°å²Ä,2015-02-02,9.8301,9.8301,9.6253,9.6625,3649576,
000761.SZ,±¾¸Ö°å²Ä,2015-02-03,9.6812,9.886,9.6253,9.7742,3323011,
000761.SZ,±¾¸Ö°å²Ä,2015-02-04,9.7742,10.0535,9.7556,9.7929,5471026,
000761.SZ,±¾¸Ö°å²Ä,2015-02-05,9.8487,9.9418,9.495,9.7556,5642690,
000761.SZ,±¾¸Ö°å²Ä,2015-02-06,9.7556,9.7742,9.3088,9.495,4267434,
