╢ЗбК,╪РЁф,хуфз,©╙ел╪ш(т╙),вН╦ъ╪ш(т╙),вН╣м╪ш(т╙),йуел╪ш(т╙),Ёи╫╩а©(╧и),
300459.SZ,люд╥ц╗,2015-05-15,10.35,11.29,10.35,11.29,9557,
300459.SZ,люд╥ц╗,2015-05-18,12.42,12.42,12.42,12.42,2000,
300459.SZ,люд╥ц╗,2015-05-19,13.66,13.66,13.66,13.66,2000,
300459.SZ,люд╥ц╗,2015-05-20,15.03,15.03,15.03,15.03,1100,
300459.SZ,люд╥ц╗,2015-05-21,16.53,16.53,16.53,16.53,2500,
300459.SZ,люд╥ц╗,2015-05-22,18.18,18.18,18.18,18.18,5200,
300459.SZ,люд╥ц╗,2015-05-25,20,20,20,20,5300,
300459.SZ,люд╥ц╗,2015-05-26,22,22,22,22,7691,
300459.SZ,люд╥ц╗,2015-05-27,24.2,24.2,24.2,24.2,7300,
300459.SZ,люд╥ц╗,2015-05-28,26.62,26.62,26.62,26.62,18100,
300459.SZ,люд╥ц╗,2015-05-29,29.28,29.28,29.28,29.28,32800,
300459.SZ,люд╥ц╗,2015-06-01,32.21,32.21,32.21,32.21,7900,
300459.SZ,люд╥ц╗,2015-06-02,35.43,35.43,35.43,35.43,18700,
300459.SZ,люд╥ц╗,2015-06-03,38.97,38.97,38.97,38.97,30400,
300459.SZ,люд╥ц╗,2015-06-04,42.87,42.87,42.87,42.87,112500,
300459.SZ,люд╥ц╗,2015-06-05,47.16,47.16,47.16,47.16,43500,
300459.SZ,люд╥ц╗,2015-06-08,51.88,51.88,51.88,51.88,201250,
300459.SZ,люд╥ц╗,2015-06-09,55,55,46.69,49.84,14347526,
300459.SZ,люд╥ц╗,2015-06-10,46,54.82,46,54.82,7134901,
300459.SZ,люд╥ц╗,2015-06-11,60.3,60.3,60,60.3,1911193,
300459.SZ,люд╥ц╗,2015-06-12,66.33,66.33,60.4,66.33,13512491,
300459.SZ,люд╥ц╗,2015-06-15,59.7,59.7,59.7,59.7,1431300,
300459.SZ,люд╥ц╗,2015-06-16,53.73,53.73,53.73,53.73,538600,
300459.SZ,люд╥ц╗,2015-06-17,48.36,53.5,48.36,50.6,10695229,
300459.SZ,люд╥ц╗,2015-06-18,48.45,48.99,45.54,45.54,5525766,
300459.SZ,люд╥ц╗,2015-06-19,42.5,43.55,40.99,40.99,4980496,
300459.SZ,люд╥ц╗,2015-06-23,41.18,42.93,38.88,42.59,4670932,
300459.SZ,люд╥ц╗,2015-06-24,43.2,44.5,41.01,42.02,4587857,
300459.SZ,люд╥ц╗,2015-06-25,41.8,41.8,38.1,38.53,3993220,
300459.SZ,люд╥ц╗,2015-06-26,37.99,37.99,34.68,34.79,4697556,
300459.SZ,люд╥ц╗,2015-06-29,36.05,38.27,34.8,38.27,6471831,
300459.SZ,люд╥ц╗,2015-06-30,38.3,42.1,37,42.1,5611323,
300459.SZ,люд╥ц╗,2015-07-01,43.5,44.2,38.01,38.4,6943484,
300459.SZ,люд╥ц╗,2015-07-02,38.45,41.4,35,36.75,4302864,
300459.SZ,люд╥ц╗,2015-07-03,35.1,40.43,35.1,40.43,4451099,
300459.SZ,люд╥ц╗,2015-07-06,44.47,44.47,38.18,41,5135441,
300459.SZ,люд╥ц╗,2015-07-07,37.9,38.96,36.9,36.9,4391180,
300459.SZ,люд╥ц╗,2015-07-08,33.21,33.21,33.21,33.21,116700,
300459.SZ,люд╥ц╗,2015-07-09,33.21,33.21,33.21,33.21,0,
300459.SZ,люд╥ц╗,2015-07-10,33.21,33.21,33.21,33.21,0,
300459.SZ,люд╥ц╗,2015-07-13,33.21,33.21,33.21,33.21,0,
300459.SZ,люд╥ц╗,2015-07-14,33.21,33.21,33.21,33.21,0,
300459.SZ,люд╥ц╗,2015-07-15,33.21,33.21,33.21,33.21,0,
300459.SZ,люд╥ц╗,2015-07-16,33.21,33.21,33.21,33.21,0,
300459.SZ,люд╥ц╗,2015-07-17,33.21,33.21,33.21,33.21,0,
300459.SZ,люд╥ц╗,2015-07-20,36.53,36.53,36.53,36.53,16801,
300459.SZ,люд╥ц╗,2015-07-21,40.181,40.181,40.181,40.181,40100,
