´úÂë,¼ò³Æ,ÈÕÆÚ,¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),
002644.SZ,·ð´ÈÖÆÒ©,2015-01-05,46.0094,46.0978,41.3886,44.5723,1051671,
002644.SZ,·ð´ÈÖÆÒ©,2015-01-06,44.6165,46.3853,42.6709,46.0094,1286730,
002644.SZ,·ð´ÈÖÆÒ©,2015-01-07,45.9431,46.3853,45.0587,45.6114,723085,
002644.SZ,·ð´ÈÖÆÒ©,2015-01-08,45.8104,46.3189,45.6114,45.7441,495128,
002644.SZ,·ð´ÈÖÆÒ©,2015-01-09,45.7441,47.6897,45.6557,46.4295,1380716,
002644.SZ,·ð´ÈÖÆÒ©,2015-01-12,46.1863,47.4023,46.0978,46.6064,783367,
002644.SZ,·ð´ÈÖÆÒ©,2015-01-13,46.6064,47.5792,46.4295,46.9159,537468,
002644.SZ,·ð´ÈÖÆÒ©,2015-01-14,46.9159,47.535,46.4737,46.8496,608351,
002644.SZ,·ð´ÈÖÆÒ©,2015-01-15,46.4958,47.5128,46.4958,46.6948,628000,
002644.SZ,·ð´ÈÖÆÒ©,2015-01-16,46.6948,47.2254,45.8104,46.3189,665070,
002644.SZ,·ð´ÈÖÆÒ©,2015-01-19,43.9975,47.4244,43.9975,44.8376,1052905,
002644.SZ,·ð´ÈÖÆÒ©,2015-01-20,44.5281,47.0485,44.5281,46.3411,866098,
002644.SZ,·ð´ÈÖÆÒ©,2015-01-21,46.7832,50.0775,46.7832,48.6625,1686297,
002644.SZ,·ð´ÈÖÆÒ©,2015-01-22,48.6625,49.6132,48.6625,48.9942,988844,
002644.SZ,·ð´ÈÖÆÒ©,2015-01-23,49.0384,49.4806,48.3972,48.4193,804320,
002644.SZ,·ð´ÈÖÆÒ©,2015-01-26,48.1982,49.2153,48.1982,49.1268,639312,
002644.SZ,·ð´ÈÖÆÒ©,2015-01-27,49.1268,50.6081,48.8615,49.9891,1226705,
002644.SZ,·ð´ÈÖÆÒ©,2015-01-28,50.0996,50.0996,49.0826,49.2816,902429,
002644.SZ,·ð´ÈÖÆÒ©,2015-01-29,49.2816,49.2816,48.3088,48.5078,743102,
002644.SZ,·ð´ÈÖÆÒ©,2015-01-30,48.0214,48.6404,47.2917,47.4686,807802,
002644.SZ,·ð´ÈÖÆÒ©,2015-02-02,47.4244,47.7339,46.5621,46.7169,537906,
002644.SZ,·ð´ÈÖÆÒ©,2015-02-03,46.6506,47.8224,46.6506,47.5792,721081,
002644.SZ,·ð´ÈÖÆÒ©,2015-02-04,47.5128,49.0826,46.1642,48.4635,2043458,
002644.SZ,·ð´ÈÖÆÒ©,2015-02-05,48.4193,48.4193,46.8496,47.2917,1017072,
002644.SZ,·ð´ÈÖÆÒ©,2015-02-06,46.8717,47.4465,45.2135,45.7662,824354,
002644.SZ,·ð´ÈÖÆÒ©,2015-02-09,46.3853,46.4074,44.6829,44.9482,541053,
002644.SZ,·ð´ÈÖÆÒ©,2015-02-10,45.0145,45.5009,44.5723,45.1029,406633,
002644.SZ,·ð´ÈÖÆÒ©,2015-02-11,45.0587,45.722,45.0145,45.5451,522275,
002644.SZ,·ð´ÈÖÆÒ©,2015-02-12,45.6557,45.9431,44.9261,45.1471,796959,
002644.SZ,·ð´ÈÖÆÒ©,2015-02-13,45.2356,46.1421,45.2356,45.8768,1501968,
002644.SZ,·ð´ÈÖÆÒ©,2015-02-16,46.0978,46.9159,45.7662,46.8053,1175194,
002644.SZ,·ð´ÈÖÆÒ©,2015-02-17,47.2696,47.4686,46.8053,47.3581,998476,
002644.SZ,·ð´ÈÖÆÒ©,2015-02-25,47.3581,47.3802,46.1642,46.2747,1184711,
002644.SZ,·ð´ÈÖÆÒ©,2015-02-26,46.3853,46.8275,46.12,46.8275,761747,
002644.SZ,·ð´ÈÖÆÒ©,2015-02-27,46.8275,46.9159,46.1863,46.5843,1217798,
002644.SZ,·ð´ÈÖÆÒ©,2015-03-02,47.0043,50.5639,46.8275,49.9228,3282472,
002644.SZ,·ð´ÈÖÆÒ©,2015-03-03,49.3037,53.0402,49.1931,51.4704,3792926,
002644.SZ,·ð´ÈÖÆÒ©,2015-03-04,51.382,52.7306,50.8513,52.001,2124462,
002644.SZ,·ð´ÈÖÆÒ©,2015-03-05,52.0674,52.6201,51.183,52.0231,2058147,
002644.SZ,·ð´ÈÖÆÒ©,2015-03-06,51.9568,52.399,49.967,49.967,1590829,
002644.SZ,·ð´ÈÖÆÒ©,2015-03-09,50.2102,50.8513,50.0554,50.4092,1198987,
002644.SZ,·ð´ÈÖÆÒ©,2015-03-10,50.4092,51.2935,50.1217,51.2272,1539577,
002644.SZ,·ð´ÈÖÆÒ©,2015-03-11,51.2272,51.5588,49.0163,49.37,2024324,
002644.SZ,·ð´ÈÖÆÒ©,2015-03-12,49.569,49.9449,48.7067,48.8836,1918138,
002644.SZ,·ð´ÈÖÆÒ©,2015-03-13,49.0384,51.0945,49.0384,50.6303,1599886,
002644.SZ,·ð´ÈÖÆÒ©,2015-03-16,51.4262,51.9568,50.7187,51.8242,2583703,
002644.SZ,·ð´ÈÖÆÒ©,2015-03-17,52.2884,55.9807,52.2884,55.4059,5588835,
002644.SZ,·ð´ÈÖÆÒ©,2015-03-18,55.03,57.2188,54.3446,56.0249,3533093,
002644.SZ,·ð´ÈÖÆÒ©,2015-03-19,55.4943,56.0691,54.7205,54.9416,1957785,
002644.SZ,·ð´ÈÖÆÒ©,2015-03-20,54.9416,56.047,54.6762,55.4943,1689805,
002644.SZ,·ð´ÈÖÆÒ©,2015-03-23,55.2953,55.8923,54.3446,55.848,4093166,
002644.SZ,·ð´ÈÖÆÒ©,2015-03-24,55.3837,60.9995,54.831,60.1372,6216782,
002644.SZ,·ð´ÈÖÆÒ©,2015-03-25,59.474,59.474,56.3787,58.1032,3873100,
002644.SZ,·ð´ÈÖÆÒ©,2015-03-26,57.9263,57.9263,56.0691,56.5776,2693860,
002644.SZ,·ð´ÈÖÆÒ©,2015-03-27,57.1525,62.2376,56.5998,62.2376,6134704,
002644.SZ,·ð´ÈÖÆÒ©,2015-03-30,63.0114,68.2735,62.2597,64.3601,6109542,
002644.SZ,·ð´ÈÖÆÒ©,2015-03-31,65.6425,65.8857,62.5693,63.4757,2390627,
002644.SZ,·ð´ÈÖÆÒ©,2015-04-01,64.7802,65.2003,63.52,64.8686,2359178,
002644.SZ,·ð´ÈÖÆÒ©,2015-04-02,64.8686,66.5489,64.139,65.2003,2695689,
002644.SZ,·ð´ÈÖÆÒ©,2015-04-03,64.1169,69.0473,63.3652,66.2836,3131897,
002644.SZ,·ð´ÈÖÆÒ©,2015-04-07,65.8857,68.2513,65.2666,66.2836,1816700,
002644.SZ,·ð´ÈÖÆÒ©,2015-04-08,66.0183,66.8142,61.9281,63.5863,3022703,
002644.SZ,·ð´ÈÖÆÒ©,2015-04-09,63.4536,65.9962,57.2188,65.1118,4676998,
002644.SZ,·ð´ÈÖÆÒ©,2015-04-10,63.6747,66.7258,61.4638,65.1782,3772853,
002644.SZ,·ð´ÈÖÆÒ©,2015-04-13,65.3771,69.1799,65.3771,67.6986,3275239,
002644.SZ,·ð´ÈÖÆÒ©,2015-04-14,67.7207,68.8262,65.9299,67.1901,2584266,
002644.SZ,·ð´ÈÖÆÒ©,2015-04-15,68.0303,68.0966,63.4315,64.1832,1655843,
002644.SZ,·ð´ÈÖÆÒ©,2015-04-16,63.6747,65.1782,61.9723,64.5812,2877923,
002644.SZ,·ð´ÈÖÆÒ©,2015-04-17,64.1169,65.2224,63.2325,63.3431,2229932,
002644.SZ,·ð´ÈÖÆÒ©,2015-04-20,63.3431,63.8074,60.7342,60.7342,1708577,
002644.SZ,·ð´ÈÖÆÒ©,2015-04-21,60.5794,64.338,60.3583,63.5863,2125499,
002644.SZ,·ð´ÈÖÆÒ©,2015-04-22,64.338,66.4384,64.338,65.3771,1736588,
002644.SZ,·ð´ÈÖÆÒ©,2015-04-23,65.2224,70.7497,65.2224,70.7497,3673861,
002644.SZ,·ð´ÈÖÆÒ©,2015-04-24,69.6442,70.4844,67.4333,69.7327,2251107,
002644.SZ,·ð´ÈÖÆÒ©,2015-04-27,69.7548,71.2361,68.2071,69.6442,1622165,
002644.SZ,·ð´ÈÖÆÒ©,2015-04-28,69.6442,76.6087,68.3177,75.6137,4119280,
002644.SZ,·ð´ÈÖÆÒ©,2015-04-29,75.1716,76.9403,72.2973,74.0661,2675857,
002644.SZ,·ð´ÈÖÆÒ©,2015-04-30,73.845,76.874,73.0048,74.0882,2162077,
002644.SZ,·ð´ÈÖÆÒ©,2015-05-04,75.1716,76.6308,73.646,75.879,1605451,
002644.SZ,·ð´ÈÖÆÒ©,2015-05-05,75.879,80.6989,75.1937,77.4267,3093852,
002644.SZ,·ð´ÈÖÆÒ©,2015-05-06,74.7957,81.6938,74.0661,74.9062,2793537,
002644.SZ,·ð´ÈÖÆÒ©,2015-05-07,74.1545,80.6989,72.5184,77.5815,2709436,
002644.SZ,·ð´ÈÖÆÒ©,2015-05-08,79.8145,85.3418,78.6206,85.3418,3978112,
002644.SZ,·ð´ÈÖÆÒ©,2015-05-11,93.876,93.876,87.5527,93.876,1816222,
002644.SZ,·ð´ÈÖÆÒ©,2015-05-12,101.6585,103.2724,95.5121,103.2724,4713510,
002644.SZ,·ð´ÈÖÆÒ©,2015-05-13,105.0191,108.1144,96.1311,102.366,4457604,
002644.SZ,·ð´ÈÖÆÒ©,2015-05-14,100.155,111.9172,99.1822,108.0702,3366709,
002644.SZ,·ð´ÈÖÆÒ©,2015-05-15,108.0038,110.7675,103.6483,107.5395,1927323,
002644.SZ,·ð´ÈÖÆÒ©,2015-05-18,105.6824,114.9683,104.3558,111.4087,1636491,
002644.SZ,·ð´ÈÖÆÒ©,2015-05-19,112.5362,122.5517,110.6127,122.5517,1758320,
002644.SZ,·ð´ÈÖÆÒ©,2015-05-20,125.028,134.8003,123.1487,127.6811,2177323,
002644.SZ,·ð´ÈÖÆÒ©,2015-05-21,125.8239,132.6557,122.2643,129.3172,2992772,
002644.SZ,·ð´ÈÖÆÒ©,2015-05-22,128.4549,129.5604,123.3698,126.642,2306598,
002644.SZ,·ð´ÈÖÆÒ©,2015-05-25,123.8341,126.6198,118.9479,121.3578,3412490,
002644.SZ,·ð´ÈÖÆÒ©,2015-05-26,122.1096,125.028,120.0534,123.3698,3117089,
002644.SZ,·ð´ÈÖÆÒ©,2015-05-27,123.3477,133.7169,121.8,130.4005,3470843,
002644.SZ,·ð´ÈÖÆÒ©,2015-05-28,129.892,134.8666,121.601,122.198,3972653,
002644.SZ,·ð´ÈÖÆÒ©,2015-05-29,121.601,126.642,114.9904,124.9174,2894556,
002644.SZ,·ð´ÈÖÆÒ©,2015-06-01,126.6641,131.7271,124.9174,130.4226,2140699,
002644.SZ,·ð´ÈÖÆÒ©,2015-06-02,129.3393,133.5401,124.232,130.0026,3105274,
002644.SZ,·ð´ÈÖÆÒ©,2015-06-03,131.9924,131.9924,120.5177,123.812,3664634,
002644.SZ,·ð´ÈÖÆÒ©,2015-06-04,121.4021,121.601,111.9172,116.737,2779803,
002644.SZ,·ð´ÈÖÆÒ©,2015-06-05,116.6265,126.0229,116.6043,122.0653,2033545,
002644.SZ,·ð´ÈÖÆÒ©,2015-06-08,122.4412,130.0026,122.4412,129.9583,3423250,
002644.SZ,·ð´ÈÖÆÒ©,2015-06-09,130.4448,139.2885,130.4448,136.7459,3181379,
002644.SZ,·ð´ÈÖÆÒ©,2015-06-10,137.166,142.6049,130.7101,142.1627,3020418,
002644.SZ,·ð´ÈÖÆÒ©,2015-06-11,140.9024,144.8158,137.0775,141.3888,1997890,
002644.SZ,·ð´ÈÖÆÒ©,2015-06-12,144.4399,144.4399,132.6115,132.9873,2847183,
002644.SZ,·ð´ÈÖÆÒ©,2015-06-15,130.091,138.183,128.2338,129.2066,2428761,
002644.SZ,·ð´ÈÖÆÒ©,2015-06-16,128.2338,136.2153,123.7014,126.0671,3169230,
002644.SZ,·ð´ÈÖÆÒ©,2015-06-17,129.3393,134.8666,121.7116,130.2458,1634186,
002644.SZ,·ð´ÈÖÆÒ©,2015-06-18,132.6557,135.5299,128.278,129.074,2777492,
002644.SZ,·ð´ÈÖÆÒ©,2015-06-19,128.8971,130.7764,117.4224,120.2745,2159042,
002644.SZ,·ð´ÈÖÆÒ©,2015-06-23,119.3238,123.812,108.247,111.5413,2602716,
002644.SZ,·ð´ÈÖÆÒ©,2015-06-24,113.4656,120.2558,111.674,118.973,2219360,
002644.SZ,·ð´ÈÖÆÒ©,2015-06-25,120.1674,130.7177,116.3631,124.1486,2765160,
002644.SZ,·ð´ÈÖÆÒ©,2015-06-26,121.6272,121.6272,111.7404,111.7404,1565754,
002644.SZ,·ð´ÈÖÆÒ©,2015-06-29,112.0279,118.3316,100.5708,100.5708,2878733,
002644.SZ,·ð´ÈÖÆÒ©,2015-06-30,97.3194,110.546,90.5071,110.546,3900682,
002644.SZ,·ð´ÈÖÆÒ©,2015-07-01,110.5902,118.9951,103.1807,105.2819,5195788,
002644.SZ,·ð´ÈÖÆÒ©,2015-07-02,101.743,106.0339,94.7537,94.7537,2983775,
002644.SZ,·ð´ÈÖÆÒ©,2015-07-03,101.5218,101.5218,85.2872,88.0298,10156888,
002644.SZ,·ð´ÈÖÆÒ©,2015-07-06,92.9179,96.0587,79.2269,79.7356,6107111,
002644.SZ,·ð´ÈÖÆÒ©,2015-07-07,72.9896,72.9896,71.7731,71.7731,1356500,
002644.SZ,·ð´ÈÖÆÒ©,2015-07-08,71.7731,71.7731,71.7731,71.7731,0,
002644.SZ,·ð´ÈÖÆÒ©,2015-07-09,71.7731,71.7731,71.7731,71.7731,0,
002644.SZ,·ð´ÈÖÆÒ©,2015-07-10,71.7731,71.7731,71.7731,71.7731,0,
002644.SZ,·ð´ÈÖÆÒ©,2015-07-13,71.7731,71.7731,71.7731,71.7731,0,
002644.SZ,·ð´ÈÖÆÒ©,2015-07-14,78.9614,78.9614,78.9614,78.9614,85471,
002644.SZ,·ð´ÈÖÆÒ©,2015-07-15,86.8576,86.8576,80.3991,81.3944,10508952,
002644.SZ,·ð´ÈÖÆÒ©,2015-07-16,81.3944,89.5339,75.2235,89.5339,8968635,
002644.SZ,·ð´ÈÖÆÒ©,2015-07-17,91.5908,98.4917,89.9541,98.4917,7748419,
002644.SZ,·ð´ÈÖÆÒ©,2015-07-20,99.5091,108.3342,97.3194,108.3342,8119158,
