╢ЗбК,╪РЁф,хуфз,©╙ел╪ш(т╙),вН╦ъ╪ш(т╙),вН╣м╪ш(т╙),йуел╪ш(т╙),Ёи╫╩а©(╧и),
603332.SH,кужщаЗ╫э,2019-01-17,27.99,27.99,27.99,27.99,53700,
603332.SH,кужщаЗ╫э,2019-01-18,30.79,30.79,30.79,30.79,63658,
603332.SH,кужщаЗ╫э,2019-01-21,33.87,33.87,33.87,33.87,125542,
603332.SH,кужщаЗ╫э,2019-01-22,37.26,37.26,37.26,37.26,859331,
603332.SH,кужщаЗ╫э,2019-01-23,40.99,40.99,40.99,40.99,1073411,
603332.SH,кужщаЗ╫э,2019-01-24,45.09,45.09,45.09,45.09,394777,
603332.SH,кужщаЗ╫э,2019-01-25,47,49.3,46,46.9,20763655,
603332.SH,кужщаЗ╫э,2019-01-28,42.3,43.28,42.21,42.21,4072274,
603332.SH,кужщаЗ╫э,2019-01-29,38,40.39,38,39.27,13063849,
603332.SH,кужщаЗ╫э,2019-01-30,38.52,40.96,38.44,39.37,9950467,
603332.SH,кужщаЗ╫э,2019-01-31,38.6,38.79,35.43,35.43,10506073,
603332.SH,кужщаЗ╫э,2019-02-01,35.62,36.26,34.63,35.63,7628339,
603332.SH,кужщаЗ╫э,2019-02-11,35.81,37.37,35.5,36.96,7949434,
603332.SH,кужщаЗ╫э,2019-02-12,37.5,40.06,37.5,38.39,11550014,
603332.SH,кужщаЗ╫э,2019-02-13,37.82,38.58,37.15,38.25,8990686,
603332.SH,кужщаЗ╫э,2019-02-14,38,39.6,37.67,38.98,9806774,
603332.SH,кужщаЗ╫э,2019-02-15,38.98,39.95,38.22,38.39,8293246,
603332.SH,кужщаЗ╫э,2019-02-18,38.1,39.4,37.01,39.4,10466471,
603332.SH,кужщаЗ╫э,2019-02-19,38.9,40.49,38.51,39.98,12396397,
603332.SH,кужщаЗ╫э,2019-02-20,39.52,39.97,38.22,38.48,8238212,
603332.SH,кужщаЗ╫э,2019-02-21,38.34,38.95,37.6,37.97,7001364,
603332.SH,кужщаЗ╫э,2019-02-22,37.96,38.35,37.71,38,5299041,
603332.SH,кужщаЗ╫э,2019-02-25,38,39.72,37.81,39.56,9273868,
603332.SH,кужщаЗ╫э,2019-02-26,40.01,41.73,39.63,39.92,13235720,
