¥˙¬Î,ºÚ≥∆,»’∆⁄,ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),
300888.SZ,Œ»Ω°“Ω¡∆,2020-09-17,125,160,125,126.25,31665069,
300888.SZ,Œ»Ω°“Ω¡∆,2020-09-18,118.77,119.58,107.5,109.5,19689071,
300888.SZ,Œ»Ω°“Ω¡∆,2020-09-21,105.7,115.77,103.7,114.98,13756747,
300888.SZ,Œ»Ω°“Ω¡∆,2020-09-22,113.5,127.75,112.8,122.66,15047571,
300888.SZ,Œ»Ω°“Ω¡∆,2020-09-23,121.67,123.87,117.51,118.91,9687441,
300888.SZ,Œ»Ω°“Ω¡∆,2020-09-24,116.8,128.6,115.5,122.28,12619657,
300888.SZ,Œ»Ω°“Ω¡∆,2020-09-25,122.26,128.58,121,123.11,9489204,
300888.SZ,Œ»Ω°“Ω¡∆,2020-09-28,124,126.97,117.51,122.25,7916527,
300888.SZ,Œ»Ω°“Ω¡∆,2020-09-29,120.6,122,113.51,113.66,7517873,
300888.SZ,Œ»Ω°“Ω¡∆,2020-09-30,113.6,117.4,113.4,114.5,4745357,
300888.SZ,Œ»Ω°“Ω¡∆,2020-10-09,117,125.29,114.11,122.19,7511076,
300888.SZ,Œ»Ω°“Ω¡∆,2020-10-12,123.84,126.65,120.8,125.18,7332188,
300888.SZ,Œ»Ω°“Ω¡∆,2020-10-13,125.12,146.3,123.07,136.51,12736744,
300888.SZ,Œ»Ω°“Ω¡∆,2020-10-14,144,163.81,142.05,163.81,9393636,
300888.SZ,Œ»Ω°“Ω¡∆,2020-10-15,175,181.77,157.12,165,16238745,
300888.SZ,Œ»Ω°“Ω¡∆,2020-10-16,168,169.98,157.28,165.01,10069942,
300888.SZ,Œ»Ω°“Ω¡∆,2020-10-19,167.01,167.49,158.58,161.85,7110629,
300888.SZ,Œ»Ω°“Ω¡∆,2020-10-20,159.51,168.3,151,165.21,10927272,
300888.SZ,Œ»Ω°“Ω¡∆,2020-10-21,162.6,165.97,153,153,8498695,
300888.SZ,Œ»Ω°“Ω¡∆,2020-10-22,152,157.56,150.5,153.16,5825949,
300888.SZ,Œ»Ω°“Ω¡∆,2020-10-23,152,155.6,144,146.32,7024477,
300888.SZ,Œ»Ω°“Ω¡∆,2020-10-26,148,152.73,146.33,152.15,5765575,
300888.SZ,Œ»Ω°“Ω¡∆,2020-10-27,152,163,147.5,157.77,8212847,
300888.SZ,Œ»Ω°“Ω¡∆,2020-10-28,159.01,160.98,154.03,156.78,6637869,
300888.SZ,Œ»Ω°“Ω¡∆,2020-10-29,157.31,169.53,157.31,162.88,8940392,
300888.SZ,Œ»Ω°“Ω¡∆,2020-10-30,161.01,162.87,150.15,150.9,7966753,
300888.SZ,Œ»Ω°“Ω¡∆,2020-11-02,152.08,154.32,148,153.82,4459265,
300888.SZ,Œ»Ω°“Ω¡∆,2020-11-03,153.38,155.9,150.8,154,3772250,
300888.SZ,Œ»Ω°“Ω¡∆,2020-11-04,155.06,157.75,151.4,153.62,3525668,
300888.SZ,Œ»Ω°“Ω¡∆,2020-11-05,154.95,155.56,150.9,152.1,4106308,
