╢ЗбК,╪РЁф,хуфз,©╙ел╪ш(т╙),вН╦ъ╪ш(т╙),вН╣м╪ш(т╙),йуел╪ш(т╙),Ёи╫╩а©(╧и),
603908.SH,да╦ъ╣я,2017-03-07,23.57,23.57,23.57,23.57,10500,
603908.SH,да╦ъ╣я,2017-03-08,25.93,25.93,25.93,25.93,2500,
603908.SH,да╦ъ╣я,2017-03-09,28.52,28.52,28.52,28.52,4500,
603908.SH,да╦ъ╣я,2017-03-10,31.37,31.37,31.37,31.37,5900,
603908.SH,да╦ъ╣я,2017-03-13,34.51,34.51,34.51,34.51,3000,
603908.SH,да╦ъ╣я,2017-03-14,37.96,37.96,37.96,37.96,8100,
603908.SH,да╦ъ╣я,2017-03-15,41.76,41.76,41.76,41.76,10400,
603908.SH,да╦ъ╣я,2017-03-16,45.94,45.94,45.94,45.94,18700,
603908.SH,да╦ъ╣я,2017-03-17,50.53,50.53,50.53,50.53,74400,
603908.SH,да╦ъ╣я,2017-03-20,55.58,55.58,55.58,55.58,46300,
603908.SH,да╦ъ╣я,2017-03-21,61.14,61.14,61.14,61.14,61400,
603908.SH,да╦ъ╣я,2017-03-22,67.25,67.25,67.25,67.25,135034,
603908.SH,да╦ъ╣я,2017-03-23,73.98,73.98,73.98,73.98,95900,
603908.SH,да╦ъ╣я,2017-03-24,81.38,81.38,81.01,81.38,3624612,
603908.SH,да╦ъ╣я,2017-03-27,82.08,88.3,80.01,82.94,10284932,
603908.SH,да╦ъ╣я,2017-03-28,82,82,75.4,75.48,5767286,
603908.SH,да╦ъ╣я,2017-03-29,73,73.99,69.62,70.15,4962796,
603908.SH,да╦ъ╣я,2017-03-30,68.5,71.75,67.3,69.21,3582186,
603908.SH,да╦ъ╣я,2017-03-31,68.96,69.95,63.05,63.39,3731346,
603908.SH,да╦ъ╣я,2017-04-05,63.16,64.5,60.63,63.89,2796799,
603908.SH,да╦ъ╣я,2017-04-06,63.13,66.32,62.66,64.15,2855430,
603908.SH,да╦ъ╣я,2017-04-07,64.42,65.47,63.3,63.42,1976007,
603908.SH,да╦ъ╣я,2017-04-10,62.71,62.71,57.08,57.1,3142736,
603908.SH,да╦ъ╣я,2017-04-11,56.2,58.8,56,58.66,2165313,
603908.SH,да╦ъ╣я,2017-04-12,58.09,58.48,56.44,56.59,1587577,
603908.SH,да╦ъ╣я,2017-04-13,56.2,58,56.2,57.28,1162409,
603908.SH,да╦ъ╣я,2017-04-14,56.95,57.3,56.33,56.97,922500,
603908.SH,да╦ъ╣я,2017-04-17,54.74,54.74,51.3,51.62,1810529,
603908.SH,да╦ъ╣я,2017-04-18,51.2,52.85,50.68,50.86,939049,
603908.SH,да╦ъ╣я,2017-04-19,50.7,53.28,50.61,52.87,1445582,
603908.SH,да╦ъ╣я,2017-04-20,52.6,53.6,51.27,52.95,1175041,
603908.SH,да╦ъ╣я,2017-04-21,52.53,53.36,52.53,52.81,527100,
603908.SH,да╦ъ╣я,2017-04-24,52.45,53.45,51.11,53.07,763996,
603908.SH,да╦ъ╣я,2017-04-25,53.3,54.59,52.82,54.09,824580,
603908.SH,да╦ъ╣я,2017-04-26,53.55,54.99,53.55,54.18,831380,
603908.SH,да╦ъ╣я,2017-04-27,54.11,57.4,51.5,56.16,2114395,
603908.SH,да╦ъ╣я,2017-04-28,55.86,57,55.12,56.07,1036515,
603908.SH,да╦ъ╣я,2017-05-02,56.1,57.45,56.06,56.45,970697,
603908.SH,да╦ъ╣я,2017-05-03,56.16,57.56,56.1,57.5,1328878,
603908.SH,да╦ъ╣я,2017-05-04,57,57.98,56.6,56.82,1083435,
603908.SH,да╦ъ╣я,2017-05-05,56.15,56.47,53.1,53.61,1050809,
603908.SH,да╦ъ╣я,2017-05-08,53.21,54.67,51.11,52.01,891600,
603908.SH,да╦ъ╣я,2017-05-09,51.4,53.28,51.26,52.91,875601,
603908.SH,да╦ъ╣я,2017-05-10,52.92,53.57,51.18,51.5,911301,
603908.SH,да╦ъ╣я,2017-05-11,51.39,51.98,49,51.56,1155900,
603908.SH,да╦ъ╣я,2017-05-12,51.31,52.2,51.08,51.95,738900,
603908.SH,да╦ъ╣я,2017-05-15,52.11,52.5,51.5,51.68,530100,
603908.SH,да╦ъ╣я,2017-05-16,51.3,52.85,50.7,52.73,780253,
603908.SH,да╦ъ╣я,2017-05-17,52.66,58,52.56,58,4288228,
603908.SH,да╦ъ╣я,2017-05-18,58.58,59.2,56.66,57.06,4362748,
603908.SH,да╦ъ╣я,2017-05-19,56.4,57.99,55.68,56.45,1916295,
603908.SH,да╦ъ╣я,2017-05-22,56.48,56.55,50.82,50.93,2043499,
603908.SH,да╦ъ╣я,2017-05-23,49.67,50.35,46.01,46.09,2110785,
603908.SH,да╦ъ╣я,2017-05-24,45.5,47.38,45.02,46.79,997086,
603908.SH,да╦ъ╣я,2017-05-25,46.48,47.29,44.44,46.79,1164004,
603908.SH,да╦ъ╣я,2017-05-26,47.1,48.09,46.5,47.84,1016804,
603908.SH,да╦ъ╣я,2017-05-31,50,50.1,48,48.05,1166405,
603908.SH,да╦ъ╣я,2017-06-01,47.51,47.88,45.29,45.44,1013000,
603908.SH,да╦ъ╣я,2017-06-02,45.01,49.98,44.03,49.98,3328060,
603908.SH,да╦ъ╣я,2017-06-05,50.43,50.78,48.58,48.89,2251700,
603908.SH,да╦ъ╣я,2017-06-06,48.6,49.3,46.92,48.16,1679100,
603908.SH,да╦ъ╣я,2017-06-07,48.2,51,48.01,50.24,2631012,
603908.SH,да╦ъ╣я,2017-06-08,49.8973,50.1896,49.1917,49.5243,1367669,
603908.SH,да╦ъ╣я,2017-06-09,49.3731,50.5223,49.1614,49.6654,1145600,
603908.SH,да╦ъ╣я,2017-06-12,48.6977,49.0808,46.4297,46.5002,1463648,
603908.SH,да╦ъ╣я,2017-06-13,46.4498,48.3147,46.1474,47.7603,1118240,
603908.SH,да╦ъ╣я,2017-06-14,47.5284,48.5465,46.5708,48.1433,1267607,
603908.SH,да╦ъ╣я,2017-06-15,48.1332,50.4719,47.73,49.2723,1708867,
603908.SH,да╦ъ╣я,2017-06-16,49.5747,50.6936,48.6977,49.9174,1400420,
603908.SH,да╦ъ╣я,2017-06-19,50.1997,50.2602,49.1917,49.8469,879815,
603908.SH,да╦ъ╣я,2017-06-20,50.2803,51.2077,49.4941,49.5646,1356415,
603908.SH,да╦ъ╣я,2017-06-21,49.6856,49.8469,48.8389,49.2925,746553,
603908.SH,да╦ъ╣я,2017-06-22,49.2925,49.8166,47.982,48.0627,890111,
603908.SH,да╦ъ╣я,2017-06-23,47.9518,48.5667,46.601,48.1635,937763,
603908.SH,да╦ъ╣я,2017-06-26,48.224,49.0505,47.5889,48.7481,740815,
603908.SH,да╦ъ╣я,2017-06-27,48.7683,49.3429,48.3449,48.9497,880100,
603908.SH,да╦ъ╣я,2017-06-28,48.7885,48.7885,47.2159,47.2865,863071,
