測鎢,潠備,�梪�,羲攫歎(啋),郔詢歎(啋),郔腴歎(啋),彶攫歎(啋),傖蝠講(嘖),
603605.SH,賙應捇,2017-11-15,22.09,22.09,22.09,22.09,21148,
603605.SH,賙應捇,2017-11-16,24.3,24.3,24.3,24.3,8569,
603605.SH,賙應捇,2017-11-17,26.73,26.73,26.73,26.73,16672,
603605.SH,賙應捇,2017-11-20,29.4,29.4,29.4,29.4,44124,
603605.SH,賙應捇,2017-11-21,32.34,32.34,32.34,32.34,49670,
603605.SH,賙應捇,2017-11-22,35.57,35.57,35.57,35.57,604661,
603605.SH,賙應捇,2017-11-23,35.9,39.13,35.01,39.13,29612280,
603605.SH,賙應捇,2017-11-24,36.87,37.85,35.22,35.22,18674959,
603605.SH,賙應捇,2017-11-27,33.77,34.44,31.7,31.7,15123059,
603605.SH,賙應捇,2017-11-28,31.35,33.5,31.35,32.41,11529232,
603605.SH,賙應捇,2017-11-29,32.05,32.41,30.5,31.75,11146905,
603605.SH,賙應捇,2017-11-30,31.42,32.44,31.1,31.9,9594889,
603605.SH,賙應捇,2017-12-01,31.56,32.8,30.8,31.38,8633094,
603605.SH,賙應捇,2017-12-04,30.7,30.8,28.24,28.24,12086565,
603605.SH,賙應捇,2017-12-05,27.82,28.5,27.38,27.85,6219749,
603605.SH,賙應捇,2017-12-06,27.73,28.65,27.73,28.58,6576747,
603605.SH,賙應捇,2017-12-07,28.7,28.79,27.74,27.83,4595423,
603605.SH,賙應捇,2017-12-08,27.72,28.88,27.53,28.26,6422361,
603605.SH,賙應捇,2017-12-11,28.08,28.48,27.88,28.39,4696275,
603605.SH,賙應捇,2017-12-12,28.33,28.46,26.66,26.7,7016507,
603605.SH,賙應捇,2017-12-13,26.7,27.15,26.7,26.99,3184089,
603605.SH,賙應捇,2017-12-14,27.02,27.65,26.78,27.47,4814235,
603605.SH,賙應捇,2017-12-15,27.21,27.47,27.02,27.06,3124477,
603605.SH,賙應捇,2017-12-18,27.23,27.57,26.91,27.2,2995731,
603605.SH,賙應捇,2017-12-19,27.1,27.77,27.1,27.64,4004936,
603605.SH,賙應捇,2017-12-20,27.52,28.16,27.02,27.09,4264713,
603605.SH,賙應捇,2017-12-21,26.8,26.88,25.58,26.63,5835910,
603605.SH,賙應捇,2017-12-22,26.68,27.28,26.46,26.89,3839458,
603605.SH,賙應捇,2017-12-25,26.79,27.65,26.08,27.26,5317163,
603605.SH,賙應捇,2017-12-26,27.19,28.62,27.16,28.4,8384684,
603605.SH,賙應捇,2017-12-27,28.2,29.48,27.89,28.46,9573314,
603605.SH,賙應捇,2017-12-28,28.03,29.41,27.95,29.28,9335166,
603605.SH,賙應捇,2017-12-29,28.98,29.38,28.5,28.72,5418759,
603605.SH,賙應捇,2018-01-02,28.31,29.06,28.31,28.81,4037708,
603605.SH,賙應捇,2018-01-03,28.68,28.68,27.82,28.34,4704371,
603605.SH,賙應捇,2018-01-04,28.43,28.47,27.9,28.06,3364683,
603605.SH,賙應捇,2018-01-05,28.04,28.49,27.87,28.06,2934646,
603605.SH,賙應捇,2018-01-08,28.16,28.59,27.77,28.57,4132336,
603605.SH,賙應捇,2018-01-09,28.57,29.88,28.35,29.6,9703101,
603605.SH,賙應捇,2018-01-10,29.28,29.44,28.7,28.99,5004171,
603605.SH,賙應捇,2018-01-11,28.66,29.67,28.28,29.27,5524573,
603605.SH,賙應捇,2018-01-12,29.15,29.28,28.4,28.64,4188446,
603605.SH,賙應捇,2018-01-15,28.45,28.73,26.91,27.15,4329118,
603605.SH,賙應捇,2018-01-16,27.25,28.59,27.1,28.33,5373494,
603605.SH,賙應捇,2018-01-17,28.11,29.24,27.81,28.89,5852157,
603605.SH,賙應捇,2018-01-18,28.7,29.57,28.62,28.82,4844978,
603605.SH,賙應捇,2018-01-19,28.67,29.54,28.37,29.32,5158692,
603605.SH,賙應捇,2018-01-22,29.05,30.29,28.75,29.08,6857206,
603605.SH,賙應捇,2018-01-23,28.55,28.69,27.91,28.57,4331100,
603605.SH,賙應捇,2018-01-24,28.45,31.43,28.38,31.43,8633939,
603605.SH,賙應捇,2018-01-25,32.48,32.86,30.57,30.9,13653153,
603605.SH,賙應捇,2018-01-26,30.17,30.8,29.83,29.99,7074999,
603605.SH,賙應捇,2018-01-29,30.2,31.1,29.55,30.47,8109260,
603605.SH,賙應捇,2018-01-30,30.2,30.5,29.26,29.46,4598799,
603605.SH,賙應捇,2018-01-31,29.08,29.97,28.08,28.46,5732410,
603605.SH,賙應捇,2018-02-01,28.3,28.69,26,26.4,6411004,
603605.SH,賙應捇,2018-02-02,26.4,26.69,25.1,25.9,4145215,
603605.SH,賙應捇,2018-02-05,25.29,25.85,25.15,25.3,2770823,
603605.SH,賙應捇,2018-02-06,24.5,24.8,22.77,22.77,5038674,
603605.SH,賙應捇,2018-02-07,23.38,24.2,22.6,23.65,5153412,
603605.SH,賙應捇,2018-02-08,23.69,24.26,23.45,23.98,2982065,
603605.SH,賙應捇,2018-02-09,23.07,23.59,22.5,23.1,3040483,
603605.SH,賙應捇,2018-02-12,23.5,24.5,23.35,23.87,2914040,
603605.SH,賙應捇,2018-02-13,24.05,24.98,23.95,24.7,4817461,
