¥˙¬Î,ºÚ≥∆,»’∆⁄,ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),
301589.SZ,≈µÕﬂ–«‘∆,2024-02-08,333,418.68,333,384,5646947,
301589.SZ,≈µÕﬂ–«‘∆,2024-02-19,403,449,397.51,438.99,2915589,
301589.SZ,≈µÕﬂ–«‘∆,2024-02-20,428,443.95,409.05,439,1950657,
301589.SZ,≈µÕﬂ–«‘∆,2024-02-21,427,434.49,412.58,420.1,1639053,
301589.SZ,≈µÕﬂ–«‘∆,2024-02-22,417,444.88,413.23,430,1215684,
301589.SZ,≈µÕﬂ–«‘∆,2024-02-23,438,440,418.5,427.9,1143414,
301589.SZ,≈µÕﬂ–«‘∆,2024-02-26,422.1,459.95,415.11,458.99,1459349,
301589.SZ,≈µÕﬂ–«‘∆,2024-02-27,451.33,452.98,438.48,439,1438883,
301589.SZ,≈µÕﬂ–«‘∆,2024-02-28,435,448.88,413,413.01,1371613,
301589.SZ,≈µÕﬂ–«‘∆,2024-02-29,410,428.88,407,421,1078655,
301589.SZ,≈µÕﬂ–«‘∆,2024-03-01,418,438.83,416.07,434.21,814225,
301589.SZ,≈µÕﬂ–«‘∆,2024-03-04,431,436,413.08,428.15,882872,
301589.SZ,≈µÕﬂ–«‘∆,2024-03-05,423,439.98,416.51,431.9,851254,
301589.SZ,≈µÕﬂ–«‘∆,2024-03-06,426.08,432,416,418.5,641494,
301589.SZ,≈µÕﬂ–«‘∆,2024-03-07,418,431,417.77,418.01,793673,
301589.SZ,≈µÕﬂ–«‘∆,2024-03-08,417.05,441,409.89,430.8,828919,
301589.SZ,≈µÕﬂ–«‘∆,2024-03-11,426.42,455.02,425.4,450,815788,
301589.SZ,≈µÕﬂ–«‘∆,2024-03-12,451.93,476,445.61,458,630710,
301589.SZ,≈µÕﬂ–«‘∆,2024-03-13,457,482,455,472.37,630984,
301589.SZ,≈µÕﬂ–«‘∆,2024-03-14,471.98,476,458,467.59,486185,
301589.SZ,≈µÕﬂ–«‘∆,2024-03-15,464.12,498.56,463.3,495.01,663428,
301589.SZ,≈µÕﬂ–«‘∆,2024-03-18,492.92,505.5,485.5,494.1,725655,
301589.SZ,≈µÕﬂ–«‘∆,2024-03-19,494.49,508,484.01,485.08,640426,
301589.SZ,≈µÕﬂ–«‘∆,2024-03-20,482.82,488.6,470.8,476.66,521412,
301589.SZ,≈µÕﬂ–«‘∆,2024-03-21,473.5,485.97,462.88,463.6,538441,
301589.SZ,≈µÕﬂ–«‘∆,2024-03-22,464.99,471.34,457,466.51,389031,
301589.SZ,≈µÕﬂ–«‘∆,2024-03-25,465.2,472,442.99,443.02,546461,
301589.SZ,≈µÕﬂ–«‘∆,2024-03-26,441,456.65,440.97,454.26,522599,
301589.SZ,≈µÕﬂ–«‘∆,2024-03-27,452.48,475.99,446.35,466,586180,
301589.SZ,≈µÕﬂ–«‘∆,2024-03-28,466,472.87,462.04,464,355680,
301589.SZ,≈µÕﬂ–«‘∆,2024-03-29,464.9,464.99,440,451.56,582510,
301589.SZ,≈µÕﬂ–«‘∆,2024-04-01,449.33,464.2,443.58,462,458717,
301589.SZ,≈µÕﬂ–«‘∆,2024-04-02,460.13,482.88,460.13,476,543957,
301589.SZ,≈µÕﬂ–«‘∆,2024-04-03,473.99,482.49,460,472.99,437255,
301589.SZ,≈µÕﬂ–«‘∆,2024-04-08,471.99,477.98,463.97,472.28,272683,
301589.SZ,≈µÕﬂ–«‘∆,2024-04-09,472.28,473,455.8,466.8,413637,
301589.SZ,≈µÕﬂ–«‘∆,2024-04-10,466.59,466.59,441.13,443.09,433004,
301589.SZ,≈µÕﬂ–«‘∆,2024-04-11,443.69,445.77,422.38,425.78,675061,
301589.SZ,≈µÕﬂ–«‘∆,2024-04-12,426.02,431.49,421.22,424.79,347588,
301589.SZ,≈µÕﬂ–«‘∆,2024-04-15,424.8,435.4,418.88,428,565411,
301589.SZ,≈µÕﬂ–«‘∆,2024-04-16,425,427.88,403.19,408.99,448861,
301589.SZ,≈µÕﬂ–«‘∆,2024-04-17,412,438.04,412,438.04,572328,
301589.SZ,≈µÕﬂ–«‘∆,2024-04-18,461.76,479.62,447,447.83,1121235,
301589.SZ,≈µÕﬂ–«‘∆,2024-04-19,438.13,445,428,430.29,721537,
301589.SZ,≈µÕﬂ–«‘∆,2024-04-22,425.57,430.8,420.01,425.55,468896,
301589.SZ,≈µÕﬂ–«‘∆,2024-04-23,425.73,434.69,424.26,430,504266,
301589.SZ,≈µÕﬂ–«‘∆,2024-04-24,430,446.49,425.15,446.37,512076,
301589.SZ,≈µÕﬂ–«‘∆,2024-04-25,434.86,434.86,397.01,400,1370519,
301589.SZ,≈µÕﬂ–«‘∆,2024-04-26,390,404.97,388,404,979195,
301589.SZ,≈µÕﬂ–«‘∆,2024-04-29,400.05,425,399.4,421.01,820872,
301589.SZ,≈µÕﬂ–«‘∆,2024-04-30,419.2,428.88,412.26,417.48,442142,
301589.SZ,≈µÕﬂ–«‘∆,2024-05-06,421.88,433,421.88,429.5,470885,
301589.SZ,≈µÕﬂ–«‘∆,2024-05-07,429.87,433.13,419.88,422.2,421806,
301589.SZ,≈µÕﬂ–«‘∆,2024-05-08,419.18,424.6,416.51,419.01,267720,
301589.SZ,≈µÕﬂ–«‘∆,2024-05-09,417,422.5,417,419.47,284247,
301589.SZ,≈µÕﬂ–«‘∆,2024-05-10,421,421.01,410.14,416.66,281373,
301589.SZ,≈µÕﬂ–«‘∆,2024-05-13,413,416.5,408.8,409.4,225793,
301589.SZ,≈µÕﬂ–«‘∆,2024-05-14,409.38,413.66,396,399,480545,
301589.SZ,≈µÕﬂ–«‘∆,2024-05-15,396,401.88,392,398.1,301297,
301589.SZ,≈µÕﬂ–«‘∆,2024-05-16,399,416.5,396.8,414.89,617960,
301589.SZ,≈µÕﬂ–«‘∆,2024-05-17,412.02,432.99,411.25,428.14,633743,
301589.SZ,≈µÕﬂ–«‘∆,2024-05-20,428.09,450.44,427,450.2,663891,
301589.SZ,≈µÕﬂ–«‘∆,2024-05-21,449,457.93,445.6,449.95,622192,
301589.SZ,≈µÕﬂ–«‘∆,2024-05-22,447,453.47,441.02,449.21,447108,
301589.SZ,≈µÕﬂ–«‘∆,2024-05-23,447.99,469.94,446.66,465.39,654962,
301589.SZ,≈µÕﬂ–«‘∆,2024-05-24,466.66,469,430.6,431.46,806842,
301589.SZ,≈µÕﬂ–«‘∆,2024-05-27,430,434.95,422.22,434.8,387552,
