代码,简称,日期,开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),
920547.BJ,无锡晶海,2023-12-12,30.21,32.29,28.3,28.44,14018838,
920547.BJ,无锡晶海,2023-12-13,26.35,29.38,26.3,27.8,7882006,
920547.BJ,无锡晶海,2023-12-14,27.6,30.1,27.09,28.35,6906193,
920547.BJ,无锡晶海,2023-12-15,28.05,29.98,27.41,28.7,4770195,
920547.BJ,无锡晶海,2023-12-18,28.5,29.19,28.01,28.25,2973263,
920547.BJ,无锡晶海,2023-12-19,28.18,28.46,25.9,26.66,3571342,
920547.BJ,无锡晶海,2023-12-20,26.33,28.73,26.33,28.02,2963909,
920547.BJ,无锡晶海,2023-12-21,28.53,30,25,26.6,3651666,
920547.BJ,无锡晶海,2023-12-22,26.01,26.54,25.55,25.86,2159948,
920547.BJ,无锡晶海,2023-12-25,26.85,29.1,26.38,28.95,4219451,
920547.BJ,无锡晶海,2023-12-26,29.5,31,28.5,29.91,5578337,
920547.BJ,无锡晶海,2023-12-27,30.19,37,30.19,32.4,6291473,
920547.BJ,无锡晶海,2023-12-28,31.3,31.91,30.2,30.74,4539866,
920547.BJ,无锡晶海,2023-12-29,30.3,31.31,30.01,30.71,2665240,
920547.BJ,无锡晶海,2024-01-02,31.03,32.38,30.5,31.33,2738478,
920547.BJ,无锡晶海,2024-01-03,31.3,32.8,30.56,31.86,2881256,
920547.BJ,无锡晶海,2024-01-04,31.86,33.86,31.5,32.32,2401395,
920547.BJ,无锡晶海,2024-01-05,32.5,32.52,29.88,30.13,2751223,
920547.BJ,无锡晶海,2024-01-08,29.9,30.8,27.9,28.1,1556612,
920547.BJ,无锡晶海,2024-01-09,28.1,28.69,26.16,26.8,1584723,
920547.BJ,无锡晶海,2024-01-10,26.95,29.97,26.46,28.88,2131804,
920547.BJ,无锡晶海,2024-01-11,28,29.15,27.4,28.6,1512682,
920547.BJ,无锡晶海,2024-01-12,28.26,29.32,26.66,27,1342779,
920547.BJ,无锡晶海,2024-01-15,27,27.89,26.28,27.24,709946,
920547.BJ,无锡晶海,2024-01-16,27.69,28.3,26,28.25,1451669,
920547.BJ,无锡晶海,2024-01-17,27.8,28.69,27.3,27.33,1365593,
920547.BJ,无锡晶海,2024-01-18,26.9,27.66,26.26,27.64,1142272,
920547.BJ,无锡晶海,2024-01-19,27.5,28.33,27.4,28.02,1179403,
920547.BJ,无锡晶海,2024-01-22,28.09,29.5,27.42,28.21,1743212,
920547.BJ,无锡晶海,2024-01-23,27.88,28.57,27.52,27.96,898793,
920547.BJ,无锡晶海,2024-01-24,28.66,28.66,26.9,27.36,903473,
920547.BJ,无锡晶海,2024-01-25,27.01,27.75,26.35,26.55,1216865,
920547.BJ,无锡晶海,2024-01-26,26.4,27.3,26,26,633883,
920547.BJ,无锡晶海,2024-01-29,26.34,26.69,24.78,25.02,768792,
920547.BJ,无锡晶海,2024-01-30,24.93,24.93,23.05,23.63,831204,
920547.BJ,无锡晶海,2024-01-31,23.46,24.1,23.2,23.25,488405,
