´úÂë,¼ò³Æ,ÈÕÆÚ,¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),
002808.SZ,*STºã¾Ã,2016-08-12,9.25,11.1,9.25,11.1,15405,
002808.SZ,*STºã¾Ã,2016-08-15,12.21,12.21,12.21,12.21,1700,
002808.SZ,*STºã¾Ã,2016-08-16,13.43,13.43,13.43,13.43,4300,
002808.SZ,*STºã¾Ã,2016-08-17,14.77,14.77,14.77,14.77,3100,
002808.SZ,*STºã¾Ã,2016-08-18,16.25,16.25,16.25,16.25,5505,
002808.SZ,*STºã¾Ã,2016-08-19,17.88,17.88,17.88,17.88,3200,
002808.SZ,*STºã¾Ã,2016-08-22,19.67,19.67,19.67,19.67,5710,
002808.SZ,*STºã¾Ã,2016-08-23,21.64,21.64,21.64,21.64,3713,
002808.SZ,*STºã¾Ã,2016-08-24,23.8,23.8,23.8,23.8,9410,
002808.SZ,*STºã¾Ã,2016-08-25,26.18,26.18,26.18,26.18,17086,
002808.SZ,*STºã¾Ã,2016-08-26,28.8,28.8,28.8,28.8,26700,
002808.SZ,*STºã¾Ã,2016-08-29,31.68,31.68,31.68,31.68,30442,
002808.SZ,*STºã¾Ã,2016-08-30,34.85,34.85,34.85,34.85,31131,
002808.SZ,*STºã¾Ã,2016-08-31,38.34,38.34,38.34,38.34,37966,
002808.SZ,*STºã¾Ã,2016-09-01,42.17,42.17,42.17,42.17,48000,
002808.SZ,*STºã¾Ã,2016-09-02,46.39,46.39,46.39,46.39,63900,
002808.SZ,*STºã¾Ã,2016-09-05,51.03,51.03,51.03,51.03,105542,
002808.SZ,*STºã¾Ã,2016-09-06,56.13,56.13,54.22,56.13,14688165,
002808.SZ,*STºã¾Ã,2016-09-07,56.8,60.8,55.8,58.56,19831075,
002808.SZ,*STºã¾Ã,2016-09-08,55.95,56.51,54.1,54.75,12085251,
002808.SZ,*STºã¾Ã,2016-09-09,53.8,53.98,51,52.56,9998560,
002808.SZ,*STºã¾Ã,2016-09-12,50.92,57.82,50.7,57.82,13465305,
002808.SZ,*STºã¾Ã,2016-09-13,57.95,58.8,54.15,55.47,12251635,
002808.SZ,*STºã¾Ã,2016-09-14,54.7,55.32,52.8,53.88,8844868,
002808.SZ,*STºã¾Ã,2016-09-19,54.05,55.55,53,54.35,6864554,
002808.SZ,*STºã¾Ã,2016-09-20,54,55.89,53.21,55.08,7115617,
002808.SZ,*STºã¾Ã,2016-09-21,54.4,55.97,53.6,53.83,6467112,
002808.SZ,*STºã¾Ã,2016-09-22,53.82,53.85,51.55,51.65,6783776,
002808.SZ,*STºã¾Ã,2016-09-23,51.4,51.98,49.88,50,4684464,
002808.SZ,*STºã¾Ã,2016-09-26,49.5,49.7,47.5,47.5,4206431,
002808.SZ,*STºã¾Ã,2016-09-27,47.39,47.83,46.3,47.71,3308933,
002808.SZ,*STºã¾Ã,2016-09-28,47.05,50.93,47.05,49.5,5374363,
002808.SZ,*STºã¾Ã,2016-09-29,49.02,53.59,49,52.46,6837545,
002808.SZ,*STºã¾Ã,2016-09-30,51.7,52.46,50.22,50.43,4773103,
002808.SZ,*STºã¾Ã,2016-10-10,51.4,53,50.28,52.45,4656547,
002808.SZ,*STºã¾Ã,2016-10-11,51.8,55.55,51.67,54.9,6594122,
002808.SZ,*STºã¾Ã,2016-10-12,54.03,54.49,53.03,54.18,4532881,
002808.SZ,*STºã¾Ã,2016-10-13,53.8,54.42,52.36,52.57,3789524,
002808.SZ,*STºã¾Ã,2016-10-14,51.78,53.85,51.59,52.98,2870520,
002808.SZ,*STºã¾Ã,2016-10-17,52.5,53.5,51.01,52.96,3536631,
002808.SZ,*STºã¾Ã,2016-10-18,52.95,53.75,52.52,53.2,4010919,
002808.SZ,*STºã¾Ã,2016-10-19,53.2,54,52.38,53.3,4327019,
002808.SZ,*STºã¾Ã,2016-10-20,53.01,53.96,51.95,52.58,3932443,
002808.SZ,*STºã¾Ã,2016-10-21,52.5,53.4,50.67,51.58,4876352,
002808.SZ,*STºã¾Ã,2016-10-24,51.01,52.85,50.82,51.3,3277873,
002808.SZ,*STºã¾Ã,2016-10-25,51.65,54.29,51.39,53.66,6492017,
002808.SZ,*STºã¾Ã,2016-10-26,52.7,53,51.27,51.9,4261835,
002808.SZ,*STºã¾Ã,2016-10-27,51.97,54.82,51.31,54.3,6718682,
002808.SZ,*STºã¾Ã,2016-10-28,53.87,56.7,53.66,54.4,7981162,
002808.SZ,*STºã¾Ã,2016-10-31,52.9,52.9,50.23,50.72,5441295,
002808.SZ,*STºã¾Ã,2016-11-01,50.13,51.82,50.13,51.34,3093737,
002808.SZ,*STºã¾Ã,2016-11-02,51,52.47,50.7,51.5,3397126,
002808.SZ,*STºã¾Ã,2016-11-03,51.41,52.08,50.73,50.88,3525750,
002808.SZ,*STºã¾Ã,2016-11-04,50.62,53.88,50.6,53,5193027,
002808.SZ,*STºã¾Ã,2016-11-07,53.55,54.68,52.4,53.5,4817284,
002808.SZ,*STºã¾Ã,2016-11-08,53.38,56.52,52.88,55.75,7336070,
002808.SZ,*STºã¾Ã,2016-11-09,55.29,61.33,54.85,60.7,12450207,
002808.SZ,*STºã¾Ã,2016-11-10,60.1,63.45,59.1,60.9,12129312,
002808.SZ,*STºã¾Ã,2016-11-11,60.05,62.3,58.5,59,7004240,
002808.SZ,*STºã¾Ã,2016-11-14,58.51,59,56.21,56.8,5966980,
002808.SZ,*STºã¾Ã,2016-11-15,56.82,57.68,56.43,57.17,3212068,
002808.SZ,*STºã¾Ã,2016-11-16,57.17,57.25,54,54.05,5020795,
002808.SZ,*STºã¾Ã,2016-11-17,54.05,54.35,53.01,54,2231891,
002808.SZ,*STºã¾Ã,2016-11-18,54.08,55.74,53.86,54.1,3044874,
002808.SZ,*STºã¾Ã,2016-11-21,54.14,55.41,53.05,55.22,3493631,
