ด๚ย๋,ผ๒ณฦ,ศีฦฺ,ฟชลฬผÛ(ิช),ื๎ธ฿ผÛ(ิช),ื๎ตอผÛ(ิช),สีลฬผÛ(ิช),ณษฝปมฟ(นษ),
002878.SZ,ิชยกัลอผ,2017-06-06,17.38,20.85,17.38,20.85,8800,
002878.SZ,ิชยกัลอผ,2017-06-07,22.94,22.94,22.94,22.94,3300,
002878.SZ,ิชยกัลอผ,2017-06-08,25.23,25.23,25.23,25.23,5200,
002878.SZ,ิชยกัลอผ,2017-06-09,27.75,27.75,27.75,27.75,3400,
002878.SZ,ิชยกัลอผ,2017-06-12,30.53,30.53,30.53,30.53,16600,
002878.SZ,ิชยกัลอผ,2017-06-13,33.58,33.58,33.58,33.58,24600,
002878.SZ,ิชยกัลอผ,2017-06-14,36.94,36.94,36.94,36.94,89000,
002878.SZ,ิชยกัลอผ,2017-06-15,40.63,40.63,40.63,40.63,222200,
002878.SZ,ิชยกัลอผ,2017-06-16,44.69,44.69,42.32,43,12012822,
002878.SZ,ิชยกัลอผ,2017-06-19,41,41.6,38.75,38.75,8836146,
002878.SZ,ิชยกัลอผ,2017-06-20,38.85,39.85,38.13,38.89,6216310,
002878.SZ,ิชยกัลอผ,2017-06-21,38.78,40.38,38.46,39.3,5105953,
002878.SZ,ิชยกัลอผ,2017-06-22,39.54,39.56,37.7,37.93,5038960,
002878.SZ,ิชยกัลอผ,2017-06-23,37.5,37.99,35.81,36.63,3912937,
002878.SZ,ิชยกัลอผ,2017-06-26,36.31,36.98,35.84,36.75,2576222,
002878.SZ,ิชยกัลอผ,2017-06-27,36.66,37.2,36.22,36.88,2944333,
002878.SZ,ิชยกัลอผ,2017-06-28,36.51,36.7,35.55,35.57,2294849,
002878.SZ,ิชยกัลอผ,2017-06-29,35.56,35.98,35.37,35.58,1481555,
002878.SZ,ิชยกัลอผ,2017-06-30,35.48,38.4,35.42,36.81,3638407,
002878.SZ,ิชยกัลอผ,2017-07-03,36.37,36.97,36.21,36.76,1692365,
