╢ЗбК,╪РЁф,хуфз,©╙ел╪ш(т╙),вН╦ъ╪ш(т╙),вН╣м╪ш(т╙),йуел╪ш(т╙),Ёи╫╩а©(╧и),
603299.SH,куян╬╝иЯ,2015-12-31,5.31,5.31,5.31,5.31,51100,
603299.SH,куян╬╝иЯ,2016-01-04,5.84,5.84,5.84,5.84,19500,
603299.SH,куян╬╝иЯ,2016-01-05,6.42,6.42,6.42,6.42,45400,
603299.SH,куян╬╝иЯ,2016-01-06,7.06,7.06,7.06,7.06,15600,
603299.SH,куян╬╝иЯ,2016-01-07,7.77,7.77,7.77,7.77,29500,
603299.SH,куян╬╝иЯ,2016-01-08,8.55,8.55,8.55,8.55,66800,
603299.SH,куян╬╝иЯ,2016-01-11,9.41,9.41,9.41,9.41,78200,
603299.SH,куян╬╝иЯ,2016-01-12,10.35,10.35,10.35,10.35,142100,
603299.SH,куян╬╝иЯ,2016-01-13,11.39,11.39,11.39,11.39,175799,
603299.SH,куян╬╝иЯ,2016-01-14,12.53,12.53,12.53,12.53,509289,
603299.SH,куян╬╝иЯ,2016-01-15,13.78,13.78,13.78,13.78,704532,
603299.SH,куян╬╝иЯ,2016-01-18,15.16,15.16,15.16,15.16,1633774,
603299.SH,куян╬╝иЯ,2016-01-19,16.68,16.68,16.68,16.68,634800,
603299.SH,куян╬╝иЯ,2016-01-20,18.35,18.35,18.35,18.35,356300,
603299.SH,куян╬╝иЯ,2016-01-21,20.19,20.19,19.1,19.19,21740261,
603299.SH,куян╬╝иЯ,2016-01-22,17.27,19.88,17.27,18.01,54218506,
603299.SH,куян╬╝иЯ,2016-01-25,18.49,18.96,16.42,18.27,47788812,
603299.SH,куян╬╝иЯ,2016-01-26,17.41,17.66,16.44,16.44,22621589,
603299.SH,куян╬╝иЯ,2016-01-27,14.91,15.56,14.8,14.81,33498849,
603299.SH,куян╬╝иЯ,2016-01-28,14.28,14.55,13.33,13.33,21221399,
603299.SH,куян╬╝иЯ,2016-01-29,13.5,14.66,13.5,14.66,11511239,
603299.SH,куян╬╝иЯ,2016-02-01,15.9,16.13,14.73,15.22,42687211,
603299.SH,куян╬╝иЯ,2016-02-02,14.75,15.89,14.61,15.82,31697466,
603299.SH,куян╬╝иЯ,2016-02-03,15.23,16.99,14.9,16.24,38739820,
603299.SH,куян╬╝иЯ,2016-02-04,16.01,17.86,16.01,17.86,23120251,
603299.SH,куян╬╝иЯ,2016-02-05,18.7,18.82,16.5,17.02,38705709,
603299.SH,куян╬╝иЯ,2016-02-15,15.42,16.84,15.42,16.39,21507778,
603299.SH,куян╬╝иЯ,2016-02-16,16.33,17.99,16.3,16.89,25814281,
603299.SH,куян╬╝иЯ,2016-02-17,16.66,18.58,16.61,18.58,44329806,
603299.SH,куян╬╝иЯ,2016-02-18,18.99,20.44,18.27,19.9,51470528,
603299.SH,куян╬╝иЯ,2016-02-19,19.15,19.47,18.3,18.79,33807332,
603299.SH,куян╬╝иЯ,2016-02-22,18.91,20.09,18.91,19.2,29159869,
603299.SH,куян╬╝иЯ,2016-02-23,19.05,21.12,19.02,21.12,35750074,
603299.SH,куян╬╝иЯ,2016-02-24,21.13,23.2,20.08,21.43,50815395,
603299.SH,куян╬╝иЯ,2016-02-25,20.45,21.1,19.29,19.29,27833570,
603299.SH,куян╬╝иЯ,2016-02-26,19.18,19.97,17.61,18.63,25556242,
603299.SH,куян╬╝иЯ,2016-02-29,18,18.05,16.77,16.77,14113553,
603299.SH,куян╬╝иЯ,2016-03-01,17,18.45,16.62,18.45,22430188,
603299.SH,куян╬╝иЯ,2016-03-02,18,19.55,17.83,19.18,29278690,
603299.SH,куян╬╝иЯ,2016-03-03,18.88,20.5,18.6,19.09,28626368,
603299.SH,куян╬╝иЯ,2016-03-04,18.8,18.8,17.2,17.47,23056445,
603299.SH,куян╬╝иЯ,2016-03-07,17.5,18.23,16.96,17.53,17544090,
603299.SH,куян╬╝иЯ,2016-03-08,17.13,18.15,16,17.62,18587933,
603299.SH,куян╬╝иЯ,2016-03-09,16.9,17.99,16.4,17.01,14509530,
603299.SH,куян╬╝иЯ,2016-03-10,17,17.4,16.15,16.38,12567807,
603299.SH,куян╬╝иЯ,2016-03-11,16,16.8,15.8,16.29,11982278,
603299.SH,куян╬╝иЯ,2016-03-14,16.51,17.26,16.51,16.88,15414388,
603299.SH,куян╬╝иЯ,2016-03-15,16.6,16.91,16.2,16.3,11294045,
603299.SH,куян╬╝иЯ,2016-03-16,16.55,16.64,15.95,16.04,9850718,
603299.SH,куян╬╝иЯ,2016-03-17,16.1,16.7,15.94,16.57,16490534,
603299.SH,куян╬╝иЯ,2016-03-18,16.55,17.5,16.48,17.14,20997740,
603299.SH,куян╬╝иЯ,2016-03-21,17.4,17.85,17.01,17.76,20278133,
603299.SH,куян╬╝иЯ,2016-03-22,17.5,17.79,17.21,17.35,14589869,
603299.SH,куян╬╝иЯ,2016-03-23,17.07,17.88,17.07,17.78,17956646,
603299.SH,куян╬╝иЯ,2016-03-24,17.48,17.58,16.94,16.98,15239886,
603299.SH,куян╬╝иЯ,2016-03-25,16.88,17.1,16.32,16.65,11213766,
603299.SH,куян╬╝иЯ,2016-03-28,16.7,16.92,16.38,16.43,7808727,
603299.SH,куян╬╝иЯ,2016-03-29,16.49,16.49,16,16.23,7195423,
603299.SH,куян╬╝иЯ,2016-03-30,16.44,16.84,16.28,16.79,9201585,
603299.SH,куян╬╝иЯ,2016-03-31,16.85,17.18,16.63,16.81,11395154,
603299.SH,куян╬╝иЯ,2016-04-01,16.88,18.49,16.76,18.49,35072598,
603299.SH,куян╬╝иЯ,2016-04-05,18.43,19.7,18.2,19.29,34350559,
603299.SH,куян╬╝иЯ,2016-04-06,18.85,18.98,18.5,18.79,22384582,
603299.SH,куян╬╝иЯ,2016-04-07,18.79,18.8,18,18.38,17653224,
603299.SH,куян╬╝иЯ,2016-04-08,18.02,18.19,17.7,18.18,13069432,
603299.SH,куян╬╝иЯ,2016-04-11,18.31,18.49,18.1,18.24,14034778,
603299.SH,куян╬╝иЯ,2016-04-12,18,18.98,17.85,18.63,19382810,
603299.SH,куян╬╝иЯ,2016-04-13,18.45,18.94,18.35,18.63,19724537,
603299.SH,куян╬╝иЯ,2016-04-14,18.64,19.98,18.4,19.72,29626859,
603299.SH,куян╬╝иЯ,2016-04-15,19.27,19.44,18.72,18.85,20814591,
603299.SH,куян╬╝иЯ,2016-04-18,18.58,20.68,18.3,19.54,30649049,
603299.SH,куян╬╝иЯ,2016-04-19,19.4,20.41,19.26,20.18,27112916,
603299.SH,куян╬╝иЯ,2016-04-20,20.09,20.09,18.16,18.49,25100047,
603299.SH,куян╬╝иЯ,2016-04-21,18.49,18.49,18.49,18.49,0,
603299.SH,куян╬╝иЯ,2016-04-22,17.05,17.51,16.7,17.43,15126902,
603299.SH,куян╬╝иЯ,2016-04-25,17.48,17.95,16.83,17.77,15718310,
603299.SH,куян╬╝иЯ,2016-04-26,17.78,17.78,17.25,17.56,8848462,
603299.SH,куян╬╝иЯ,2016-04-27,17.42,17.58,17.05,17.15,10489489,
603299.SH,куян╬╝иЯ,2016-04-28,17.16,17.42,16.86,17.15,8151245,
603299.SH,куян╬╝иЯ,2016-04-29,17.05,17.28,16.91,17.05,5409880,
