測鎢,潠備,�梪�,羲攫歎(啋),郔詢歎(啋),郔腴歎(啋),彶攫歎(啋),傖蝠講(嘖),
301266.SZ,迻堊陔第,2022-06-08,45,50.26,44.03,45.52,17051164,
301266.SZ,迻堊陔第,2022-06-09,46.6,48.66,44.19,44.5,13085679,
301266.SZ,迻堊陔第,2022-06-10,42,44.2,40.3,43.69,10970671,
301266.SZ,迻堊陔第,2022-06-13,42.99,46.5,42,44.15,10129000,
301266.SZ,迻堊陔第,2022-06-14,42.33,45.58,41,41.4,9875623,
301266.SZ,迻堊陔第,2022-06-15,41.76,42.55,38.31,38.33,10077514,
301266.SZ,迻堊陔第,2022-06-16,38.32,39.88,38.3,39.4,6697772,
301266.SZ,迻堊陔第,2022-06-17,38.06,43.58,37.92,41.85,8784590,
301266.SZ,迻堊陔第,2022-06-20,42.16,46.37,42.03,43.42,9056811,
301266.SZ,迻堊陔第,2022-06-21,43.9,52.1,43.07,49.53,12292122,
301266.SZ,迻堊陔第,2022-06-22,46.2,47.72,44.66,45.81,9208622,
301266.SZ,迻堊陔第,2022-06-23,46,53.11,46,50.6,9036395,
301266.SZ,迻堊陔第,2022-06-24,52.98,60.66,50.8,53.88,10056654,
301266.SZ,迻堊陔第,2022-06-27,58,62.18,55.66,61.9,9850712,
301266.SZ,迻堊陔第,2022-06-28,57.7,61.55,54.33,59,8860042,
301266.SZ,迻堊陔第,2022-06-29,57.1,57.39,52.65,52.65,6175168,
301266.SZ,迻堊陔第,2022-06-30,51.6,55.29,51.59,55.03,4959759,
301266.SZ,迻堊陔第,2022-07-01,54.03,57.92,53.85,54.11,4176564,
301266.SZ,迻堊陔第,2022-07-04,52.85,54.55,51.91,53.8,3754601,
301266.SZ,迻堊陔第,2022-07-05,53.82,54.01,49.13,49.66,3433533,
301266.SZ,迻堊陔第,2022-07-06,49.79,52.2,49.6,50.6,2858195,
301266.SZ,迻堊陔第,2022-07-07,50.5,53.3,47.23,52.72,4258057,
301266.SZ,迻堊陔第,2022-07-08,52.72,53.17,50.53,51.1,2448905,
301266.SZ,迻堊陔第,2022-07-11,52,53.5,50.09,52.55,3437380,
301266.SZ,迻堊陔第,2022-07-12,52.4,59.2,50.6,54.8,6099376,
301266.SZ,迻堊陔第,2022-07-13,53.95,57.57,53,56.99,5220742,
301266.SZ,迻堊陔第,2022-07-14,56.31,66.25,55.42,63.06,5761313,
301266.SZ,迻堊陔第,2022-07-15,63.51,65.85,61.2,62.22,4858605,
301266.SZ,迻堊陔第,2022-07-18,60.12,65.8,60.03,62.16,4349336,
301266.SZ,迻堊陔第,2022-07-19,61,72,61,69.81,5270377,
301266.SZ,迻堊陔第,2022-07-20,67.9,73.66,65.12,67.99,3913677,
301266.SZ,迻堊陔第,2022-07-21,67.99,70.69,66.12,67.37,2515088,
301266.SZ,迻堊陔第,2022-07-22,67.12,70.59,66.53,68.06,2254581,
301266.SZ,迻堊陔第,2022-07-25,67.16,70,64,66.58,3125193,
301266.SZ,迻堊陔第,2022-07-26,66.56,71.58,66.56,71.07,3090214,
301266.SZ,迻堊陔第,2022-07-27,71,73.5,69.36,72.08,2517755,
301266.SZ,迻堊陔第,2022-07-28,71.9,73.88,70,73.74,2283844,
301266.SZ,迻堊陔第,2022-07-29,75.48,75.88,71.5,72,1868441,
301266.SZ,迻堊陔第,2022-08-01,71.23,72.67,68.88,69.28,2413707,
301266.SZ,迻堊陔第,2022-08-02,67.25,69.28,64.9,65.4,3113560,
301266.SZ,迻堊陔第,2022-08-03,66.88,69.9,65.7,65.8,2237406,
301266.SZ,迻堊陔第,2022-08-04,65.24,69.5,65.24,67.37,1545694,
301266.SZ,迻堊陔第,2022-08-05,68,70.33,65.16,66,2213153,
301266.SZ,迻堊陔第,2022-08-08,64.01,66.42,61.71,65.8,1798918,
301266.SZ,迻堊陔第,2022-08-09,65.58,71.46,65,70.3,2563731,
301266.SZ,迻堊陔第,2022-08-10,69,71.45,67.51,70.16,2049027,
301266.SZ,迻堊陔第,2022-08-11,69.61,73.95,68.5,70.7,2079222,
301266.SZ,迻堊陔第,2022-08-12,69.52,70.37,64,64.68,2623336,
301266.SZ,迻堊陔第,2022-08-15,63.99,71.2,63.14,71,4269076,
301266.SZ,迻堊陔第,2022-08-16,72.8,75.4,69.93,70,2808025,
301266.SZ,迻堊陔第,2022-08-17,70.37,79,70.37,76.46,4834818,
301266.SZ,迻堊陔第,2022-08-18,76.26,78.88,73.73,74.06,2543565,
301266.SZ,迻堊陔第,2022-08-19,75.99,75.99,70.52,70.68,2558143,
301266.SZ,迻堊陔第,2022-08-22,70.68,74.4,70.5,74.1,2580989,
301266.SZ,迻堊陔第,2022-08-23,73.97,81.52,73.5,79.12,2615424,
301266.SZ,迻堊陔第,2022-08-24,78.78,79.32,75.16,75.3,1927471,
301266.SZ,迻堊陔第,2022-08-25,75.65,76,67.11,69.38,2900904,
301266.SZ,迻堊陔第,2022-08-26,69.25,70,65.4,65.74,1946600,
301266.SZ,迻堊陔第,2022-08-29,64,70.83,62.55,70.11,2692808,
301266.SZ,迻堊陔第,2022-08-30,69.8,70.68,67.08,67.9,1563145,
301266.SZ,迻堊陔第,2022-08-31,67.9,68,61.25,61.26,2773314,
301266.SZ,迻堊陔第,2022-09-01,61.98,62.78,59.51,60.3,1229509,
301266.SZ,迻堊陔第,2022-09-02,60.98,63.29,58.9,62.28,1206042,
301266.SZ,迻堊陔第,2022-09-05,61.96,64.5,59.79,60.45,1985925,
301266.SZ,迻堊陔第,2022-09-06,60,62.63,58.05,61.88,1949433,
301266.SZ,迻堊陔第,2022-09-07,61.14,64.16,61,62.25,1841627,
301266.SZ,迻堊陔第,2022-09-08,62.72,63.49,59.42,59.57,1390787,
301266.SZ,迻堊陔第,2022-09-09,59.57,60.16,55.56,56,2498834,
301266.SZ,迻堊陔第,2022-09-13,56.01,56.5,54.34,56.28,1192054,
301266.SZ,迻堊陔第,2022-09-14,55.2,56.3,54.34,54.97,972178,
301266.SZ,迻堊陔第,2022-09-15,55.1,55.55,50,51.15,2483848,
301266.SZ,迻堊陔第,2022-09-16,50.87,52.96,50.3,50.93,1446257,
301266.SZ,迻堊陔第,2022-09-19,51.98,51.98,49.05,49.1,1248444,
301266.SZ,迻堊陔第,2022-09-20,50,53.38,50,51.9,1705561,
301266.SZ,迻堊陔第,2022-09-21,52,56.86,51,55.24,3189139,
301266.SZ,迻堊陔第,2022-09-22,54.56,57.5,53.8,56.37,2603363,
301266.SZ,迻堊陔第,2022-09-23,56.19,56.95,53.59,54.77,1744188,
301266.SZ,迻堊陔第,2022-09-26,54.36,59.2,54.26,58.1,2378800,
301266.SZ,迻堊陔第,2022-09-27,57.01,62.01,57.01,60.2,2539833,
301266.SZ,迻堊陔第,2022-09-28,60.22,60.3,56.01,57,1654517,
301266.SZ,迻堊陔第,2022-09-29,57.28,59,56,57.76,1528776,
301266.SZ,迻堊陔第,2022-09-30,57.93,58.5,53.49,53.5,1460424,
301266.SZ,迻堊陔第,2022-10-10,55,56.48,53.5,54.84,1754920,
301266.SZ,迻堊陔第,2022-10-11,54.84,60,54.08,58.82,2898919,
301266.SZ,迻堊陔第,2022-10-12,58.44,63,57.4,62.7,2890933,
301266.SZ,迻堊陔第,2022-10-13,61.59,64,60.81,62.5,2347188,
301266.SZ,迻堊陔第,2022-10-14,63.9,66.99,61.3,66.05,2633533,
301266.SZ,迻堊陔第,2022-10-17,64.5,66.19,62.79,64,2207786,
301266.SZ,迻堊陔第,2022-10-18,65.2,65.4,62.07,64.2,1583009,
301266.SZ,迻堊陔第,2022-10-19,62.98,67,62.8,66.62,2079604,
301266.SZ,迻堊陔第,2022-10-20,65.99,66.72,62.35,62.88,1774437,
301266.SZ,迻堊陔第,2022-10-21,62.89,64.29,62.16,62.55,1399090,
301266.SZ,迻堊陔第,2022-10-24,63.14,69.43,62.9,67.5,2668243,
301266.SZ,迻堊陔第,2022-10-25,66.01,69.22,63.73,65.25,4682763,
301266.SZ,迻堊陔第,2022-10-26,65,68.84,63.5,67.54,2666661,
301266.SZ,迻堊陔第,2022-10-27,69.91,75.6,69.91,70.66,3162947,
301266.SZ,迻堊陔第,2022-10-28,70,72.85,68.28,68.82,1823060,
301266.SZ,迻堊陔第,2022-10-31,66.6,70.49,66,66.98,1439576,
301266.SZ,迻堊陔第,2022-11-01,68,76.7,66.8,76.5,2811848,
301266.SZ,迻堊陔第,2022-11-02,75.9,78.9,73.66,77.6,2514654,
301266.SZ,迻堊陔第,2022-11-03,77.6,82.77,75.41,80.72,2997449,
301266.SZ,迻堊陔第,2022-11-04,79.25,82.1,77.5,79.01,2159563,
301266.SZ,迻堊陔第,2022-11-07,79,82.99,76.32,76.7,2777316,
301266.SZ,迻堊陔第,2022-11-08,75.94,77.36,72.6,74,2274850,
301266.SZ,迻堊陔第,2022-11-09,74.72,76.15,72.58,73.37,1522695,
301266.SZ,迻堊陔第,2022-11-10,73.51,74.29,67.97,69.5,2755496,
301266.SZ,迻堊陔第,2022-11-11,71.04,72.29,68.68,70.06,1836704,
301266.SZ,迻堊陔第,2022-11-14,68.87,71.24,66.9,70.22,1826358,
301266.SZ,迻堊陔第,2022-11-15,70.4,72.93,69.65,71.32,1823700,
301266.SZ,迻堊陔第,2022-11-16,70.49,74.99,70.48,73.38,2130044,
301266.SZ,迻堊陔第,2022-11-17,73.27,73.27,66.88,69,2440251,
301266.SZ,迻堊陔第,2022-11-18,69.01,71.65,66.68,69.03,1326612,
301266.SZ,迻堊陔第,2022-11-21,69.23,74.95,68.04,73.55,2311097,
301266.SZ,迻堊陔第,2022-11-22,72.93,73.55,70.6,71.89,2025877,
301266.SZ,迻堊陔第,2022-11-23,71.89,77.88,69.51,77.1,2368478,
301266.SZ,迻堊陔第,2022-11-24,76.86,79.69,75.97,77.01,1831830,
301266.SZ,迻堊陔第,2022-11-25,77.14,77.99,73.71,75.5,1080400,
301266.SZ,迻堊陔第,2022-11-28,74,79,72.59,77.5,933149,
301266.SZ,迻堊陔第,2022-11-29,77.5,77.5,73.81,76,1143900,
301266.SZ,迻堊陔第,2022-11-30,75.99,75.99,71.2,72.86,1510622,
301266.SZ,迻堊陔第,2022-12-01,73.58,74.6,71.08,72.01,1194769,
301266.SZ,迻堊陔第,2022-12-02,70.5,75.52,70.08,73.45,1454884,
301266.SZ,迻堊陔第,2022-12-05,73,73.88,68.58,72.2,1309200,
301266.SZ,迻堊陔第,2022-12-06,71.02,74.88,70.6,72.8,923449,
301266.SZ,迻堊陔第,2022-12-07,71.76,74.47,70,70.88,892452,
301266.SZ,迻堊陔第,2022-12-08,70.88,72.48,67.89,71.7,1776643,
301266.SZ,迻堊陔第,2022-12-09,71.3,72.14,69.12,69.29,1030003,
301266.SZ,迻堊陔第,2022-12-12,68.94,71.42,68.28,70.41,1041344,
301266.SZ,迻堊陔第,2022-12-13,69.01,70.27,67.21,68.2,794725,
301266.SZ,迻堊陔第,2022-12-14,67.6,68.98,65.3,66.18,805093,
301266.SZ,迻堊陔第,2022-12-15,66.01,68.99,65.79,68.71,1114260,
301266.SZ,迻堊陔第,2022-12-16,68,68.47,65.24,66.27,812980,
301266.SZ,迻堊陔第,2022-12-19,65.93,67.7,64.88,64.99,560247,
301266.SZ,迻堊陔第,2022-12-20,63.78,67,63.78,65.95,925843,
301266.SZ,迻堊陔第,2022-12-21,66.09,66.72,62.75,63.33,623197,
301266.SZ,迻堊陔第,2022-12-22,63.01,63.8,61.77,61.82,466332,
301266.SZ,迻堊陔第,2022-12-23,61.01,62.62,60,60.38,467425,
301266.SZ,迻堊陔第,2022-12-26,61.5,67.58,60.92,67.58,1296008,
301266.SZ,迻堊陔第,2022-12-27,67.5,73.99,66,72.98,1652644,
301266.SZ,迻堊陔第,2022-12-28,73.68,77.25,71.81,76.59,1724634,
301266.SZ,迻堊陔第,2022-12-29,76.44,78.6,75,76.35,1329239,
301266.SZ,迻堊陔第,2022-12-30,77.6,78.55,74.42,75.6,1372589,
301266.SZ,迻堊陔第,2023-01-03,74.34,77.23,74.23,75.18,809596,
301266.SZ,迻堊陔第,2023-01-04,75.19,76.57,73.01,73.91,804782,
301266.SZ,迻堊陔第,2023-01-05,73.5,75.99,73.35,74.56,695832,
301266.SZ,迻堊陔第,2023-01-06,74.56,89.47,74.56,89.47,3015374,
301266.SZ,迻堊陔第,2023-01-09,90.26,90.99,84.56,86.2,3134715,
301266.SZ,迻堊陔第,2023-01-10,87.06,87.98,84.68,87.2,1723156,
301266.SZ,迻堊陔第,2023-01-11,86.4,87,83.53,83.7,1346363,
301266.SZ,迻堊陔第,2023-01-12,85,86.13,82.65,83.73,1175898,
301266.SZ,迻堊陔第,2023-01-13,83.89,84.65,81.74,83.79,1373583,
301266.SZ,迻堊陔第,2023-01-16,83.02,86.86,82.35,84.88,1289603,
301266.SZ,迻堊陔第,2023-01-17,85,86.84,82.59,82.59,1096553,
301266.SZ,迻堊陔第,2023-01-18,82.55,83,80.52,81.39,1091798,
301266.SZ,迻堊陔第,2023-01-19,82.1,82.75,80.61,82.53,766089,
301266.SZ,迻堊陔第,2023-01-20,82.71,84.15,81.2,82.25,840276,
301266.SZ,迻堊陔第,2023-01-30,82.79,84.14,81.11,84,1488890,
301266.SZ,迻堊陔第,2023-01-31,83.19,85.5,81.55,83.15,1613218,
301266.SZ,迻堊陔第,2023-02-01,83.14,83.9,80.3,81.43,1465023,
301266.SZ,迻堊陔第,2023-02-02,80.3,81.58,77.81,78.45,1892378,
301266.SZ,迻堊陔第,2023-02-03,78.46,79.25,77.68,79.02,791407,
301266.SZ,迻堊陔第,2023-02-06,78.57,79.78,76.8,79.41,1220077,
301266.SZ,迻堊陔第,2023-02-07,80.01,80.75,77.69,78.03,784817,
301266.SZ,迻堊陔第,2023-02-08,77.94,79.9,77.28,78.12,1026448,
301266.SZ,迻堊陔第,2023-02-09,78.13,81,76.86,79.46,1404445,
301266.SZ,迻堊陔第,2023-02-10,79.01,79.19,76.42,77.09,1084897,
301266.SZ,迻堊陔第,2023-02-13,77,78.91,76.78,77.4,735953,
301266.SZ,迻堊陔第,2023-02-14,77.5,79,76.03,77.3,1022311,
301266.SZ,迻堊陔第,2023-02-15,77,78.42,76.62,77.96,643300,
301266.SZ,迻堊陔第,2023-02-16,77.53,77.9,72.44,72.73,1585134,
301266.SZ,迻堊陔第,2023-02-17,72.51,73.85,71.5,72.81,681456,
301266.SZ,迻堊陔第,2023-02-20,73.1,76.28,72.45,74.85,1023522,
301266.SZ,迻堊陔第,2023-02-21,74.86,76.5,73.22,76.26,1181903,
301266.SZ,迻堊陔第,2023-02-22,75.99,77.85,74.6,75.86,828217,
301266.SZ,迻堊陔第,2023-02-23,75.57,83.88,75.57,82.75,3058262,
301266.SZ,迻堊陔第,2023-02-24,81.5,83.94,79.86,80.5,1240426,
301266.SZ,迻堊陔第,2023-02-27,79.85,84.28,79.22,81.18,1351061,
301266.SZ,迻堊陔第,2023-02-28,80.5,81.05,77.07,80,1328406,
301266.SZ,迻堊陔第,2023-03-01,78.02,80.56,78.02,78.86,838390,
301266.SZ,迻堊陔第,2023-03-02,78.8,79,75.6,76.1,1079979,
301266.SZ,迻堊陔第,2023-03-03,75.6,77.52,73.86,73.9,734968,
301266.SZ,迻堊陔第,2023-03-06,73.91,79,72.5,77.25,1534777,
301266.SZ,迻堊陔第,2023-03-07,77.25,78.45,75.19,75.5,1006800,
301266.SZ,迻堊陔第,2023-03-08,75.25,78.8,74.74,76.28,838500,
301266.SZ,迻堊陔第,2023-03-09,76,78.3,74.53,74.79,785973,
301266.SZ,迻堊陔第,2023-03-10,74.49,75.91,72.51,73.8,934415,
301266.SZ,迻堊陔第,2023-03-13,72,75.7,72,74.38,1143406,
301266.SZ,迻堊陔第,2023-03-14,74.55,77.5,71.5,75.85,1972031,
301266.SZ,迻堊陔第,2023-03-15,75.5,78.76,75.5,78,1661721,
