代码,简称,日期,开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),
603186.SH,华正新材,2017-01-03,7.73,7.73,7.73,7.73,8900,
603186.SH,华正新材,2017-01-04,8.5,8.5,8.5,8.5,7116,
603186.SH,华正新材,2017-01-05,9.35,9.35,9.35,9.35,4300,
603186.SH,华正新材,2017-01-06,10.29,10.29,10.29,10.29,6974,
603186.SH,华正新材,2017-01-09,11.32,11.32,11.32,11.32,7516,
603186.SH,华正新材,2017-01-10,12.45,12.45,12.45,12.45,13148,
603186.SH,华正新材,2017-01-11,13.7,13.7,13.7,13.7,15800,
603186.SH,华正新材,2017-01-12,15.07,15.07,15.07,15.07,16516,
603186.SH,华正新材,2017-01-13,16.58,16.58,16.58,16.58,128241,
603186.SH,华正新材,2017-01-16,18.24,18.24,18.24,18.24,290808,
603186.SH,华正新材,2017-01-17,20.06,20.06,20.06,20.06,149176,
603186.SH,华正新材,2017-01-18,22.07,22.07,22.07,22.07,86644,
603186.SH,华正新材,2017-01-19,24.28,24.28,24.28,24.28,2940551,
603186.SH,华正新材,2017-01-20,25.81,26.71,25.75,26.71,7927075,
603186.SH,华正新材,2017-01-23,29.38,29.38,27.81,29.38,24520148,
603186.SH,华正新材,2017-01-24,28.4,28.86,27.51,27.76,15483829,
603186.SH,华正新材,2017-01-25,28,30,27.83,29.01,14239467,
603186.SH,华正新材,2017-01-26,28.8,30.96,28.32,30.32,10507092,
603186.SH,华正新材,2017-02-03,29.9,29.98,28.9,29.17,5955872,
603186.SH,华正新材,2017-02-06,29.6,31.65,29.6,31.09,9255479,
603186.SH,华正新材,2017-02-07,30.97,32.55,30.59,32.35,9247641,
603186.SH,华正新材,2017-02-08,31.86,35.59,31.65,35.59,6898502,
603186.SH,华正新材,2017-02-09,36.51,39.15,35.23,35.86,11931308,
603186.SH,华正新材,2017-02-10,36.01,38.5,35.5,38.17,8186408,
603186.SH,华正新材,2017-02-13,37,40.95,36.41,38.87,7821671,
603186.SH,华正新材,2017-02-14,38.57,38.88,37.7,38.16,5281897,
603186.SH,华正新材,2017-02-15,37.99,39.95,36.59,36.87,7283799,
603186.SH,华正新材,2017-02-16,36.15,38.4,35.78,37.2,5883771,
603186.SH,华正新材,2017-02-17,36.4,37.25,35.31,35.69,4672215,
603186.SH,华正新材,2017-02-20,35.38,36.71,35.1,36.43,3042935,
603186.SH,华正新材,2017-02-21,36.6,37.88,36.51,36.89,3145634,
603186.SH,华正新材,2017-02-22,36.35,36.93,35.8,36.59,2338642,
603186.SH,华正新材,2017-02-23,36.58,37.75,36.23,37.62,3203618,
603186.SH,华正新材,2017-02-24,37.9,39.58,36.5,38.42,5086270,
603186.SH,华正新材,2017-02-27,37.8,39.1,37.44,38.98,3218604,
603186.SH,华正新材,2017-02-28,38.68,42.88,38.68,41.81,7359046,
603186.SH,华正新材,2017-03-01,41.6,41.71,39.42,40.14,4666780,
603186.SH,华正新材,2017-03-02,40,41.66,39.66,40.58,4228883,
603186.SH,华正新材,2017-03-03,40.02,42.3,39.18,42.2,4713081,
603186.SH,华正新材,2017-03-06,42.14,43.98,42,42.69,3767475,
603186.SH,华正新材,2017-03-07,42.68,42.95,41.68,42,2340938,
603186.SH,华正新材,2017-03-08,42.04,43.33,41.58,43.2,2717977,
603186.SH,华正新材,2017-03-09,43.17,44.48,41.9,43.88,3358940,
603186.SH,华正新材,2017-03-10,43.5,47.77,43.05,46.8,5042002,
603186.SH,华正新材,2017-03-13,46.43,49.96,46.17,49.77,4608496,
603186.SH,华正新材,2017-03-14,49.97,50.7,47.44,49.65,5535263,
603186.SH,华正新材,2017-03-15,48.88,50.54,48.1,48.54,3665213,
603186.SH,华正新材,2017-03-16,48,49.45,47.8,48.54,3567904,
603186.SH,华正新材,2017-03-17,48.22,49,47.02,47.21,3716727,
603186.SH,华正新材,2017-03-20,46.84,47.3,46.01,46.97,3806158,
603186.SH,华正新材,2017-03-21,46.79,48.8,46.62,48.76,3432187,
603186.SH,华正新材,2017-03-22,48.2,49.8,47.86,48.75,3362400,
603186.SH,华正新材,2017-03-23,48.7,49.48,45.25,46.38,4449262,
603186.SH,华正新材,2017-03-24,45.99,47.4,45.81,46.52,2583521,
603186.SH,华正新材,2017-03-27,46.81,48.88,46.8,48.81,4266626,
603186.SH,华正新材,2017-03-28,47,47.4,43.93,44.24,5742807,
603186.SH,华正新材,2017-03-29,44.5,45.68,43.9,44.09,2993372,
603186.SH,华正新材,2017-03-30,43,43,41.5,42.45,3396891,
603186.SH,华正新材,2017-03-31,42.5,42.84,41.55,42.18,2280110,
603186.SH,华正新材,2017-04-05,41.86,44.65,41.1,43.91,3296285,
603186.SH,华正新材,2017-04-06,43.89,46.28,43.69,45.61,3319988,
603186.SH,华正新材,2017-04-07,45.1,45.43,43.7,43.89,2217917,
603186.SH,华正新材,2017-04-10,43.5,43.5,39.69,40.8,4070720,
603186.SH,华正新材,2017-04-11,40.41,41.18,37.05,39.82,3607312,
603186.SH,华正新材,2017-04-12,39.4,39.4,37.93,38.05,1929489,
603186.SH,华正新材,2017-04-13,38.01,39.31,38.01,38.4,1577247,
603186.SH,华正新材,2017-04-14,38.19,38.59,36.6,36.85,1860399,
603186.SH,华正新材,2017-04-17,33.17,34.95,33.17,33.17,4064939,
603186.SH,华正新材,2017-04-18,33.17,33.6,31.83,32.23,2998981,
603186.SH,华正新材,2017-04-19,32.08,33.5,32.08,33.48,2348595,
603186.SH,华正新材,2017-04-20,33.7,35.11,33.48,34.77,2925254,
603186.SH,华正新材,2017-04-21,34.45,34.96,34,34.65,1325311,
603186.SH,华正新材,2017-04-24,34.4,35.12,34.01,35.07,1834417,
603186.SH,华正新材,2017-04-25,35.44,35.9,35.09,35.56,1415037,
603186.SH,华正新材,2017-04-26,35.6,36.39,34.7,36.27,2568202,
603186.SH,华正新材,2017-04-27,37.01,39.9,36.8,39.9,5427457,
603186.SH,华正新材,2017-04-28,39.9,42.5,39.7,40.36,4234686,
603186.SH,华正新材,2017-05-02,40.6,40.89,39.55,40.15,2702056,
603186.SH,华正新材,2017-05-03,40.77,41.87,40.16,41.38,4149395,
603186.SH,华正新材,2017-05-04,40.89,41.35,40.1,40.15,2706802,
603186.SH,华正新材,2017-05-05,39.86,39.86,37.76,37.82,3051422,
603186.SH,华正新材,2017-05-08,37,38.39,36.58,37.17,2435227,
603186.SH,华正新材,2017-05-09,37,39,36.7,38.84,2338280,
603186.SH,华正新材,2017-05-10,38.9,39.24,37.88,37.93,2155490,
603186.SH,华正新材,2017-05-11,37.57,40.4,37.5,40.2,4492377,
603186.SH,华正新材,2017-05-12,40.1498,40.4308,39.0356,40.0595,3171670,
603186.SH,华正新材,2017-05-15,39.5275,40.1498,39.1962,39.4171,2526111,
603186.SH,华正新材,2017-05-16,38.7446,41.4647,38.7245,41.4045,3457055,
603186.SH,华正新材,2017-05-17,41.4848,41.7357,40.7119,40.8625,2709982,
603186.SH,华正新材,2017-05-18,40.2602,41.4948,40.2602,40.461,1836000,
603186.SH,华正新材,2017-05-19,40.5513,42.1573,40.5513,41.4747,3221621,
