旗鷹,酒各,晩豚,蝕徒勺(圷),恷互勺(圷),恷詰勺(圷),辺徒勺(圷),撹住楚(紘),
002913.SZ,安平慎,2018-02-08,33.89,34.85,33.85,34.37,1910295,
002913.SZ,安平慎,2018-02-09,33.3,33.68,32.5,33.08,1952730,
002913.SZ,安平慎,2018-02-12,33.61,34.39,33.3,34.05,1622800,
002913.SZ,安平慎,2018-02-13,34.12,34.35,33.69,33.77,1562161,
002913.SZ,安平慎,2018-02-14,33.7,34.05,33.6,33.61,866844,
002913.SZ,安平慎,2018-02-22,33.98,34.36,33.78,34.22,1176203,
002913.SZ,安平慎,2018-02-23,34.15,35.12,34,34.83,1811024,
002913.SZ,安平慎,2018-02-26,35.32,36.55,35.31,36.35,2879996,
002913.SZ,安平慎,2018-02-27,36.16,36.35,35.83,36.02,2146500,
002913.SZ,安平慎,2018-02-28,35.45,35.67,35.2,35.4,1583087,
002913.SZ,安平慎,2018-03-01,35.11,36.35,35.02,35.99,1717914,
002913.SZ,安平慎,2018-03-02,35.69,36.13,35.07,35.13,1678991,
002913.SZ,安平慎,2018-03-05,35.05,37.87,35.05,37.19,3874346,
002913.SZ,安平慎,2018-03-06,36.94,37.55,36.83,37.05,2985473,
002913.SZ,安平慎,2018-03-07,40.76,40.76,40.76,40.76,2428779,
002913.SZ,安平慎,2018-03-08,43.3,44.84,42.01,44.84,12569868,
002913.SZ,安平慎,2018-03-09,44,48.28,43.22,45.38,15390235,
002913.SZ,安平慎,2018-03-12,45.4,47.49,45.01,46.79,11285973,
002913.SZ,安平慎,2018-03-13,46,46.19,44.6,44.66,7499829,
002913.SZ,安平慎,2018-03-14,43.79,44.84,42.9,43.88,6291104,
002913.SZ,安平慎,2018-03-15,43.01,43.05,39.63,40.92,7186453,
002913.SZ,安平慎,2018-03-16,40.77,44.86,40.76,43.4,7872204,
002913.SZ,安平慎,2018-03-19,42.81,44.32,41.58,43.5,5214945,
002913.SZ,安平慎,2018-03-20,42.44,43.68,41.73,43.4,4011200,
002913.SZ,安平慎,2018-03-21,43.78,44.78,42.09,42.13,5083854,
002913.SZ,安平慎,2018-03-22,42.15,43.44,42.15,42.7,3407362,
002913.SZ,安平慎,2018-03-23,40.7,40.78,38.43,38.43,4847243,
002913.SZ,安平慎,2018-03-26,37,39.46,35.99,39.37,3718107,
002913.SZ,安平慎,2018-03-27,39.9,41.51,39.8,40.63,4723210,
002913.SZ,安平慎,2018-03-28,39.48,40.93,39.4,39.85,3075422,
002913.SZ,安平慎,2018-03-29,40.35,41.73,40.18,40.63,4082283,
002913.SZ,安平慎,2018-03-30,41.09,43.5,40.97,43.32,6522994,
002913.SZ,安平慎,2018-04-02,43.31,45.38,42.6,44.11,7742210,
002913.SZ,安平慎,2018-04-03,42.89,43.68,42.25,43.17,4562567,
002913.SZ,安平慎,2018-04-04,43.92,44.25,42.8,42.9,4356811,
002913.SZ,安平慎,2018-04-09,42.3,44,41.52,43.97,4020740,
002913.SZ,安平慎,2018-04-10,44.32,44.66,41.96,42.96,4480702,
002913.SZ,安平慎,2018-04-11,42.79,43.8,42.76,42.98,3731719,
002913.SZ,安平慎,2018-04-12,42.95,44.98,42.68,44.49,6744587,
002913.SZ,安平慎,2018-04-13,44.25,45.67,44,44.49,7234837,
002913.SZ,安平慎,2018-04-16,43.49,43.49,42.28,42.71,4419497,
002913.SZ,安平慎,2018-04-17,42.77,43.97,40.55,40.6,4649228,
002913.SZ,安平慎,2018-04-18,41.17,43.7,39.8,42.9,4436398,
002913.SZ,安平慎,2018-04-19,42.71,44.68,42.38,44.18,5797777,
002913.SZ,安平慎,2018-04-20,43.7,46.6,42.87,45,8047455,
002913.SZ,安平慎,2018-04-23,44,44.44,40.5,41.81,6078928,
002913.SZ,安平慎,2018-04-24,41.6,45.99,41.12,45.99,6589724,
002913.SZ,安平慎,2018-04-25,48.4,49.53,46.73,47.38,15800585,
002913.SZ,安平慎,2018-04-26,46.78,47.48,44.7,44.76,8719391,
002913.SZ,安平慎,2018-04-27,44.84,45.33,42.08,42.82,6329791,
002913.SZ,安平慎,2018-05-02,43.09,43.67,41.68,42.78,3692223,
002913.SZ,安平慎,2018-05-03,43.19,46.25,42.56,45.69,7350101,
002913.SZ,安平慎,2018-05-04,45,45.45,43.78,44.27,5309843,
002913.SZ,安平慎,2018-05-07,44.72,46.23,44.72,45.28,5712682,
002913.SZ,安平慎,2018-05-08,45.07,46.99,45.01,46.85,6986235,
002913.SZ,安平慎,2018-05-09,46.6,46.6,45.67,46.45,4441859,
002913.SZ,安平慎,2018-05-10,46.4,46.59,44.77,45.45,4184053,
002913.SZ,安平慎,2018-05-11,45.66,46.46,45,45.22,3162142,
002913.SZ,安平慎,2018-05-14,46.56,48,45.3,45.49,5855867,
002913.SZ,安平慎,2018-05-15,44.6,45.05,43.09,44.95,4830029,
002913.SZ,安平慎,2018-05-16,44.2,44.4,43.23,43.37,3285373,
002913.SZ,安平慎,2018-05-17,43.37,44.27,43.31,43.67,1930645,
002913.SZ,安平慎,2018-05-18,43.9,43.9,42.51,43.48,2454953,
002913.SZ,安平慎,2018-05-21,43.91,44.91,43.9,44.59,3471689,
002913.SZ,安平慎,2018-05-22,44.75,46.45,44.41,46.3,5779710,
002913.SZ,安平慎,2018-05-23,45.91,48.4,45.7,45.99,7434627,
002913.SZ,安平慎,2018-05-24,45.67,48.99,45.67,47.07,8963326,
002913.SZ,安平慎,2018-05-25,46.38,48.97,46.19,47.98,9036355,
002913.SZ,安平慎,2018-05-28,47.98,49.8,46.1,47.05,7263929,
002913.SZ,安平慎,2018-05-29,45.9,47.2,45.5,45.69,4775308,
002913.SZ,安平慎,2018-05-30,44.5,44.5,41.12,41.12,5914301,
002913.SZ,安平慎,2018-05-31,41.93,42.85,41.55,42.33,3914022,
002913.SZ,安平慎,2018-06-01,41.91,42.54,39.99,41.1,3464102,
002913.SZ,安平慎,2018-06-04,41.8154,42.6215,41.3318,42.0471,2584365,
002913.SZ,安平慎,2018-06-05,42.3293,43.8104,42.3192,43.619,3312530,
002913.SZ,安平慎,2018-06-06,43.9213,47.9819,43.6089,46.3194,6686450,
002913.SZ,安平慎,2018-06-07,46.4806,48.9391,45.1707,47.0045,7265121,
002913.SZ,安平慎,2018-06-08,46.3698,50.9342,46.0574,48.5764,11186048,
002913.SZ,安平慎,2018-06-11,48.0323,49.8762,46.9542,46.9945,8943266,
002913.SZ,安平慎,2018-06-12,46.6116,49.6646,44.7777,48.9694,10353875,
002913.SZ,安平慎,2018-06-13,48.0424,48.264,44.7475,45.2916,8146798,
002913.SZ,安平慎,2018-06-14,45.3319,49.8258,44.8483,49.8258,10652765,
002913.SZ,安平慎,2018-06-15,51.3775,53.4028,48.0726,48.5663,18976393,
002913.SZ,安平慎,2018-06-19,43.7097,44.7677,43.7097,43.7097,6653049,
002913.SZ,安平慎,2018-06-20,39.8304,43.2059,39.4878,41.6945,9827416,
002913.SZ,安平慎,2018-06-21,41.3318,42.7424,37.8858,38.0268,8006948,
002913.SZ,安平慎,2018-06-22,36.727,39.2662,36.727,38.581,4414626,
002913.SZ,安平慎,2018-06-25,39.105,40.2536,38.6012,38.984,4563433,
002913.SZ,安平慎,2018-06-26,38.5609,41.9464,38.45,41.3519,6453650,
002913.SZ,安平慎,2018-06-27,41.2713,41.9363,40.6869,41.1605,5088716,
002913.SZ,安平慎,2018-06-28,41.5131,42.7222,41.2108,41.4124,6203323,
002913.SZ,安平慎,2018-06-29,40.969,42.823,40.969,42.5711,5593051,
002913.SZ,安平慎,2018-07-02,42.2084,43.2059,40.8078,41.2713,5288696,
002913.SZ,安平慎,2018-07-03,41.6643,43.1857,40.8078,42.9741,5825250,
002913.SZ,安平慎,2018-07-04,42.6215,42.7222,39.5785,40.304,5778450,
002913.SZ,安平慎,2018-07-05,40.304,40.7272,39.115,39.2762,3346911,
002913.SZ,安平慎,2018-07-06,39.4274,41.2914,39.115,40.1025,3990573,
002913.SZ,安平慎,2018-07-09,40.304,41.634,40.304,41.634,3952298,
002913.SZ,安平慎,2018-07-10,41.4224,42.6215,40.9791,42.4401,5315790,
002913.SZ,安平慎,2018-07-11,41.3217,41.3217,38.8027,40.4048,5394713,
002913.SZ,安平慎,2018-07-12,41.1101,42.5812,41.1101,42.0169,5935614,
002913.SZ,安平慎,2018-07-13,42.0371,43.0648,41.5131,42.3192,5052241,
002913.SZ,安平慎,2018-07-16,42.3293,43.0447,41.9766,42.5812,4180426,
002913.SZ,安平慎,2018-07-17,42.2184,42.42,41.1302,42.2789,3567878,
002913.SZ,安平慎,2018-07-18,43.488,45.2211,42.6618,42.7222,8004523,
002913.SZ,安平慎,2018-07-19,42.6013,43.9011,42.5409,42.8028,4836327,
002913.SZ,安平慎,2018-07-20,42.1076,42.5207,40.9086,42.2184,5007857,
002913.SZ,安平慎,2018-07-23,42.299,42.9036,41.6139,42.1983,3585974,
002913.SZ,安平慎,2018-07-24,42.2789,42.7021,41.6441,42.5711,3933860,
002913.SZ,安平慎,2018-07-25,42.5711,43.2865,41.8255,42.0169,3749996,
002913.SZ,安平慎,2018-07-26,41.8154,42.0169,40.0521,40.1226,4361038,
002913.SZ,安平慎,2018-07-27,40.173,40.5055,39.7901,39.8103,2044064,
002913.SZ,安平慎,2018-07-30,39.911,40.2738,38.8934,39.246,2017501,
002913.SZ,安平慎,2018-07-31,39.246,39.4778,38.8027,39.2158,1459742,
002913.SZ,安平慎,2018-08-01,39.1251,39.8607,38.6717,38.7523,1567444,
002913.SZ,安平慎,2018-08-02,38.712,38.712,36.7371,37.6339,2286870,
002913.SZ,安平慎,2018-08-03,37.6238,37.8354,36.7572,36.7572,1365937,
002913.SZ,安平慎,2018-08-06,36.6565,36.6565,34.742,34.9637,1953400,
002913.SZ,安平慎,2018-08-07,35.0645,36.2333,34.9234,36.1829,1927273,
002913.SZ,安平慎,2018-08-08,36.1829,36.1829,33.7546,33.805,2444500,
002913.SZ,安平慎,2018-08-09,33.7546,35.5381,33.281,35.0746,2699143,
002913.SZ,安平慎,2018-08-10,35.1249,36.5658,35.1249,36.3844,2897302,
002913.SZ,安平慎,2018-08-13,35.5784,37.3417,35.4171,37.3014,2888443,
002913.SZ,安平慎,2018-08-14,37.1603,37.654,36.7875,37.251,2051170,
002913.SZ,安平慎,2018-08-15,37.1099,37.6842,36.6766,36.9789,2152882,
002913.SZ,安平慎,2018-08-16,36.3744,37.3517,35.1451,37.1704,2383872,
002913.SZ,安平慎,2018-08-17,37.4626,37.523,35.2761,35.528,2524390,
002913.SZ,安平慎,2018-08-20,36.6766,39.0848,36.6766,39.0848,6108367,
002913.SZ,安平慎,2018-08-21,39.8002,42.9943,39.6894,41.5433,10438829,
002913.SZ,安平慎,2018-08-22,41.3116,42.2184,40.8582,41.2209,6640175,
002913.SZ,安平慎,2018-08-23,41.4527,42.0975,40.6365,41.4325,5951661,
002913.SZ,安平慎,2018-08-24,41.6945,43.1857,41.3015,41.5433,6955116,
002913.SZ,安平慎,2018-08-27,41.5635,43.5082,41.0698,42.7424,6273779,
002913.SZ,安平慎,2018-08-28,42.5207,43.0547,42.0169,42.5812,3991993,
002913.SZ,安平慎,2018-08-29,42.6618,43.6895,42.42,43.0245,3923808,
002913.SZ,安平慎,2018-08-30,43.1152,43.2059,41.8456,42.2184,3583732,
002913.SZ,安平慎,2018-08-31,42.027,42.9338,41.2612,41.3015,3192405,
002913.SZ,安平慎,2018-09-03,41.3015,42.954,40.1226,42.7122,4802251,
002913.SZ,安平慎,2018-09-04,42.3192,43.0144,41.8759,42.5711,3828427,
002913.SZ,安平慎,2018-09-05,42.561,42.9943,41.2612,41.3318,3471146,
002913.SZ,安平慎,2018-09-06,41.3116,43.2865,41.2914,43.1253,4730036,
002913.SZ,安平慎,2018-09-07,43.0144,43.6291,41.8658,41.896,4806046,
002913.SZ,安平慎,2018-09-10,41.5232,41.9162,39.3972,39.4778,4128157,
002913.SZ,安平慎,2018-09-11,39.7196,42.9036,39.5181,42.2688,5457972,
002913.SZ,安平慎,2018-09-12,42.3394,43.4276,41.9061,42.1681,4374841,
002913.SZ,安平慎,2018-09-13,43.2059,43.6089,42.1781,43.1857,4166757,
002913.SZ,安平慎,2018-09-14,43.3268,43.8911,42.0673,42.3091,5227052,
002913.SZ,安平慎,2018-09-17,41.493,42.1681,40.8985,41.6139,2770164,
002913.SZ,安平慎,2018-09-18,41.3721,43.2764,40.9186,42.9943,4192740,
002913.SZ,安平慎,2018-09-19,42.7625,43.8104,42.3494,43.226,4741751,
002913.SZ,安平慎,2018-09-20,43.1051,43.3973,42.1681,42.3091,3131251,
002913.SZ,安平慎,2018-09-21,42.3897,44.6669,42.2789,44.3949,6375203,
002913.SZ,安平慎,2018-09-25,43.881,44.818,43.7802,44.3546,3499061,
002913.SZ,安平慎,2018-09-26,44.3243,44.4855,43.5283,43.9314,3278634,
002913.SZ,安平慎,2018-09-27,43.9314,44.6669,42.3797,42.8331,4055103,
002913.SZ,安平慎,2018-09-28,42.8734,43.0547,40.828,42.6719,3680707,
002913.SZ,安平慎,2018-10-08,41.5131,42.1681,41.3116,41.6139,2253483,
002913.SZ,安平慎,2018-10-09,41.7046,42.4905,39.8506,40.7675,4532524,
002913.SZ,安平慎,2018-10-10,40.9589,43.2865,40.6567,43.0245,4931204,
002913.SZ,安平慎,2018-10-11,41.3116,42.1681,39.8909,40.9086,4630224,
002913.SZ,安平慎,2018-10-12,40.9086,43.1253,40.4048,42.6013,4484514,
002913.SZ,安平慎,2018-10-15,42.6215,43.5686,42.1983,43.3772,4293996,
002913.SZ,安平慎,2018-10-16,42.9741,43.5787,41.9968,43.0245,3553714,
002913.SZ,安平慎,2018-10-17,43.5283,43.5283,38.7221,38.7221,8155613,
002913.SZ,安平慎,2018-10-18,37.251,38.7221,35.6388,36.9789,3869644,
002913.SZ,安平慎,2018-10-19,36.7572,38.4802,36.2837,38.1377,3255193,
002913.SZ,安平慎,2018-10-22,38.2787,41.9565,38.2787,41.9565,6681492,
002913.SZ,安平慎,2018-10-23,41.5534,43.619,41.5534,42.6215,6765280,
002913.SZ,安平慎,2018-10-24,42.0875,42.4703,40.5861,41.7751,6106709,
002913.SZ,安平慎,2018-10-25,40.2032,41.4325,39.5785,41.2612,3918741,
002913.SZ,安平慎,2018-10-26,41.624,42.0572,38.8228,40.0319,4566707,
002913.SZ,安平慎,2018-10-29,40.2939,40.697,39.3972,39.8103,2744563,
002913.SZ,安平慎,2018-10-30,39.5987,40.2234,37.9563,39.4878,3215820,
002913.SZ,安平慎,2018-10-31,39.508,40.7675,39.508,40.2032,2822951,
002913.SZ,安平慎,2018-11-01,40.4048,41.2511,40.1126,40.304,3397161,
002913.SZ,安平慎,2018-11-02,41.0093,41.6844,40.4551,41.4527,4390486,
002913.SZ,安平慎,2018-11-05,41.5131,42.1278,39.3468,40.3544,4707121,
002913.SZ,安平慎,2018-11-06,40.0521,40.5055,39.0143,40.4148,3129079,
002913.SZ,安平慎,2018-11-07,40.2032,41.0597,40.0219,40.1226,2586996,
002913.SZ,安平慎,2018-11-08,40.707,41.1907,40.2032,40.5055,2793879,
002913.SZ,安平慎,2018-11-09,40.0823,41.2814,39.5987,41.0799,3192963,
002913.SZ,安平慎,2018-11-12,40.8985,42.5207,40.8985,42.2688,4311949,
002913.SZ,安平慎,2018-11-13,41.5131,42.289,41.4325,42.2285,3483099,
002913.SZ,安平慎,2018-11-14,42.0673,43.1253,41.7952,41.9867,3148866,
002913.SZ,安平慎,2018-11-15,42.823,46.1884,42.3394,46.1884,8341250,
002913.SZ,安平慎,2018-11-16,47.0448,48.0625,46.531,47.4177,8705586,
002913.SZ,安平慎,2018-11-19,47.3572,50.0475,46.8131,47.7602,6864997,
002913.SZ,安平慎,2018-11-20,47.2564,49.6243,47.2363,47.3572,5676108,
002913.SZ,安平慎,2018-11-21,46.4504,49.8057,46.2589,48.9694,5982558,
002913.SZ,安平慎,2018-11-22,49.0701,50.4808,47.9618,48.123,5280177,
002913.SZ,安平慎,2018-11-23,48.4555,50.3498,47.1658,49.3825,7675746,
002913.SZ,安平慎,2018-11-26,47.9618,48.2439,44.4452,44.7878,8069840,
002913.SZ,安平慎,2018-11-27,45.1909,46.0675,44.949,45.7249,4448243,
002913.SZ,安平慎,2018-11-28,45.7249,46.2488,45.3622,45.8256,3671808,
002913.SZ,安平慎,2018-11-29,45.9466,47.0549,43.6694,43.6795,4806687,
002913.SZ,安平慎,2018-11-30,43.4679,46.007,43.4679,45.866,4797908,
002913.SZ,安平慎,2018-12-03,47.3572,47.7602,46.4504,46.6418,4663980,
002913.SZ,安平慎,2018-12-04,46.5511,47.0045,45.7249,46.2891,3316580,
002913.SZ,安平慎,2018-12-05,45.2513,45.5334,44.1732,44.939,4220498,
002913.SZ,安平慎,2018-12-06,44.8382,44.8584,42.9238,43.4981,3691755,
002913.SZ,安平慎,2018-12-07,43.7802,44.4956,43.4779,43.7701,2390563,
002913.SZ,安平慎,2018-12-10,43.1555,44.2941,43.0951,43.9817,1889647,
002913.SZ,安平慎,2018-12-11,44.1329,44.6266,43.9314,44.4352,2146800,
002913.SZ,安平慎,2018-12-12,44.5158,44.6367,43.5283,43.6291,2039450,
002913.SZ,安平慎,2018-12-13,43.6291,44.949,43.6291,44.7374,2981367,
002913.SZ,安平慎,2018-12-14,44.4755,44.4855,42.4603,42.5812,3197638,
002913.SZ,安平慎,2018-12-17,42.5207,42.5207,40.707,41.6945,2531498,
002913.SZ,安平慎,2018-12-18,41.2209,41.896,40.9086,41.5433,1630115,
002913.SZ,安平慎,2018-12-19,41.6139,42.1882,41.0698,41.0698,1815465,
002913.SZ,安平慎,2018-12-20,40.9791,41.7449,40.9086,41.5837,1226453,
002913.SZ,安平慎,2018-12-21,41.3116,42.0169,41.1302,41.896,1406251,
002913.SZ,安平慎,2018-12-24,41.8658,43.4981,41.6643,43.1757,2761994,
002913.SZ,安平慎,2018-12-25,42.6215,43.9314,41.7146,43.619,3297591,
002913.SZ,安平慎,2018-12-26,43.3671,43.5787,42.6719,42.7726,2082700,
002913.SZ,安平慎,2018-12-27,43.5485,43.8004,42.4099,42.4099,2109633,
002913.SZ,安平慎,2018-12-28,42.3293,42.7625,40.1831,40.2234,3283583,
002913.SZ,安平慎,2019-01-02,39.9916,40.7876,38.8934,40.3947,2647995,
002913.SZ,安平慎,2019-01-03,40.1025,40.969,39.2964,39.3972,2097085,
002913.SZ,安平慎,2019-01-04,38.9437,40.6869,38.7825,40.5055,1984562,
002913.SZ,安平慎,2019-01-07,40.8078,41.6844,40.566,41.2108,2023359,
002913.SZ,安平慎,2019-01-08,41.3519,42.0875,40.8683,40.9791,1799343,
002913.SZ,安平慎,2019-01-09,41.5131,41.8053,40.5962,40.5962,2270143,
002913.SZ,安平慎,2019-01-10,40.3645,41.6643,40.3242,41.1806,2334800,
002913.SZ,安平慎,2019-01-11,41.2612,42.158,41.1907,42.1177,2879326,
002913.SZ,安平慎,2019-01-14,42.2184,42.289,40.8078,40.9892,2316734,
002913.SZ,安平慎,2019-01-15,40.8078,41.3015,40.3544,41.3015,2026911,
002913.SZ,安平慎,2019-01-16,41.4023,41.7449,40.9086,41.3519,2144144,
002913.SZ,安平慎,2019-01-17,41.231,41.231,40.1025,40.1126,1930602,
002913.SZ,安平慎,2019-01-18,40.1428,41.3721,39.8506,41.1504,2318163,
002913.SZ,安平慎,2019-01-21,41.2612,42.1076,40.9489,41.5635,2145882,
002913.SZ,安平慎,2019-01-22,41.3116,42.7928,41.2209,42.2285,3530602,
002913.SZ,安平慎,2019-01-23,41.9061,42.6215,41.765,42.5207,2389527,
002913.SZ,安平慎,2019-01-24,42.2688,42.8028,41.634,42.0371,2866300,
002913.SZ,安平慎,2019-01-25,41.9262,43.4276,41.7751,42.1781,3192613,
002913.SZ,安平慎,2019-01-28,42.5812,43.1454,41.9363,42.7222,2347210,
002913.SZ,安平慎,2019-01-29,42.561,42.561,40.2032,41.0295,3012255,
002913.SZ,安平慎,2019-01-30,40.828,44.1228,40.5055,43.3268,5096727,
002913.SZ,安平慎,2019-01-31,42.9741,43.8306,42.5207,43.7198,4219121,
002913.SZ,安平慎,2019-02-01,43.7298,44.4855,43.4376,44.153,3876653,
002913.SZ,安平慎,2019-02-11,44.3344,45.4629,44.0422,45.1909,3912811,
002913.SZ,安平慎,2019-02-12,44.8886,45.4226,44.3344,44.8584,3646653,
002913.SZ,安平慎,2019-02-13,44.7576,46.0473,44.2941,45.1405,4810895,
002913.SZ,安平慎,2019-02-14,44.8281,45.1002,44.3445,44.8382,3035895,
002913.SZ,安平慎,2019-02-15,44.8382,45.4226,44.5258,45.2412,2753795,
002913.SZ,安平慎,2019-02-18,45.4629,46.6519,44.939,46.2488,4183441,
002913.SZ,安平慎,2019-02-19,45.5334,45.9264,44.3243,44.7072,6339088,
002913.SZ,安平慎,2019-02-20,44.5057,45.0901,43.8407,44.7475,3217895,
002913.SZ,安平慎,2019-02-21,44.7072,45.5234,44.1631,44.5158,3948363,
002913.SZ,安平慎,2019-02-22,44.284,45.5234,44.1329,45.3722,3605753,
002913.SZ,安平慎,2019-02-25,46.5007,47.9315,45.5032,47.3169,6231638,
002913.SZ,安平慎,2019-02-26,47.1557,48.919,46.3899,47.5083,6062881,
002913.SZ,安平慎,2019-02-27,47.458,49.977,47.458,48.6066,5409852,
002913.SZ,安平慎,2019-02-28,48.264,49.2414,47.7199,48.8888,3877724,
002913.SZ,安平慎,2019-03-01,48.8484,53.7756,47.9618,53.7756,8752160,
002913.SZ,安平慎,2019-03-04,56.4256,59.0454,54.8134,56.4256,9780205,
002913.SZ,安平慎,2019-03-05,57.0906,61.4535,57.0906,59.932,7750228,
002913.SZ,安平慎,2019-03-06,58.6222,60.9497,56.2241,58.9446,7442237,
002913.SZ,安平慎,2019-03-07,57.4332,57.9975,55.942,57.2015,6796717,
002913.SZ,安平慎,2019-03-08,54.9142,56.9899,54.4608,55.6901,6131961,
002913.SZ,安平慎,2019-03-11,56.5868,60.0328,55.7304,59.7305,7286017,
002913.SZ,安平慎,2019-03-12,58.9446,59.9119,57.3828,58.8841,5735965,
002913.SZ,安平慎,2019-03-13,58.34,61.8263,55.4382,56.3248,6140369,
002913.SZ,安平慎,2019-03-14,55.418,55.7505,52.9192,53.564,4616997,
002913.SZ,安平慎,2019-03-15,53.7252,54.7328,52.899,53.5439,2773631,
002913.SZ,安平慎,2019-03-18,53.8461,55.5389,53.2617,55.5087,2793321,
002913.SZ,安平慎,2019-03-19,54.8134,56.3248,54.7328,55.2971,2116232,
002913.SZ,安平慎,2019-03-20,54.9646,56.0226,54.0074,55.1056,2108139,
002913.SZ,安平慎,2019-03-21,55.2669,57.413,55.015,56.5767,3088882,
002913.SZ,安平慎,2019-03-22,56.476,58.3199,56.1435,57.937,3079844,
002913.SZ,安平慎,2019-03-25,56.4256,57.6246,55.9117,56.214,2714817,
002913.SZ,安平慎,2019-03-26,56.4256,56.879,53.1005,53.1711,3473869,
002913.SZ,安平慎,2019-03-27,53.7051,53.9771,50.9846,53.4431,2280955,
002913.SZ,安平慎,2019-03-28,53.0501,55.5087,52.6572,52.8688,3072516,
002913.SZ,安平慎,2019-03-29,52.7982,54.2089,51.3876,53.9066,2533676,
002913.SZ,安平慎,2019-04-01,54.4003,55.8009,54.4003,55.3777,2842059,
002913.SZ,安平慎,2019-04-02,55.3777,55.9823,53.9771,54.3902,3495406,
002913.SZ,安平慎,2019-04-03,54.4003,54.4003,52.4557,53.7958,2863021,
002913.SZ,安平慎,2019-04-04,53.7958,53.9771,52.2944,52.4859,3746405,
002913.SZ,安平慎,2019-04-08,53.03,53.0401,50.7024,51.4984,3336976,
002913.SZ,安平慎,2019-04-09,51.4884,52.3448,50.8838,52.2441,2092724,
002913.SZ,安平慎,2019-04-10,52.0929,52.4254,51.1861,51.7403,1639707,
