¥˙¬Î,ºÚ≥∆,»’∆⁄,ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),
688266.SH,‘Û≠Z÷∆“©-U,2020-01-23,67.52,77.58,60.33,74.59,35144625,
688266.SH,‘Û≠Z÷∆“©-U,2020-02-03,65.51,75.4,61.22,66.76,20249635,
688266.SH,‘Û≠Z÷∆“©-U,2020-02-04,68.81,79.8,65,76.65,20746553,
688266.SH,‘Û≠Z÷∆“©-U,2020-02-05,77,91.62,75.03,80.81,20254669,
688266.SH,‘Û≠Z÷∆“©-U,2020-02-06,81,82,74.88,75.47,15715461,
688266.SH,‘Û≠Z÷∆“©-U,2020-02-07,75.3,78.88,71.33,73.22,12504798,
688266.SH,‘Û≠Z÷∆“©-U,2020-02-10,73,78.99,73,77.73,11941659,
688266.SH,‘Û≠Z÷∆“©-U,2020-02-11,76.97,76.97,70,70.99,11380070,
688266.SH,‘Û≠Z÷∆“©-U,2020-02-12,71.74,72.93,70.26,72.28,5436980,
688266.SH,‘Û≠Z÷∆“©-U,2020-02-13,72.88,73.39,69.51,70.39,6293798,
688266.SH,‘Û≠Z÷∆“©-U,2020-02-14,71,76.95,70.6,73.71,9823780,
688266.SH,‘Û≠Z÷∆“©-U,2020-02-17,72.2,74.68,71.43,74.27,6187251,
688266.SH,‘Û≠Z÷∆“©-U,2020-02-18,74.44,74.45,72.11,73.52,4605569,
688266.SH,‘Û≠Z÷∆“©-U,2020-02-19,74,77.95,73.64,74.26,6735898,
688266.SH,‘Û≠Z÷∆“©-U,2020-02-20,74.08,74.88,71.45,73.08,5344754,
688266.SH,‘Û≠Z÷∆“©-U,2020-02-21,71.03,72.6,67.64,67.78,9744759,
688266.SH,‘Û≠Z÷∆“©-U,2020-02-24,66.89,66.96,65,66.18,4847144,
688266.SH,‘Û≠Z÷∆“©-U,2020-02-25,64.98,67.8,64.51,66.9,4247206,
688266.SH,‘Û≠Z÷∆“©-U,2020-02-26,66.66,66.66,62,62.26,5151884,
688266.SH,‘Û≠Z÷∆“©-U,2020-02-27,62.1,62.95,59.1,60.03,3766842,
688266.SH,‘Û≠Z÷∆“©-U,2020-02-28,58.33,61.97,57.68,59.7,2984618,
688266.SH,‘Û≠Z÷∆“©-U,2020-03-02,60.8,61.34,59,61.02,2778737,
688266.SH,‘Û≠Z÷∆“©-U,2020-03-03,61.4,62.85,60.78,62.35,4039781,
688266.SH,‘Û≠Z÷∆“©-U,2020-03-04,63.4,65.41,62.2,64.94,5739781,
688266.SH,‘Û≠Z÷∆“©-U,2020-03-05,64.4,65.3,63.07,63.49,3351312,
688266.SH,‘Û≠Z÷∆“©-U,2020-03-06,63.89,65.39,62.7,62.98,2603866,
688266.SH,‘Û≠Z÷∆“©-U,2020-03-09,61,61.5,58.81,59.03,3435225,
688266.SH,‘Û≠Z÷∆“©-U,2020-03-10,58.3,59.37,56.02,58.89,2640044,
688266.SH,‘Û≠Z÷∆“©-U,2020-03-11,59.1,60.98,58.3,58.7,2123343,
