¥˙¬Î,ºÚ≥∆,»’∆⁄,ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),
600356.SH,∫„∑·÷Ω“µ,2015-01-05,15.222,15.6857,15.222,15.647,2444484,
600356.SH,∫„∑·÷Ω“µ,2015-01-06,15.6277,15.6663,15.3379,15.6084,2613562,
600356.SH,∫„∑·÷Ω“µ,2015-01-07,15.5504,15.9175,15.5311,15.705,2926503,
600356.SH,∫„∑·÷Ω“µ,2015-01-08,15.705,15.9754,15.5311,15.7822,3351525,
600356.SH,∫„∑·÷Ω“µ,2015-01-09,15.8402,15.8788,15.5311,15.5311,2629936,
600356.SH,∫„∑·÷Ω“µ,2015-01-12,15.4925,15.4925,15.1641,15.222,1950934,
600356.SH,∫„∑·÷Ω“µ,2015-01-13,15.222,15.3959,15.1641,15.3379,963964,
600356.SH,∫„∑·÷Ω“µ,2015-01-14,15.3573,15.3766,14.9323,15.0482,1686712,
600356.SH,∫„∑·÷Ω“µ,2015-01-15,15.0675,15.28,15.0675,15.2027,1087640,
600356.SH,∫„∑·÷Ω“µ,2015-01-16,15.2027,15.3186,15.0868,15.2027,2090910,
600356.SH,∫„∑·÷Ω“µ,2015-01-19,15.222,15.3186,14.7777,14.8164,2255561,
600356.SH,∫„∑·÷Ω“µ,2015-01-20,14.8743,15.3766,14.8743,15.3573,2548909,
600356.SH,∫„∑·÷Ω“µ,2015-01-21,15.3766,15.9175,15.2607,15.8016,4156178,
600356.SH,∫„∑·÷Ω“µ,2015-01-22,15.7243,15.9561,15.7243,15.9368,2582750,
600356.SH,∫„∑·÷Ω“µ,2015-01-23,15.9754,16.1686,15.8788,16.0527,4529358,
600356.SH,∫„∑·÷Ω“µ,2015-01-26,16.1106,17.1924,16.0913,16.8833,12164952,
600356.SH,∫„∑·÷Ω“µ,2015-01-27,16.8061,16.8254,16.4004,16.8061,5198984,
600356.SH,∫„∑·÷Ω“µ,2015-01-28,16.7095,16.9026,16.439,16.6902,3997794,
600356.SH,∫„∑·÷Ω“µ,2015-01-29,16.5936,17.0186,16.3811,16.9606,5615163,
600356.SH,∫„∑·÷Ω“µ,2015-01-30,16.9026,17.0765,16.4777,16.497,2916586,
600356.SH,∫„∑·÷Ω“µ,2015-02-02,16.2459,16.5549,16.1686,16.3231,2213984,
600356.SH,∫„∑·÷Ω“µ,2015-02-03,16.3231,16.6515,16.3038,16.497,2605509,
600356.SH,∫„∑·÷Ω“µ,2015-02-04,16.5163,16.5163,16.1879,16.2459,2413472,
600356.SH,∫„∑·÷Ω“µ,2015-02-05,16.3231,16.4197,15.7822,15.8595,3567207,
600356.SH,∫„∑·÷Ω“µ,2015-02-06,15.8016,15.9947,15.6277,15.6857,1889184,
600356.SH,∫„∑·÷Ω“µ,2015-02-09,15.6857,15.9561,15.647,15.6663,1297101,
600356.SH,∫„∑·÷Ω“µ,2015-02-10,15.647,15.8595,15.5698,15.8016,1365947,
600356.SH,∫„∑·÷Ω“µ,2015-02-11,15.8016,15.9368,15.7436,15.8788,1141969,
600356.SH,∫„∑·÷Ω“µ,2015-02-12,15.8788,16.0913,15.8788,16.014,1471287,
600356.SH,∫„∑·÷Ω“µ,2015-02-13,16.0334,16.439,16.0334,16.2845,2279927,
600356.SH,∫„∑·÷Ω“µ,2015-02-16,16.2845,16.5163,16.2845,16.3811,1473428,
600356.SH,∫„∑·÷Ω“µ,2015-02-17,16.3811,16.4004,16.1879,16.3038,1436417,
600356.SH,∫„∑·÷Ω“µ,2015-02-25,16.3231,16.4583,16.2459,16.3618,1490895,
