¥˙¬Î,ºÚ≥∆,»’∆⁄,ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),
688508.SH,–æ≈ÛŒ¢,2020-07-22,102,163.7,101,132.35,18610079,
688508.SH,–æ≈ÛŒ¢,2020-07-23,129,151,129,143.35,10294940,
688508.SH,–æ≈ÛŒ¢,2020-07-24,137,147.58,121.01,127,8107492,
688508.SH,–æ≈ÛŒ¢,2020-07-27,127,129.91,115.69,129.8,6998298,
688508.SH,–æ≈ÛŒ¢,2020-07-28,128,133.5,120.1,123.99,5498300,
688508.SH,–æ≈ÛŒ¢,2020-07-29,120.88,129.75,117.8,128.1,5279515,
688508.SH,–æ≈ÛŒ¢,2020-07-30,128,153.72,121.88,153.72,9231541,
688508.SH,–æ≈ÛŒ¢,2020-07-31,150.5,156.5,146,156,6847060,
688508.SH,–æ≈ÛŒ¢,2020-08-03,156.88,163.5,148.58,155,6540933,
688508.SH,–æ≈ÛŒ¢,2020-08-04,154.33,156,139.57,141.57,5390475,
688508.SH,–æ≈ÛŒ¢,2020-08-05,149.6,165,142,152.68,7576988,
688508.SH,–æ≈ÛŒ¢,2020-08-06,147,151.99,144,146.8,4104167,
688508.SH,–æ≈ÛŒ¢,2020-08-07,145,151,137.77,138.5,4335290,
688508.SH,–æ≈ÛŒ¢,2020-08-10,135.5,137.6,127.05,133.18,3270617,
688508.SH,–æ≈ÛŒ¢,2020-08-11,133.55,138.6,130.9,133.34,2769934,
688508.SH,–æ≈ÛŒ¢,2020-08-12,133.9,139.68,133,137.57,2909975,
688508.SH,–æ≈ÛŒ¢,2020-08-13,135.7,142.9,134.5,136.59,2711292,
688508.SH,–æ≈ÛŒ¢,2020-08-14,138.75,138.75,130.01,136,1532555,
688508.SH,–æ≈ÛŒ¢,2020-08-17,136,138.49,131.5,135.8,1814820,
688508.SH,–æ≈ÛŒ¢,2020-08-18,133.1,136.98,129.01,130.56,2703320,
688508.SH,–æ≈ÛŒ¢,2020-08-19,129.7,129.76,119.96,119.96,2409147,
688508.SH,–æ≈ÛŒ¢,2020-08-20,117.87,122.8,116.66,119.6,1421819,
688508.SH,–æ≈ÛŒ¢,2020-08-21,120.8,121,111.12,112.76,2030485,
688508.SH,–æ≈ÛŒ¢,2020-08-24,111,112.96,106.08,109.42,1806007,
688508.SH,–æ≈ÛŒ¢,2020-08-25,109.86,111.9,105,106.31,1519065,
688508.SH,–æ≈ÛŒ¢,2020-08-26,106.94,108.81,101,101.39,1672883,
688508.SH,–æ≈ÛŒ¢,2020-08-27,100.5,121.67,99.8,114,3856838,
688508.SH,–æ≈ÛŒ¢,2020-08-28,111.5,112,102.62,107.91,3339752,
688508.SH,–æ≈ÛŒ¢,2020-08-31,109,118.4,108,115.35,3566221,
688508.SH,–æ≈ÛŒ¢,2020-09-01,113.66,117.8,112.7,114.2,1567004,
688508.SH,–æ≈ÛŒ¢,2020-09-02,115.41,116.98,107.28,110.06,1939430,
688508.SH,–æ≈ÛŒ¢,2020-09-03,107.12,114.3,107.09,113.33,1581329,
688508.SH,–æ≈ÛŒ¢,2020-09-04,111.11,118.8,110.11,114.7,2506185,
688508.SH,–æ≈ÛŒ¢,2020-09-07,113,116,105.01,106.01,2035226,
688508.SH,–æ≈ÛŒ¢,2020-09-08,105.45,107.7,102,104.79,1203755,
688508.SH,–æ≈ÛŒ¢,2020-09-09,103,113.3,100.09,106,1790807,
688508.SH,–æ≈ÛŒ¢,2020-09-10,107,111.11,102.3,103.48,1477377,
688508.SH,–æ≈ÛŒ¢,2020-09-11,103,109.51,100.01,106.67,1462997,
688508.SH,–æ≈ÛŒ¢,2020-09-14,109,111.5,106.45,107.9,1732316,
688508.SH,–æ≈ÛŒ¢,2020-09-15,107.35,113.83,104.11,109.45,1996634,
688508.SH,–æ≈ÛŒ¢,2020-09-16,108.01,110.78,107.59,109.99,1323427,
688508.SH,–æ≈ÛŒ¢,2020-09-17,110.01,118,108.6,115.96,2798286,
688508.SH,–æ≈ÛŒ¢,2020-09-18,116.1,117.3,113.8,115.99,1743065,
688508.SH,–æ≈ÛŒ¢,2020-09-21,114.51,116,110.5,110.7,1541361,
688508.SH,–æ≈ÛŒ¢,2020-09-22,110,111.99,107.85,107.88,1186980,
688508.SH,–æ≈ÛŒ¢,2020-09-23,108.53,112.48,108.53,110.93,1222032,
688508.SH,–æ≈ÛŒ¢,2020-09-24,109,110.25,106.2,107.4,855574,
688508.SH,–æ≈ÛŒ¢,2020-09-25,108.78,108.95,104.38,104.99,868238,
688508.SH,–æ≈ÛŒ¢,2020-09-28,104.18,106,102.21,103.1,805161,
688508.SH,–æ≈ÛŒ¢,2020-09-29,104.8,106.5,103.5,103.58,773552,
688508.SH,–æ≈ÛŒ¢,2020-09-30,104.75,104.9,101.52,101.71,753869,
688508.SH,–æ≈ÛŒ¢,2020-10-09,104,112.57,103.5,110.5,2060927,
688508.SH,–æ≈ÛŒ¢,2020-10-12,111.56,116.6,111.56,115.34,2169757,
688508.SH,–æ≈ÛŒ¢,2020-10-13,113.99,115.5,113.1,113.2,1088304,
688508.SH,–æ≈ÛŒ¢,2020-10-14,113.37,114.62,108.8,109.6,1225356,
688508.SH,–æ≈ÛŒ¢,2020-10-15,108.99,110.62,102.28,103.6,2785230,
688508.SH,–æ≈ÛŒ¢,2020-10-16,104.78,105.47,99.8,101.66,2642589,
688508.SH,–æ≈ÛŒ¢,2020-10-19,102,104.4,101.13,103.99,1660839,
688508.SH,–æ≈ÛŒ¢,2020-10-20,102.88,103.52,101.11,103.52,963189,
688508.SH,–æ≈ÛŒ¢,2020-10-21,104.39,104.4,100,100.69,1074918,
688508.SH,–æ≈ÛŒ¢,2020-10-22,100.69,101,97.26,98.1,1202515,
688508.SH,–æ≈ÛŒ¢,2020-10-23,98.9,99.02,92.3,93.64,1620321,
688508.SH,–æ≈ÛŒ¢,2020-10-26,94.7,101.89,94.68,97.76,1645113,
688508.SH,–æ≈ÛŒ¢,2020-10-27,97.7,99.8,96.25,99.1,818198,
688508.SH,–æ≈ÛŒ¢,2020-10-28,100.3,100.3,97.6,98.8,790702,
688508.SH,–æ≈ÛŒ¢,2020-10-29,97.15,101.8,97.05,101.1,1432320,
688508.SH,–æ≈ÛŒ¢,2020-10-30,101.21,106.68,100.01,101.3,1915934,
688508.SH,–æ≈ÛŒ¢,2020-11-02,103,106.68,101.42,106.2,1923411,
688508.SH,–æ≈ÛŒ¢,2020-11-03,106.35,113.4,106.35,111.88,3007657,
688508.SH,–æ≈ÛŒ¢,2020-11-04,110.48,112,109,111,1409175,
688508.SH,–æ≈ÛŒ¢,2020-11-05,114,115,109.3,111.8,1709667,
688508.SH,–æ≈ÛŒ¢,2020-11-06,111.59,112,108.02,109.9,1279938,
688508.SH,–æ≈ÛŒ¢,2020-11-09,116,131.88,115,131.88,4996583,
688508.SH,–æ≈ÛŒ¢,2020-11-10,134.4,134.4,127,132.97,4396177,
688508.SH,–æ≈ÛŒ¢,2020-11-11,128.72,131.79,123.8,124.6,2404001,
688508.SH,–æ≈ÛŒ¢,2020-11-12,126.8,128,118.19,119.95,2534309,
688508.SH,–æ≈ÛŒ¢,2020-11-13,120.3,123.65,116,120.29,3058234,
688508.SH,–æ≈ÛŒ¢,2020-11-16,119.52,124.3,116.3,119.98,2469864,
688508.SH,–æ≈ÛŒ¢,2020-11-17,120,120,113.59,119.76,2201001,
688508.SH,–æ≈ÛŒ¢,2020-11-18,117.36,119.5,114.3,115.11,1812102,
688508.SH,–æ≈ÛŒ¢,2020-11-19,114.24,118.4,113.1,115.8,1320750,
688508.SH,–æ≈ÛŒ¢,2020-11-20,115,116.91,114.23,114.55,1146356,
688508.SH,–æ≈ÛŒ¢,2020-11-23,115,119.7,113.51,117.06,1579378,
688508.SH,–æ≈ÛŒ¢,2020-11-24,117.3,121.88,115.19,115.5,1956087,
688508.SH,–æ≈ÛŒ¢,2020-11-25,117,120.99,116.07,118.18,1889629,
688508.SH,–æ≈ÛŒ¢,2020-11-26,118,119.69,111.51,112.1,2168662,
688508.SH,–æ≈ÛŒ¢,2020-11-27,111.16,113.99,102.99,107,3123862,
688508.SH,–æ≈ÛŒ¢,2020-11-30,111,113.65,107,110.39,2617040,
688508.SH,–æ≈ÛŒ¢,2020-12-01,111.59,113.41,110.16,112.28,1325270,
688508.SH,–æ≈ÛŒ¢,2020-12-02,112.26,115.6,111.5,112.03,1589551,
688508.SH,–æ≈ÛŒ¢,2020-12-03,111.53,113.68,105.88,106,2389297,
688508.SH,–æ≈ÛŒ¢,2020-12-04,105.55,107,103.3,103.85,1742359,
688508.SH,–æ≈ÛŒ¢,2020-12-07,105.36,108,103.88,104.24,1126232,
688508.SH,–æ≈ÛŒ¢,2020-12-08,103.5,105.85,103.5,104.8,796415,
688508.SH,–æ≈ÛŒ¢,2020-12-09,105.17,105.99,101.75,105.19,1385992,
688508.SH,–æ≈ÛŒ¢,2020-12-10,104.1,106.98,101.98,104.6,1403778,
688508.SH,–æ≈ÛŒ¢,2020-12-11,104.6,108.88,102.28,105,2465584,
688508.SH,–æ≈ÛŒ¢,2020-12-14,106.2,109.99,104.68,109.77,2224971,
688508.SH,–æ≈ÛŒ¢,2020-12-15,109.1,109.96,103,104,2583801,
688508.SH,–æ≈ÛŒ¢,2020-12-16,102.51,102.57,98.1,98.25,2095478,
688508.SH,–æ≈ÛŒ¢,2020-12-17,97.73,100.5,96.38,99.89,1137683,
688508.SH,–æ≈ÛŒ¢,2020-12-18,101.43,102.25,95.69,96.3,1497843,
688508.SH,–æ≈ÛŒ¢,2020-12-21,95.18,101,95.18,100.95,1605006,
688508.SH,–æ≈ÛŒ¢,2020-12-22,100.3,100.95,97.35,97.39,1121430,
688508.SH,–æ≈ÛŒ¢,2020-12-23,96.98,100.73,95.44,99.17,1455103,
688508.SH,–æ≈ÛŒ¢,2020-12-24,99.29,100.8,92.6,93,1629515,
688508.SH,–æ≈ÛŒ¢,2020-12-25,93.01,95.43,90.52,92.98,1391432,
688508.SH,–æ≈ÛŒ¢,2020-12-28,92.98,93.5,89.09,90,1204162,
688508.SH,–æ≈ÛŒ¢,2020-12-29,92,92.89,90.11,90.5,962803,
688508.SH,–æ≈ÛŒ¢,2020-12-30,89.41,92.74,89,91.65,1255637,
688508.SH,–æ≈ÛŒ¢,2020-12-31,91.89,96.3,91.66,94.5,1170040,
688508.SH,–æ≈ÛŒ¢,2021-01-04,94.3,94.4,91.8,92.86,2169993,
688508.SH,–æ≈ÛŒ¢,2021-01-05,93.79,95.88,90.01,94.07,2777369,
688508.SH,–æ≈ÛŒ¢,2021-01-06,93.5,95,90.55,91.4,1710344,
688508.SH,–æ≈ÛŒ¢,2021-01-07,90.55,91.25,81.38,83.13,3320382,
688508.SH,–æ≈ÛŒ¢,2021-01-08,83.09,85,80.1,82.09,1323411,
688508.SH,–æ≈ÛŒ¢,2021-01-11,82.3,85.27,80.1,80.51,1502697,
688508.SH,–æ≈ÛŒ¢,2021-01-12,80.99,81.7,78.22,80.08,1296863,
688508.SH,–æ≈ÛŒ¢,2021-01-13,79.9,80.03,75.15,75.82,2066815,
688508.SH,–æ≈ÛŒ¢,2021-01-14,76.51,85.2,75.58,82.47,3321921,
688508.SH,–æ≈ÛŒ¢,2021-01-15,82.47,86.6,81.01,83,2392066,
688508.SH,–æ≈ÛŒ¢,2021-01-18,83.15,86.8,81.5,86.1,2201442,
688508.SH,–æ≈ÛŒ¢,2021-01-19,86.5,89.3,85.21,86.07,1884519,
688508.SH,–æ≈ÛŒ¢,2021-01-20,85.64,87.49,84.5,84.98,997555,
688508.SH,–æ≈ÛŒ¢,2021-01-21,84.5,86.31,83.51,84.74,1235230,
688508.SH,–æ≈ÛŒ¢,2021-01-22,84.74,84.74,81.48,81.8,1696852,
688508.SH,–æ≈ÛŒ¢,2021-01-25,80.09,83.78,78.32,80.19,1543388,
688508.SH,–æ≈ÛŒ¢,2021-01-26,80.68,84.2,80.2,80.78,1268879,
688508.SH,–æ≈ÛŒ¢,2021-01-27,83.31,85.45,81.08,81.5,1829351,
688508.SH,–æ≈ÛŒ¢,2021-01-28,79.8,86.39,79.74,84.53,2671923,
688508.SH,–æ≈ÛŒ¢,2021-01-29,85.5,85.85,82.01,85.85,1759253,
688508.SH,–æ≈ÛŒ¢,2021-02-01,85.2,87.67,83.11,87.19,1884827,
688508.SH,–æ≈ÛŒ¢,2021-02-02,87.19,89.3,85.2,86.47,1602652,
688508.SH,–æ≈ÛŒ¢,2021-02-03,85.95,85.95,81.02,81.14,1673555,
688508.SH,–æ≈ÛŒ¢,2021-02-04,81.95,88,78.35,87.19,2070974,
688508.SH,–æ≈ÛŒ¢,2021-02-05,86.01,86.4,82.19,82.8,1547928,
688508.SH,–æ≈ÛŒ¢,2021-02-08,82.39,84.97,82.02,84,907756,
688508.SH,–æ≈ÛŒ¢,2021-02-09,84.34,84.6,80.8,81.82,1669161,
688508.SH,–æ≈ÛŒ¢,2021-02-10,82.01,83.34,81,81.4,1112934,
