代码,简称,日期,开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),
688219.SH,会通股份,2020-11-18,36,42.09,32.6,39.25,34639026,
688219.SH,会通股份,2020-11-19,40.24,42.22,35,35.2,28689367,
688219.SH,会通股份,2020-11-20,33.11,35.57,31.8,34.33,21266206,
688219.SH,会通股份,2020-11-23,33.56,33.82,30.58,30.67,17045772,
688219.SH,会通股份,2020-11-24,29.84,31.6,29.75,30.25,9654525,
688219.SH,会通股份,2020-11-25,30.64,30.78,27.97,28.24,12322287,
688219.SH,会通股份,2020-11-26,27.95,28.88,27.5,27.87,7203916,
688219.SH,会通股份,2020-11-27,27.8,28.45,26.62,27.7,9115248,
688219.SH,会通股份,2020-11-30,27.46,28.15,27.01,27.5,5743677,
688219.SH,会通股份,2020-12-01,27.6,28.18,27.41,27.52,5109074,
688219.SH,会通股份,2020-12-02,27.72,27.95,26.6,26.61,6804172,
688219.SH,会通股份,2020-12-03,26.51,26.72,25.35,25.35,7189902,
688219.SH,会通股份,2020-12-04,25.3,26.32,25.1,25.37,5053351,
688219.SH,会通股份,2020-12-07,25.37,25.5,24.8,24.89,3959824,
688219.SH,会通股份,2020-12-08,25,25.58,24.89,25.58,3773650,
688219.SH,会通股份,2020-12-09,25.65,25.84,24.24,24.32,3740398,
688219.SH,会通股份,2020-12-10,24.08,24.18,23.03,23.07,4829306,
688219.SH,会通股份,2020-12-11,23.18,23.25,21.89,22.24,4620619,
688219.SH,会通股份,2020-12-14,22.28,22.45,21.67,22.06,2885248,
688219.SH,会通股份,2020-12-15,22,22.68,21.9,22.27,2842553,
688219.SH,会通股份,2020-12-16,22.28,22.83,21.61,21.81,3040238,
688219.SH,会通股份,2020-12-17,21.75,22.28,21.01,22.03,3293242,
688219.SH,会通股份,2020-12-18,22.2,22.6,21.78,22.28,3209037,
688219.SH,会通股份,2020-12-21,22.29,23.23,22.1,23.13,4117203,
688219.SH,会通股份,2020-12-22,22.65,23.12,22.2,22.23,3644132,
688219.SH,会通股份,2020-12-23,22.31,22.47,21.05,21.16,3797639,
688219.SH,会通股份,2020-12-24,20.94,20.95,20.03,20.2,3423058,
688219.SH,会通股份,2020-12-25,20.04,20.63,19.8,20.08,1862933,
688219.SH,会通股份,2020-12-28,20.1,20.35,18.9,18.97,3117620,
688219.SH,会通股份,2020-12-29,18.97,19.3,18.79,18.88,2044733,
688219.SH,会通股份,2020-12-30,18.71,19.05,18.6,18.79,2087046,
688219.SH,会通股份,2020-12-31,18.76,19.38,18.74,19.08,2063913,
688219.SH,会通股份,2021-01-04,18.97,19.41,18.61,19.36,2964904,
688219.SH,会通股份,2021-01-05,19.1,19.22,18.4,18.61,3228536,
688219.SH,会通股份,2021-01-06,18.79,18.9,17.79,17.89,2785525,
688219.SH,会通股份,2021-01-07,17.31,17.89,16.83,16.85,3470912,
688219.SH,会通股份,2021-01-08,16.8,17.12,16.18,16.3,3208659,
688219.SH,会通股份,2021-01-11,16.88,17.38,16.36,16.58,4432748,
688219.SH,会通股份,2021-01-12,16.38,16.7,15.88,16.06,3170184,
688219.SH,会通股份,2021-01-13,16.22,16.8,16.1,16.32,3674765,
688219.SH,会通股份,2021-01-14,16.3,16.95,15.68,16.47,4121285,
688219.SH,会通股份,2021-01-15,16.22,17.74,16.22,17.29,5435249,
688219.SH,会通股份,2021-01-18,17.2,18.3,17.01,17.75,5281114,
688219.SH,会通股份,2021-01-19,17.92,17.92,17.4,17.51,3111516,
688219.SH,会通股份,2021-01-20,17.62,17.71,17,17.31,2652127,
688219.SH,会通股份,2021-01-21,17.26,17.33,16.87,16.88,2622921,
688219.SH,会通股份,2021-01-22,16.79,17.29,16.32,16.35,2661445,
688219.SH,会通股份,2021-01-25,16.3,16.44,15.98,16.09,1874055,
688219.SH,会通股份,2021-01-26,16.1,17.15,16.1,16.67,3117406,
688219.SH,会通股份,2021-01-27,16.67,16.89,16.21,16.38,1776924,
688219.SH,会通股份,2021-01-28,16.25,16.88,16.01,16.12,2132927,
688219.SH,会通股份,2021-01-29,16.32,16.76,16.02,16.51,2430661,
688219.SH,会通股份,2021-02-01,16.52,17.7,16.51,17.69,4197007,
688219.SH,会通股份,2021-02-02,17.86,18.49,17.22,18.17,4839924,
688219.SH,会通股份,2021-02-03,18.34,18.34,17,17.01,3502213,
688219.SH,会通股份,2021-02-04,16.8,17.01,15.9,16.1,3040380,
688219.SH,会通股份,2021-02-05,16.03,16.37,15.78,16.07,1736334,
688219.SH,会通股份,2021-02-08,16,16.28,15.36,15.42,1850934,
688219.SH,会通股份,2021-02-09,15.45,15.76,15.3,15.6,1608968,
688219.SH,会通股份,2021-02-10,15.5,15.92,15.45,15.83,1285374,
688219.SH,会通股份,2021-02-18,16.01,16.75,16.01,16.47,1863724,
688219.SH,会通股份,2021-02-19,16.5,17.09,16.28,16.96,1983094,
688219.SH,会通股份,2021-02-22,16.98,17.88,16.98,17.18,2934137,
688219.SH,会通股份,2021-02-23,17.16,17.32,16.76,16.94,1490736,
688219.SH,会通股份,2021-02-24,16.94,17.56,16.8,17.11,2014728,
688219.SH,会通股份,2021-02-25,17.3,17.4,16.63,16.69,1427518,
688219.SH,会通股份,2021-02-26,16.68,18.49,16.61,17.78,4877151,
688219.SH,会通股份,2021-03-01,18,18.88,17.9,18.49,4292818,
688219.SH,会通股份,2021-03-02,18.45,18.59,17.61,17.94,2886857,
688219.SH,会通股份,2021-03-03,18.03,18.27,17.7,18.04,1952835,
688219.SH,会通股份,2021-03-04,17.9,18.26,17.46,17.58,2213888,
688219.SH,会通股份,2021-03-05,17.58,17.74,17.22,17.57,1592106,
688219.SH,会通股份,2021-03-08,17.58,17.94,17.26,17.27,1555331,
688219.SH,会通股份,2021-03-09,17.3,17.46,16.47,16.59,1626914,
688219.SH,会通股份,2021-03-10,16.77,16.97,16.23,16.41,1164644,
688219.SH,会通股份,2021-03-11,16.28,16.64,16.24,16.62,993260,
688219.SH,会通股份,2021-03-12,16.35,16.62,16.07,16.17,1539456,
688219.SH,会通股份,2021-03-15,16.3,16.3,15.7,15.83,1207161,
688219.SH,会通股份,2021-03-16,15.83,16.32,15.73,16.28,1164815,
688219.SH,会通股份,2021-03-17,16.31,16.62,16.13,16.48,1123358,
688219.SH,会通股份,2021-03-18,16.35,16.55,16.35,16.47,744826,
688219.SH,会通股份,2021-03-19,16.49,16.93,16.3,16.8,1328173,
688219.SH,会通股份,2021-03-22,16.84,17.19,16.8,16.98,1395665,
688219.SH,会通股份,2021-03-23,16.98,17.12,16.3,16.34,1398826,
688219.SH,会通股份,2021-03-24,16.07,16.44,16.07,16.2,720101,
688219.SH,会通股份,2021-03-25,16.27,16.34,16.04,16.05,605056,
688219.SH,会通股份,2021-03-26,16.04,16.22,16.03,16.16,481558,
688219.SH,会通股份,2021-03-29,16.18,16.22,16.05,16.07,664114,
688219.SH,会通股份,2021-03-30,16.01,16.04,15.72,15.91,830336,
688219.SH,会通股份,2021-03-31,15.88,16.44,15.81,16.19,924542,
688219.SH,会通股份,2021-04-01,16.22,16.29,15.98,15.98,715464,
688219.SH,会通股份,2021-04-02,16.06,16.18,15.75,15.97,1053144,
688219.SH,会通股份,2021-04-06,15.99,16.21,15.91,16.12,811940,
688219.SH,会通股份,2021-04-07,16.15,16.63,16.15,16.62,1617133,
688219.SH,会通股份,2021-04-08,16.59,17.21,16.49,16.7,2249735,
688219.SH,会通股份,2021-04-09,16.84,16.92,16.28,16.37,1430232,
688219.SH,会通股份,2021-04-12,16.37,17.55,16.29,17.55,3467744,
688219.SH,会通股份,2021-04-13,17.42,17.44,16.8,16.8,2569563,
688219.SH,会通股份,2021-04-14,16.95,18.02,16.72,17.43,3137341,
688219.SH,会通股份,2021-04-15,17.34,17.66,16.87,17.26,2019278,
688219.SH,会通股份,2021-04-16,17.08,17.68,17.07,17.32,1600233,
688219.SH,会通股份,2021-04-19,17.53,18.42,17.21,18.15,3824929,
688219.SH,会通股份,2021-04-20,18.42,19.15,17.61,17.7,4590913,
688219.SH,会通股份,2021-04-21,17.58,17.98,17.03,17.23,3502684,
688219.SH,会通股份,2021-04-22,17.29,17.38,16.86,17.09,2013160,
688219.SH,会通股份,2021-04-23,17.24,17.24,16.82,16.83,1350927,
688219.SH,会通股份,2021-04-26,16.8,17.15,16.77,16.87,1233342,
688219.SH,会通股份,2021-04-27,16.85,17.9,16.85,17.78,3884420,
688219.SH,会通股份,2021-04-28,17.5,18.15,17.5,17.83,2089222,
688219.SH,会通股份,2021-04-29,17.93,18.02,17.13,17.3,2168600,
688219.SH,会通股份,2021-04-30,17.15,17.32,16.13,16.43,2014438,
688219.SH,会通股份,2021-05-06,16.48,16.58,16.15,16.28,1055422,
688219.SH,会通股份,2021-05-07,16.28,16.34,16.13,16.17,973956,
688219.SH,会通股份,2021-05-10,16.17,16.68,16,16.61,1451881,
688219.SH,会通股份,2021-05-11,16.54,16.85,16.51,16.57,940305,
688219.SH,会通股份,2021-05-12,16.2,16.5,16.12,16.22,1112600,
688219.SH,会通股份,2021-05-13,16.28,16.46,16.11,16.42,939645,
688219.SH,会通股份,2021-05-14,16.4,16.47,16.2,16.4,1085531,
688219.SH,会通股份,2021-05-17,16.32,16.4,15.98,16.03,1319816,
688219.SH,会通股份,2021-05-18,16,16.46,15.7,16.34,2615372,
688219.SH,会通股份,2021-05-19,16.03,16.29,16.03,16.21,743844,
688219.SH,会通股份,2021-05-20,16.08,16.26,15.91,15.96,1209210,
688219.SH,会通股份,2021-05-21,15.96,16.05,15.79,15.87,841967,
688219.SH,会通股份,2021-05-24,15.87,15.87,15.55,15.72,765563,
688219.SH,会通股份,2021-05-25,15.7,15.97,15.51,15.8,996088,
688219.SH,会通股份,2021-05-26,15.88,17.48,15.88,17.13,4415080,
688219.SH,会通股份,2021-05-27,17.15,17.47,16.81,16.86,2773313,
688219.SH,会通股份,2021-05-28,16.8,16.98,16.48,16.48,1969038,
688219.SH,会通股份,2021-05-31,16.3,16.84,16.05,16.79,1913050,
688219.SH,会通股份,2021-06-01,16.62,17.2,16.61,17.16,2555741,
688219.SH,会通股份,2021-06-02,17.17,18.15,16.91,17.68,4891209,
688219.SH,会通股份,2021-06-03,17.69,18.37,17.52,17.69,5172222,
688219.SH,会通股份,2021-06-04,17.74,18,17.06,17.19,3360707,
688219.SH,会通股份,2021-06-07,17.2,17.54,17.15,17.42,2568336,
688219.SH,会通股份,2021-06-08,17.3,17.52,16.83,16.9,2606955,
688219.SH,会通股份,2021-06-09,17,18.3,16.9,17.84,4967091,
688219.SH,会通股份,2021-06-10,17.82,17.92,17.38,17.83,3229122,
688219.SH,会通股份,2021-06-11,17.8,17.94,17.08,17.2,3030257,
688219.SH,会通股份,2021-06-15,17.2,17.48,16.89,17.09,1746413,
688219.SH,会通股份,2021-06-16,17.45,17.45,16.55,16.64,1644492,
688219.SH,会通股份,2021-06-17,16.6,16.74,16.15,16.35,1834893,
688219.SH,会通股份,2021-06-18,16.35,16.56,16.18,16.49,1169601,
688219.SH,会通股份,2021-06-21,16.49,16.79,16.4,16.63,1170569,
688219.SH,会通股份,2021-06-22,16.64,16.74,16.35,16.48,1357375,
688219.SH,会通股份,2021-06-23,16.41,16.78,16.38,16.55,981340,
688219.SH,会通股份,2021-06-24,16.42,16.55,16.24,16.25,1298284,
688219.SH,会通股份,2021-06-25,16.33,16.57,16.11,16.57,1153957,
688219.SH,会通股份,2021-06-28,16.6,17.47,16.51,17.08,3360978,
688219.SH,会通股份,2021-06-29,17.08,17.29,16.73,16.97,1605852,
688219.SH,会通股份,2021-06-30,16.97,17.55,16.81,17.52,3596647,
688219.SH,会通股份,2021-07-01,17.48,17.48,17,17.11,2376345,
688219.SH,会通股份,2021-07-02,17.09,17.6,16.88,17.55,3173451,
688219.SH,会通股份,2021-07-05,17.52,18.12,17.22,17.48,3135846,
688219.SH,会通股份,2021-07-06,17.6,17.66,17.02,17.3,2261496,
688219.SH,会通股份,2021-07-07,17.39,18.49,17.3,18.37,6641515,
688219.SH,会通股份,2021-07-08,18.47,18.67,17.95,18.26,3930307,
688219.SH,会通股份,2021-07-09,18.4,20.5,18.06,19.75,10532787,
688219.SH,会通股份,2021-07-12,19.85,21.17,19.35,21.07,8865589,
688219.SH,会通股份,2021-07-13,20.55,20.88,19.9,20.3,5632894,
688219.SH,会通股份,2021-07-14,20.38,20.47,19,19.2,5818127,
688219.SH,会通股份,2021-07-15,19.05,19.8,18.91,19.63,3604697,
688219.SH,会通股份,2021-07-16,20.26,21.55,19.71,19.8,5857556,
688219.SH,会通股份,2021-07-19,20.29,20.8,19.8,19.99,3748248,
688219.SH,会通股份,2021-07-20,19.64,19.84,19.05,19.4,3485353,
688219.SH,会通股份,2021-07-21,19.45,19.8,18.95,19.39,3579116,
688219.SH,会通股份,2021-07-22,19.49,20.18,19.2,20.01,4370491,
688219.SH,会通股份,2021-07-23,20.12,20.12,19.03,19.2,3561924,
688219.SH,会通股份,2021-07-26,19.2,19.56,18.29,18.38,3228510,
688219.SH,会通股份,2021-07-27,18.74,18.88,18.06,18.21,3026140,
688219.SH,会通股份,2021-07-28,18.25,18.33,17.12,17.27,3118433,
688219.SH,会通股份,2021-07-29,17.3706,17.9037,17.3505,17.5114,2436357,
688219.SH,会通股份,2021-07-30,17.7025,17.8836,17.1091,17.8031,2973660,
688219.SH,会通股份,2021-08-02,18.0646,18.1853,17.7025,18.0545,2181848,
688219.SH,会通股份,2021-08-03,17.8936,18.8693,17.8836,18.2356,3222702,
688219.SH,会通股份,2021-08-04,18.2054,18.4569,18.0042,18.3462,2526592,
688219.SH,会通股份,2021-08-05,18.3663,18.3663,17.3806,17.6522,3099894,
688219.SH,会通股份,2021-08-06,17.9137,17.9137,17.3102,17.5315,1842765,
688219.SH,会通股份,2021-08-09,17.5013,18.5072,17.1996,18.4569,3168132,
688219.SH,会通股份,2021-08-10,18.2658,18.658,18.2658,18.5876,2013337,
688219.SH,会通股份,2021-08-11,18.5876,18.658,18.2859,18.3261,2129833,
688219.SH,会通股份,2021-08-12,18.6077,19.1408,18.2054,18.9698,2983491,
688219.SH,会通股份,2021-08-13,18.8894,19.694,18.8089,19.3118,3366885,
688219.SH,会通股份,2021-08-16,19.4325,19.5432,18.7989,18.99,2477586,
688219.SH,会通股份,2021-08-17,19.1107,19.1107,17.783,17.8333,3134056,
688219.SH,会通股份,2021-08-18,17.4913,18.6279,17.4812,18.5172,2776160,
688219.SH,会通股份,2021-08-19,18.5474,18.7888,18.2054,18.3764,2111319,
688219.SH,会通股份,2021-08-20,18.2658,18.3965,17.6321,18.0847,1834195,
688219.SH,会通股份,2021-08-23,18.135,19.0704,18.135,19,2516249,
688219.SH,会通股份,2021-08-24,18.819,19.7443,18.8089,19.2112,3419159,
688219.SH,会通股份,2021-08-25,19.4325,19.7644,18.9397,19.3018,2753661,
688219.SH,会通股份,2021-08-26,19.4828,19.4828,18.7385,18.819,2225481,
688219.SH,会通股份,2021-08-27,18.7586,19.2615,18.6983,19.0905,2124728,
688219.SH,会通股份,2021-08-30,19.1107,19.7142,18.306,18.4166,3572895,
688219.SH,会通股份,2021-08-31,17.4309,17.5114,14.9566,15.1075,8154009,
688219.SH,会通股份,2021-09-01,15.0371,15.3187,14.4436,14.7856,3219752,
688219.SH,会通股份,2021-09-02,14.7856,14.8359,14.4436,14.5543,2320389,
688219.SH,会通股份,2021-09-03,14.5543,15.1377,14.5543,14.7756,2033445,
688219.SH,会通股份,2021-09-06,14.7856,14.9868,14.6347,14.9264,1393501,
688219.SH,会通股份,2021-09-07,14.9164,15.3388,14.9164,15.1678,1706832,
688219.SH,会通股份,2021-09-08,15.3891,15.3891,15.0069,15.1578,1276347,
688219.SH,会通股份,2021-09-09,15.1678,15.1678,14.9063,14.9365,1238303,
688219.SH,会通股份,2021-09-10,15.0672,15.0672,14.7655,14.8661,1312602,
688219.SH,会通股份,2021-09-13,14.7554,14.9365,14.6448,14.7152,1013707,
688219.SH,会通股份,2021-09-14,14.685,15.0471,14.6347,14.9767,1875767,
688219.SH,会通股份,2021-09-15,14.9164,14.9767,14.6347,14.7756,1495771,
688219.SH,会通股份,2021-09-16,14.6347,15.3388,14.6347,14.9767,2330967,
688219.SH,会通股份,2021-09-17,15.1477,15.5199,14.9968,15.1578,2382958,
688219.SH,会通股份,2021-09-22,14.8963,15.1377,14.6448,14.7454,1386411,
688219.SH,会通股份,2021-09-23,14.7957,14.8862,14.5543,14.5643,1962891,
688219.SH,会通股份,2021-09-24,14.6247,14.6247,13.8804,13.8904,2995863,
688219.SH,会通股份,2021-09-27,13.8603,14.1017,13.2165,13.2668,2139880,
688219.SH,会通股份,2021-09-28,13.2266,13.3573,13.0757,13.2769,897687,
688219.SH,会通股份,2021-09-29,13.2769,13.297,12.8142,12.8745,1194159,
688219.SH,会通股份,2021-09-30,12.945,13.0355,12.7538,12.8444,728955,
688219.SH,会通股份,2021-10-08,12.8947,13.2366,12.8947,13.0556,902999,
688219.SH,会通股份,2021-10-11,13.1864,13.297,13.0254,13.0858,987346,
688219.SH,会通股份,2021-10-12,13.0757,13.0958,12.7941,12.8142,819167,
688219.SH,会通股份,2021-10-13,12.9751,13.0254,12.8243,12.9852,805319,
688219.SH,会通股份,2021-10-14,12.8947,13.0455,12.8243,12.955,630465,
688219.SH,会通股份,2021-10-15,13.0053,13.0355,12.784,12.8846,721333,
688219.SH,会通股份,2021-10-18,12.8645,12.8645,12.442,12.5024,1033601,
688219.SH,会通股份,2021-10-19,12.5326,12.5929,12.4521,12.4722,942725,
688219.SH,会通股份,2021-10-20,12.4923,12.4923,11.9995,12.1906,1510662,
688219.SH,会通股份,2021-10-21,12.1906,12.2409,11.7883,11.9391,1385828,
688219.SH,会通股份,2021-10-22,11.9794,12.0297,11.6676,11.7581,1248753,
688219.SH,会通股份,2021-10-25,11.7983,12.3716,11.5972,12.2711,2090197,
688219.SH,会通股份,2021-10-26,12.3515,12.6432,11.9794,11.9894,1752328,
688219.SH,会通股份,2021-10-27,11.9794,11.9894,11.3457,11.4563,1554327,
