旗鷹,酒各,晩豚,蝕徒勺(圷),恷互勺(圷),恷詰勺(圷),辺徒勺(圷),撹住楚(紘),
300533.SZ,甥寒利大,2016-11-22,171,176,167.55,168.08,5006758,
300533.SZ,甥寒利大,2016-11-23,165.7,167.88,163.24,164.1,2857547,
300533.SZ,甥寒利大,2016-11-24,165.2,170.75,164.2,165.97,2837924,
300533.SZ,甥寒利大,2016-11-25,163.3,167,158,166.2,3047073,
300533.SZ,甥寒利大,2016-11-28,164.49,164.49,159.4,159.44,2047720,
300533.SZ,甥寒利大,2016-11-29,159.98,160.5,157.68,157.69,1534340,
300533.SZ,甥寒利大,2016-11-30,157.69,160.99,157.27,159.26,1313216,
300533.SZ,甥寒利大,2016-12-01,158.55,159.5,157.01,158.2,1274898,
300533.SZ,甥寒利大,2016-12-02,158.87,159.5,149.68,150,2418765,
300533.SZ,甥寒利大,2016-12-05,147.82,150.68,146.01,148.26,1057711,
300533.SZ,甥寒利大,2016-12-06,148.8,149.47,147.13,147.78,705245,
300533.SZ,甥寒利大,2016-12-07,148.03,148.71,145.5,148.45,837042,
300533.SZ,甥寒利大,2016-12-08,148.4,148.4,146.01,146.2,812136,
300533.SZ,甥寒利大,2016-12-09,146.2,146.49,142.03,142.21,1343012,
300533.SZ,甥寒利大,2016-12-12,142,142,127.99,127.99,2319689,
300533.SZ,甥寒利大,2016-12-13,126.1,129.21,125.12,127.32,1174870,
300533.SZ,甥寒利大,2016-12-14,127.75,128.36,124,124.3,974917,
300533.SZ,甥寒利大,2016-12-15,123.99,127.99,123.99,126.09,1052029,
300533.SZ,甥寒利大,2016-12-16,125.6,127.33,124.51,126.4,792264,
300533.SZ,甥寒利大,2016-12-19,126.66,126.68,124.01,124.36,637483,
300533.SZ,甥寒利大,2016-12-20,124.01,125.5,124,125,554147,
300533.SZ,甥寒利大,2016-12-21,125.18,126.77,125.1,126.3,703888,
300533.SZ,甥寒利大,2016-12-22,126.69,126.98,124.81,126.28,586872,
300533.SZ,甥寒利大,2016-12-23,126.28,126.53,120.18,120.92,1077012,
300533.SZ,甥寒利大,2016-12-26,120,121.5,115.38,120.8,998951,
300533.SZ,甥寒利大,2016-12-27,120.26,121.15,120,120.5,536318,
300533.SZ,甥寒利大,2016-12-28,120.01,123.98,120,121.5,816031,
300533.SZ,甥寒利大,2016-12-29,120.77,121.79,119.41,119.5,593599,
300533.SZ,甥寒利大,2016-12-30,119.51,120.34,118.41,119.5,436480,
300533.SZ,甥寒利大,2017-01-03,119.02,120.99,119.02,120.66,489063,
300533.SZ,甥寒利大,2017-01-04,121.3,122.66,120.42,122.29,678118,
300533.SZ,甥寒利大,2017-01-05,122.06,122.28,119.19,119.5,717957,
300533.SZ,甥寒利大,2017-01-06,119.06,119.2,113.3,113.3,1439309,
300533.SZ,甥寒利大,2017-01-09,111.9,116.06,109.2,113.48,1318092,
300533.SZ,甥寒利大,2017-01-10,113.46,114.79,111.88,112.07,737024,
300533.SZ,甥寒利大,2017-01-11,111.98,111.98,107.5,107.56,886886,
300533.SZ,甥寒利大,2017-01-12,107.07,109.9,107.07,108,812611,
300533.SZ,甥寒利大,2017-01-13,107.5,108.59,101,102.37,1126709,
300533.SZ,甥寒利大,2017-01-16,101.52,101.52,92.13,94.02,1493557,
300533.SZ,甥寒利大,2017-01-17,93.4,99.88,91.02,98.4,1478391,
300533.SZ,甥寒利大,2017-01-18,97.5,97.69,94.85,94.9,814796,
300533.SZ,甥寒利大,2017-01-19,93.31,98.99,92.21,96.9,1387759,
300533.SZ,甥寒利大,2017-01-20,96.06,101,95.31,99.42,1300756,
300533.SZ,甥寒利大,2017-01-23,99.2,101.9,99,99.52,1003235,
300533.SZ,甥寒利大,2017-01-24,98.87,99.19,96.61,97.02,777459,
300533.SZ,甥寒利大,2017-01-25,96.93,103.19,96.18,100.78,1343131,
300533.SZ,甥寒利大,2017-01-26,100.32,102.49,99.6,100.61,860375,
300533.SZ,甥寒利大,2017-02-03,100.67,100.67,99.01,99.39,498599,
300533.SZ,甥寒利大,2017-02-06,99.85,101.15,99.35,101.15,704144,
300533.SZ,甥寒利大,2017-02-07,100.63,100.9,98.3,98.8,833354,
300533.SZ,甥寒利大,2017-02-08,98.5,100.44,97.89,100.29,828376,
300533.SZ,甥寒利大,2017-02-09,100.78,101.98,99.97,101.2,1144495,
300533.SZ,甥寒利大,2017-02-10,101.25,101.25,98.53,98.69,873802,
300533.SZ,甥寒利大,2017-02-13,98.5,101.2,98.01,100.52,880786,
300533.SZ,甥寒利大,2017-02-14,100.7,101.3,100.13,100.6,668101,
300533.SZ,甥寒利大,2017-02-15,100.23,102.8,100,100.85,1303985,
300533.SZ,甥寒利大,2017-02-16,100,100.51,98.6,99.42,983973,
300533.SZ,甥寒利大,2017-02-17,99.46,100.4,97.22,97.22,830174,
300533.SZ,甥寒利大,2017-02-20,96.9,97.08,94.99,96.94,816965,
300533.SZ,甥寒利大,2017-02-21,96.84,99.3,96.51,98.7,781684,
300533.SZ,甥寒利大,2017-02-22,98.89,99.48,97.56,98.36,573748,
300533.SZ,甥寒利大,2017-02-23,98.35,100.11,98,99.52,897922,
300533.SZ,甥寒利大,2017-02-24,99.9,106.89,99.2,104.04,2221404,
300533.SZ,甥寒利大,2017-02-27,104.04,104.05,101.63,102,1177240,
300533.SZ,甥寒利大,2017-02-28,101.55,103.89,101.52,102.8,940535,
300533.SZ,甥寒利大,2017-03-01,103.04,105.66,102.55,103.2,1213822,
300533.SZ,甥寒利大,2017-03-02,102.76,103.56,101.5,101.81,860368,
300533.SZ,甥寒利大,2017-03-03,101.16,103,100.12,102.73,795895,
300533.SZ,甥寒利大,2017-03-06,102.4,106.36,102.13,106.26,1450160,
300533.SZ,甥寒利大,2017-03-07,106.4,111.98,105.1,110.8,2458032,
300533.SZ,甥寒利大,2017-03-08,109.86,110.75,108.5,110.1,1164047,
300533.SZ,甥寒利大,2017-03-09,110.1,114.35,109.18,111.08,1707153,
300533.SZ,甥寒利大,2017-03-10,111.6,112.21,109.18,111.65,1220690,
300533.SZ,甥寒利大,2017-03-13,112.21,120.62,111.01,118.67,2850100,
300533.SZ,甥寒利大,2017-03-14,118.8,119.76,116.45,118.65,1792059,
300533.SZ,甥寒利大,2017-03-15,117.2,119.49,116.52,117.51,1163681,
300533.SZ,甥寒利大,2017-03-16,117.17,120.36,117,118.59,1586085,
300533.SZ,甥寒利大,2017-03-17,119.1,121.17,115.41,115.48,1698016,
300533.SZ,甥寒利大,2017-03-20,115.4,115.48,113.14,114.76,1084459,
300533.SZ,甥寒利大,2017-03-21,114.8,116.9,114.5,116.75,1237315,
300533.SZ,甥寒利大,2017-03-22,115.49,118.35,115.01,118.07,1360180,
300533.SZ,甥寒利大,2017-03-23,118.01,119.2,114.78,117.11,1405934,
300533.SZ,甥寒利大,2017-03-24,117.11,119.33,115.48,117.91,1280100,
300533.SZ,甥寒利大,2017-03-27,117.38,118.76,115.3,116.22,836114,
300533.SZ,甥寒利大,2017-03-28,115.35,115.6,107.77,108.46,2277268,
300533.SZ,甥寒利大,2017-03-29,108.13,109.18,104.51,104.52,1114507,
300533.SZ,甥寒利大,2017-03-30,103.87,104,99.2,100.12,1311065,
300533.SZ,甥寒利大,2017-03-31,100.16,101.73,99.01,100.15,740141,
300533.SZ,甥寒利大,2017-04-05,98.67,102.59,98.67,101.22,594134,
300533.SZ,甥寒利大,2017-04-06,101.14,102.99,100.5,101.38,586218,
300533.SZ,甥寒利大,2017-04-07,101.01,101.55,99.8,99.89,571887,
300533.SZ,甥寒利大,2017-04-10,95,95,89.9,89.9,1957269,
300533.SZ,甥寒利大,2017-04-11,86.43,92.45,86.29,91.85,1522287,
300533.SZ,甥寒利大,2017-04-12,91.86,92.48,90.01,90.04,676900,
300533.SZ,甥寒利大,2017-04-13,90.02,91.5,89.6,90.1,504522,
300533.SZ,甥寒利大,2017-04-14,90.12,92.72,87.89,92.1,981800,
300533.SZ,甥寒利大,2017-04-17,90,91.92,87.91,91.09,934500,
300533.SZ,甥寒利大,2017-04-18,89.2,92.33,88.88,90.97,779800,
300533.SZ,甥寒利大,2017-04-19,90.85,94.33,89.38,93.51,1007070,
300533.SZ,甥寒利大,2017-04-20,93.78,95.5,92.51,93.13,843964,
300533.SZ,甥寒利大,2017-04-21,93.7,95.15,91.5,93.97,637249,
300533.SZ,甥寒利大,2017-04-24,94.88,96.57,92.01,94.35,670100,
300533.SZ,甥寒利大,2017-04-25,93.86,95.7,93.45,94.5,657627,
300533.SZ,甥寒利大,2017-04-26,94,94.94,93.2,94.2,553559,
300533.SZ,甥寒利大,2017-04-27,94.18,97.3,92.28,96.63,992910,
300533.SZ,甥寒利大,2017-04-28,96.57,98.45,95.8,97.2,664900,
300533.SZ,甥寒利大,2017-05-02,98.3,98.98,95.8,96.43,369199,
300533.SZ,甥寒利大,2017-05-03,96.4,96.9,94.85,95.61,403100,
300533.SZ,甥寒利大,2017-05-04,95.8,96.01,94.86,95.2,286000,
300533.SZ,甥寒利大,2017-05-05,94.89,95.43,94,94.57,318200,
300533.SZ,甥寒利大,2017-05-08,94.28,94.88,88.78,88.78,571500,
300533.SZ,甥寒利大,2017-05-09,88.53,91.69,87.87,90.73,337990,
300533.SZ,甥寒利大,2017-05-10,91.9,95.98,90.58,91.91,526420,
300533.SZ,甥寒利大,2017-05-11,91.31,92.88,90.01,92.5,370740,
300533.SZ,甥寒利大,2017-05-12,92.9,93.3,91.11,92.3,332800,
300533.SZ,甥寒利大,2017-05-15,93.5,94.03,91.71,92.3,258800,
300533.SZ,甥寒利大,2017-05-16,92.1,93.68,90.01,93.58,536052,
300533.SZ,甥寒利大,2017-05-17,93.58,95.5,93.28,94.33,519793,
300533.SZ,甥寒利大,2017-05-18,93.7,94.89,93.31,93.97,323394,
300533.SZ,甥寒利大,2017-05-19,94.44,95.78,92.66,93.09,376911,
300533.SZ,甥寒利大,2017-05-22,92.89,93.29,89.01,89.05,423711,
300533.SZ,甥寒利大,2017-05-23,88.94,90,85.1,85.25,454932,
300533.SZ,甥寒利大,2017-05-24,85.2,86.4,83.88,84.88,363159,
300533.SZ,甥寒利大,2017-05-25,85.2,85.84,83,84.71,370359,
300533.SZ,甥寒利大,2017-05-26,85.5872,85.6074,83.7117,84.8915,344917,
300533.SZ,甥寒利大,2017-05-31,87.5333,87.5333,84.2058,84.8612,376000,
300533.SZ,甥寒利大,2017-06-01,84.7503,85.3049,79.8901,79.8901,487059,
300533.SZ,甥寒利大,2017-06-02,80.0515,81.4732,77.7323,81.0396,380300,
300533.SZ,甥寒利大,2017-06-05,81.4732,82.5622,80.6867,81.4833,310847,
300533.SZ,甥寒利大,2017-06-06,80.8682,83.6714,79.1541,80.9892,328499,
300533.SZ,甥寒利大,2017-06-07,81.1203,83.6714,80.5355,83.379,593665,
300533.SZ,甥寒利大,2017-06-08,83.4294,84.6696,82.7336,83.4395,434400,
300533.SZ,甥寒利大,2017-06-09,83.3588,84.0646,82.1387,82.6832,291796,
300533.SZ,甥寒利大,2017-06-12,81.2211,82.6731,79.9607,80.8481,531900,
300533.SZ,甥寒利大,2017-06-13,81.0296,82.8849,80.6666,82.8345,386600,
300533.SZ,甥寒利大,2017-06-14,83.0059,83.9941,82.4311,83.1874,763622,
300533.SZ,甥寒利大,2017-06-15,83.379,86.1922,83.1672,85.5368,1273537,
300533.SZ,甥寒利大,2017-06-16,84.7301,86.6863,84.1957,85.4057,806050,
300533.SZ,甥寒利大,2017-06-19,84.9621,88.713,84.3066,87.9266,1384700,
300533.SZ,甥寒利大,2017-06-20,87.4325,87.5232,85.5066,87.2106,1179500,
300533.SZ,甥寒利大,2017-06-21,87.4426,90.5079,87.4426,89.6911,2219112,
300533.SZ,甥寒利大,2017-06-22,89.0357,89.066,86.2124,88.0576,1821688,
300533.SZ,甥寒利大,2017-06-23,87.1804,89.1365,85.5872,88.7534,1435662,
300533.SZ,甥寒利大,2017-06-26,88.5416,89.1164,87.0796,87.2207,779958,
300533.SZ,甥寒利大,2017-06-27,87.2006,87.8862,86.0611,87.2409,532200,
300533.SZ,甥寒利大,2017-06-28,88.1282,88.7231,85.7082,86.1116,921021,
300533.SZ,甥寒利大,2017-06-29,86.4544,86.8678,83.7218,86.2023,1969517,
300533.SZ,甥寒利大,2017-06-30,85.4763,89.2575,84.4478,88.7836,1412304,
300533.SZ,甥寒利大,2017-07-03,91.254,91.8187,88.6021,89.1265,1883805,
300533.SZ,甥寒利大,2017-07-04,89.2878,90.034,87.7249,89.7718,1645700,
300533.SZ,甥寒利大,2017-07-05,89.8625,92.5548,89.1365,92.0607,1821971,
300533.SZ,甥寒利大,2017-07-06,92.0103,93.4925,90.3062,92.817,904969,
300533.SZ,甥寒利大,2017-07-07,93.0186,95.116,92.3128,93.5127,2159169,
300533.SZ,甥寒利大,2017-07-10,92.7766,94.0774,88.1786,90.044,2860062,
300533.SZ,甥寒利大,2017-07-11,89.3886,90.7398,88.7937,89.3281,1307943,
300533.SZ,甥寒利大,2017-07-12,88.8139,90.6995,88.4509,90.155,536029,
300533.SZ,甥寒利大,2017-07-13,90.155,90.5482,89.2374,89.3382,435400,
300533.SZ,甥寒利大,2017-07-14,86.6964,86.6964,80.4044,81.1707,2193037,
300533.SZ,甥寒利大,2017-07-17,81.1506,81.1506,73.6082,76.5324,1176152,
300533.SZ,甥寒利大,2017-07-18,75.5947,77.5105,73.6183,76.482,788519,
300533.SZ,甥寒利大,2017-07-19,76.5324,78.6499,75.2317,76.9055,709450,
300533.SZ,甥寒利大,2017-07-20,77.3391,79.0028,76.9357,77.3693,683600,
300533.SZ,甥寒利大,2017-07-21,77.6416,78.5491,75.6249,76.6131,577600,
300533.SZ,甥寒利大,2017-07-24,75.8064,77.3491,75.3224,76.6332,594400,
300533.SZ,甥寒利大,2017-07-25,76.5727,77.4197,76.1291,76.2097,430100,
300533.SZ,甥寒利大,2017-07-26,76.2097,76.5626,75.4232,76.0988,393147,
300533.SZ,甥寒利大,2017-07-27,76.3811,79.4566,75.4232,79.0532,929527,
300533.SZ,甥寒利大,2017-07-28,78.7507,78.7507,77.3693,77.6516,500647,
300533.SZ,甥寒利大,2017-07-31,78.3071,79.0331,76.6332,77.5306,494708,
300533.SZ,甥寒利大,2017-08-01,77.3391,78.1457,75.8568,77.3189,594819,
300533.SZ,甥寒利大,2017-08-02,76.8551,77.5911,76.1492,76.1996,367900,
300533.SZ,甥寒利大,2017-08-03,76.3307,78.418,76.2299,76.9156,584831,
300533.SZ,甥寒利大,2017-08-04,77.0164,77.0164,75.3728,75.9274,707800,
300533.SZ,甥寒利大,2017-08-07,75.6047,76.3106,75.5241,75.7056,326100,
300533.SZ,甥寒利大,2017-08-08,75.7056,76.1089,75.1409,75.756,412600,
300533.SZ,甥寒利大,2017-08-09,75.756,76.0585,75.0703,75.4031,376800,
300533.SZ,甥寒利大,2017-08-10,75.6148,76.2601,74.9796,75.4938,371700,
300533.SZ,甥寒利大,2017-08-11,75.7257,75.9274,74.4956,75.3527,450200,
300533.SZ,甥寒利大,2017-08-14,75.2115,76.4618,74.8082,76.1996,558947,
300533.SZ,甥寒利大,2017-08-15,75.7862,76.5324,75.4232,75.8165,501800,
300533.SZ,甥寒利大,2017-08-16,75.4232,76.9761,75.2619,76.7542,824700,
300533.SZ,甥寒利大,2017-08-17,76.2299,77.1676,75.7761,76.5021,617734,
300533.SZ,甥寒利大,2017-08-18,75.8568,76.7341,75.1207,75.6148,670500,
300533.SZ,甥寒利大,2017-08-21,75.2014,76.3307,75.2014,76.1795,446455,
300533.SZ,甥寒利大,2017-08-22,75.7862,76.9861,75.7862,76.0887,530600,
300533.SZ,甥寒利大,2017-08-23,76.1291,76.482,75.4232,75.9778,406300,
300533.SZ,甥寒利大,2017-08-24,75.6854,76.3307,75.1207,75.4132,368200,
300533.SZ,甥寒利大,2017-08-25,74.909,76.0887,74.6972,76.0887,372100,
300533.SZ,甥寒利大,2017-08-28,76.1291,77.7323,75.7358,77.2181,873876,
300533.SZ,甥寒利大,2017-08-29,76.7845,77.9441,76.6635,77.4802,666113,
300533.SZ,甥寒利大,2017-08-30,76.9055,78.1256,76.9055,77.3996,571476,
300533.SZ,甥寒利大,2017-08-31,77.0466,78.5491,77.0366,78.5491,772474,
300533.SZ,甥寒利大,2017-09-01,78.9524,79.2347,77.7121,78.2566,731401,
300533.SZ,甥寒利大,2017-09-04,77.8432,79.0331,77.7424,78.2466,721600,
300533.SZ,甥寒利大,2017-09-05,78.2869,79.2549,77.6416,78.9826,648647,
300533.SZ,甥寒利大,2017-09-06,78.9423,79.8498,78.5289,79.2448,775241,
300533.SZ,甥寒利大,2017-09-07,79.265,85.5872,79.2549,83.6916,3263991,
300533.SZ,甥寒利大,2017-09-08,82.2295,83.5101,81.3522,82.2698,1931694,
300533.SZ,甥寒利大,2017-09-11,82.2698,83.1773,81.6951,82.5421,788450,
300533.SZ,甥寒利大,2017-09-12,83.4697,83.4697,80.2834,80.6464,899947,
300533.SZ,甥寒利大,2017-09-13,80.6666,81.7556,80.1624,80.8481,538945,
300533.SZ,甥寒利大,2017-09-14,80.6666,81.6547,79.6582,80.5556,591676,
300533.SZ,甥寒利大,2017-09-15,80.5052,81.1506,78.8516,79.0532,525900,
300533.SZ,甥寒利大,2017-09-18,78.66,79.5372,78.0146,79.0532,392747,
300533.SZ,甥寒利大,2017-09-19,78.781,79.4767,78.3071,79.0532,346300,
300533.SZ,甥寒利大,2017-09-20,79.023,79.4566,78.1457,79.3356,370373,
300533.SZ,甥寒利大,2017-09-21,79.3356,80.0616,78.6499,78.6499,447545,
300533.SZ,甥寒利大,2017-09-22,78.5995,79.1036,77.9743,78.8213,495145,
300533.SZ,甥寒利大,2017-09-25,78.6499,79.0431,77.1475,77.9138,389394,
300533.SZ,甥寒利大,2017-09-26,77.6416,78.4281,75.635,76.8046,598700,
300533.SZ,甥寒利大,2017-09-27,76.2904,77.2786,76.2904,76.8853,355094,
300533.SZ,甥寒利大,2017-09-28,76.8954,77.1676,75.635,75.635,355900,
300533.SZ,甥寒利大,2017-09-29,75.6451,76.2299,75.2115,75.6551,489500,
300533.SZ,甥寒利大,2017-10-09,76.2097,76.5324,74.8182,75.7963,787752,
300533.SZ,甥寒利大,2017-10-10,75.6249,76.3307,75.1611,76.1896,809327,
300533.SZ,甥寒利大,2017-10-11,76.0786,77.2886,76.0786,76.9357,901120,
300533.SZ,甥寒利大,2017-10-12,76.5324,77.4197,75.5342,76.1089,633100,
300533.SZ,甥寒利大,2017-10-13,75.6955,76.3711,75.2518,76.0786,466700,
300533.SZ,甥寒利大,2017-10-16,75.6854,76.3711,73.7897,74.2737,729455,
300533.SZ,甥寒利大,2017-10-17,74.1124,74.6166,73.8502,74.2435,378000,
300533.SZ,甥寒利大,2017-10-18,74.183,74.7678,73.6183,73.9612,428600,
300533.SZ,甥寒利大,2017-10-19,73.9813,74.9796,73.9712,74.788,608400,
300533.SZ,甥寒利大,2017-10-20,75.0703,75.6047,74.3645,75.4132,476686,
300533.SZ,甥寒利大,2017-10-23,75.2216,75.7056,74.667,75.4132,321200,
300533.SZ,甥寒利大,2017-10-24,75.3325,75.6249,74.3141,75.0905,340600,
300533.SZ,甥寒利大,2017-10-25,75.0401,75.8366,74.667,75.5342,424700,
300533.SZ,甥寒利大,2017-10-26,75.3728,75.7257,74.304,75.0502,561447,
300533.SZ,甥寒利大,2017-10-27,74.5863,75.0905,74.0317,74.2939,408700,
300533.SZ,甥寒利大,2017-10-30,74.2939,74.5662,68.3246,68.9094,957622,
300533.SZ,甥寒利大,2017-10-31,68.859,69.0607,68.3649,68.9195,367647,
300533.SZ,甥寒利大,2017-11-01,68.9195,69.1716,68.5867,68.9195,301200,
300533.SZ,甥寒利大,2017-11-02,69.0304,69.0304,67.1045,67.3263,536611,
300533.SZ,甥寒利大,2017-11-03,67.1146,67.4171,64.5635,64.7147,648211,
300533.SZ,甥寒利大,2017-11-06,65.3601,65.5012,64.0795,65.2088,438317,
300533.SZ,甥寒利大,2017-11-07,65.1987,65.1987,64.1299,64.8357,382817,
300533.SZ,甥寒利大,2017-11-08,64.5433,66.4995,64.5433,66.0357,668209,
300533.SZ,甥寒利大,2017-11-09,66.0357,66.2978,65.5819,66.1264,326247,
300533.SZ,甥寒利大,2017-11-10,66.2978,66.4087,65.7432,66.1466,344623,
300533.SZ,甥寒利大,2017-11-13,65.8239,66.197,65.2895,65.8844,430090,
300533.SZ,甥寒利大,2017-11-14,65.3601,66.4289,64.5332,64.8357,401000,
300533.SZ,甥寒利大,2017-11-15,64.8055,64.8055,63.6358,63.7972,353494,
300533.SZ,甥寒利大,2017-11-16,63.8274,63.9585,62.5166,62.8695,571766,
300533.SZ,甥寒利大,2017-11-17,62.809,62.8796,58.816,58.8362,944147,
300533.SZ,甥寒利大,2017-11-20,58.4833,58.4933,56.7792,58.2917,586247,
300533.SZ,甥寒利大,2017-11-21,58.4732,58.6748,57.0817,57.3943,472247,
300533.SZ,甥寒利大,2017-11-22,57.4447,58.332,57.0615,57.6161,383347,
300533.SZ,甥寒利大,2017-11-23,57.9085,60.3588,57.1523,57.727,849347,
300533.SZ,甥寒利大,2017-11-24,56.9708,57.7371,56.5674,57.2833,415447,
300533.SZ,甥寒利大,2017-11-27,57.1724,58.9673,56.6783,57.6463,498800,
300533.SZ,甥寒利大,2017-11-28,57.243,58.5841,57.243,58.5034,331147,
300533.SZ,甥寒利大,2017-11-29,58.5135,58.7555,56.6481,57.5959,396458,
300533.SZ,甥寒利大,2017-11-30,57.485,58.2816,57.1018,57.4245,285600,
300533.SZ,甥寒利大,2017-12-01,57.4749,58.9572,57.0716,58.332,550205,
300533.SZ,甥寒利大,2017-12-04,58.0093,58.0093,54.0264,54.218,869963,
300533.SZ,甥寒利大,2017-12-05,54.2483,54.6919,51.6165,51.9392,528405,
300533.SZ,甥寒利大,2017-12-06,52.3123,52.9374,51.4753,52.8366,420305,
300533.SZ,甥寒利大,2017-12-07,52.5139,53.3912,52.5139,52.9475,298805,
300533.SZ,甥寒利大,2017-12-08,53.0383,53.9962,52.8366,53.5223,451197,
300533.SZ,甥寒利大,2017-12-11,53.613,54.4499,53.0685,53.9357,426092,
300533.SZ,甥寒利大,2017-12-12,53.9458,53.9458,52.2518,52.3526,420700,
300533.SZ,甥寒利大,2017-12-13,51.8888,53.1391,51.8888,52.9878,300947,
300533.SZ,甥寒利大,2017-12-14,52.7358,53.2702,52.1005,52.5946,282500,
300533.SZ,甥寒利大,2017-12-15,52.8568,53.4013,52.0803,52.5038,362047,
300533.SZ,甥寒利大,2017-12-18,52.5038,52.9173,50.6082,51.5358,409994,
