´úÂë,¼ò³Æ,ÈÕÆÚ,¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),
301227.SZ,É­Ó¥´°Òµ,2022-09-26,31.2,33.66,30.7,31.61,10633226,
301227.SZ,É­Ó¥´°Òµ,2022-09-27,31,31.41,30.19,30.43,7172376,
301227.SZ,É­Ó¥´°Òµ,2022-09-28,30.1,31.28,29.29,29.64,6979455,
301227.SZ,É­Ó¥´°Òµ,2022-09-29,29.98,29.98,26.8,26.92,6712435,
301227.SZ,É­Ó¥´°Òµ,2022-09-30,26.65,27.75,25.55,25.59,4407082,
301227.SZ,É­Ó¥´°Òµ,2022-10-10,25.6,26.66,24.75,25.7,3674001,
301227.SZ,É­Ó¥´°Òµ,2022-10-11,26.66,26.96,25.11,25.26,3314346,
301227.SZ,É­Ó¥´°Òµ,2022-10-12,24.5,25.52,24.33,25.35,2939624,
301227.SZ,É­Ó¥´°Òµ,2022-10-13,25.3,25.8,25.03,25.18,2428438,
301227.SZ,É­Ó¥´°Òµ,2022-10-14,25.53,26.05,25.31,25.6,2739812,
301227.SZ,É­Ó¥´°Òµ,2022-10-17,25.51,25.9,25.36,25.82,1809836,
301227.SZ,É­Ó¥´°Òµ,2022-10-18,25.78,25.92,25.41,25.54,1697183,
301227.SZ,É­Ó¥´°Òµ,2022-10-19,25.45,25.55,24.74,24.76,1779994,
301227.SZ,É­Ó¥´°Òµ,2022-10-20,24.62,24.95,24.54,24.95,1391883,
301227.SZ,É­Ó¥´°Òµ,2022-10-21,25,25.7,24.68,25.43,2461193,
301227.SZ,É­Ó¥´°Òµ,2022-10-24,25.39,25.54,24.8,25.16,1736873,
301227.SZ,É­Ó¥´°Òµ,2022-10-25,25.36,25.78,24.8,25.54,2990277,
301227.SZ,É­Ó¥´°Òµ,2022-10-26,25.33,25.58,25.07,25.24,2336806,
301227.SZ,É­Ó¥´°Òµ,2022-10-27,25.46,25.55,25.1,25.18,1884148,
301227.SZ,É­Ó¥´°Òµ,2022-10-28,25.07,25.07,24.56,25,2047353,
301227.SZ,É­Ó¥´°Òµ,2022-10-31,24.8,25.66,24.8,25.22,2091686,
301227.SZ,É­Ó¥´°Òµ,2022-11-01,25.31,25.5,25.02,25.31,2012667,
301227.SZ,É­Ó¥´°Òµ,2022-11-02,25.32,25.8,25.18,25.79,2388401,
301227.SZ,É­Ó¥´°Òµ,2022-11-03,25.69,25.75,25.46,25.65,1665232,
301227.SZ,É­Ó¥´°Òµ,2022-11-04,25.69,26.42,25.52,26.28,2425108,
301227.SZ,É­Ó¥´°Òµ,2022-11-07,26.28,26.44,25.95,26.33,2381949,
301227.SZ,É­Ó¥´°Òµ,2022-11-08,26.33,26.38,25.85,25.98,1521049,
301227.SZ,É­Ó¥´°Òµ,2022-11-09,25.94,26.23,25.83,25.86,1223832,
301227.SZ,É­Ó¥´°Òµ,2022-11-10,25.7,26,25.65,25.71,1098866,
301227.SZ,É­Ó¥´°Òµ,2022-11-11,26.16,27.87,26,26.69,3802641,
301227.SZ,É­Ó¥´°Òµ,2022-11-14,27.55,28.8,27.33,27.37,4555768,
301227.SZ,É­Ó¥´°Òµ,2022-11-15,26.88,28.16,26.88,27.85,3470355,
301227.SZ,É­Ó¥´°Òµ,2022-11-16,27.6,27.6,27.01,27.23,1610262,
301227.SZ,É­Ó¥´°Òµ,2022-11-17,27.04,28.5,27.04,27.9,2554757,
301227.SZ,É­Ó¥´°Òµ,2022-11-18,27.9,28.46,27.46,27.46,1868057,
301227.SZ,É­Ó¥´°Òµ,2022-11-21,27.3,27.42,26.7,27.1,1104888,
301227.SZ,É­Ó¥´°Òµ,2022-11-22,27.3,28.36,26.99,27.04,1781066,
301227.SZ,É­Ó¥´°Òµ,2022-11-23,26.91,27.25,26.26,26.47,1334079,
301227.SZ,É­Ó¥´°Òµ,2022-11-24,26.81,28.68,26.7,27.78,3602061,
301227.SZ,É­Ó¥´°Òµ,2022-11-25,27.74,29.89,27.74,29.17,4342029,
301227.SZ,É­Ó¥´°Òµ,2022-11-28,28.34,30.95,28.01,30.35,4316397,
301227.SZ,É­Ó¥´°Òµ,2022-11-29,32,32.66,30.88,31.81,4849099,
301227.SZ,É­Ó¥´°Òµ,2022-11-30,31.5,32.71,31.05,31.36,2553114,
301227.SZ,É­Ó¥´°Òµ,2022-12-01,32.03,32.38,30.88,31.93,1582570,
301227.SZ,É­Ó¥´°Òµ,2022-12-02,31.95,32.55,31.59,32.06,1300466,
301227.SZ,É­Ó¥´°Òµ,2022-12-05,32,33.55,31.21,33.12,2452790,
301227.SZ,É­Ó¥´°Òµ,2022-12-06,32.72,32.9,31.51,32.1,1723328,
301227.SZ,É­Ó¥´°Òµ,2022-12-07,31.75,32.81,31.3,31.91,1037764,
301227.SZ,É­Ó¥´°Òµ,2022-12-08,31.91,32.5,31.61,31.98,829668,
301227.SZ,É­Ó¥´°Òµ,2022-12-09,31.98,34.76,31.78,34.6,2821531,
301227.SZ,É­Ó¥´°Òµ,2022-12-12,34.59,34.59,32.84,33.07,1402404,
301227.SZ,É­Ó¥´°Òµ,2022-12-13,33,34.65,32.7,33.44,1534668,
301227.SZ,É­Ó¥´°Òµ,2022-12-14,33.44,34.26,32.7,33.08,1202031,
301227.SZ,É­Ó¥´°Òµ,2022-12-15,32.68,33.95,32.38,33.2,861910,
301227.SZ,É­Ó¥´°Òµ,2022-12-16,33.03,34.8,33.03,33.92,1444656,
301227.SZ,É­Ó¥´°Òµ,2022-12-19,33.6,35.64,33.6,34.84,1283212,
301227.SZ,É­Ó¥´°Òµ,2022-12-20,34.8,34.83,32.58,34.69,1433132,
301227.SZ,É­Ó¥´°Òµ,2022-12-21,34.51,35.26,33.82,34.98,957461,
301227.SZ,É­Ó¥´°Òµ,2022-12-22,34.99,35.4,33.08,33.66,1462609,
301227.SZ,É­Ó¥´°Òµ,2022-12-23,33,34.18,32.54,33.83,956274,
301227.SZ,É­Ó¥´°Òµ,2022-12-26,33.79,34.17,33.18,33.79,1180060,
301227.SZ,É­Ó¥´°Òµ,2022-12-27,33.68,33.92,33,33.12,841625,
301227.SZ,É­Ó¥´°Òµ,2022-12-28,33.65,33.65,32.01,32.14,915888,
301227.SZ,É­Ó¥´°Òµ,2022-12-29,32.82,33.49,32.02,32.11,640545,
301227.SZ,É­Ó¥´°Òµ,2022-12-30,32.04,32.45,30.67,30.75,1073973,
301227.SZ,É­Ó¥´°Òµ,2023-01-03,30.87,32.24,30.7,32.03,1096479,
301227.SZ,É­Ó¥´°Òµ,2023-01-04,32.25,35.25,31.51,34.41,1738920,
301227.SZ,É­Ó¥´°Òµ,2023-01-05,34.61,35.4,33.16,33.85,1593032,
301227.SZ,É­Ó¥´°Òµ,2023-01-06,34.19,35.27,33.61,34.88,1035140,
301227.SZ,É­Ó¥´°Òµ,2023-01-09,34.5,35.27,32.55,35.2,1272213,
301227.SZ,É­Ó¥´°Òµ,2023-01-10,35.4,35.4,34.09,34.68,618132,
301227.SZ,É­Ó¥´°Òµ,2023-01-11,34.69,34.72,33.71,33.71,411704,
301227.SZ,É­Ó¥´°Òµ,2023-01-12,33.71,34.06,33,33.06,309669,
301227.SZ,É­Ó¥´°Òµ,2023-01-13,33.05,34.09,32.5,32.98,1010710,
301227.SZ,É­Ó¥´°Òµ,2023-01-16,32.59,33.75,32.59,33.05,553831,
301227.SZ,É­Ó¥´°Òµ,2023-01-17,32.9,33.34,32.72,32.85,342401,
301227.SZ,É­Ó¥´°Òµ,2023-01-18,33.1,33.26,32.15,32.3,497091,
301227.SZ,É­Ó¥´°Òµ,2023-01-19,32.48,32.68,31.9,32.17,349614,
301227.SZ,É­Ó¥´°Òµ,2023-01-20,32.23,32.52,31.92,32.24,415984,
301227.SZ,É­Ó¥´°Òµ,2023-01-30,32.52,32.95,31.36,31.45,864356,
301227.SZ,É­Ó¥´°Òµ,2023-01-31,31.47,32.16,31.15,31.88,617756,
301227.SZ,É­Ó¥´°Òµ,2023-02-01,32.05,32.26,31.5,32.01,605876,
301227.SZ,É­Ó¥´°Òµ,2023-02-02,31.79,32.9,31.67,32.67,924366,
301227.SZ,É­Ó¥´°Òµ,2023-02-03,32.7,32.89,32,32.03,572759,
301227.SZ,É­Ó¥´°Òµ,2023-02-06,31.9,32,30.89,31.1,645807,
301227.SZ,É­Ó¥´°Òµ,2023-02-07,31.42,31.42,30.68,31.35,633982,
301227.SZ,É­Ó¥´°Òµ,2023-02-08,31.01,31.44,31.01,31.27,286355,
301227.SZ,É­Ó¥´°Òµ,2023-02-09,31.27,31.5,30.93,31.34,351083,
301227.SZ,É­Ó¥´°Òµ,2023-02-10,31.41,31.65,31.13,31.2,243312,
301227.SZ,É­Ó¥´°Òµ,2023-02-13,31.9,32.89,31.31,32.5,986036,
301227.SZ,É­Ó¥´°Òµ,2023-02-14,32.49,35.03,32.49,34.3,1692857,
301227.SZ,É­Ó¥´°Òµ,2023-02-15,34.29,34.59,33.25,33.34,783609,
301227.SZ,É­Ó¥´°Òµ,2023-02-16,33.3,34.08,32.39,32.51,951565,
301227.SZ,É­Ó¥´°Òµ,2023-02-17,32.99,33.3,32,32.92,772052,
301227.SZ,É­Ó¥´°Òµ,2023-02-20,32.73,39.15,32.62,38.57,3666125,
301227.SZ,É­Ó¥´°Òµ,2023-02-21,38.57,38.88,34.59,35.8,4370884,
301227.SZ,É­Ó¥´°Òµ,2023-02-22,35.01,36.08,34.2,35.66,1826782,
301227.SZ,É­Ó¥´°Òµ,2023-02-23,35.9,37.42,35.61,35.78,1803086,
301227.SZ,É­Ó¥´°Òµ,2023-02-24,35.77,36.48,34.96,35.39,1102102,
301227.SZ,É­Ó¥´°Òµ,2023-02-27,35.5,35.72,34.2,34.45,847124,
301227.SZ,É­Ó¥´°Òµ,2023-02-28,34.16,34.75,33.68,34.68,733200,
301227.SZ,É­Ó¥´°Òµ,2023-03-01,34,35.3,34,35.3,896924,
301227.SZ,É­Ó¥´°Òµ,2023-03-02,34.86,36.36,34.6,35.98,1202089,
301227.SZ,É­Ó¥´°Òµ,2023-03-03,36.5,36.88,35.95,36.2,992304,
301227.SZ,É­Ó¥´°Òµ,2023-03-06,36.27,36.82,34.97,35.4,867292,
301227.SZ,É­Ó¥´°Òµ,2023-03-07,35.42,36,33.98,34.03,661800,
301227.SZ,É­Ó¥´°Òµ,2023-03-08,33.7,34.93,33.6,34.82,585243,
301227.SZ,É­Ó¥´°Òµ,2023-03-09,34.87,34.87,33.61,33.94,451043,
301227.SZ,É­Ó¥´°Òµ,2023-03-10,33.81,33.82,32.95,33.09,383500,
301227.SZ,É­Ó¥´°Òµ,2023-03-13,32.88,33.8,32.5,32.64,394809,
301227.SZ,É­Ó¥´°Òµ,2023-03-14,32.64,32.93,31.61,31.85,610833,
301227.SZ,É­Ó¥´°Òµ,2023-03-15,31.78,32.23,30.91,31.71,463403,
301227.SZ,É­Ó¥´°Òµ,2023-03-16,31.45,31.67,30.92,30.92,315456,
301227.SZ,É­Ó¥´°Òµ,2023-03-17,30.92,31.46,30.92,31.17,222433,
301227.SZ,É­Ó¥´°Òµ,2023-03-20,30.98,31.21,29.76,29.91,721355,
301227.SZ,É­Ó¥´°Òµ,2023-03-21,29.9,31.2,29.32,30.84,1294168,
301227.SZ,É­Ó¥´°Òµ,2023-03-22,30.83,32.8,30.33,30.5,1415163,
301227.SZ,É­Ó¥´°Òµ,2023-03-23,30.46,30.84,30.05,30.33,609502,
301227.SZ,É­Ó¥´°Òµ,2023-03-24,30.4,31.2,30.1,30.33,662100,
301227.SZ,É­Ó¥´°Òµ,2023-03-27,30.03,30.03,28.44,29,1489429,
301227.SZ,É­Ó¥´°Òµ,2023-03-28,29.01,29.22,28.68,29.09,708135,
301227.SZ,É­Ó¥´°Òµ,2023-03-29,29.12,29.88,28.2,28.55,1349758,
301227.SZ,É­Ó¥´°Òµ,2023-03-30,28.04,29.81,27.91,29.5,1777305,
301227.SZ,É­Ó¥´°Òµ,2023-03-31,29.38,29.87,28.66,28.77,1044164,
301227.SZ,É­Ó¥´°Òµ,2023-04-03,28.77,30.8,28.77,30.3,1436743,
301227.SZ,É­Ó¥´°Òµ,2023-04-04,30.23,30.76,28.86,29.11,1322892,
301227.SZ,É­Ó¥´°Òµ,2023-04-06,29.25,30.1,29.06,30.02,1149010,
301227.SZ,É­Ó¥´°Òµ,2023-04-07,30,31.5,29.81,30.18,1223828,
301227.SZ,É­Ó¥´°Òµ,2023-04-10,30.07,30.08,28.4,29,2023516,
301227.SZ,É­Ó¥´°Òµ,2023-04-11,29.05,29.24,28.59,29.11,965822,
301227.SZ,É­Ó¥´°Òµ,2023-04-12,29,29.27,28.7,28.96,872239,
301227.SZ,É­Ó¥´°Òµ,2023-04-13,28.98,29.1,28.53,28.94,612923,
301227.SZ,É­Ó¥´°Òµ,2023-04-14,28.94,29.5,28.8,29.38,788205,
301227.SZ,É­Ó¥´°Òµ,2023-04-17,29.5,29.96,29,29.36,707501,
301227.SZ,É­Ó¥´°Òµ,2023-04-18,29.6,29.66,29,29.15,840767,
301227.SZ,É­Ó¥´°Òµ,2023-04-19,28.9,29.44,27.98,28.22,883054,
