ДњТы,МђГЦ,ШеЦк,ПЊХЬМл(дЊ),зюИпМл(дЊ),зюЕЭМл(дЊ),ЪеХЬМл(дЊ),ГЩНЛСП(ЙЩ),
002287.SZ,Цце§ВивЉ,2015-01-29,25.3553,25.8206,25.3553,25.7124,981224,
002287.SZ,Цце§ВивЉ,2015-01-30,25.8423,25.8423,25.3661,25.5826,1061176,
002287.SZ,Цце§ВивЉ,2015-02-02,25.496,26.2968,25.3337,25.9613,1414097,
002287.SZ,Цце§ВивЉ,2015-02-03,26.0046,26.2752,25.8098,26.1886,1769007,
002287.SZ,Цце§ВивЉ,2015-02-04,26.2752,26.2752,25.5501,25.5934,1482258,
002287.SZ,Цце§ВивЉ,2015-02-05,25.7557,25.7774,25.3878,25.3878,1041027,
002287.SZ,Цце§ВивЉ,2015-02-06,25.3878,25.5393,24.5437,24.7385,1151460,
002287.SZ,Цце§ВивЉ,2015-02-09,24.5653,24.825,24.4571,24.522,651759,
002287.SZ,Цце§ВивЉ,2015-02-10,24.5004,24.7709,24.5004,24.6844,789107,
002287.SZ,Цце§ВивЉ,2015-02-11,24.6194,24.9766,24.6194,24.89,489641,
002287.SZ,Цце§ВивЉ,2015-02-12,24.89,25.0415,24.8142,25.009,544096,
002287.SZ,Цце§ВивЉ,2015-02-13,25.0631,25.4202,24.9008,25.2363,837333,
002287.SZ,Цце§ВивЉ,2015-02-16,25.2363,25.8423,25.2363,25.8098,1280821,
002287.SZ,Цце§ВивЉ,2015-02-17,25.8423,26.2211,25.5717,25.6583,913493,
002287.SZ,Цце§ВивЉ,2015-02-25,25.8315,26.5132,25.68,26.286,2306794,
002287.SZ,Цце§ВивЉ,2015-02-26,26.1128,26.3509,25.8639,26.2102,1452101,
002287.SZ,Цце§ВивЉ,2015-02-27,26.2102,26.2752,25.9505,25.983,1371615,
002287.SZ,Цце§ВивЉ,2015-03-02,26.1453,26.8379,25.8206,26.8379,2939116,
002287.SZ,Цце§ВивЉ,2015-03-03,26.6972,26.892,26.3076,26.3293,2052779,
002287.SZ,Цце§ВивЉ,2015-03-04,26.3509,28.9589,26.3509,28.9589,6925125,
002287.SZ,Цце§ВивЉ,2015-03-05,29.5974,31.383,29.262,30.1061,7940824,
002287.SZ,Цце§ВивЉ,2015-03-06,29.9545,30.0303,28.9373,28.9589,4342605,
002287.SZ,Цце§ВивЉ,2015-03-09,28.9589,29.8572,28.7858,29.1429,3220504,
002287.SZ,Цце§ВивЉ,2015-03-10,29.5433,30.0087,29.2187,29.6948,2687315,
002287.SZ,Цце§ВивЉ,2015-03-11,29.8572,30.6796,29.2403,30.3658,3744256,
002287.SZ,Цце§ВивЉ,2015-03-12,30.6255,30.6255,29.0563,29.2511,3090302,
002287.SZ,Цце§ВивЉ,2015-03-13,29.3269,29.8139,29.197,29.684,1850696,
002287.SZ,Цце§ВивЉ,2015-03-16,29.9762,31.1341,29.4892,30.6147,3812627,
002287.SZ,Цце§ВивЉ,2015-03-17,32.4977,33.5149,31.383,32.1189,7827629,
002287.SZ,Цце§ВивЉ,2015-03-18,32.1405,32.1514,31.3938,31.9566,2963867,
002287.SZ,Цце§ВивЉ,2015-03-19,31.989,32.4219,31.5778,32.1189,2649733,
002287.SZ,Цце§ВивЉ,2015-03-20,31.9782,32.3894,31.8484,31.9349,2694078,
002287.SZ,Цце§ВивЉ,2015-03-23,32.0323,32.0648,31.4371,31.9133,3155339,
002287.SZ,Цце§ВивЉ,2015-03-24,31.9349,31.9349,30.3225,31.4912,3414580,
002287.SZ,Цце§ВивЉ,2015-03-25,31.199,31.9025,31.0043,31.5995,2703109,
002287.SZ,Цце§ВивЉ,2015-03-26,31.5453,31.9999,31.1774,31.567,2253393,
002287.SZ,Цце§ВивЉ,2015-03-27,31.5995,32.0431,31.3938,31.9241,2558433,
002287.SZ,Цце§ВивЉ,2015-03-30,32.0323,32.4219,31.87,32.2379,2980819,
002287.SZ,Цце§ВивЉ,2015-03-31,32.1838,32.4003,31.2748,31.567,2704052,
002287.SZ,Цце§ВивЉ,2015-04-01,31.4912,32.0431,31.383,31.9457,2170378,
002287.SZ,Цце§ВивЉ,2015-04-02,31.9349,33.0496,31.9349,32.9305,3730496,
002287.SZ,Цце§ВивЉ,2015-04-03,32.9305,35.5818,32.4652,34.846,5006250,
002287.SZ,Цце§ВивЉ,2015-04-07,34.6295,34.6295,34.0884,34.4239,3332781,
002287.SZ,Цце§ВивЉ,2015-04-08,34.4239,34.7161,33.688,34.175,2535099,
002287.SZ,Цце§ВивЉ,2015-04-09,34.175,35.0624,32.4977,33.4175,3045449,
002287.SZ,Цце§ВивЉ,2015-04-10,33.5149,36.7614,32.7898,36.7614,5370601,
002287.SZ,Цце§ВивЉ,2015-04-13,36.7939,38.8175,35.6684,38.0925,6811348,
002287.SZ,Цце§ВивЉ,2015-04-14,37.6813,37.8652,36.729,36.7939,3934199,
002287.SZ,Цце§ВивЉ,2015-04-15,37.0103,37.0861,35.1706,35.4953,2783221,
002287.SZ,Цце§ВивЉ,2015-04-16,35.1706,36.6207,34.1426,35.8957,2896302,
002287.SZ,Цце§ВивЉ,2015-04-17,36.4584,36.4584,35.0191,35.4412,2532794,
002287.SZ,Цце§ВивЉ,2015-04-20,34.7486,35.149,33.0712,33.2227,3721265,
002287.SZ,Цце§ВивЉ,2015-04-21,33.3418,34.3915,33.2119,34.3915,2465606,
002287.SZ,Цце§ВивЉ,2015-04-22,34.5754,35.4195,34.2832,34.9758,2931160,
002287.SZ,Цце§ВивЉ,2015-04-23,35.0083,35.8849,34.7378,35.3762,3247381,
002287.SZ,Цце§ВивЉ,2015-04-24,34.9542,35.1165,34.2183,34.5971,2664215,
002287.SZ,Цце§ВивЉ,2015-04-27,36.9887,37.5406,34.6295,35.6901,5508665,
002287.SZ,Цце§ВивЉ,2015-04-28,35.4087,36.0364,33.872,33.9802,3165880,
002287.SZ,Цце§ВивЉ,2015-04-29,33.9045,34.6079,33.872,34.4131,1698630,
002287.SZ,Цце§ВивЉ,2015-04-30,34.4889,34.8243,33.9153,33.9478,2278030,
002287.SZ,Цце§ВивЉ,2015-05-04,34.3049,34.4997,33.2011,33.6015,1896874,
002287.SZ,Цце§ВивЉ,2015-05-05,33.5257,33.5474,32.5193,32.5734,1904836,
002287.SZ,Цце§ВивЉ,2015-05-06,32.5734,33.2011,32.476,32.6708,1847429,
002287.SZ,Цце§ВивЉ,2015-05-07,32.6708,33.0929,32.2271,32.5626,1553209,
002287.SZ,Цце§ВивЉ,2015-05-08,32.8981,33.872,32.8981,33.872,2458198,
002287.SZ,Цце§ВивЉ,2015-05-11,33.9369,35.3438,33.9369,35.2897,3042181,
002287.SZ,Цце§ВивЉ,2015-05-12,35.5927,35.6468,34.8568,35.1382,2531096,
002287.SZ,Цце§ВивЉ,2015-05-13,35.1165,37.3133,34.8135,36.3827,6221143,
002287.SZ,Цце§ВивЉ,2015-05-14,36.1987,36.3827,35.1706,35.6792,3404495,
002287.SZ,Цце§ВивЉ,2015-05-15,35.8416,35.8524,34.2724,34.7378,2335507,
002287.SZ,Цце§ВивЉ,2015-05-18,34.0993,35.2247,34.0993,34.9867,2197193,
002287.SZ,Цце§ВивЉ,2015-05-19,34.9867,36.0905,34.7378,36.0364,2873345,
002287.SZ,Цце§ВивЉ,2015-05-20,36.0905,38.0708,36.0688,36.6207,4669281,
002287.SZ,Цце§ВивЉ,2015-05-21,36.6965,38.4713,36.6316,38.1574,4488178,
002287.SZ,Цце§ВивЉ,2015-05-22,38.969,39.7157,37.032,38.1033,4874721,
002287.SZ,Цце§ВивЉ,2015-05-25,38.06,39.1206,37.3674,38.7093,3910129,
002287.SZ,Цце§ВивЉ,2015-05-26,38.9582,40.7871,38.3955,40.3326,4712678,
002287.SZ,Цце§ВивЉ,2015-05-27,40.2027,40.4949,39.0123,40.3218,3874688,
002287.SZ,Цце§ВивЉ,2015-05-28,39.9863,42.2047,38.4821,38.5037,5102399,
002287.SZ,Цце§ВивЉ,2015-05-29,38.363,40.3326,36.6424,38.9582,3819178,
002287.SZ,Цце§ВивЉ,2015-06-01,39.3911,42.8541,39.3911,42.8541,4599586,
002287.SZ,Цце§ВивЉ,2015-06-02,43.5899,47.1286,42.8649,46.5551,6706087,
002287.SZ,Цце§ВивЉ,2015-06-03,46.5767,47.1395,43.9362,45.7218,4505236,
002287.SZ,Цце§ВивЉ,2015-06-04,45.2348,50.2561,41.155,49.2172,6042529,
002287.SZ,Цце§ВивЉ,2015-06-05,49.5527,50.8513,48.7086,49.8124,7064528,
002287.SZ,Цце§ВивЉ,2015-06-08,48.8818,49.3471,46.4793,47.2801,4282752,
002287.SZ,Цце§ВивЉ,2015-06-09,47.2693,50.386,46.1006,49.1415,5319442,
002287.SZ,Цце§ВивЉ,2015-06-10,49.0982,50.8297,47.9511,50.6457,3623977,
002287.SZ,Цце§ВивЉ,2015-06-11,50.6457,55.0718,50.321,54.7038,4300972,
002287.SZ,Цце§ВивЉ,2015-06-12,55.1908,55.1908,52.5936,53.0265,3768380,
002287.SZ,Цце§ВивЉ,2015-06-15,52.8858,53.0265,49.78,50.1912,3161035,
002287.SZ,Цце§ВивЉ,2015-06-16,48.8276,50.1046,46.7499,48.1351,2764797,
002287.SZ,Цце§ВивЉ,2015-06-17,48.5608,49.1285,45.5367,48.4844,3292229,
002287.SZ,Цце§ВивЉ,2015-06-18,48.2551,52.895,47.1415,47.4909,5297029,
002287.SZ,Цце§ВивЉ,2015-06-19,47.4691,49.1285,43.6152,44.1065,3417031,
002287.SZ,Цце§ВивЉ,2015-06-23,44.1065,45.4821,41.3771,45.3729,3308757,
002287.SZ,Цце§ВивЉ,2015-06-24,45.3838,46.3992,44.3904,45.755,2694326,
002287.SZ,Цце§ВивЉ,2015-06-25,46.028,48.0368,44.565,46.814,5172795,
002287.SZ,Цце§ВивЉ,2015-06-26,45.3074,45.4166,42.1304,42.1304,4755735,
002287.SZ,Цце§ВивЉ,2015-06-29,43.4624,43.4624,37.9163,39.2919,5013577,
002287.SZ,Цце§ВивЉ,2015-06-30,38.2111,43.0148,35.3616,42.2614,4394453,
002287.SZ,Цце§ВивЉ,2015-07-01,42.2614,44.1938,40.6675,41.8138,3748774,
002287.SZ,Цце§ВивЉ,2015-07-02,41.6064,43.5497,39.7941,40.2199,4255291,
002287.SZ,Цце§ВивЉ,2015-07-03,40.078,41.3771,36.2023,36.2023,3024262,
002287.SZ,Цце§ВивЉ,2015-07-06,39.7941,39.8159,32.5777,32.5777,4117370,
002287.SZ,Цце§ВивЉ,2015-07-07,30.689,30.6999,29.3243,29.3243,968424,
002287.SZ,Цце§ВивЉ,2015-07-08,26.3875,32.2611,26.3875,31.6606,11415771,
002287.SZ,Цце§ВивЉ,2015-07-09,30.0448,34.8267,30.0448,34.8267,2476175,
002287.SZ,Цце§ВивЉ,2015-07-10,37.2503,38.3093,36.0276,38.3093,2966418,
002287.SZ,Цце§ВивЉ,2015-07-13,39.0626,42.1414,38.4294,42.1414,4934297,
002287.SZ,Цце§ВивЉ,2015-07-14,41.4536,44.1611,38.8661,39.6303,4828481,
002287.SZ,Цце§ВивЉ,2015-07-15,38.9753,40.6129,35.8966,35.9184,3329132,
002287.SZ,Цце§ВивЉ,2015-07-16,35.9184,39.1718,33.8768,38.3858,3158175,
002287.SZ,Цце§ВивЉ,2015-07-17,38.4513,41.4754,38.4513,40.9841,2149677,
002287.SZ,Цце§ВивЉ,2015-07-20,41.1588,42.2505,40.2854,40.7548,2437064,
002287.SZ,Цце§ВивЉ,2015-07-21,39.8924,41.1806,39.2046,40.5911,2240177,
002287.SZ,Цце§ВивЉ,2015-07-22,40.067,40.7767,38.7897,39.4229,3022396,
002287.SZ,Цце§ВивЉ,2015-07-23,39.4229,41.661,38.7569,41.3225,3804567,
002287.SZ,Цце§ВивЉ,2015-07-24,40.8203,41.6392,38.877,39.1936,3956184,
002287.SZ,Цце§ВивЉ,2015-07-27,38.2111,39.9469,35.2743,35.2743,2977923,
002287.SZ,Цце§ВивЉ,2015-07-28,32.1628,37.0975,32.1082,35.3725,3225817,
002287.SZ,Цце§ВивЉ,2015-07-29,35.8202,38.0473,33.8441,37.9927,1988042,
002287.SZ,Цце§ВивЉ,2015-07-30,37.6543,39.4993,36.901,36.9447,2443059,
002287.SZ,Цце§ВивЉ,2015-07-31,38.5386,40.6347,38.5386,40.6347,6452513,
002287.SZ,Цце§ВивЉ,2015-08-03,41.0496,43.113,38.6478,41.9448,6986896,
002287.SZ,Цце§ВивЉ,2015-08-04,40.9404,44.2048,39.6303,43.8554,6650782,
002287.SZ,Цце§ВивЉ,2015-08-05,44.4231,48.2224,42.6108,44.9799,7405757,
002287.SZ,Цце§ВивЉ,2015-08-06,43.648,46.8359,42.589,43.3423,4523684,
002287.SZ,Цце§ВивЉ,2015-08-07,42.7964,44.2812,42.2287,43.779,3896682,
002287.SZ,Цце§ВивЉ,2015-08-10,43.8881,46.2463,43.5279,45.4712,3729671,
002287.SZ,Цце§ВивЉ,2015-08-11,45.4712,46.5629,43.8881,44.3794,3437885,
002287.SZ,Цце§ВивЉ,2015-08-12,44.3794,45.8205,43.8881,44.1065,2292624,
002287.SZ,Цце§ВивЉ,2015-08-13,43.779,44.4559,42.7418,44.4449,1894117,
002287.SZ,Цце§ВивЉ,2015-08-14,44.4995,46.9669,44.1174,46.6175,3836187,
002287.SZ,Цце§ВивЉ,2015-08-17,46.945,49.0958,45.8533,48.7137,4496015,
002287.SZ,Цце§ВивЉ,2015-08-18,48.7682,48.7682,43.8445,43.8445,3602170,
002287.SZ,Цце§ВивЉ,2015-08-19,42.1959,48.0368,39.6303,47.1088,4634293,
002287.SZ,Цце§ВивЉ,2015-08-20,45.8533,49.1285,45.6349,46.945,4871002,
002287.SZ,Цце§ВивЉ,2015-08-21,44.7615,48.3425,42.5781,43.3969,3674100,
002287.SZ,Цце§ВивЉ,2015-08-24,40.9404,41.5191,39.0626,39.0626,2656480,
002287.SZ,Цце§ВивЉ,2015-08-25,35.1542,36.0276,35.1542,35.1542,1657890,
002287.SZ,Цце§ВивЉ,2015-08-26,35.4817,36.4315,31.6388,31.6606,4030116,
002287.SZ,Цце§ВивЉ,2015-08-27,32.7523,33.189,29.4989,32.4576,2902692,
002287.SZ,Цце§ВивЉ,2015-08-28,32.6323,35.6346,32.4248,35.6346,3246721,
002287.SZ,Цце§ВивЉ,2015-08-31,35.58,35.58,32.2065,32.3702,2637230,
002287.SZ,Цце§ВивЉ,2015-09-01,31.5405,31.5514,29.1387,29.1387,2643895,
002287.SZ,Цце§ВивЉ,2015-09-02,27.6211,30.8964,26.8023,28.2216,2857388,
002287.SZ,Цце§ВивЉ,2015-09-07,29.4662,30.6344,28.833,29.6736,1923309,
002287.SZ,Цце§ВивЉ,2015-09-08,29.8046,31.7698,29.0404,31.6824,1777771,
002287.SZ,Цце§ВивЉ,2015-09-09,31.6824,32.9598,31.1693,32.2501,3442222,
002287.SZ,Цце§ВивЉ,2015-09-10,31.6715,32.2938,30.6344,30.6999,1773645,
002287.SZ,Цце§ВивЉ,2015-09-11,30.689,31.2239,29.9138,30.5034,1589871,
002287.SZ,Цце§ВивЉ,2015-09-14,30.7872,30.951,27.4574,27.4683,2166577,
002287.SZ,Цце§ВивЉ,2015-09-15,27.3045,28.1015,25.1101,25.3285,2185758,
002287.SZ,Цце§ВивЉ,2015-09-16,25.6342,27.8613,25.6014,27.8613,1938861,
002287.SZ,Цце§ВивЉ,2015-09-17,28.1561,29.8046,27.3155,27.7303,2576476,
002287.SZ,Цце§ВивЉ,2015-09-18,28.1124,28.4836,27.3045,28.0797,1536424,
002287.SZ,Цце§ВивЉ,2015-09-21,27.7303,29.0077,27.512,28.9312,1602229,
002287.SZ,Цце§ВивЉ,2015-09-22,28.9422,29.7282,28.7893,29.1496,2277776,
002287.SZ,Цце§ВивЉ,2015-09-23,28.9094,29.3134,28.0797,28.1889,1474559,
002287.SZ,Цце§ВивЉ,2015-09-24,28.6037,28.8767,28.167,28.56,1058488,
002287.SZ,Цце§ВивЉ,2015-09-25,28.3963,28.9312,27.2936,27.5666,1204400,
002287.SZ,Цце§ВивЉ,2015-09-28,27.8177,28.7347,27.3045,28.6146,935337,
002287.SZ,Цце§ВивЉ,2015-09-29,28.3963,29.63,28.0033,29.095,1846645,
002287.SZ,Цце§ВивЉ,2015-09-30,29.0513,29.1387,28.3963,28.6037,1031368,
002287.SZ,Цце§ВивЉ,2015-10-08,30.3614,30.5143,29.4771,29.892,1695789,
002287.SZ,Цце§ВивЉ,2015-10-09,30.023,30.8309,29.7828,30.1867,1572539,
002287.SZ,Цце§ВивЉ,2015-10-12,30.1758,31.6388,30.1649,31.1147,2332923,
002287.SZ,Цце§ВивЉ,2015-10-13,31.1256,31.9881,30.7872,31.6715,1442656,
002287.SZ,Цце§ВивЉ,2015-10-14,31.4423,31.7479,30.5143,30.9182,1638115,
002287.SZ,Цце§ВивЉ,2015-10-15,30.9182,31.868,30.6234,31.7589,1990743,
002287.SZ,Цце§ВивЉ,2015-10-16,31.9663,32.1519,31.3986,32.0646,1913672,
002287.SZ,Цце§ВивЉ,2015-10-19,31.9008,32.2065,31.3549,31.6606,1907368,
002287.SZ,Цце§ВивЉ,2015-10-20,31.6606,33.4511,31.5296,33.0253,2368942,
002287.SZ,Цце§ВивЉ,2015-10-21,33.0253,33.7458,30.6999,31.0492,2272689,
002287.SZ,Цце§ВивЉ,2015-10-22,31.0492,32.3047,31.0492,32.2392,1874655,
002287.SZ,Цце§ВивЉ,2015-10-23,32.7196,34.9249,32.5231,34.1607,3150481,
002287.SZ,Цце§ВивЉ,2015-10-26,34.7939,34.7939,33.4183,33.8441,2317151,
002287.SZ,Цце§ВивЉ,2015-10-27,34.117,34.117,31.999,33.5712,1753309,
002287.SZ,Цце§ВивЉ,2015-10-28,33.3091,34.0624,32.9161,33.1563,1475696,
002287.SZ,Цце§ВивЉ,2015-10-29,33.1563,33.5602,32.4794,33.2982,1514401,
002287.SZ,Цце§ВивЉ,2015-10-30,33.0362,33.4074,32.6213,32.9489,977109,
002287.SZ,Цце§ВивЉ,2015-11-02,32.6213,33.069,31.6606,32.7305,914907,
002287.SZ,Цце§ВивЉ,2015-11-03,32.6978,33.4729,32.0427,33.4074,1491907,
002287.SZ,Цце§ВивЉ,2015-11-04,33.5166,34.5319,33.2436,34.521,2403213,
002287.SZ,Цце§ВивЉ,2015-11-05,34.9249,35.8638,33.9096,34.1279,3363625,
002287.SZ,Цце§ВивЉ,2015-11-06,33.8659,34.6847,33.8441,34.3354,2294459,
002287.SZ,Цце§ВивЉ,2015-11-09,33.9533,35.0123,33.6257,34.8922,2815390,
002287.SZ,Цце§ВивЉ,2015-11-10,35.0232,36.5625,34.9904,35.6782,2671785,
002287.SZ,Цце§ВивЉ,2015-11-11,35.2634,35.8638,35.0232,35.4926,1948148,
002287.SZ,Цце§ВивЉ,2015-11-12,35.5145,35.9839,34.9358,35.6564,1949105,
002287.SZ,Цце§ВивЉ,2015-11-13,35.2415,35.318,33.8441,34.2808,1651624,
002287.SZ,Цце§ВивЉ,2015-11-16,33.9424,35.3507,33.6476,35.2961,1477786,
002287.SZ,Цце§ВивЉ,2015-11-17,35.5472,37.0757,35.2961,35.3507,3982884,
002287.SZ,Цце§ВивЉ,2015-11-18,35.6455,35.9184,34.4227,34.5101,1438946,
002287.SZ,Цце§ВивЉ,2015-11-19,34.4773,35.0341,34.2371,35.0341,1277053,
002287.SZ,Цце§ВивЉ,2015-11-20,35.3616,35.4599,34.8267,35.0232,1513058,
002287.SZ,Цце§ВивЉ,2015-11-23,35.0232,35.0232,34.0624,34.1389,2072632,
002287.SZ,Цце§ВивЉ,2015-11-24,34.1498,34.7175,33.9642,34.5428,1082142,
002287.SZ,Цце§ВивЉ,2015-11-25,34.5101,34.9904,34.3026,34.9904,1635202,
002287.SZ,Цце§ВивЉ,2015-11-26,35.2634,35.3835,34.6083,34.6738,1437449,
002287.SZ,Цце§ВивЉ,2015-11-27,34.39,34.9249,32.4248,32.8069,2304852,
002287.SZ,Цце§ВивЉ,2015-11-30,32.9161,33.1126,31.3549,32.5231,1480622,
002287.SZ,Цце§ВивЉ,2015-12-01,32.534,33.1454,32.3266,32.9379,1018432,
002287.SZ,Цце§ВивЉ,2015-12-02,33.0471,33.1672,32.4248,32.9816,720041,
002287.SZ,Цце§ВивЉ,2015-12-03,33.0253,34.2371,33.0253,33.8223,928331,
002287.SZ,Цце§ВивЉ,2015-12-04,33.6367,33.8441,33.2,33.7131,938668,
002287.SZ,Цце§ВивЉ,2015-12-07,33.6148,37.0866,33.4729,37.0866,6621196,
002287.SZ,Цце§ВивЉ,2015-12-08,38.2111,40.3618,37.3268,37.9927,10240404,
002287.SZ,Цце§ВивЉ,2015-12-09,38.1783,40.1653,36.7263,39.0845,5753938,
002287.SZ,Цце§ВивЉ,2015-12-10,38.2111,42.9929,38.0146,42.9929,8583759,
002287.SZ,Цце§ВивЉ,2015-12-11,43.4187,44.5432,41.4863,41.9885,5713136,
002287.SZ,Цце§ВивЉ,2015-12-14,41.1042,42.5781,40.8968,42.4252,3034729,
002287.SZ,Цце§ВивЉ,2015-12-15,42.447,43.6043,41.8575,43.4733,3018996,
002287.SZ,Цце§ВивЉ,2015-12-16,43.5388,47.2726,43.0148,45.6131,4077443,
002287.SZ,Цце§ВивЉ,2015-12-17,45.3074,46.3664,44.7615,45.8315,2541264,
002287.SZ,Цце§ВивЉ,2015-12-18,44.7725,50.4168,44.7725,50.4168,5064560,
002287.SZ,Цце§ВивЉ,2015-12-21,55.4606,55.4606,50.4495,55.4606,8485884,
002287.SZ,Цце§ВивЉ,2015-12-22,56.0174,61.0067,54.0414,57.393,7021510,
002287.SZ,Цце§ВивЉ,2015-12-23,55.679,56.2249,51.6505,51.6505,17174051,
002287.SZ,Цце§ВивЉ,2015-12-24,49.1285,50.1984,48.5936,49.4888,7767437,
002287.SZ,Цце§ВивЉ,2015-12-25,49.456,49.456,47.5455,48.0477,5786379,
002287.SZ,Цце§ВивЉ,2015-12-28,48.0368,48.4953,46.3555,46.4647,5948364,
002287.SZ,Цце§ВивЉ,2015-12-29,46.7267,47.349,46.0826,46.9341,3726596,
002287.SZ,Цце§ВивЉ,2015-12-30,46.956,47.2616,45.5476,46.5083,4774967,
002287.SZ,Цце§ВивЉ,2015-12-31,46.7813,47.1634,45.3948,45.3948,3980809,
002287.SZ,Цце§ВивЉ,2016-01-04,45.4166,45.7987,40.8531,40.8531,4444017,
002287.SZ,Цце§ВивЉ,2016-01-05,40.8531,40.8531,40.8531,40.8531,0,
002287.SZ,Цце§ВивЉ,2016-01-06,40.8531,40.8531,40.8531,40.8531,0,
002287.SZ,Цце§ВивЉ,2016-01-07,40.8531,40.8531,40.8531,40.8531,0,
002287.SZ,Цце§ВивЉ,2016-01-08,40.8531,40.8531,40.8531,40.8531,0,
002287.SZ,Цце§ВивЉ,2016-01-11,40.8531,40.8531,40.8531,40.8531,0,
002287.SZ,Цце§ВивЉ,2016-01-12,36.77,36.77,36.77,36.77,288100,
002287.SZ,Цце§ВивЉ,2016-01-13,33.9642,35.3398,33.0908,33.0908,5645311,
002287.SZ,Цце§ВивЉ,2016-01-14,31.7916,34.0734,30.7654,33.5166,5573726,
002287.SZ,Цце§ВивЉ,2016-01-15,33.4183,34.0406,30.547,30.547,3942973,
002287.SZ,Цце§ВивЉ,2016-01-18,30.0776,32.2065,29.488,31.5951,3268132,
002287.SZ,Цце§ВивЉ,2016-01-19,32.0646,33.6039,31.6606,33.1672,4314752,
002287.SZ,Цце§ВивЉ,2016-01-20,33.1454,33.8332,32.3266,33.462,4495074,
002287.SZ,Цце§ВивЉ,2016-01-21,32.7851,33.7349,31.1366,31.3986,3486933,
002287.SZ,Цце§ВивЉ,2016-01-22,31.6934,32.2065,30.6344,31.6824,2398438,
002287.SZ,Цце§ВивЉ,2016-01-25,31.9117,32.5668,31.5733,31.9117,2168214,
002287.SZ,Цце§ВивЉ,2016-01-26,31.5405,31.6388,28.7238,28.7238,2999330,
002287.SZ,Цце§ВивЉ,2016-01-27,28.702,29.1496,26.7805,28.7129,3288840,
002287.SZ,Цце§ВивЉ,2016-01-28,28.3963,28.8548,27.9923,28.2544,2409780,
002287.SZ,Цце§ВивЉ,2016-01-29,28.3089,30.0339,28.167,29.4662,2710831,
002287.SZ,Цце§ВивЉ,2016-02-01,29.4771,30.547,28.9312,29.6518,2604270,
002287.SZ,Цце§ВивЉ,2016-02-02,29.6627,30.9291,29.4116,30.7654,2962833,
002287.SZ,Цце§ВивЉ,2016-02-03,30.3505,30.7654,29.5099,30.5361,2038846,
002287.SZ,Цце§ВивЉ,2016-02-04,30.2959,31.213,30.2959,30.9619,2612827,
002287.SZ,Цце§ВивЉ,2016-02-05,30.7108,31.6497,30.7108,30.9073,3155977,
002287.SZ,Цце§ВивЉ,2016-02-15,30.0776,30.8418,29.4553,30.4379,1894909,
002287.SZ,Цце§ВивЉ,2016-02-16,30.9728,32.0646,30.5689,32.0536,3067998,
002287.SZ,Цце§ВивЉ,2016-02-17,31.8244,32.6323,31.7152,32.4794,3117896,
002287.SZ,Цце§ВивЉ,2016-02-18,32.6978,32.8834,31.7698,31.8353,2875469,
002287.SZ,Цце§ВивЉ,2016-02-19,31.5296,32.534,31.4423,32.1191,2492748,
002287.SZ,Цце§ВивЉ,2016-02-22,32.6978,32.9707,32.1191,32.5777,3418810,
002287.SZ,Цце§ВивЉ,2016-02-23,32.5668,34.8594,32.4248,34.3135,6737681,
002287.SZ,Цце§ВивЉ,2016-02-24,33.7895,37.7416,33.7677,37.7416,9125344,
002287.SZ,Цце§ВивЉ,2016-02-25,38.0473,38.0473,33.9642,33.9642,7665887,
002287.SZ,Цце§ВивЉ,2016-02-26,33.8004,34.39,31.879,32.8834,3913981,
