測鎢,潠備,�梪�,羲攫歎(啋),郔詢歎(啋),郔腴歎(啋),彶攫歎(啋),傖蝠講(嘖),
300460.SZ,ST需豐,2015-05-15,8.49,9.26,8.49,9.26,14446,
300460.SZ,ST需豐,2015-05-18,10.19,10.19,10.19,10.19,3000,
300460.SZ,ST需豐,2015-05-19,11.21,11.21,11.21,11.21,4600,
300460.SZ,ST需豐,2015-05-20,12.33,12.33,12.33,12.33,3000,
300460.SZ,ST需豐,2015-05-21,13.56,13.56,13.56,13.56,4100,
300460.SZ,ST需豐,2015-05-22,14.92,14.92,14.92,14.92,5000,
300460.SZ,ST需豐,2015-05-25,16.41,16.41,16.41,16.41,4600,
300460.SZ,ST需豐,2015-05-26,18.05,18.05,18.05,18.05,5201,
300460.SZ,ST需豐,2015-05-27,19.86,19.86,19.86,19.86,6100,
300460.SZ,ST需豐,2015-05-28,21.85,21.85,21.85,21.85,19900,
300460.SZ,ST需豐,2015-05-29,24.04,24.04,24.04,24.04,38100,
300460.SZ,ST需豐,2015-06-01,26.44,26.44,26.44,26.44,10500,
300460.SZ,ST需豐,2015-06-02,29.08,29.08,29.08,29.08,24600,
300460.SZ,ST需豐,2015-06-03,31.99,31.99,31.99,31.99,47800,
300460.SZ,ST需豐,2015-06-04,35.19,35.19,35.19,35.19,94900,
300460.SZ,ST需豐,2015-06-05,38.71,38.71,38.71,38.71,47800,
300460.SZ,ST需豐,2015-06-08,42.58,42.58,42.58,42.58,100499,
300460.SZ,ST需豐,2015-06-09,46.84,46.84,39,46.82,23224771,
300460.SZ,ST需豐,2015-06-10,43.1,51.5,42.3,51.5,13663902,
300460.SZ,ST需豐,2015-06-11,56,56.65,54.1,56.65,3878011,
300460.SZ,ST需豐,2015-06-12,62.32,62.32,56.7,62.32,20488765,
300460.SZ,ST需豐,2015-06-15,56.09,56.09,56.09,56.09,2520900,
300460.SZ,ST需豐,2015-06-16,50.48,50.48,50.48,50.48,416200,
300460.SZ,ST需豐,2015-06-17,45.43,48.8,45.43,46.08,13532141,
300460.SZ,ST需豐,2015-06-18,44.88,45.6,41.47,41.47,8798218,
300460.SZ,ST需豐,2015-06-19,38.01,40.11,37.32,37.32,9757904,
300460.SZ,ST需豐,2015-06-23,37.38,40.5,35.51,39.89,10551885,
300460.SZ,ST需豐,2015-06-24,39.89,40.25,37.06,38.37,10019101,
300460.SZ,ST需豐,2015-06-25,37.69,38.26,34.53,34.54,7043468,
300460.SZ,ST需豐,2015-06-26,33.5,33.5,31.09,31.09,6156608,
300460.SZ,ST需豐,2015-06-29,31.97,31.97,27.98,27.98,6546168,
300460.SZ,ST需豐,2015-06-30,27.02,30.78,26.3,30.78,6896272,
300460.SZ,ST需豐,2015-07-01,32.22,33.86,29.52,30.87,14265145,
300460.SZ,ST需豐,2015-07-02,28.99,31.85,27.8,29.43,8615133,
300460.SZ,ST需豐,2015-07-03,28.01,32.28,26.49,29.85,9175330,
300460.SZ,ST需豐,2015-07-06,32.84,32.84,27.43,29.9,9780197,
300460.SZ,ST需豐,2015-07-07,27.22,28.38,26.91,26.91,3244681,
300460.SZ,ST需豐,2015-07-08,24.22,24.68,24.22,24.22,6814412,
300460.SZ,ST需豐,2015-07-09,23.22,26.64,21.89,26.64,5329188,
300460.SZ,ST需豐,2015-07-10,27.66,29.3,27.58,29.3,3696939,
300460.SZ,ST需豐,2015-07-13,31.45,32.23,30.3,32.23,6868488,
300460.SZ,ST需豐,2015-07-14,32.5,35.41,31.11,33.19,11392965,
300460.SZ,ST需豐,2015-07-15,31.4,31.49,29.87,29.87,4648810,
300460.SZ,ST需豐,2015-07-16,26.88,31,26.88,27.75,5585010,
300460.SZ,ST需豐,2015-07-17,28,29.95,27.9,29.31,4481209,
300460.SZ,ST需豐,2015-07-20,28.99,30.3,28.4,29.08,4530408,
300460.SZ,ST需豐,2015-07-21,28.65,31.69,27.52,30.68,6135762,
300460.SZ,ST需豐,2015-07-22,30.14,31.4,29.57,30.78,5705016,
300460.SZ,ST需豐,2015-07-23,31.08,33.86,30.8,33.86,7640343,
300460.SZ,ST需豐,2015-07-24,35.5,36.75,32.81,33.86,11042372,
300460.SZ,ST需豐,2015-07-27,32.3,35.18,30.47,30.47,7553849,
300460.SZ,ST需豐,2015-07-28,27.58,30.87,27.42,28.29,6442536,
300460.SZ,ST需豐,2015-07-29,29.18,31.12,28.46,31.12,6861941,
300460.SZ,ST需豐,2015-07-30,31.6,33.8,31.03,31.7,8956684,
300460.SZ,ST需豐,2015-07-31,30.08,34.87,30.08,34.87,13704619,
300460.SZ,ST需豐,2015-08-03,35,38.36,34,38.36,17280859,
300460.SZ,ST需豐,2015-08-04,37.3,38.58,34.52,36.36,15565945,
300460.SZ,ST需豐,2015-08-05,35,40,34.6,39.76,16577610,
300460.SZ,ST需豐,2015-08-06,37.67,38.65,35.95,37.52,12440298,
300460.SZ,ST需豐,2015-08-07,37.52,38.98,36.7,37.53,9572668,
300460.SZ,ST需豐,2015-08-10,37.26,39.8,36.36,38.56,10374341,
300460.SZ,ST需豐,2015-08-11,38,42.4,37.88,40.72,11237360,
300460.SZ,ST需豐,2015-08-12,39.52,40.44,36.8,36.85,8894051,
300460.SZ,ST需豐,2015-08-13,35.88,37.6,35.48,37.48,5297006,
300460.SZ,ST需豐,2015-08-14,37.88,38.2,36.3,36.84,5412429,
300460.SZ,ST需豐,2015-08-17,36,37.37,35.7,35.83,4318427,
300460.SZ,ST需豐,2015-08-18,35.85,36.98,32.25,32.25,5594695,
300460.SZ,ST需豐,2015-08-19,30,32.9,29.03,32.14,5841969,
300460.SZ,ST需豐,2015-08-20,31.4,32.14,29.19,29.19,4033965,
300460.SZ,ST需豐,2015-08-21,28.45,29.18,26.64,26.64,3836660,
300460.SZ,ST需豐,2015-08-24,25.2,25.45,23.98,23.98,2835925,
