測鎢,潠備,�梪�,羲攫歎(啋),郔詢歎(啋),郔腴歎(啋),彶攫歎(啋),傖蝠講(嘖),
603686.SH,腦韓鎮,2015-01-26,17.83,21.4,17.83,21.4,31471,
603686.SH,腦韓鎮,2015-01-27,23.54,23.54,23.54,23.54,16300,
603686.SH,腦韓鎮,2015-01-28,25.89,25.89,25.89,25.89,19100,
603686.SH,腦韓鎮,2015-01-29,28.48,28.48,28.48,28.48,50800,
603686.SH,腦韓鎮,2015-01-30,31.33,31.33,31.33,31.33,102090,
603686.SH,腦韓鎮,2015-02-02,34.46,34.46,34.46,34.46,185449,
603686.SH,腦韓鎮,2015-02-03,37.91,37.91,37.91,37.91,164460,
603686.SH,腦韓鎮,2015-02-04,41.7,41.7,41.7,41.7,158920,
603686.SH,腦韓鎮,2015-02-05,45.87,45.87,44.03,45.87,18765638,
603686.SH,腦韓鎮,2015-02-06,42,43,41.28,41.28,4017600,
603686.SH,腦韓鎮,2015-02-09,37.15,37.15,37.15,37.15,751700,
603686.SH,腦韓鎮,2015-02-10,33.44,35.59,33.44,34.81,14219114,
603686.SH,腦韓鎮,2015-02-11,34.2,35.58,34,34.97,9530252,
603686.SH,腦韓鎮,2015-02-12,34.69,35.92,34.01,34.95,8049044,
603686.SH,腦韓鎮,2015-02-13,34.98,36,34.81,35.94,7569275,
603686.SH,腦韓鎮,2015-02-16,35.8,35.8,34.83,35.24,6759221,
603686.SH,腦韓鎮,2015-02-17,35.79,35.98,35.3,35.45,5367922,
603686.SH,腦韓鎮,2015-02-25,35.3,35.33,34.2,34.41,4376845,
603686.SH,腦韓鎮,2015-02-26,34.2,34.99,34.18,34.92,3221096,
603686.SH,腦韓鎮,2015-02-27,35,35.86,34.71,35.8,4641562,
603686.SH,腦韓鎮,2015-03-02,36.6,39.38,36.6,39.26,12033490,
603686.SH,腦韓鎮,2015-03-03,38.28,40.49,37.76,39.12,9728543,
603686.SH,腦韓鎮,2015-03-04,38.92,38.92,37.61,38.04,4979668,
603686.SH,腦韓鎮,2015-03-05,38.19,40.18,37.75,39.17,6566923,
603686.SH,腦韓鎮,2015-03-06,38.5,38.97,37.7,37.91,3085500,
603686.SH,腦韓鎮,2015-03-09,37.9,37.9,36.73,37.32,2772558,
603686.SH,腦韓鎮,2015-03-10,37.95,39.48,37.78,38.61,3328395,
603686.SH,腦韓鎮,2015-03-11,38.49,38.55,37.87,38.3,2119652,
603686.SH,腦韓鎮,2015-03-12,38.14,38.53,37.13,37.51,2336746,
