╢ЗбК,╪РЁф,хуфз,©╙ел╪ш(т╙),вН╦ъ╪ш(т╙),вН╣м╪ш(т╙),йуел╪ш(т╙),Ёи╫╩а©(╧и),
688516.SH,╟бльн╛,2020-05-21,55.02,64.64,55,62.2,14857807,
688516.SH,╟бльн╛,2020-05-22,61.6,70.1,61.52,64.3,12906722,
688516.SH,╟бльн╛,2020-05-25,64.2,64.2,55.43,56.68,9882032,
688516.SH,╟бльн╛,2020-05-26,55.5,64.22,55.4,61.16,10408688,
688516.SH,╟бльн╛,2020-05-27,59.27,60.98,56.88,58.89,8731981,
688516.SH,╟бльн╛,2020-05-28,58.31,59.8,54.5,56.4,7084046,
688516.SH,╟бльн╛,2020-05-29,55.5,56.7,53.9,53.98,5804096,
688516.SH,╟бльн╛,2020-06-01,54.88,58.44,53.98,57.87,7640402,
688516.SH,╟бльн╛,2020-06-02,57.39,60.78,56.65,60.13,8126534,
688516.SH,╟бльн╛,2020-06-03,59,59.99,57.8,57.97,5327243,
688516.SH,╟бльн╛,2020-06-04,57.5,59.69,57.41,58.13,4248309,
688516.SH,╟бльн╛,2020-06-05,57.88,57.88,55.5,56.16,4000624,
688516.SH,╟бльн╛,2020-06-08,56.4,58.85,55.38,57.21,4375313,
688516.SH,╟бльн╛,2020-06-09,56.21,57,54.7,55.3,3252335,
688516.SH,╟бльн╛,2020-06-10,55.49,55.49,52.46,52.81,3898764,
688516.SH,╟бльн╛,2020-06-11,52.9,53.98,52.53,53.3,2300183,
688516.SH,╟бльн╛,2020-06-12,51.3,52.97,51.24,52.26,2085175,
688516.SH,╟бльн╛,2020-06-15,52.89,53.18,51.2,51.37,2255260,
688516.SH,╟бльн╛,2020-06-16,51.9,53.2,51.2,53,2484701,
688516.SH,╟бльн╛,2020-06-17,53,53.97,52.55,53.77,2532502,
688516.SH,╟бльн╛,2020-06-18,53.58,54.82,53.32,53.39,2203186,
688516.SH,╟бльн╛,2020-06-19,53.44,53.54,52.5,52.55,1616377,
688516.SH,╟бльн╛,2020-06-22,52.57,54.08,52.12,53.63,1937800,
688516.SH,╟бльн╛,2020-06-23,53.77,53.79,52.5,53.35,1604825,
688516.SH,╟бльн╛,2020-06-24,53.35,54.99,53.02,54.1,2296580,
688516.SH,╟бльн╛,2020-06-29,54.1,55.93,54,54.94,2989647,
688516.SH,╟бльн╛,2020-06-30,55.48,55.48,54.18,54.65,2906066,
688516.SH,╟бльн╛,2020-07-01,54.7,55.01,52.6,53.31,2608994,
688516.SH,╟бльн╛,2020-07-02,53.41,53.98,52.64,53.36,1872639,
688516.SH,╟бльн╛,2020-07-03,54.26,61.13,54.08,60.2,9242718,
688516.SH,╟бльн╛,2020-07-06,59,62.15,57.35,61.16,7196829,
