測鎢,潠備,�梪�,羲攫歎(啋),郔詢歎(啋),郔腴歎(啋),彶攫歎(啋),傖蝠講(嘖),
002032.SZ,劼眼嫌,2015-01-05,99.9722,102.2971,99.1004,101.4834,2137801,
002032.SZ,劼眼嫌,2015-01-06,100.7859,105.0871,100.0303,104.3315,3708480,
002032.SZ,劼眼嫌,2015-01-07,104.564,104.564,101.7159,103.2852,1970875,
002032.SZ,劼眼嫌,2015-01-08,102.9946,104.4477,101.774,102.704,1280779,
002032.SZ,劼眼嫌,2015-01-09,102.2971,104.4477,102.1809,103.9827,2635423,
002032.SZ,劼眼嫌,2015-01-12,104.0409,107.6445,103.2271,107.5283,3611917,
002032.SZ,劼眼嫌,2015-01-13,106.5402,108.6326,105.2033,106.8308,2114233,
002032.SZ,劼眼嫌,2015-01-14,106.8308,107.1214,103.5177,104.9127,1377648,
002032.SZ,劼眼嫌,2015-01-15,104.7383,105.0871,103.169,103.7502,1256013,
002032.SZ,劼眼嫌,2015-01-16,103.7502,104.564,101.4253,103.7502,2328468,
002032.SZ,劼眼嫌,2015-01-19,101.5415,104.5058,98.926,100.0303,2209987,
002032.SZ,劼眼嫌,2015-01-20,99.9722,103.7502,99.7397,103.7502,1865483,
002032.SZ,劼眼嫌,2015-01-21,103.4596,106.482,103.3434,105.9008,2174439,
002032.SZ,劼眼嫌,2015-01-22,105.9008,110.3763,104.6221,109.3882,2706349,
002032.SZ,劼眼嫌,2015-01-23,108.807,110.3182,107.6445,110.3182,1773829,
002032.SZ,劼眼嫌,2015-01-26,109.6207,111.4806,108.2257,110.3182,1773621,
002032.SZ,劼眼嫌,2015-01-27,110.8994,110.8994,107.5283,110.0276,1798536,
002032.SZ,劼眼嫌,2015-01-28,108.4582,109.6788,107.7026,108.0514,1120262,
002032.SZ,劼眼嫌,2015-01-29,107.412,107.4701,105.5521,106.6564,958612,
002032.SZ,劼眼嫌,2015-01-30,106.7145,116.1886,106.7145,110.4344,3912017,
002032.SZ,劼眼嫌,2015-02-02,109.6207,109.6207,105.8427,105.8427,2289078,
002032.SZ,劼眼嫌,2015-02-03,105.7264,107.8189,104.5058,106.5983,1804258,
002032.SZ,劼眼嫌,2015-02-04,106.947,115.6655,106.8308,111.9456,4782415,
002032.SZ,劼眼嫌,2015-02-05,112.1781,113.6312,109.272,110.0857,2139676,
002032.SZ,劼眼嫌,2015-02-06,109.272,109.8532,104.0409,105.2033,2259330,
002032.SZ,劼眼嫌,2015-02-09,104.6221,106.1914,103.634,104.0409,1635912,
002032.SZ,劼眼嫌,2015-02-10,104.5058,107.1795,103.8084,107.1795,1138581,
002032.SZ,劼眼嫌,2015-02-11,107.3539,107.7026,105.7846,107.0051,1255779,
002032.SZ,劼眼嫌,2015-02-12,106.947,109.7951,106.947,109.7369,1413196,
002032.SZ,劼眼嫌,2015-02-13,111.4806,111.4806,108.1095,108.342,2933917,
002032.SZ,劼眼嫌,2015-02-16,108.342,110.4344,107.5864,110.3763,1709929,
002032.SZ,劼眼嫌,2015-02-17,109.7369,110.2019,108.6326,109.9113,2118472,
002032.SZ,劼眼嫌,2015-02-25,109.7951,110.4344,107.9932,110.0276,1718768,
002032.SZ,劼眼嫌,2015-02-26,109.7369,111.5969,109.272,110.5507,2388292,
002032.SZ,劼眼嫌,2015-02-27,110.9575,113.3406,110.2019,110.725,2615967,
002032.SZ,劼眼嫌,2015-03-02,112.6431,112.9919,109.4463,110.4344,3084839,
002032.SZ,劼眼嫌,2015-03-03,111.0157,112.4687,107.9351,108.1095,4095080,
002032.SZ,劼眼嫌,2015-03-04,108.1095,110.3182,108.1095,110.1438,2616428,
002032.SZ,劼眼嫌,2015-03-05,110.1438,111.3063,107.4701,108.9813,2365245,
002032.SZ,劼眼嫌,2015-03-06,108.807,109.5626,107.7026,108.9813,1091168,
002032.SZ,劼眼嫌,2015-03-09,108.6907,110.725,107.2958,110.725,1603476,
002032.SZ,劼眼嫌,2015-03-10,110.6669,111.1319,109.9113,110.8413,1916503,
002032.SZ,劼眼嫌,2015-03-11,110.8413,113.05,110.6088,111.1319,2463287,
002032.SZ,劼眼嫌,2015-03-12,111.3063,114.0381,110.725,112.4106,2353910,
002032.SZ,劼眼嫌,2015-03-13,112.4687,113.8637,111.0157,111.8875,1813865,
002032.SZ,劼眼嫌,2015-03-16,111.8875,114.0962,111.7713,114.0962,3490422,
002032.SZ,劼眼嫌,2015-03-17,114.3868,115.6655,113.2825,115.2005,3438234,
002032.SZ,劼眼嫌,2015-03-18,115.6074,116.0724,114.0962,115.9561,2466156,
002032.SZ,劼眼嫌,2015-03-19,115.6655,115.9561,114.2706,115.1424,2323308,
002032.SZ,劼眼嫌,2015-03-20,115.1424,115.9561,113.3406,115.1424,3073901,
002032.SZ,劼眼嫌,2015-03-23,115.2005,118.5136,114.3868,117.6998,3510457,
002032.SZ,劼眼嫌,2015-03-24,117.8742,119.0948,114.3287,116.8861,2747516,
002032.SZ,劼眼嫌,2015-03-25,117.2349,117.3511,113.2243,116.7117,4244747,
002032.SZ,劼眼嫌,2015-03-26,115.6655,116.4793,112.7594,114.0962,4321111,
002032.SZ,劼眼嫌,2015-03-27,114.0962,116.1886,113.8056,115.8399,2669313,
002032.SZ,劼眼嫌,2015-03-30,116.5955,118.1648,115.3749,117.8742,3290133,
002032.SZ,劼眼嫌,2015-03-31,118.0486,121.2454,118.0486,120.5479,4476290,
002032.SZ,劼眼嫌,2015-04-01,121.1291,123.9772,121.0129,123.2216,3982731,
002032.SZ,劼眼嫌,2015-04-02,123.1053,125.1978,121.071,123.4541,3583309,
002032.SZ,劼眼嫌,2015-04-03,122.2335,125.5465,121.9429,124.5003,3302911,
002032.SZ,劼眼嫌,2015-04-07,125.4884,135.9506,123.8609,133.6838,5014114,
002032.SZ,劼眼嫌,2015-04-08,133.6838,133.6838,127.2902,130.2545,4551453,
002032.SZ,劼眼嫌,2015-04-09,129.6151,129.6151,122.0591,125.8952,4170156,
002032.SZ,劼眼嫌,2015-04-10,125.2559,133.1025,123.8028,131.9401,4303114,
002032.SZ,劼眼嫌,2015-04-13,131.9401,141.7629,131.417,140.3098,5177742,
002032.SZ,劼眼嫌,2015-04-14,139.438,140.0192,135.0206,136.5318,3167831,
002032.SZ,劼眼嫌,2015-04-15,134.3231,149.9583,130.1964,143.7391,4489576,
002032.SZ,劼眼嫌,2015-04-16,143.2741,153.8526,139.0311,151.1208,5709210,
002032.SZ,劼眼嫌,2015-04-17,151.1208,156.9912,147.0522,150.772,4479293,
002032.SZ,劼眼嫌,2015-04-20,148.2146,148.2727,140.0773,140.9492,4935185,
002032.SZ,劼眼嫌,2015-04-21,140.6586,148.2146,139.4961,147.8078,3482381,
002032.SZ,劼眼嫌,2015-04-22,148.2146,152.2251,148.2146,151.8764,4914155,
002032.SZ,劼眼嫌,2015-04-23,157.34,161.583,151.237,151.8764,5014020,
002032.SZ,劼眼嫌,2015-04-24,150.0164,151.6439,147.0522,151.6439,2633874,
002032.SZ,劼眼嫌,2015-04-27,151.9926,155.0732,150.4233,152.3995,2734560,
002032.SZ,劼眼嫌,2015-04-28,151.4695,151.4695,146.1222,147.5171,2435570,
002032.SZ,劼眼嫌,2015-04-29,145.4828,149.2027,145.3084,148.2727,2123239,
002032.SZ,劼眼嫌,2015-04-30,149.0283,153.6782,148.2146,149.3771,2749460,
002032.SZ,劼眼嫌,2015-05-04,151.0045,151.0045,146.8197,147.4009,2039514,
002032.SZ,劼眼嫌,2015-05-05,148.2727,148.2727,140.368,141.2398,2517191,
002032.SZ,劼眼嫌,2015-05-06,141.2398,145.7734,139.4961,140.6586,1892151,
002032.SZ,劼眼嫌,2015-05-07,141.1236,145.3084,140.0773,143.9716,2325475,
002032.SZ,劼眼嫌,2015-05-08,144.3204,147.3428,142.4023,147.2846,1921122,
002032.SZ,劼眼嫌,2015-05-11,147.4009,154.027,145.7153,153.9107,3937430,
002032.SZ,劼眼嫌,2015-05-12,155.1894,158.6768,150.0746,155.3057,3913913,
002032.SZ,劼眼嫌,2015-05-13,155.1894,155.1894,149.784,150.4814,3141247,
002032.SZ,劼眼嫌,2015-05-14,150.5396,150.6558,144.611,145.6572,4609825,
002032.SZ,劼眼嫌,2015-05-15,145.5991,146.0059,142.4023,144.4366,3046968,
002032.SZ,劼眼嫌,2015-05-18,144.4366,148.7377,142.9835,147.924,2431474,
002032.SZ,劼眼嫌,2015-05-19,148.2146,156.2938,147.5753,155.4219,4761246,
002032.SZ,劼眼嫌,2015-05-20,155.48,162.8617,152.8645,161.2924,6019164,
002032.SZ,劼眼嫌,2015-05-21,158.6768,172.5683,158.6768,168.5578,4740135,
002032.SZ,劼眼嫌,2015-05-22,169.0809,171.6965,163.4429,171.2896,3481348,
002032.SZ,劼眼嫌,2015-05-25,171.6383,178.7294,167.9184,177.2763,3907249,
002032.SZ,劼眼嫌,2015-05-26,176.6951,179.1944,173.3239,177.7994,2945841,
002032.SZ,劼眼嫌,2015-05-27,177.2763,187.4479,171.5221,187.4479,8813541,
002032.SZ,劼眼嫌,2015-05-28,184.7161,188.901,169.139,169.4297,6980951,
002032.SZ,劼眼嫌,2015-05-29,169.9016,172.8513,153.3834,161.6425,5335916,
002032.SZ,劼眼嫌,2015-06-01,161.1705,170.3735,158.4568,169.9016,3927290,
002032.SZ,劼眼嫌,2015-06-02,169.9016,176.8628,168.6037,176.8628,3698538,
002032.SZ,劼眼嫌,2015-06-03,176.9218,188.6026,169.3117,174.3261,4329351,
002032.SZ,劼眼嫌,2015-06-04,174.3261,185.8299,159.2827,168.1318,4780654,
002032.SZ,劼眼嫌,2015-06-05,170.1966,177.5708,169.6066,177.0988,5633298,
002032.SZ,劼眼嫌,2015-06-08,176.1549,178.3967,171.0815,171.7894,6113825,
002032.SZ,劼眼嫌,2015-06-09,172.2613,174.7391,170.2556,171.9074,4094740,
002032.SZ,劼眼嫌,2015-06-10,170.7275,176.3909,167.6598,173.9132,3002337,
002032.SZ,劼眼嫌,2015-06-11,173.9722,177.6298,170.7275,176.9808,4930358,
002032.SZ,劼眼嫌,2015-06-12,176.9808,181.4054,175.801,179.8715,6661746,
002032.SZ,劼眼嫌,2015-06-15,180.9924,181.6413,172.2613,174.0901,5380335,
002032.SZ,劼眼嫌,2015-06-16,171.7894,171.9664,163.4123,163.4123,3905827,
002032.SZ,劼眼嫌,2015-06-17,163.2943,168.7217,157.218,166.6569,3043276,
002032.SZ,劼眼嫌,2015-06-18,166.303,166.362,159.2827,160.4626,2768734,
002032.SZ,劼眼嫌,2015-06-19,157.6309,163.2943,145.1243,147.366,2325808,
002032.SZ,劼眼嫌,2015-06-23,145.7142,149.5488,139.1659,148.8999,3254020,
002032.SZ,劼眼嫌,2015-06-24,152.2035,160.5806,150.4337,160.5806,6478641,
