代码,简称,日期,开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),
920058.BJ,华洋赛车,2023-08-10,16.3,32.19,15.99,20.62,10760814,
920058.BJ,华洋赛车,2023-08-11,18,18.88,17.33,18.37,7164815,
920058.BJ,华洋赛车,2023-08-14,18,18,16.55,16.61,3897420,
920058.BJ,华洋赛车,2023-08-15,16.68,17.58,16.47,16.63,2499008,
920058.BJ,华洋赛车,2023-08-16,16.65,16.73,15.56,15.91,2553015,
920058.BJ,华洋赛车,2023-08-17,15.58,15.75,15.41,15.61,1953345,
920058.BJ,华洋赛车,2023-08-18,15.66,17.12,15.4,16.16,2362670,
920058.BJ,华洋赛车,2023-08-21,15.8,15.8,15,15.23,1227599,
920058.BJ,华洋赛车,2023-08-22,15.3,15.3,13.83,14.22,1523043,
920058.BJ,华洋赛车,2023-08-23,14.24,14.24,13.06,13.25,962504,
920058.BJ,华洋赛车,2023-08-24,13.25,13.45,12.73,13.23,627149,
920058.BJ,华洋赛车,2023-08-25,13.35,13.35,12.7,12.75,466962,
920058.BJ,华洋赛车,2023-08-28,13.5,13.96,12.94,13.1,837071,
920058.BJ,华洋赛车,2023-08-29,12.87,13.65,12.86,13.44,702547,
920058.BJ,华洋赛车,2023-08-30,13.51,13.83,13.44,13.5,465020,
920058.BJ,华洋赛车,2023-08-31,13.75,14.24,13.41,14.18,755813,
920058.BJ,华洋赛车,2023-09-01,13.95,15.5,13.91,14.8,963338,
920058.BJ,华洋赛车,2023-09-04,15.45,16.3,15.01,15.7,1251991,
920058.BJ,华洋赛车,2023-09-05,15.18,15.5,14.16,14.41,794281,
920058.BJ,华洋赛车,2023-09-06,14.21,14.25,13.9,14.08,648057,
920058.BJ,华洋赛车,2023-09-07,13.98,14.26,13.71,13.76,411429,
920058.BJ,华洋赛车,2023-09-08,13.58,13.86,13.3,13.44,436236,
920058.BJ,华洋赛车,2023-09-11,13.56,13.65,13.33,13.47,192146,
920058.BJ,华洋赛车,2023-09-12,13.54,13.56,13.4,13.42,198466,
920058.BJ,华洋赛车,2023-09-13,13.42,13.55,13.31,13.55,277557,
920058.BJ,华洋赛车,2023-09-14,13.69,13.7,13.42,13.52,204581,
920058.BJ,华洋赛车,2023-09-15,13.42,13.59,13.32,13.49,239559,
920058.BJ,华洋赛车,2023-09-18,13.48,13.64,13.35,13.43,200527,
920058.BJ,华洋赛车,2023-09-19,13.5,13.57,13.43,13.44,208446,
920058.BJ,华洋赛车,2023-09-20,13.59,13.59,13.35,13.36,260690,
920058.BJ,华洋赛车,2023-09-21,12.9493,13.2627,12.906,12.9384,375201,
920058.BJ,华洋赛车,2023-09-22,13.1006,13.2735,13.0141,13.1654,197549,
920058.BJ,华洋赛车,2023-09-25,13.1654,13.1654,12.7763,12.9276,186805,
920058.BJ,华洋赛车,2023-09-26,12.7763,13.0249,12.5385,12.5601,260617,
920058.BJ,华洋赛车,2023-09-27,12.4953,12.5926,12.3764,12.3872,189603,
920058.BJ,华洋赛车,2023-09-28,12.3007,12.5385,12.3007,12.3548,191598,
920058.BJ,华洋赛车,2023-10-09,12.3223,12.452,12.2899,12.3007,94396,
920058.BJ,华洋赛车,2023-10-10,12.2142,12.3872,12.0953,12.1818,178250,
920058.BJ,华洋赛车,2023-10-11,12.2359,12.2359,12.0413,12.117,98454,
920058.BJ,华洋赛车,2023-10-12,12.2575,12.2575,11.9332,12.0305,97458,
920058.BJ,华洋赛车,2023-10-13,12.1061,12.1061,11.717,11.7819,199482,
920058.BJ,华洋赛车,2023-10-16,11.7819,11.7819,11.436,11.5657,104440,
920058.BJ,华洋赛车,2023-10-17,11.5657,11.6414,11.4576,11.5657,80403,
920058.BJ,华洋赛车,2023-10-18,11.4684,11.5765,11.2414,11.3171,162537,
920058.BJ,华洋赛车,2023-10-19,11.2198,11.3063,11.0685,11.0793,155015,
920058.BJ,华洋赛车,2023-10-20,11.1333,11.1982,10.9172,11.0793,113219,
920058.BJ,华洋赛车,2023-10-23,10.8523,11.0685,10.6145,10.6145,121135,
920058.BJ,华洋赛车,2023-10-24,10.8523,10.8955,10.6685,10.7118,123405,
920058.BJ,华洋赛车,2023-10-25,10.6902,10.8523,10.4848,10.7442,90544,
920058.BJ,华洋赛车,2023-10-26,10.6469,10.6794,10.4848,10.6145,93780,
920058.BJ,华洋赛车,2023-10-27,10.6902,11.6738,10.3767,11.2306,598744,
920058.BJ,华洋赛车,2023-10-30,11.3711,11.3711,11.0793,11.1874,218847,
920058.BJ,华洋赛车,2023-10-31,11.1117,11.1549,10.8955,10.9496,235651,
920058.BJ,华洋赛车,2023-11-01,11.0036,11.0144,10.7983,10.9172,110999,
920058.BJ,华洋赛车,2023-11-02,10.9496,10.9604,10.6685,10.6794,150727,
920058.BJ,华洋赛车,2023-11-03,10.6145,11.0252,10.6145,10.8847,244765,
920058.BJ,华洋赛车,2023-11-06,10.982,11.3279,10.8847,11.1766,325333,
920058.BJ,华洋赛车,2023-11-07,11.1549,11.2306,11.0901,11.2198,137092,
920058.BJ,华洋赛车,2023-11-08,11.2847,11.663,11.1658,11.4684,321764,
920058.BJ,华洋赛车,2023-11-09,11.4468,11.7603,11.2738,11.717,261867,
920058.BJ,华洋赛车,2023-11-10,11.6738,13.3492,11.6522,12.5709,1121956,
920058.BJ,华洋赛车,2023-11-13,11.9548,15.8677,11.9548,15.2192,2864689,
920058.BJ,华洋赛车,2023-11-14,14.268,16.2784,14.268,14.9705,3133946,
920058.BJ,华洋赛车,2023-11-15,14.2247,14.9922,14.2031,14.4949,1639677,
920058.BJ,华洋赛车,2023-11-16,14.4409,14.4409,13.133,13.6518,1169666,
920058.BJ,华洋赛车,2023-11-17,13.4032,14.376,13.4032,13.8464,836603,
920058.BJ,华洋赛车,2023-11-20,13.6194,15.6731,13.6086,15.0138,1876559,
920058.BJ,华洋赛车,2023-11-21,14.8949,17.2729,14.6138,16.019,3304044,
920058.BJ,华洋赛车,2023-11-22,16.1812,20.094,15.7056,19.1212,4424878,
920058.BJ,华洋赛车,2023-11-23,18.5808,20.4724,17.2945,17.6296,3687548,
920058.BJ,华洋赛车,2023-11-24,17.889,19.4563,17.4026,19.132,3791968,
920058.BJ,华洋赛车,2023-11-27,19.4563,23.7799,19.2401,23.7799,5131526,
920058.BJ,华洋赛车,2023-11-28,21.6181,25.3581,20.5588,21.7262,3854088,
920058.BJ,华洋赛车,2023-11-29,21.7586,22.7855,18.1592,18.7861,2777874,
920058.BJ,华洋赛车,2023-11-30,18.7105,19.1212,17.2945,17.608,1812025,
920058.BJ,华洋赛车,2023-12-01,18.0403,18.0727,16.2676,16.4298,1640962,
920058.BJ,华洋赛车,2023-12-04,16.4622,17.0567,15.8028,16.6568,1122601,
920058.BJ,华洋赛车,2023-12-05,16.4082,18.3862,16.3325,18.2565,2363563,
920058.BJ,华洋赛车,2023-12-06,18.2781,21.6181,17.5215,19.5644,3362397,
920058.BJ,华洋赛车,2023-12-07,19.6509,20.7318,18.57,20.1589,2224943,
920058.BJ,华洋赛车,2023-12-08,20.1913,21.4668,19.4887,21.0993,2377203,
920058.BJ,华洋赛车,2023-12-11,20.9371,21.6181,20.0292,20.3427,1665804,
920058.BJ,华洋赛车,2023-12-12,19.7698,20.9263,19.359,20.2021,1289961,
920058.BJ,华洋赛车,2023-12-13,20.3751,21.5641,19.8346,20.9588,2083693,
920058.BJ,华洋赛车,2023-12-14,20.7534,22.926,20.5588,21.4236,2870510,
920058.BJ,华洋赛车,2023-12-15,21.002,22.4612,20.775,21.9424,1650230,
920058.BJ,华洋赛车,2023-12-18,22.2342,23.8664,21.8451,23.7799,2119445,
920058.BJ,华洋赛车,2023-12-19,24.5906,24.6447,22.472,22.9801,1861272,
920058.BJ,华洋赛车,2023-12-20,22.7855,24.1366,22.7855,23.6827,1486809,
