´úÂë,¼ò³Æ,ÈÕÆÚ,¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),
300613.SZ,¸»å«Î¢,2017-02-20,66.77,80.12,66.77,80.12,5004,
300613.SZ,¸»å«Î¢,2017-02-21,88.13,88.13,88.13,88.13,2205,
300613.SZ,¸»å«Î¢,2017-02-22,96.94,96.94,96.94,96.94,700,
300613.SZ,¸»å«Î¢,2017-02-23,106.63,106.63,106.63,106.63,6300,
300613.SZ,¸»å«Î¢,2017-02-24,117.29,117.29,117.29,117.29,5400,
300613.SZ,¸»å«Î¢,2017-02-27,129.02,129.02,129.02,129.02,4100,
300613.SZ,¸»å«Î¢,2017-02-28,141.92,141.92,141.92,141.92,13100,
300613.SZ,¸»å«Î¢,2017-03-01,156.11,156.11,156.11,156.11,25000,
300613.SZ,¸»å«Î¢,2017-03-02,171.72,171.72,171.72,171.72,19200,
300613.SZ,¸»å«Î¢,2017-03-03,188.89,188.89,188.89,188.89,99400,
300613.SZ,¸»å«Î¢,2017-03-06,207.78,207.78,207.78,207.78,64300,
300613.SZ,¸»å«Î¢,2017-03-07,228.56,228.56,228.56,228.56,26500,
300613.SZ,¸»å«Î¢,2017-03-08,251.42,251.42,251.42,251.42,155257,
300613.SZ,¸»å«Î¢,2017-03-09,276.56,276.56,266.56,276.56,7574188,
300613.SZ,¸»å«Î¢,2017-03-10,275.48,295.99,269.97,281,6297245,
300613.SZ,¸»å«Î¢,2017-03-13,296.02,304.88,281.13,294.5,4718749,
300613.SZ,¸»å«Î¢,2017-03-14,285,292.4,282.34,283.01,3883323,
300613.SZ,¸»å«Î¢,2017-03-15,279.28,288.8,274.18,283,2988292,
300613.SZ,¸»å«Î¢,2017-03-16,281.1,289.89,281.1,284.98,3473664,
300613.SZ,¸»å«Î¢,2017-03-17,282,284.98,269,269.4,3781827,
300613.SZ,¸»å«Î¢,2017-03-20,263,267.98,261.33,267.98,1828672,
300613.SZ,¸»å«Î¢,2017-03-21,268.2,294.5,268.2,286.06,3439577,
300613.SZ,¸»å«Î¢,2017-03-22,282.78,291.95,281.18,291.3,3087190,
300613.SZ,¸»å«Î¢,2017-03-23,286.02,289,268.5,278.8,2942921,
300613.SZ,¸»å«Î¢,2017-03-24,275.88,278,272,275.99,1432269,
300613.SZ,¸»å«Î¢,2017-03-27,276.07,281.56,270,279.2,1433038,
300613.SZ,¸»å«Î¢,2017-03-28,275,276.88,260,261.72,2271077,
300613.SZ,¸»å«Î¢,2017-03-29,260.5,261.98,239.98,239.98,2456315,
300613.SZ,¸»å«Î¢,2017-03-30,236.15,242.5,232.33,234.49,1621453,
300613.SZ,¸»å«Î¢,2017-03-31,234.51,238.6,227.26,229.61,1410564,
300613.SZ,¸»å«Î¢,2017-04-05,226.99,228.47,214.01,223.68,1409647,
300613.SZ,¸»å«Î¢,2017-04-06,223,233.78,221.14,227.19,1331566,
300613.SZ,¸»å«Î¢,2017-04-07,226.4,234.89,213.8,214.11,2050642,
300613.SZ,¸»å«Î¢,2017-04-10,207.13,207.39,192.7,192.7,2165740,
300613.SZ,¸»å«Î¢,2017-04-11,190,196.75,186,196.11,1532952,
300613.SZ,¸»å«Î¢,2017-04-12,193,195,186.7,190.19,1164348,
300613.SZ,¸»å«Î¢,2017-04-13,190,195.79,188.43,189.98,876686,
300613.SZ,¸»å«Î¢,2017-04-14,188.43,190.7,184.19,185.51,882495,
300613.SZ,¸»å«Î¢,2017-04-17,175,175,166.96,170.14,1293392,
300613.SZ,¸»å«Î¢,2017-04-18,171.65,172.6,168.5,169.51,724084,
300613.SZ,¸»å«Î¢,2017-04-19,170,175.55,169,175.1,1157060,
300613.SZ,¸»å«Î¢,2017-04-20,171.99,173.42,164.33,168.71,1392077,
300613.SZ,¸»å«Î¢,2017-04-21,169.02,169.92,166.02,166.21,624889,
300613.SZ,¸»å«Î¢,2017-04-24,166.1,171.3,160.1,169.71,1166125,
300613.SZ,¸»å«Î¢,2017-04-25,169.98,174.97,169.31,171.12,1030100,
300613.SZ,¸»å«Î¢,2017-04-26,169.5,173.1,168,171.96,799600,
300613.SZ,¸»å«Î¢,2017-04-27,171.12,186.76,171.12,184.67,1694583,
300613.SZ,¸»å«Î¢,2017-04-28,182.8,183.83,181.08,182.14,957294,
300613.SZ,¸»å«Î¢,2017-05-02,181,182.9,176,179,899394,
300613.SZ,¸»å«Î¢,2017-05-03,178,180.99,170.3,175.22,1042431,
300613.SZ,¸»å«Î¢,2017-05-04,174,176.33,171.3,173.56,612405,
300613.SZ,¸»å«Î¢,2017-05-05,172.51,177.77,172.1,173.69,626505,
300613.SZ,¸»å«Î¢,2017-05-08,172.6,177.8,170.5,170.5,718700,
300613.SZ,¸»å«Î¢,2017-05-09,169.68,171.5,165.66,171.01,781155,
300613.SZ,¸»å«Î¢,2017-05-10,170.21,172.99,166.5,166.66,801455,
300613.SZ,¸»å«Î¢,2017-05-11,163.5,168.81,162.26,168.3,730303,
300613.SZ,¸»å«Î¢,2017-05-12,168,168.65,165.3,167.17,615303,
300613.SZ,¸»å«Î¢,2017-05-15,168.94,172.58,166.23,168.98,637502,
300613.SZ,¸»å«Î¢,2017-05-16,168,175,167.51,175,922137,
300613.SZ,¸»å«Î¢,2017-05-17,175.7,181.22,174.82,175,1047907,
300613.SZ,¸»å«Î¢,2017-05-18,174,175.5,171.22,172,730188,
300613.SZ,¸»å«Î¢,2017-05-19,172.1,173.06,169.9,170.85,432030,
300613.SZ,¸»å«Î¢,2017-05-22,170.3,170.85,163.9,164,787612,
300613.SZ,¸»å«Î¢,2017-05-23,162.94,166.6,160.3,161.15,493384,
300613.SZ,¸»å«Î¢,2017-05-24,159.01,162.5,157.61,162.3,490689,
300613.SZ,¸»å«Î¢,2017-05-25,162,162.44,156.43,160.8,637483,
300613.SZ,¸»å«Î¢,2017-05-26,161.7214,163.2338,159.2476,161.7515,349052,
300613.SZ,¸»å«Î¢,2017-05-31,166.2184,168.7624,161.7515,162.0219,619807,
300613.SZ,¸»å«Î¢,2017-06-01,162.3524,164.1552,156.7036,156.7036,450144,
300613.SZ,¸»å«Î¢,2017-06-02,155.3315,163.2338,153.2783,163.0334,695102,
300613.SZ,¸»å«Î¢,2017-06-05,164.5558,166.7092,162.9533,166.0682,585953,
300613.SZ,¸»å«Î¢,2017-06-06,163.8647,165.968,163.7546,165.968,341463,
300613.SZ,¸»å«Î¢,2017-06-07,166.1383,174.7717,165.7577,173.2694,1009289,
300613.SZ,¸»å«Î¢,2017-06-08,173.069,174.5714,169.6738,170.6453,589463,
300613.SZ,¸»å«Î¢,2017-06-09,170.8756,177.9867,170.2647,175.9736,921111,
300613.SZ,¸»å«Î¢,2017-06-12,174.321,174.5714,169.7539,169.9943,634541,
300613.SZ,¸»å«Î¢,2017-06-13,169.2932,175.9435,168.8926,174.4212,699597,
300613.SZ,¸»å«Î¢,2017-06-14,173.8002,183.2849,173.7902,178.838,1402907,
300613.SZ,¸»å«Î¢,2017-06-15,178.828,183.0145,177.9767,181.9829,882244,
300613.SZ,¸»å«Î¢,2017-06-16,181.7125,182.9144,178.4474,180.3203,483943,
300613.SZ,¸»å«Î¢,2017-06-19,180.2803,181.1616,175.8734,178.167,536095,
300613.SZ,¸»å«Î¢,2017-06-20,177.2756,180.1701,175.6931,175.9235,507700,
300613.SZ,¸»å«Î¢,2017-06-21,174.5714,177.8665,174.5714,177.0152,360500,
300613.SZ,¸»å«Î¢,2017-06-22,177.0252,177.6261,172.2778,172.368,504798,
300613.SZ,¸»å«Î¢,2017-06-23,171.8472,175.4728,171.8472,175.2424,429285,
300613.SZ,¸»å«Î¢,2017-06-26,175.1423,177.7864,174.4712,177.7864,355247,
300613.SZ,¸»å«Î¢,2017-06-27,177.2756,179.5792,176.0737,176.4443,368898,
