測鎢,潠備,�梪�,羲攫歎(啋),郔詢歎(啋),郔腴歎(啋),彶攫歎(啋),傖蝠講(嘖),
000795.SZ,荎醫貌,2015-01-05,20.8592,21.6952,20.3875,21.5237,6700786,
000795.SZ,荎醫貌,2015-01-06,21.4809,21.6309,21.0735,21.4809,4927740,
000795.SZ,荎醫貌,2015-01-07,21.6524,22.1454,21.4165,21.7595,5325696,
000795.SZ,荎醫貌,2015-01-08,21.7595,21.7595,20.9235,20.9663,5635993,
000795.SZ,荎醫貌,2015-01-09,21.1164,21.2022,20.8163,20.902,3104560,
000795.SZ,荎醫貌,2015-01-12,20.7948,20.7948,20.1088,20.1088,3520283,
000795.SZ,荎醫貌,2015-01-13,20.0659,20.3446,19.6801,20.1946,2651397,
000795.SZ,荎醫貌,2015-01-14,20.2803,20.5161,19.9373,20.3446,2543609,
000795.SZ,荎醫貌,2015-01-15,20.3661,21.6524,20.0874,21.5666,6007453,
000795.SZ,荎醫貌,2015-01-16,21.9739,22.6814,21.8024,21.9954,10286218,
000795.SZ,荎醫貌,2015-01-19,21.8667,22.8529,20.3661,21.7167,6918814,
000795.SZ,荎醫貌,2015-01-20,21.7167,22.7028,21.5023,22.3384,8639715,
000795.SZ,荎醫貌,2015-01-21,22.3384,22.8314,22.2097,22.6814,8905395,
000795.SZ,荎醫貌,2015-01-22,22.7243,23.5389,22.467,22.8958,9557924,
000795.SZ,荎醫貌,2015-01-23,22.8958,23.4746,22.467,22.5099,6412440,
000795.SZ,荎醫貌,2015-01-26,22.4456,23.153,22.1454,22.8743,6989341,
000795.SZ,荎醫貌,2015-01-27,22.8314,22.8314,22.2741,22.6385,6134736,
000795.SZ,荎醫貌,2015-01-28,22.5313,23.0244,22.3598,22.7028,4178293,
000795.SZ,荎醫貌,2015-01-29,22.7028,23.0673,22.5099,22.5313,5720537,
000795.SZ,荎醫貌,2015-01-30,22.4027,22.81,21.8453,21.8667,4509534,
000795.SZ,荎醫貌,2015-02-02,21.8239,21.8239,21.438,21.438,2559955,
000795.SZ,荎醫貌,2015-02-03,21.438,21.8667,21.438,21.7381,2232023,
000795.SZ,荎醫貌,2015-02-04,21.8453,22.0597,21.6095,21.6095,2473978,
000795.SZ,荎醫貌,2015-02-05,21.8453,22.0811,21.3737,21.3737,2337675,
000795.SZ,荎醫貌,2015-02-06,21.3094,21.3308,20.5805,20.6877,3061468,
000795.SZ,荎醫貌,2015-02-09,20.6662,21.0521,20.5376,20.902,1739917,
000795.SZ,荎醫貌,2015-02-10,21.0092,21.3951,20.9878,21.2236,1343803,
000795.SZ,荎醫貌,2015-02-11,21.4165,21.6095,21.245,21.3951,1659200,
000795.SZ,荎醫貌,2015-02-12,21.3951,21.781,21.3737,21.7167,2440003,
000795.SZ,荎醫貌,2015-02-13,21.7381,22.0382,21.7381,21.8882,3303145,
000795.SZ,荎醫貌,2015-02-16,21.9739,22.1669,21.9096,22.1026,2992070,
000795.SZ,荎醫貌,2015-02-17,22.2097,22.2741,22.0811,22.1454,2933557,
000795.SZ,荎醫貌,2015-02-25,22.1454,23.0887,21.8024,22.9172,6624223,
000795.SZ,荎醫貌,2015-02-26,22.8314,23.4746,22.7457,23.3245,9020747,
000795.SZ,荎醫貌,2015-02-27,23.003,23.2388,22.9386,23.0887,4732412,
000795.SZ,荎醫貌,2015-03-02,23.1745,23.3245,22.9386,23.1745,4997697,
000795.SZ,荎醫貌,2015-03-03,23.153,23.153,22.5313,22.5742,5966130,
000795.SZ,荎醫貌,2015-03-04,22.5313,23.0244,22.5313,22.9815,4717339,
000795.SZ,荎醫貌,2015-03-05,22.8958,24.1177,22.7243,23.839,14451201,
000795.SZ,荎醫貌,2015-03-06,23.6032,24.0105,23.2816,23.5175,8033054,
000795.SZ,荎醫貌,2015-03-09,23.5818,23.9033,23.3245,23.8819,7225422,
000795.SZ,荎醫貌,2015-03-10,24.0105,24.182,23.689,23.839,6786988,
000795.SZ,荎醫貌,2015-03-11,23.7747,23.9677,23.3888,23.4746,5388442,
000795.SZ,荎醫貌,2015-03-12,23.4317,23.7533,23.0887,23.1959,4685357,
000795.SZ,荎醫貌,2015-03-13,23.1959,24.3107,23.153,24.2249,8633430,
000795.SZ,荎醫貌,2015-03-16,24.2249,24.7609,24.0534,24.718,11146611,
000795.SZ,荎醫貌,2015-03-17,24.8252,24.9109,24.4179,24.6966,8941488,
000795.SZ,荎醫貌,2015-03-18,24.7823,25.6827,24.6108,25.2968,9429294,
000795.SZ,荎醫貌,2015-03-19,25.2968,25.2968,25.2968,25.2968,0,
000795.SZ,荎醫貌,2015-03-20,25.2968,26.2186,25.2325,25.4898,13145462,
000795.SZ,荎醫貌,2015-03-23,25.4254,26.0043,25.4254,25.7256,11051144,
000795.SZ,荎醫貌,2015-03-24,25.7256,25.7899,24.6108,25.6184,13025768,
000795.SZ,荎醫貌,2015-03-25,25.4683,26.1758,25.1468,26.1115,13603178,
000795.SZ,荎醫貌,2015-03-26,26.1543,27.6979,25.747,27.1834,20264986,
000795.SZ,荎醫貌,2015-03-27,27.2048,27.6121,26.4545,26.7546,11199705,
000795.SZ,荎醫貌,2015-03-30,26.7546,26.9904,26.0686,26.3258,15307916,
000795.SZ,荎醫貌,2015-03-31,26.3258,26.7975,26.0043,26.433,13317878,
000795.SZ,荎醫貌,2015-04-01,26.2615,26.7546,26.1329,26.6903,11303594,
000795.SZ,荎醫貌,2015-04-02,26.7117,27.0976,26.5617,26.9475,12037579,
000795.SZ,荎醫貌,2015-04-03,26.9261,27.3977,26.6903,27.3334,12997595,
000795.SZ,荎醫貌,2015-04-07,27.8265,28.0838,27.5264,27.9551,12953203,
000795.SZ,荎醫貌,2015-04-08,27.9337,27.9337,26.3687,27.2691,13950839,
000795.SZ,荎醫貌,2015-04-09,27.5478,27.6336,26.0471,26.6474,10483114,
