¥˙¬Î,ºÚ≥∆,»’∆⁄,ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),
300616.SZ,…–∆∑’¨≈‰,2017-03-07,65.22,78.26,65.22,78.26,15100,
300616.SZ,…–∆∑’¨≈‰,2017-03-08,86.09,86.09,86.09,86.09,2670,
300616.SZ,…–∆∑’¨≈‰,2017-03-09,94.7,94.7,94.7,94.7,4124,
300616.SZ,…–∆∑’¨≈‰,2017-03-10,104.17,104.17,104.17,104.17,16541,
300616.SZ,…–∆∑’¨≈‰,2017-03-13,114.59,114.59,114.59,114.59,18700,
300616.SZ,…–∆∑’¨≈‰,2017-03-14,126.05,126.05,126.05,126.05,12896,
300616.SZ,…–∆∑’¨≈‰,2017-03-15,138.66,138.66,138.66,138.66,19800,
300616.SZ,…–∆∑’¨≈‰,2017-03-16,152.53,152.53,152.53,152.53,81048,
300616.SZ,…–∆∑’¨≈‰,2017-03-17,167.78,167.78,167.78,167.78,165380,
300616.SZ,…–∆∑’¨≈‰,2017-03-20,184.56,184.56,178,184.56,11103205,
300616.SZ,…–∆∑’¨≈‰,2017-03-21,189,191,180.01,182.73,13423440,
300616.SZ,…–∆∑’¨≈‰,2017-03-22,188.75,201,185.24,201,11960498,
300616.SZ,…–∆∑’¨≈‰,2017-03-23,194,195.99,182,186.93,10677780,
300616.SZ,…–∆∑’¨≈‰,2017-03-24,186,190.55,180.96,183.99,6028044,
300616.SZ,…–∆∑’¨≈‰,2017-03-27,185,187.73,181.18,186.02,4357385,
300616.SZ,…–∆∑’¨≈‰,2017-03-28,183.99,184,170.6,170.74,6412275,
300616.SZ,…–∆∑’¨≈‰,2017-03-29,171.78,174.67,166.01,167,4729410,
300616.SZ,…–∆∑’¨≈‰,2017-03-30,164.5,168.38,161.18,163.08,3816576,
300616.SZ,…–∆∑’¨≈‰,2017-03-31,163.51,165.41,152.6,154,4865678,
300616.SZ,…–∆∑’¨≈‰,2017-04-05,151.08,155.31,147,153.25,3512006,
