代码,简称,日期,开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),
300488.SZ,恒锋工具,2015-07-01,24.13,28.96,24.13,28.96,3100,
300488.SZ,恒锋工具,2015-07-02,31.86,31.86,31.86,31.86,6500,
300488.SZ,恒锋工具,2015-07-03,35.05,35.05,35.05,35.05,28334,
300488.SZ,恒锋工具,2015-07-06,38.56,38.56,38.56,38.56,50434,
300488.SZ,恒锋工具,2015-07-07,42.42,42.42,38.88,42.42,7684789,
300488.SZ,恒锋工具,2015-07-08,38.18,44.2,38.18,39.87,6189269,
300488.SZ,恒锋工具,2015-07-09,37.68,43.86,37.68,43.86,3147067,
300488.SZ,恒锋工具,2015-07-10,48.25,48.25,48.25,48.25,92630,
300488.SZ,恒锋工具,2015-07-13,53.08,53.08,53.08,53.08,56568,
300488.SZ,恒锋工具,2015-07-14,58.39,58.39,57.39,58.39,1238139,
300488.SZ,恒锋工具,2015-07-15,61.99,64.23,55,58.19,7334722,
300488.SZ,恒锋工具,2015-07-16,52.37,60.69,52.37,53.87,4333901,
300488.SZ,恒锋工具,2015-07-17,53.86,59.2,52,58.23,3364176,
300488.SZ,恒锋工具,2015-07-20,57,58.98,53.68,54.98,3347595,
300488.SZ,恒锋工具,2015-07-21,53.5,60.45,52.76,60.08,3430935,
300488.SZ,恒锋工具,2015-07-22,58.32,60.93,57,59.01,2899691,
300488.SZ,恒锋工具,2015-07-23,59.39,64.91,59.01,64.91,2467013,
300488.SZ,恒锋工具,2015-07-24,68,71.4,67.03,69.12,5805606,
300488.SZ,恒锋工具,2015-07-27,65,72.38,62.21,62.21,4922890,
300488.SZ,恒锋工具,2015-07-28,58,67.5,55.99,62.96,3698742,
300488.SZ,恒锋工具,2015-07-29,63.58,69.26,58.77,69.26,4019087,
300488.SZ,恒锋工具,2015-07-30,69.26,76.19,67.01,72.97,6163708,
300488.SZ,恒锋工具,2015-07-31,70.68,77.77,68.58,71.8,5231033,
300488.SZ,恒锋工具,2015-08-03,70.5,71.66,65.01,66,3583092,
300488.SZ,恒锋工具,2015-08-04,67.11,72,60.62,67.88,3981676,
300488.SZ,恒锋工具,2015-08-05,65.89,70.99,63.31,68,3817609,
300488.SZ,恒锋工具,2015-08-06,65,66.99,61.83,62.3,2711159,
300488.SZ,恒锋工具,2015-08-07,63.33,65.18,62.34,64.16,1936564,
300488.SZ,恒锋工具,2015-08-10,64.25,69.04,64.25,67.5,2312813,
300488.SZ,恒锋工具,2015-08-11,67,74.25,67,74.25,4252316,
300488.SZ,恒锋工具,2015-08-12,74.25,76,69.11,71.41,3552063,
300488.SZ,恒锋工具,2015-08-13,69.4,72.8,67.58,70.34,2210650,
300488.SZ,恒锋工具,2015-08-14,70.41,72.46,68.5,68.79,1727917,
300488.SZ,恒锋工具,2015-08-17,67.2,67.88,63.01,63.65,2164547,
300488.SZ,恒锋工具,2015-08-18,63.33,66.5,58.01,58.22,1808515,
300488.SZ,恒锋工具,2015-08-19,57.7,60.5,53.6,59.34,2106143,
300488.SZ,恒锋工具,2015-08-20,57,58.55,55.55,55.75,1227815,
300488.SZ,恒锋工具,2015-08-21,55.84,58.47,54.01,54.82,1678158,
300488.SZ,恒锋工具,2015-08-24,52.03,53.6,49.34,49.34,1280022,
300488.SZ,恒锋工具,2015-08-25,44.45,51.88,44.43,44.79,2274391,
300488.SZ,恒锋工具,2015-08-26,46.88,49.27,44.6,49.27,3553217,
