¥˙¬Î,ºÚ≥∆,»’∆⁄,ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),
688549.SH,÷–æﬁ–æ-U,2023-09-08,15.12,15.55,12.3,14.61,196509109,
688549.SH,÷–æﬁ–æ-U,2023-09-11,13.56,13.57,11.85,11.85,139563177,
688549.SH,÷–æﬁ–æ-U,2023-09-12,11.42,12.3,11.22,11.9,94835639,
688549.SH,÷–æﬁ–æ-U,2023-09-13,11.61,12.79,11.46,12.28,99027027,
688549.SH,÷–æﬁ–æ-U,2023-09-14,12.02,12.11,11.27,11.3,76733912,
688549.SH,÷–æﬁ–æ-U,2023-09-15,11.1,11.14,10.52,10.53,65667113,
688549.SH,÷–æﬁ–æ-U,2023-09-18,10.53,10.81,10.26,10.31,46043852,
688549.SH,÷–æﬁ–æ-U,2023-09-19,10.33,10.65,10.28,10.65,46501693,
688549.SH,÷–æﬁ–æ-U,2023-09-20,10.44,11.42,10.33,10.98,75399508,
688549.SH,÷–æﬁ–æ-U,2023-09-21,10.88,11.15,10.37,10.39,57617897,
688549.SH,÷–æﬁ–æ-U,2023-09-22,10.27,10.9,10.22,10.71,48255671,
688549.SH,÷–æﬁ–æ-U,2023-09-25,10.6,10.77,10.36,10.38,37596513,
688549.SH,÷–æﬁ–æ-U,2023-09-26,10.34,10.39,9.88,9.89,48123241,
688549.SH,÷–æﬁ–æ-U,2023-09-27,9.94,10.04,9.78,9.78,32585833,
688549.SH,÷–æﬁ–æ-U,2023-09-28,9.83,9.91,9.61,9.77,31804914,
688549.SH,÷–æﬁ–æ-U,2023-10-09,9.8,9.85,9.41,9.43,32266562,
688549.SH,÷–æﬁ–æ-U,2023-10-10,9.47,9.58,9.4,9.46,19343887,
688549.SH,÷–æﬁ–æ-U,2023-10-11,9.49,9.6,9.34,9.59,24476595,
688549.SH,÷–æﬁ–æ-U,2023-10-12,9.56,9.62,9.36,9.42,22096876,
688549.SH,÷–æﬁ–æ-U,2023-10-13,9.36,9.42,9.18,9.18,20955413,
688549.SH,÷–æﬁ–æ-U,2023-10-16,9.36,9.46,9.18,9.24,23476425,
688549.SH,÷–æﬁ–æ-U,2023-10-17,9.23,9.43,8.95,9.31,28831669,
688549.SH,÷–æﬁ–æ-U,2023-10-18,9.21,9.33,8.93,8.94,19056665,
688549.SH,÷–æﬁ–æ-U,2023-10-19,8.9,9.62,8.85,9.22,46080154,
688549.SH,÷–æﬁ–æ-U,2023-10-20,9.11,9.23,8.86,8.88,27483833,
688549.SH,÷–æﬁ–æ-U,2023-10-23,8.81,8.82,8.43,8.48,23141788,
688549.SH,÷–æﬁ–æ-U,2023-10-24,8.55,8.8,8.51,8.67,18975381,
688549.SH,÷–æﬁ–æ-U,2023-10-25,8.71,8.89,8.63,8.81,18740037,
688549.SH,÷–æﬁ–æ-U,2023-10-26,8.72,8.76,8.59,8.75,13940067,
688549.SH,÷–æﬁ–æ-U,2023-10-27,8.7,9.26,8.68,9.07,28774754,
688549.SH,÷–æﬁ–æ-U,2023-10-30,8.95,9.23,8.9,9.16,21955180,
688549.SH,÷–æﬁ–æ-U,2023-10-31,9.36,9.67,9.13,9.18,32365923,
688549.SH,÷–æﬁ–æ-U,2023-11-01,9.06,9.26,9.02,9.06,18142134,
688549.SH,÷–æﬁ–æ-U,2023-11-02,9.1,9.12,8.82,8.82,16622882,
688549.SH,÷–æﬁ–æ-U,2023-11-03,8.86,9.27,8.84,9.22,24794013,
688549.SH,÷–æﬁ–æ-U,2023-11-06,9.31,9.42,9.21,9.38,21931894,
688549.SH,÷–æﬁ–æ-U,2023-11-07,9.42,9.47,9.3,9.36,14768112,
688549.SH,÷–æﬁ–æ-U,2023-11-08,9.37,9.6,9.29,9.45,23877095,
688549.SH,÷–æﬁ–æ-U,2023-11-09,9.54,9.82,9.38,9.4,34669689,
688549.SH,÷–æﬁ–æ-U,2023-11-10,9.28,9.52,9.24,9.32,16588394,
688549.SH,÷–æﬁ–æ-U,2023-11-13,9.35,9.49,9.32,9.48,15525239,
688549.SH,÷–æﬁ–æ-U,2023-11-14,9.47,9.53,9.35,9.47,14227078,
688549.SH,÷–æﬁ–æ-U,2023-11-15,9.56,9.6,9.41,9.42,15793151,
688549.SH,÷–æﬁ–æ-U,2023-11-16,9.37,9.47,9.26,9.29,14000933,
688549.SH,÷–æﬁ–æ-U,2023-11-17,9.33,9.72,9.26,9.6,34759238,
688549.SH,÷–æﬁ–æ-U,2023-11-20,9.85,10.34,9.67,10.23,55439565,
688549.SH,÷–æﬁ–æ-U,2023-11-21,10.17,10.17,9.71,9.78,39511997,
688549.SH,÷–æﬁ–æ-U,2023-11-22,9.73,9.92,9.55,9.6,24659364,
688549.SH,÷–æﬁ–æ-U,2023-11-23,9.56,9.73,9.44,9.68,20299509,
688549.SH,÷–æﬁ–æ-U,2023-11-24,9.63,9.63,9.27,9.3,23015282,
688549.SH,÷–æﬁ–æ-U,2023-11-27,9.25,9.37,9.14,9.31,15467058,
688549.SH,÷–æﬁ–æ-U,2023-11-28,9.28,9.85,9.26,9.58,25092035,
688549.SH,÷–æﬁ–æ-U,2023-11-29,9.56,9.73,9.4,9.4,17768248,
688549.SH,÷–æﬁ–æ-U,2023-11-30,9.38,9.41,9.06,9.16,15911519,
688549.SH,÷–æﬁ–æ-U,2023-12-01,9.19,9.38,9.08,9.27,12281310,
688549.SH,÷–æﬁ–æ-U,2023-12-04,9.28,9.34,9.18,9.18,9371550,
688549.SH,÷–æﬁ–æ-U,2023-12-05,9.14,9.16,8.88,8.88,13376857,
688549.SH,÷–æﬁ–æ-U,2023-12-06,8.9,9.05,8.88,8.94,6806108,
688549.SH,÷–æﬁ–æ-U,2023-12-07,8.97,9.14,8.88,8.98,8590206,
688549.SH,÷–æﬁ–æ-U,2023-12-08,9.03,9.15,8.94,9.02,13587221,
688549.SH,÷–æﬁ–æ-U,2023-12-11,8.98,9.12,8.79,9.12,12281820,
688549.SH,÷–æﬁ–æ-U,2023-12-12,9.15,9.24,9.03,9.08,10775414,
688549.SH,÷–æﬁ–æ-U,2023-12-13,9.06,9.09,8.88,8.89,9640039,
688549.SH,÷–æﬁ–æ-U,2023-12-14,8.93,9,8.73,8.75,10282703,
688549.SH,÷–æﬁ–æ-U,2023-12-15,8.77,8.84,8.67,8.69,6317863,
688549.SH,÷–æﬁ–æ-U,2023-12-18,8.66,8.69,8.48,8.5,6878549,
688549.SH,÷–æﬁ–æ-U,2023-12-19,8.52,8.63,8.47,8.57,5422038,
688549.SH,÷–æﬁ–æ-U,2023-12-20,8.58,8.66,8.48,8.49,6381025,
688549.SH,÷–æﬁ–æ-U,2023-12-21,8.49,8.57,8.35,8.51,8194482,
688549.SH,÷–æﬁ–æ-U,2023-12-22,8.5,8.54,8.24,8.33,9293766,
688549.SH,÷–æﬁ–æ-U,2023-12-25,8.34,8.38,8.2,8.23,5578979,
688549.SH,÷–æﬁ–æ-U,2023-12-26,8.26,8.3,7.99,8.03,8733817,
688549.SH,÷–æﬁ–æ-U,2023-12-27,8.03,8.2,7.93,8.17,7366897,
688549.SH,÷–æﬁ–æ-U,2023-12-28,8.17,8.37,8.09,8.31,8552108,
688549.SH,÷–æﬁ–æ-U,2023-12-29,8.32,8.38,8.29,8.38,8124175,
688549.SH,÷–æﬁ–æ-U,2024-01-02,8.41,8.45,8.22,8.22,7479954,
688549.SH,÷–æﬁ–æ-U,2024-01-03,8.22,8.25,8.03,8.12,7775555,
688549.SH,÷–æﬁ–æ-U,2024-01-04,8.15,8.15,8.02,8.07,4922251,
688549.SH,÷–æﬁ–æ-U,2024-01-05,8.06,8.16,7.9,7.97,7402486,
688549.SH,÷–æﬁ–æ-U,2024-01-08,7.93,7.96,7.6,7.65,11503805,
688549.SH,÷–æﬁ–æ-U,2024-01-09,7.66,7.78,7.58,7.65,6878471,
688549.SH,÷–æﬁ–æ-U,2024-01-10,7.6,7.69,7.45,7.62,6312565,
688549.SH,÷–æﬁ–æ-U,2024-01-11,7.59,7.79,7.59,7.76,7089824,
688549.SH,÷–æﬁ–æ-U,2024-01-12,7.73,7.78,7.62,7.62,6359853,
688549.SH,÷–æﬁ–æ-U,2024-01-15,7.59,8.08,7.54,7.79,14442782,
688549.SH,÷–æﬁ–æ-U,2024-01-16,7.76,7.8,7.54,7.77,8886621,
