╢ЗбК,╪РЁф,хуфз,©╙ел╪ш(т╙),вН╦ъ╪ш(т╙),вН╣м╪ш(т╙),йуел╪ш(т╙),Ёи╫╩а©(╧и),
300582.SZ,с╒╥иль,2016-12-28,17.82,21.38,17.82,21.38,12758,
300582.SZ,с╒╥иль,2016-12-29,23.52,23.52,23.52,23.52,6159,
300582.SZ,с╒╥иль,2016-12-30,25.87,25.87,25.87,25.87,5659,
300582.SZ,с╒╥иль,2017-01-03,28.46,28.46,28.46,28.46,2000,
300582.SZ,с╒╥иль,2017-01-04,31.31,31.31,31.31,31.31,7883,
300582.SZ,с╒╥иль,2017-01-05,34.44,34.44,34.44,34.44,9599,
300582.SZ,с╒╥иль,2017-01-06,37.88,37.88,37.88,37.88,20359,
300582.SZ,с╒╥иль,2017-01-09,41.67,41.67,41.67,41.67,39490,
300582.SZ,с╒╥иль,2017-01-10,45.84,45.84,45.84,45.84,196688,
300582.SZ,с╒╥иль,2017-01-11,45,49,41.6,42.54,17610102,
300582.SZ,с╒╥иль,2017-01-12,40.03,41.1,38.29,38.29,11580265,
300582.SZ,с╒╥иль,2017-01-13,37.55,38.3,36.04,36.04,8593929,
300582.SZ,с╒╥иль,2017-01-16,35.5,36.68,33.1,34.8,7209400,
300582.SZ,с╒╥иль,2017-01-17,34.8,36.76,32.67,35.8,9038126,
300582.SZ,с╒╥иль,2017-01-18,34.8,34.98,33.03,33.13,6339646,
300582.SZ,с╒╥иль,2017-01-19,32.4,33.64,31.88,32.57,4887038,
300582.SZ,с╒╥иль,2017-01-20,32.61,34.33,32.47,33.7,5261374,
300582.SZ,с╒╥иль,2017-01-23,33.55,34.97,33.42,34.23,4530712,
300582.SZ,с╒╥иль,2017-01-24,34.09,34.18,32.87,32.88,3668603,
300582.SZ,с╒╥иль,2017-01-25,32.7,34.39,32.5,33.64,3332700,
300582.SZ,с╒╥иль,2017-01-26,33.42,33.99,33.15,33.85,3143823,
300582.SZ,с╒╥иль,2017-02-03,33.7,34.78,33.15,34.34,3720981,
300582.SZ,с╒╥иль,2017-02-06,34.69,37.77,34.69,37.77,9169633,
300582.SZ,с╒╥иль,2017-02-07,37.85,39.7,37.5,38.6,11493221,
300582.SZ,с╒╥иль,2017-02-08,38.01,40.6,37.3,39.53,9566184,
300582.SZ,с╒╥иль,2017-02-09,39,39.43,37.88,38.27,6696555,
300582.SZ,с╒╥иль,2017-02-10,37.9,38.32,36.2,36.3,6370796,
300582.SZ,с╒╥иль,2017-02-13,36.45,39.93,36.3,39.93,9728977,
300582.SZ,с╒╥иль,2017-02-14,40.48,41.49,39.09,39.9,11209144,
300582.SZ,с╒╥иль,2017-02-15,40.6,42.5,40.2,40.51,9969865,
300582.SZ,с╒╥иль,2017-02-16,39.58,40.38,38.53,39.8,6401519,
300582.SZ,с╒╥иль,2017-02-17,39.33,41.26,38.55,38.8,5830425,
300582.SZ,с╒╥иль,2017-02-20,38.1,38.49,36.02,37.65,5825583,
300582.SZ,с╒╥иль,2017-02-21,37.64,40.35,37.2,39.35,5768244,
300582.SZ,с╒╥иль,2017-02-22,39,39.46,38,38.68,4233565,
300582.SZ,с╒╥иль,2017-02-23,38.36,40.49,38.36,40.06,6683483,
