¥˙¬Î,ºÚ≥∆,»’∆⁄,ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),
300898.SZ,–‹√®»È∆∑,2020-10-16,44.4,88,40,62.15,23156164,
300898.SZ,–‹√®»È∆∑,2020-10-19,53.4,56.6,47.4,47.75,20461355,
300898.SZ,–‹√®»È∆∑,2020-10-20,45.31,65,44,64.62,22922302,
300898.SZ,–‹√®»È∆∑,2020-10-21,58.16,80.5,58.16,70.66,23304792,
300898.SZ,–‹√®»È∆∑,2020-10-22,67.2,73.1,63.23,64.6,16005326,
300898.SZ,–‹√®»È∆∑,2020-10-23,62.7,77.52,62.02,77.52,21573959,
300898.SZ,–‹√®»È∆∑,2020-10-26,76.48,78.66,70.23,77.79,16640181,
300898.SZ,–‹√®»È∆∑,2020-10-27,77.66,78.5,70.44,74.1,15617546,
300898.SZ,–‹√®»È∆∑,2020-10-28,72.65,78.87,69.99,72.45,15515595,
300898.SZ,–‹√®»È∆∑,2020-10-29,67,69.08,64.59,64.8,13873068,
300898.SZ,–‹√®»È∆∑,2020-10-30,64.94,65.12,56.7,57.7,12004708,
300898.SZ,–‹√®»È∆∑,2020-11-02,57.71,63.55,56.11,61,11947469,
300898.SZ,–‹√®»È∆∑,2020-11-03,59.19,61.95,58.42,59.78,8519211,
300898.SZ,–‹√®»È∆∑,2020-11-04,60,61.23,56.91,57.48,7453397,
300898.SZ,–‹√®»È∆∑,2020-11-05,57.02,63.24,57.02,61.5,12201500,
300898.SZ,–‹√®»È∆∑,2020-11-06,60.4,64.39,59.71,63.3,12010176,
300898.SZ,–‹√®»È∆∑,2020-11-09,63.29,64.88,60.55,63.68,10890846,
300898.SZ,–‹√®»È∆∑,2020-11-10,62.8,63.55,59.72,60.68,8758993,
300898.SZ,–‹√®»È∆∑,2020-11-11,59.33,62.68,58.66,58.9,6972191,
300898.SZ,–‹√®»È∆∑,2020-11-12,57.66,58.49,53.5,54.5,7970383,
300898.SZ,–‹√®»È∆∑,2020-11-13,54.11,55.69,53.5,54.69,3685939,
300898.SZ,–‹√®»È∆∑,2020-11-16,54.83,59.99,53.01,57.99,7100229,
300898.SZ,–‹√®»È∆∑,2020-11-17,57.6,62.01,56.59,60.12,8970146,
300898.SZ,–‹√®»È∆∑,2020-11-18,59,61.79,57.5,57.94,7247003,
300898.SZ,–‹√®»È∆∑,2020-11-19,56,57.26,54.51,55.85,6021499,
300898.SZ,–‹√®»È∆∑,2020-11-20,55.4,56.5,54.8,55.87,4701625,
300898.SZ,–‹√®»È∆∑,2020-11-23,55.8,55.85,53.1,54,4998055,
300898.SZ,–‹√®»È∆∑,2020-11-24,53.9,55,53.31,54.17,2921310,
300898.SZ,–‹√®»È∆∑,2020-11-25,54.09,54.5,51.03,51.44,4718243,
300898.SZ,–‹√®»È∆∑,2020-11-26,51.4,53.3,51.4,51.64,3058023,
300898.SZ,–‹√®»È∆∑,2020-11-27,51.15,52,50.2,50.39,3224687,
300898.SZ,–‹√®»È∆∑,2020-11-30,50.4,51.52,49.1,50.4,2992468,
300898.SZ,–‹√®»È∆∑,2020-12-01,50,51.7,49.52,50.96,3014638,
300898.SZ,–‹√®»È∆∑,2020-12-02,50.4,58.65,50.4,58.49,11199326,
300898.SZ,–‹√®»È∆∑,2020-12-03,56.02,59.2,55.23,57.51,10003327,
300898.SZ,–‹√®»È∆∑,2020-12-04,57.51,61.55,56.11,59.35,10699260,
300898.SZ,–‹√®»È∆∑,2020-12-07,57.73,64.89,57.07,59.84,11827980,
300898.SZ,–‹√®»È∆∑,2020-12-08,59.84,62.4,58.02,58.28,9212294,
300898.SZ,–‹√®»È∆∑,2020-12-09,56.61,59.48,55.8,56.18,7666292,
300898.SZ,–‹√®»È∆∑,2020-12-10,54.5,56.09,53.49,53.7,5816546,
300898.SZ,–‹√®»È∆∑,2020-12-11,53.7,54.38,51.03,52.09,4554088,
300898.SZ,–‹√®»È∆∑,2020-12-14,52.45,57.16,52.4,57.05,8944548,
300898.SZ,–‹√®»È∆∑,2020-12-15,56.5,59.88,56.36,58.77,9293449,
300898.SZ,–‹√®»È∆∑,2020-12-16,58.78,61.83,58.06,59.67,11007270,
300898.SZ,–‹√®»È∆∑,2020-12-17,58.2,59.35,56.3,56.88,8440579,
300898.SZ,–‹√®»È∆∑,2020-12-18,55.53,56.64,54.2,55.31,4757687,
300898.SZ,–‹√®»È∆∑,2020-12-21,54.04,57.88,53.64,57.79,6542383,
300898.SZ,–‹√®»È∆∑,2020-12-22,56.86,61.39,56.53,58.95,10458159,
300898.SZ,–‹√®»È∆∑,2020-12-23,57.5,59.48,55.55,57.35,8009680,
300898.SZ,–‹√®»È∆∑,2020-12-24,56.88,56.98,51.01,51.1,8443444,
300898.SZ,–‹√®»È∆∑,2020-12-25,49.99,50.5,46,49.06,6749433,
300898.SZ,–‹√®»È∆∑,2020-12-28,48.2,50.8,47.05,50.35,5490625,
300898.SZ,–‹√®»È∆∑,2020-12-29,49.75,50.28,46.58,46.71,4790178,
300898.SZ,–‹√®»È∆∑,2020-12-30,46,48.68,44.35,47.35,5316441,
300898.SZ,–‹√®»È∆∑,2020-12-31,47.15,48.38,46.18,47.34,3556434,
300898.SZ,–‹√®»È∆∑,2021-01-04,46.92,50.5,46.92,49.77,5083158,
300898.SZ,–‹√®»È∆∑,2021-01-05,49.16,59.72,48.89,59.72,14058391,
300898.SZ,–‹√®»È∆∑,2021-01-06,63,64.35,58.21,59.1,14617342,
300898.SZ,–‹√®»È∆∑,2021-01-07,57.68,64.3,57.68,60.1,10734551,
300898.SZ,–‹√®»È∆∑,2021-01-08,58.99,60.3,55.16,55.9,7802271,
300898.SZ,–‹√®»È∆∑,2021-01-11,55.8,58.82,54.51,57.68,8095187,
300898.SZ,–‹√®»È∆∑,2021-01-12,55.5,57.5,54.22,55.8,6599219,
300898.SZ,–‹√®»È∆∑,2021-01-13,55.17,56.14,49.58,50.56,7794598,
300898.SZ,–‹√®»È∆∑,2021-01-14,50,52.17,47.8,50.74,5829597,
300898.SZ,–‹√®»È∆∑,2021-01-15,49.99,54.68,49.75,53.47,6928417,
300898.SZ,–‹√®»È∆∑,2021-01-18,53.43,54.29,51.8,52.98,5373988,
300898.SZ,–‹√®»È∆∑,2021-01-19,52.52,54.48,51.51,51.67,5210053,
300898.SZ,–‹√®»È∆∑,2021-01-20,50.67,52.52,49.88,52.42,4081678,
300898.SZ,–‹√®»È∆∑,2021-01-21,51.69,54.9,51.61,53.61,5905525,
300898.SZ,–‹√®»È∆∑,2021-01-22,54.19,55.45,50.52,50.95,5358412,
300898.SZ,–‹√®»È∆∑,2021-01-25,50.77,51.66,48.5,51.42,4624456,
300898.SZ,–‹√®»È∆∑,2021-01-26,50.8,54.9,50.75,51.96,5854922,
300898.SZ,–‹√®»È∆∑,2021-01-27,50.87,50.87,48.35,49.89,4313388,
300898.SZ,–‹√®»È∆∑,2021-01-28,48.93,50.55,46.8,46.85,3523719,
300898.SZ,–‹√®»È∆∑,2021-01-29,46.85,48.3,45.38,47.45,3551369,
300898.SZ,–‹√®»È∆∑,2021-02-01,47.5,49.94,47.11,49.61,3418378,
300898.SZ,–‹√®»È∆∑,2021-02-02,49.61,49.67,47.38,47.63,3074004,
300898.SZ,–‹√®»È∆∑,2021-02-03,46.99,47.63,45.54,45.6,2798624,
300898.SZ,–‹√®»È∆∑,2021-02-04,45.79,47.37,45.79,46.95,3462325,
300898.SZ,–‹√®»È∆∑,2021-02-05,46.8,48.66,44.6,44.77,3571543,
300898.SZ,–‹√®»È∆∑,2021-02-08,43.33,43.36,39.18,40.11,4996456,
300898.SZ,–‹√®»È∆∑,2021-02-09,39.92,40.72,39.32,39.99,2763754,
300898.SZ,–‹√®»È∆∑,2021-02-10,40.4,40.7,38.04,38.35,3643547,
300898.SZ,–‹√®»È∆∑,2021-02-18,39.01,40.32,38.9,39.37,3100767,
300898.SZ,–‹√®»È∆∑,2021-02-19,39.57,42.78,38.97,41.93,4310734,
300898.SZ,–‹√®»È∆∑,2021-02-22,41.89,42.5,40.65,40.99,3833258,
300898.SZ,–‹√®»È∆∑,2021-02-23,40.9,42.29,39.5,41.53,3970744,
300898.SZ,–‹√®»È∆∑,2021-02-24,41.07,41.75,40.2,41.53,2540711,
300898.SZ,–‹√®»È∆∑,2021-02-25,41.8,41.81,39.89,40.39,2407597,
300898.SZ,–‹√®»È∆∑,2021-02-26,39.36,40.36,39.28,39.72,1376773,
300898.SZ,–‹√®»È∆∑,2021-03-01,39.72,40.8,39.72,40.69,1839479,
300898.SZ,–‹√®»È∆∑,2021-03-02,40.8,41.03,39.3,39.48,2323260,
300898.SZ,–‹√®»È∆∑,2021-03-03,39.41,40.58,39.4,40.1,1919308,
300898.SZ,–‹√®»È∆∑,2021-03-04,40.3,40.49,38.95,39.13,2438360,
300898.SZ,–‹√®»È∆∑,2021-03-05,39.13,39.99,38.01,39.73,1918772,
300898.SZ,–‹√®»È∆∑,2021-03-08,40.07,40.79,39.25,39.49,2164930,
300898.SZ,–‹√®»È∆∑,2021-03-09,39.49,39.63,36.67,37.2,2365685,
300898.SZ,–‹√®»È∆∑,2021-03-10,37.75,38.39,36.3,37.57,2021577,
300898.SZ,–‹√®»È∆∑,2021-03-11,38.52,38.52,36.92,37.74,1725178,
300898.SZ,–‹√®»È∆∑,2021-03-12,37.5,37.8,36.03,36.08,2338366,
300898.SZ,–‹√®»È∆∑,2021-03-15,35.6,35.98,34.9,35.49,1698568,
300898.SZ,–‹√®»È∆∑,2021-03-16,35.55,37.66,35.41,36.6,2455354,
300898.SZ,–‹√®»È∆∑,2021-03-17,36.14,37.7,36.01,37.39,2466090,
300898.SZ,–‹√®»È∆∑,2021-03-18,37.46,37.78,36.66,36.81,1720300,
300898.SZ,–‹√®»È∆∑,2021-03-19,36.66,38.58,36.36,37.53,2632114,
300898.SZ,–‹√®»È∆∑,2021-03-22,37.63,38.6,37,38.02,1852473,
300898.SZ,–‹√®»È∆∑,2021-03-23,38,38.28,36.68,36.79,1770600,
300898.SZ,–‹√®»È∆∑,2021-03-24,37.34,40.93,36.99,39.91,6106104,
