ด๚ย๋,ผ๒ณฦ,ศีฦฺ,ฟชลฬผÛ(ิช),ื๎ธ฿ผÛ(ิช),ื๎ตอผÛ(ิช),สีลฬผÛ(ิช),ณษฝปมฟ(นษ),
600580.SH,ฮิม๚ต็วý,2015-01-05,71.3552,71.3552,71.3552,71.3552,0,
600580.SH,ฮิม๚ต็วý,2015-01-06,71.3552,71.3552,71.3552,71.3552,0,
600580.SH,ฮิม๚ต็วý,2015-01-07,71.3552,71.3552,71.3552,71.3552,0,
600580.SH,ฮิม๚ต็วý,2015-01-08,71.3552,71.3552,71.3552,71.3552,0,
600580.SH,ฮิม๚ต็วý,2015-01-09,71.3552,71.3552,71.3552,71.3552,0,
600580.SH,ฮิม๚ต็วý,2015-01-12,71.3552,71.3552,71.3552,71.3552,0,
600580.SH,ฮิม๚ต็วý,2015-01-13,71.3552,71.3552,71.3552,71.3552,0,
600580.SH,ฮิม๚ต็วý,2015-01-14,75.7128,78.5044,71.4914,73.0574,62483290,
600580.SH,ฮิม๚ต็วý,2015-01-15,70.5382,71.8999,68.6998,70.1297,25268724,
600580.SH,ฮิม๚ต็วý,2015-01-16,70.1297,71.8318,68.4275,71.7638,26022962,
600580.SH,ฮิม๚ต็วý,2015-01-19,69.4488,71.3552,66.6572,67.3381,22644778,
600580.SH,ฮิม๚ต็วý,2015-01-20,67.7466,73.1255,67.7466,72.1723,23495715,
600580.SH,ฮิม๚ต็วý,2015-01-21,71.8318,75.4405,71.8318,74.0106,21327330,
600580.SH,ฮิม๚ต็วý,2015-01-22,73.6702,74.8277,72.5808,73.1255,15480755,
600580.SH,ฮิม๚ต็วý,2015-01-23,73.534,73.8745,71.8999,72.7851,12710563,
600580.SH,ฮิม๚ต็วý,2015-01-26,72.7851,73.534,70.5382,73.2617,19281717,
600580.SH,ฮิม๚ต็วý,2015-01-27,73.1936,73.8745,71.0148,72.7851,13503818,
600580.SH,ฮิม๚ต็วý,2015-01-28,72.6489,72.6489,70.5382,70.8105,12387999,
600580.SH,ฮิม๚ต็วý,2015-01-29,70.1297,71.3552,69.1765,70.1297,9822527,
600580.SH,ฮิม๚ต็วý,2015-01-30,70.1978,71.2191,68.5637,69.2445,9513800,
600580.SH,ฮิม๚ต็วý,2015-02-02,69.2445,72.1042,68.3594,70.5382,15389085,
600580.SH,ฮิม๚ต็วý,2015-02-03,70.5382,71.3552,69.7892,70.8786,10863424,
600580.SH,ฮิม๚ต็วý,2015-02-04,71.2191,74.1468,70.8105,73.7383,24243462,
