¥˙¬Î,ºÚ≥∆,»’∆⁄,ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),
300718.SZ,≥§ ¢÷·≥–,2017-11-06,22.27,26.73,22.27,26.73,7584,
300718.SZ,≥§ ¢÷·≥–,2017-11-07,29.4,29.4,29.4,29.4,1305,
300718.SZ,≥§ ¢÷·≥–,2017-11-08,32.34,32.34,32.34,32.34,1584,
300718.SZ,≥§ ¢÷·≥–,2017-11-09,35.57,35.57,35.57,35.57,6000,
300718.SZ,≥§ ¢÷·≥–,2017-11-10,39.13,39.13,39.13,39.13,13584,
300718.SZ,≥§ ¢÷·≥–,2017-11-13,43.04,43.04,43.04,43.04,18326,
300718.SZ,≥§ ¢÷·≥–,2017-11-14,47.34,47.34,47.34,47.34,39126,
300718.SZ,≥§ ¢÷·≥–,2017-11-15,52.07,52.07,50.03,52.07,5124314,
300718.SZ,≥§ ¢÷·≥–,2017-11-16,53.1,56.98,51.15,51.17,13960744,
300718.SZ,≥§ ¢÷·≥–,2017-11-17,49.55,53.66,48.63,50.36,9873827,
300718.SZ,≥§ ¢÷·≥–,2017-11-20,49,49,45.32,47.29,7775058,
300718.SZ,≥§ ¢÷·≥–,2017-11-21,47.11,47.78,43.77,46.78,7287083,
300718.SZ,≥§ ¢÷·≥–,2017-11-22,46.39,48.55,44.78,48.26,6333907,
300718.SZ,≥§ ¢÷·≥–,2017-11-23,47.25,47.79,44.9,44.9,5120912,
300718.SZ,≥§ ¢÷·≥–,2017-11-24,44,45,42.01,42.2,4500863,
300718.SZ,≥§ ¢÷·≥–,2017-11-27,42.11,43.73,41.68,42.06,3146215,
300718.SZ,≥§ ¢÷·≥–,2017-11-28,42.3,43.22,42,42.49,3111627,
300718.SZ,≥§ ¢÷·≥–,2017-11-29,41.85,41.85,38.58,39.86,5424448,
300718.SZ,≥§ ¢÷·≥–,2017-11-30,39.61,41.18,39.61,40.13,3862419,
300718.SZ,≥§ ¢÷·≥–,2017-12-01,40.01,40.95,39.5,39.96,3050717,
300718.SZ,≥§ ¢÷·≥–,2017-12-04,39,39.01,36.02,36.11,4068734,
300718.SZ,≥§ ¢÷·≥–,2017-12-05,36.36,36.78,35.4,35.87,2546289,
300718.SZ,≥§ ¢÷·≥–,2017-12-06,35.9,37.3,35.9,37.1,2514772,
300718.SZ,≥§ ¢÷·≥–,2017-12-07,36.69,37.94,36.58,36.87,2601451,
300718.SZ,≥§ ¢÷·≥–,2017-12-08,36.91,38.41,36.59,37.82,2925310,
300718.SZ,≥§ ¢÷·≥–,2017-12-11,38.01,39.48,38.01,39.43,3221702,
300718.SZ,≥§ ¢÷·≥–,2017-12-12,39.01,39.12,37.52,37.58,2630975,
300718.SZ,≥§ ¢÷·≥–,2017-12-13,37.25,38.58,37.25,38.4,1816580,
300718.SZ,≥§ ¢÷·≥–,2017-12-14,38.42,38.9,37.7,38.42,1964940,
300718.SZ,≥§ ¢÷·≥–,2017-12-15,38.2,38.84,37.77,37.96,1888775,
300718.SZ,≥§ ¢÷·≥–,2017-12-18,38.2,38.55,37.72,38.37,1241634,
300718.SZ,≥§ ¢÷·≥–,2017-12-19,38.33,38.76,38.25,38.52,1430499,
300718.SZ,≥§ ¢÷·≥–,2017-12-20,38.35,38.98,38.18,38.18,1618380,
300718.SZ,≥§ ¢÷·≥–,2017-12-21,37.99,37.99,36.33,37.31,2127601,
300718.SZ,≥§ ¢÷·≥–,2017-12-22,37.31,38.3,37.13,37.18,1451895,
