測鎢,潠備,�梪�,羲攫歎(啋),郔詢歎(啋),郔腴歎(啋),彶攫歎(啋),傖蝠講(嘖),
688678.SH,腦蕾咺,2020-12-23,30.03,32.88,28.82,28.87,24697901,
688678.SH,腦蕾咺,2020-12-24,29.38,29.85,25.9,26.02,15742808,
688678.SH,腦蕾咺,2020-12-25,25.25,27.5,25.12,25.65,8817998,
688678.SH,腦蕾咺,2020-12-28,25.72,25.78,22.9,22.9,9058685,
688678.SH,腦蕾咺,2020-12-29,22.5,23.86,22.1,22.46,5032594,
688678.SH,腦蕾咺,2020-12-30,21.96,22.89,21.95,22.24,4212365,
688678.SH,腦蕾咺,2020-12-31,22.6,22.72,21.77,21.8,4301867,
688678.SH,腦蕾咺,2021-01-04,21.88,22.77,21.71,22.34,4016818,
688678.SH,腦蕾咺,2021-01-05,22.2,24.18,22.08,23.63,6893310,
688678.SH,腦蕾咺,2021-01-06,23.25,23.7,22.65,22.75,4088827,
688678.SH,腦蕾咺,2021-01-07,22.8,22.8,20.45,20.49,5551487,
688678.SH,腦蕾咺,2021-01-08,20.54,20.97,19.78,20.56,2707101,
688678.SH,腦蕾咺,2021-01-11,20.62,20.89,19.2,19.29,3331542,
688678.SH,腦蕾咺,2021-01-12,19.35,19.83,19.18,19.34,2513755,
688678.SH,腦蕾咺,2021-01-13,19.3,21.21,19.05,20.58,5242216,
688678.SH,腦蕾咺,2021-01-14,20.22,21.26,19.99,20.62,3566834,
688678.SH,腦蕾咺,2021-01-15,20.58,21.68,20.27,21.17,2975420,
688678.SH,腦蕾咺,2021-01-18,21.18,21.46,20.5,20.69,2485154,
688678.SH,腦蕾咺,2021-01-19,20.51,21.02,20.11,20.45,2286212,
688678.SH,腦蕾咺,2021-01-20,20.45,20.8,20.15,20.47,1438710,
688678.SH,腦蕾咺,2021-01-21,20.21,20.55,19.98,20.3,1820531,
688678.SH,腦蕾咺,2021-01-22,20.3,20.39,19.38,19.42,2530980,
688678.SH,腦蕾咺,2021-01-25,19.39,19.62,18.48,18.65,3558205,
688678.SH,腦蕾咺,2021-01-26,18.65,19.07,18.52,18.69,1971905,
688678.SH,腦蕾咺,2021-01-27,18.7,19.47,18.41,18.78,2709991,
688678.SH,腦蕾咺,2021-01-28,18.74,19.02,18.3,18.48,2129851,
688678.SH,腦蕾咺,2021-01-29,18.42,18.54,17.68,17.95,2498374,
688678.SH,腦蕾咺,2021-02-01,17.98,19.09,17.98,18.87,2662440,
688678.SH,腦蕾咺,2021-02-02,18.79,19.2,18.5,18.64,1912237,
688678.SH,腦蕾咺,2021-02-03,18.52,18.7,18.05,18.09,1736370,
688678.SH,腦蕾咺,2021-02-04,18.07,18.62,17.8,18.15,1867416,
688678.SH,腦蕾咺,2021-02-05,18.15,18.36,17.67,17.71,1651309,
688678.SH,腦蕾咺,2021-02-08,17.76,17.86,17.41,17.45,1319362,
688678.SH,腦蕾咺,2021-02-09,17.55,17.62,17.25,17.45,1691236,
688678.SH,腦蕾咺,2021-02-10,17.51,17.55,17.27,17.4,1151173,
688678.SH,腦蕾咺,2021-02-18,17.6,18.08,17.6,17.78,1562387,
688678.SH,腦蕾咺,2021-02-19,17.81,18.47,17.7,18.38,1752868,
688678.SH,腦蕾咺,2021-02-22,18.35,18.8,18.3,18.45,1898511,
688678.SH,腦蕾咺,2021-02-23,18.35,18.59,18.25,18.27,981957,
688678.SH,腦蕾咺,2021-02-24,18.13,18.73,18.13,18.53,1332246,
688678.SH,腦蕾咺,2021-02-25,18.59,18.71,18.21,18.26,921331,
688678.SH,腦蕾咺,2021-02-26,18.15,18.37,17.97,18.2,951595,
688678.SH,腦蕾咺,2021-03-01,18.21,18.78,18.2,18.68,1477675,
688678.SH,腦蕾咺,2021-03-02,18.7,18.83,18.51,18.81,1339070,
688678.SH,腦蕾咺,2021-03-03,18.86,21.6,18.81,21.38,7190757,
688678.SH,腦蕾咺,2021-03-04,21,22.22,20.6,21.58,6232734,
688678.SH,腦蕾咺,2021-03-05,21.2,22.29,20.9,22.22,4578161,
688678.SH,腦蕾咺,2021-03-08,22.6,22.99,21.22,21.36,3559938,
688678.SH,腦蕾咺,2021-03-09,21.35,21.35,19.18,20.05,3983415,
688678.SH,腦蕾咺,2021-03-10,19.96,20.4,19.41,20.17,1990961,
688678.SH,腦蕾咺,2021-03-11,20.01,20.28,19.81,20.16,1615370,
688678.SH,腦蕾咺,2021-03-12,19.98,20.28,19.5,19.58,1372984,
688678.SH,腦蕾咺,2021-03-15,19.58,19.67,19.3,19.54,987732,
