¥˙¬Î,ºÚ≥∆,»’∆⁄,ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),
600966.SH,≤©ª„÷Ω“µ,2015-01-05,20.5277,20.7303,19.7511,20.2238,20142407,
600966.SH,≤©ª„÷Ω“µ,2015-01-06,19.9875,20.5277,19.9875,20.2576,12119628,
600966.SH,≤©ª„÷Ω“µ,2015-01-07,20.2576,20.4602,20.0212,20.2913,10316855,
600966.SH,≤©ª„÷Ω“µ,2015-01-08,20.2238,20.629,20.1225,20.1901,9495911,
600966.SH,≤©ª„÷Ω“µ,2015-01-09,20.2576,20.4939,20.055,20.1901,7961866,
600966.SH,≤©ª„÷Ω“µ,2015-01-12,20.1225,20.4264,19.6836,19.92,9407877,
600966.SH,≤©ª„÷Ω“µ,2015-01-13,19.9875,20.3251,19.7849,20.1225,9916200,
600966.SH,≤©ª„÷Ω“µ,2015-01-14,20.1225,20.2576,19.9537,20.0888,5574769,
600966.SH,≤©ª„÷Ω“µ,2015-01-15,20.2238,20.2913,19.9875,20.1225,8621464,
600966.SH,≤©ª„÷Ω“µ,2015-01-16,20.1563,20.1901,20.0212,20.1225,6374745,
600966.SH,≤©ª„÷Ω“µ,2015-01-19,19.7511,20.0212,19.2447,19.6161,10065009,
600966.SH,≤©ª„÷Ω“µ,2015-01-20,19.7174,20.0212,19.6499,19.9537,10151500,
600966.SH,≤©ª„÷Ω“µ,2015-01-21,19.9875,20.8653,19.7849,20.5952,25126002,
600966.SH,≤©ª„÷Ω“µ,2015-01-22,20.4939,21.0004,20.4602,21.0004,26750023,
600966.SH,≤©ª„÷Ω“µ,2015-01-23,21.0004,21.8444,20.8653,21.7094,25533093,
600966.SH,≤©ª„÷Ω“µ,2015-01-26,21.8444,23.2287,21.6081,22.7222,32417134,
600966.SH,≤©ª„÷Ω“µ,2015-01-27,22.7898,22.9924,22.0808,22.5197,25189405,
600966.SH,≤©ª„÷Ω“µ,2015-01-28,22.4859,24.5792,22.4521,24.1065,43279818,
600966.SH,≤©ª„÷Ω“µ,2015-01-29,24.174,25.3895,23.8702,25.2544,33351925,
600966.SH,≤©ª„÷Ω“µ,2015-01-30,25.457,25.4908,24.1403,24.9506,29399757,
600966.SH,≤©ª„÷Ω“µ,2015-02-02,25.457,25.457,24.3429,24.6467,23369110,
600966.SH,≤©ª„÷Ω“µ,2015-02-03,24.748,25.8622,23.9715,24.4779,23200506,
600966.SH,≤©ª„÷Ω“µ,2015-02-04,24.5117,24.9168,24.1065,24.6805,14909510,
600966.SH,≤©ª„÷Ω“µ,2015-02-05,25.0181,25.2207,24.3766,24.7818,15384730,
600966.SH,≤©ª„÷Ω“µ,2015-02-06,24.7818,25.0856,24.2416,24.6467,11944901,
600966.SH,≤©ª„÷Ω“µ,2015-02-09,24.5117,24.8831,24.1403,24.7818,18540340,
600966.SH,≤©ª„÷Ω“µ,2015-02-10,24.8155,25.0856,24.6805,25.0519,14351187,
