¥˙¬Î,ºÚ≥∆,»’∆⁄,ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),
300389.SZ,∞¨±»…≠,2015-01-05,75,75,69.5,71.8,939621,
300389.SZ,∞¨±»…≠,2015-01-06,72,74.85,72,74.65,889182,
300389.SZ,∞¨±»…≠,2015-01-07,74.88,75,71.68,72.29,678600,
300389.SZ,∞¨±»…≠,2015-01-08,72.29,73.48,72,72.25,592711,
300389.SZ,∞¨±»…≠,2015-01-09,71.8,73.39,71.03,71.2,624646,
300389.SZ,∞¨±»…≠,2015-01-12,70.79,71.9,69.75,70.38,515510,
300389.SZ,∞¨±»…≠,2015-01-13,71.95,74.3,71.6,73.95,923806,
300389.SZ,∞¨±»…≠,2015-01-14,73.16,73.58,72.2,73.49,547023,
300389.SZ,∞¨±»…≠,2015-01-15,73.49,74.6,72.7,72.89,542233,
300389.SZ,∞¨±»…≠,2015-01-16,72.87,75.3,72.87,74.79,705313,
300389.SZ,∞¨±»…≠,2015-01-19,74.29,78.2,73.5,75,1062652,
300389.SZ,∞¨±»…≠,2015-01-20,75.5,79,75.5,79,1134735,
300389.SZ,∞¨±»…≠,2015-01-21,80.1,80.1,78.12,78.78,929168,
300389.SZ,∞¨±»…≠,2015-01-22,78.32,79.76,78.1,79.22,786083,
300389.SZ,∞¨±»…≠,2015-01-23,79.72,79.91,77.01,77.1,727238,
300389.SZ,∞¨±»…≠,2015-01-26,77.17,78.54,77,78.08,478303,
300389.SZ,∞¨±»…≠,2015-01-27,78.08,78.48,75.4,76.12,951888,
300389.SZ,∞¨±»…≠,2015-01-28,75.6,76.68,75.6,76.21,419253,
300389.SZ,∞¨±»…≠,2015-01-29,76,76.49,75.4,76.22,375483,
300389.SZ,∞¨±»…≠,2015-01-30,76.39,76.39,74.95,75.55,335370,
300389.SZ,∞¨±»…≠,2015-02-02,74.8,75.94,74.01,75.84,343670,
300389.SZ,∞¨±»…≠,2015-02-03,75.84,78.98,75.84,78.05,818337,
300389.SZ,∞¨±»…≠,2015-02-04,78.04,78.33,76.6,76.79,369183,
300389.SZ,∞¨±»…≠,2015-02-05,77.5,78.88,76.3,77.59,545785,
300389.SZ,∞¨±»…≠,2015-02-06,77.21,77.4,74.06,74.77,500907,
300389.SZ,∞¨±»…≠,2015-02-09,74.06,74.98,72.28,73.33,329841,
300389.SZ,∞¨±»…≠,2015-02-10,73.21,73.8,72.6,73.64,270345,
300389.SZ,∞¨±»…≠,2015-02-11,74,74.69,73.73,74.42,227000,
300389.SZ,∞¨±»…≠,2015-02-12,74.49,76.6,74.16,76.6,456526,
300389.SZ,∞¨±»…≠,2015-02-13,76.41,79.5,76.41,79,732421,
300389.SZ,∞¨±»…≠,2015-02-16,79.9,79.98,78.2,79.36,450601,
300389.SZ,∞¨±»…≠,2015-02-17,80.22,82.85,79.46,81.85,835763,
300389.SZ,∞¨±»…≠,2015-02-25,81.8,81.8,78.41,78.92,549027,
300389.SZ,∞¨±»…≠,2015-02-26,79.55,79.55,78.18,78.97,365360,
300389.SZ,∞¨±»…≠,2015-02-27,78.9,80.98,78,80.55,587858,
300389.SZ,∞¨±»…≠,2015-03-02,80.01,80.97,80.01,80.94,547972,
300389.SZ,∞¨±»…≠,2015-03-03,80.7,80.7,78.8,79.01,531399,
300389.SZ,∞¨±»…≠,2015-03-04,78.85,80.46,78.5,79.84,649848,
300389.SZ,∞¨±»…≠,2015-03-05,80.38,80.38,78.98,79.13,508289,
300389.SZ,∞¨±»…≠,2015-03-06,79.14,79.8,77.8,78.12,519314,
300389.SZ,∞¨±»…≠,2015-03-09,78.11,79.55,77.5,79.28,428392,
300389.SZ,∞¨±»…≠,2015-03-10,79.24,80.5,79.01,79.91,586909,
300389.SZ,∞¨±»…≠,2015-03-11,80.16,80.3,78.98,79.6,414171,
300389.SZ,∞¨±»…≠,2015-03-12,79.5,80.49,78.5,79.31,497622,
300389.SZ,∞¨±»…≠,2015-03-13,79.48,81.76,79.16,81.7,1037492,
300389.SZ,∞¨±»…≠,2015-03-16,82.71,84.33,82.05,83.59,1308048,
300389.SZ,∞¨±»…≠,2015-03-17,88,91.95,88,91.95,2264994,
300389.SZ,∞¨±»…≠,2015-03-18,93,101.15,93,98.69,3280756,
300389.SZ,∞¨±»…≠,2015-03-19,97.7,98,93.58,95,1718114,
300389.SZ,∞¨±»…≠,2015-03-20,93.72,97.66,93.72,96.34,1109539,
300389.SZ,∞¨±»…≠,2015-03-23,97,101.98,95.01,99.78,1599907,
300389.SZ,∞¨±»…≠,2015-03-24,99.81,105,97.01,102.19,1930353,
300389.SZ,∞¨±»…≠,2015-03-25,101.6,101.99,98.7,99.6,1229393,
300389.SZ,∞¨±»…≠,2015-03-26,97,97.99,91.8,94,1395555,
300389.SZ,∞¨±»…≠,2015-03-27,94,95.39,92.03,94,823523,
300389.SZ,∞¨±»…≠,2015-03-30,94.38,94.38,91,91.87,929947,
300389.SZ,∞¨±»…≠,2015-03-31,91.31,94.85,91.3,93.29,822045,
300389.SZ,∞¨±»…≠,2015-04-01,92.9,99.8,92.72,98.95,1145275,
300389.SZ,∞¨±»…≠,2015-04-02,99.48,104.83,98.47,100.89,1184205,
300389.SZ,∞¨±»…≠,2015-04-03,99.25,100.49,97.53,98.97,1259048,
300389.SZ,∞¨±»…≠,2015-04-07,101.5,108.87,100,108.87,1834428,
300389.SZ,∞¨±»…≠,2015-04-08,114,116,106.51,111.92,3260581,
300389.SZ,∞¨±»…≠,2015-04-09,108.82,110.98,100.73,106.4,2477617,
300389.SZ,∞¨±»…≠,2015-04-10,104,109.93,102.83,106.8,1768668,
300389.SZ,∞¨±»…≠,2015-04-13,105.5,117.48,102.2,115.05,2641394,
300389.SZ,∞¨±»…≠,2015-04-14,113.29,113.74,106.5,108.88,1316199,
300389.SZ,∞¨±»…≠,2015-04-15,108.5,108.5,97.99,97.99,1911382,
300389.SZ,∞¨±»…≠,2015-04-16,97,101.44,95.05,96.36,1209985,
300389.SZ,∞¨±»…≠,2015-04-17,97.02,99.02,96.51,97.16,965484,
300389.SZ,∞¨±»…≠,2015-04-20,98.06,99.48,95.6,96.54,1017831,
300389.SZ,∞¨±»…≠,2015-04-21,96.9,101.3,96.7,101.18,1046968,
300389.SZ,∞¨±»…≠,2015-04-22,102.04,104,99.7,101.24,1563545,
