¥˙¬Î,ºÚ≥∆,»’∆⁄,ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),
300816.SZ,∞¨ø…¿∂,2020-02-10,24.34,29.2,24.34,29.2,100795,
300816.SZ,∞¨ø…¿∂,2020-02-11,32.12,32.12,32.12,32.12,21900,
300816.SZ,∞¨ø…¿∂,2020-02-12,35.33,35.33,35.33,35.33,35423,
300816.SZ,∞¨ø…¿∂,2020-02-13,38.86,38.86,38.86,38.86,49600,
300816.SZ,∞¨ø…¿∂,2020-02-14,42.75,42.75,42.75,42.75,121795,
300816.SZ,∞¨ø…¿∂,2020-02-17,47.03,47.03,47.03,47.03,59141,
300816.SZ,∞¨ø…¿∂,2020-02-18,51.73,51.73,48.48,51.73,8823788,
300816.SZ,∞¨ø…¿∂,2020-02-19,51,56.39,49.58,52.23,11462180,
300816.SZ,∞¨ø…¿∂,2020-02-20,50,50.82,47.81,48.99,7733739,
300816.SZ,∞¨ø…¿∂,2020-02-21,48.01,48.1,47,47.23,5490562,
300816.SZ,∞¨ø…¿∂,2020-02-24,46.5,47.87,46.16,47.23,3849503,
300816.SZ,∞¨ø…¿∂,2020-02-25,45.5,46.98,43.91,45.87,4273686,
300816.SZ,∞¨ø…¿∂,2020-02-26,45.87,47.25,45.58,46.42,4121797,
300816.SZ,∞¨ø…¿∂,2020-02-27,45.89,45.89,43.92,44.86,3481725,
300816.SZ,∞¨ø…¿∂,2020-02-28,42.5,43.41,40.39,40.6,3621390,
300816.SZ,∞¨ø…¿∂,2020-03-02,40.98,42.07,40.9,41.95,2526015,
300816.SZ,∞¨ø…¿∂,2020-03-03,42.48,43.04,41.53,41.79,2693709,
300816.SZ,∞¨ø…¿∂,2020-03-04,41.37,45.97,41,45.97,3720379,
300816.SZ,∞¨ø…¿∂,2020-03-05,47.96,49.97,46.26,46.72,6607799,
300816.SZ,∞¨ø…¿∂,2020-03-06,45,46.01,44.5,45.36,3440815,
300816.SZ,∞¨ø…¿∂,2020-03-09,42.85,43.81,41.7,42.15,2885650,
300816.SZ,∞¨ø…¿∂,2020-03-10,41.19,43.91,41.14,43.72,2672377,
300816.SZ,∞¨ø…¿∂,2020-03-11,43.85,43.99,42.34,42.64,2560701,
300816.SZ,∞¨ø…¿∂,2020-03-12,41.78,42.35,41.1,41.37,1565256,
300816.SZ,∞¨ø…¿∂,2020-03-13,37.9,40.35,37.9,39.77,1868716,
