╢ЗбК,╪РЁф,хуфз,©╙ел╪ш(т╙),вН╦ъ╪ш(т╙),вН╣м╪ш(т╙),йуел╪ш(т╙),Ёи╫╩а©(╧и),
600366.SH,дЧ╡╗тоиЩ,2015-01-05,98.8475,98.8475,98.8475,98.8475,0,
600366.SH,дЧ╡╗тоиЩ,2015-01-06,98.8475,98.8475,98.8475,98.8475,0,
600366.SH,дЧ╡╗тоиЩ,2015-01-07,98.8475,98.8475,98.8475,98.8475,0,
600366.SH,дЧ╡╗тоиЩ,2015-01-08,98.8475,98.8475,98.8475,98.8475,0,
600366.SH,дЧ╡╗тоиЩ,2015-01-09,98.8475,98.8475,98.8475,98.8475,0,
600366.SH,дЧ╡╗тоиЩ,2015-01-12,99.1535,106.2534,99.1535,104.1724,34331815,
600366.SH,дЧ╡╗тоиЩ,2015-01-13,103.744,113.8429,103.1931,112.0068,43415976,
600366.SH,дЧ╡╗тоиЩ,2015-01-14,112.068,112.4964,109.1301,110.293,22501455,
600366.SH,дЧ╡╗тоиЩ,2015-01-15,110.1706,113.2309,109.5585,111.2111,16640143,
600366.SH,дЧ╡╗тоиЩ,2015-01-16,111.3335,113.2309,110.1706,111.9456,16730947,
600366.SH,дЧ╡╗тоиЩ,2015-01-19,108.9465,113.0473,104.8457,108.0284,19344839,
600366.SH,дЧ╡╗тоиЩ,2015-01-20,108.3344,112.4352,108.3344,111.5783,16522519,
600366.SH,дЧ╡╗тоиЩ,2015-01-21,112.0068,115.3119,111.5783,112.8636,21782462,
600366.SH,дЧ╡╗тоиЩ,2015-01-22,113.1697,120.392,113.1697,118.6782,31371654,
600366.SH,дЧ╡╗тоиЩ,2015-01-23,118.1273,119.3515,115.8015,116.23,15641704,
600366.SH,дЧ╡╗тоиЩ,2015-01-26,116.5972,123.0238,116.5972,120.8816,25421792,
600366.SH,дЧ╡╗тоиЩ,2015-01-27,120.5756,120.5756,116.842,118.7394,12831246,
600366.SH,дЧ╡╗тоиЩ,2015-01-28,118.7394,119.7187,115.3119,115.6791,9639823,
600366.SH,дЧ╡╗тоиЩ,2015-01-29,116.1076,117.5153,113.4145,115.5567,8308729,
600366.SH,дЧ╡╗тоиЩ,2015-01-30,115.5567,119.3515,115.4343,115.6791,9881076,
600366.SH,дЧ╡╗тоиЩ,2015-02-02,115.1895,119.0454,111.5171,116.4748,11443160,
600366.SH,дЧ╡╗тоиЩ,2015-02-03,115.8015,120.1471,115.8015,118.4334,13283561,
