測鎢,潠備,�梪�,羲攫歎(啋),郔詢歎(啋),郔腴歎(啋),彶攫歎(啋),傖蝠講(嘖),
301391.SZ,縐應杻,2022-12-01,80.08,90.18,80,84.8,5690886,
301391.SZ,縐應杻,2022-12-02,84.61,91.23,83.82,87.25,4668028,
301391.SZ,縐應杻,2022-12-05,88.02,92.27,85.48,89.5,3682629,
301391.SZ,縐應杻,2022-12-06,87.26,89.35,86.25,86.25,2160189,
301391.SZ,縐應杻,2022-12-07,85.51,87.19,84.7,85.18,1344523,
301391.SZ,縐應杻,2022-12-08,84.58,90.29,84.48,87.9,2350168,
301391.SZ,縐應杻,2022-12-09,86.77,93.7,86.77,89.03,1814275,
301391.SZ,縐應杻,2022-12-12,89.4,96.5,89.34,96.13,2531771,
301391.SZ,縐應杻,2022-12-13,95,96.03,93.18,93.99,1251319,
301391.SZ,縐應杻,2022-12-14,94,96.98,93.8,95.45,1263684,
301391.SZ,縐應杻,2022-12-15,94,96.5,93.73,94.27,922393,
301391.SZ,縐應杻,2022-12-16,94,96.16,92.36,95.15,1237363,
301391.SZ,縐應杻,2022-12-19,94.99,95,90.01,91.06,776832,
301391.SZ,縐應杻,2022-12-20,91,94.5,90.89,91.51,679537,
301391.SZ,縐應杻,2022-12-21,91.48,91.48,87.95,88.51,772711,
301391.SZ,縐應杻,2022-12-22,89.06,90.77,88.5,89.22,396203,
301391.SZ,縐應杻,2022-12-23,88.99,89,86.03,87.55,344113,
301391.SZ,縐應杻,2022-12-26,87.55,88.88,87,87.98,415835,
301391.SZ,縐應杻,2022-12-27,87.87,88.64,85.58,88,386169,
301391.SZ,縐應杻,2022-12-28,87.6,87.6,84.48,85.85,399466,
301391.SZ,縐應杻,2022-12-29,84.73,86.27,83.11,83.3,484124,
301391.SZ,縐應杻,2022-12-30,84.28,86.43,83.51,85.5,559031,
301391.SZ,縐應杻,2023-01-03,85,91.68,84.62,91.09,746579,
301391.SZ,縐應杻,2023-01-04,91.62,95.29,90.5,91.66,787624,
301391.SZ,縐應杻,2023-01-05,92.16,92.41,90.33,90.85,496395,
