´úÂë,¼ò³Æ,ÈÕÆÚ,¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),
920261.BJ,Ò»ÅµÍþ,2023-04-03,10.8,10.8,8.98,10.17,9481757,
920261.BJ,Ò»ÅµÍþ,2023-04-04,10,10.02,9.62,9.65,2845878,
920261.BJ,Ò»ÅµÍþ,2023-04-06,9.65,9.69,9.5,9.54,819135,
920261.BJ,Ò»ÅµÍþ,2023-04-07,9.6,9.7,9.54,9.68,671278,
920261.BJ,Ò»ÅµÍþ,2023-04-10,9.73,9.73,9.47,9.56,621546,
920261.BJ,Ò»ÅµÍþ,2023-04-11,9.5,9.57,9.48,9.49,503692,
920261.BJ,Ò»ÅµÍþ,2023-04-12,9.49,9.55,9.44,9.46,327060,
920261.BJ,Ò»ÅµÍþ,2023-04-13,9.42,9.47,9.25,9.28,523164,
920261.BJ,Ò»ÅµÍþ,2023-04-14,9.3,9.35,9.22,9.26,345536,
920261.BJ,Ò»ÅµÍþ,2023-04-17,9.25,9.33,9.2,9.26,310555,
920261.BJ,Ò»ÅµÍþ,2023-04-18,9.25,9.25,9,9.04,671472,
920261.BJ,Ò»ÅµÍþ,2023-04-19,9.02,9.08,9.01,9.04,225725,
920261.BJ,Ò»ÅµÍþ,2023-04-20,9.05,9.35,9.03,9.28,364524,
920261.BJ,Ò»ÅµÍþ,2023-04-21,9.1,9.38,9.05,9.28,280840,
920261.BJ,Ò»ÅµÍþ,2023-04-24,9.25,9.34,9.25,9.32,221624,
920261.BJ,Ò»ÅµÍþ,2023-04-25,9.25,9.33,9.24,9.25,206824,
920261.BJ,Ò»ÅµÍþ,2023-04-26,9.25,9.33,9.11,9.21,258343,
920261.BJ,Ò»ÅµÍþ,2023-04-27,9.27,9.27,9.1,9.16,218349,
920261.BJ,Ò»ÅµÍþ,2023-04-28,9.11,9.35,9.11,9.26,267398,
920261.BJ,Ò»ÅµÍþ,2023-05-04,9.11,9.33,9.11,9.3,177106,
920261.BJ,Ò»ÅµÍþ,2023-05-05,9.23,9.32,9.2,9.28,182897,
920261.BJ,Ò»ÅµÍþ,2023-05-08,9.28,9.32,9,9.3,338130,
920261.BJ,Ò»ÅµÍþ,2023-05-09,9.3,9.36,9.16,9.23,229657,
920261.BJ,Ò»ÅµÍþ,2023-05-10,9.15,9.26,9.12,9.19,116674,
