´úÂë,¼ò³Æ,ÈÕÆÚ,¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),
920768.BJ,Ê°±È°Û,2021-06-28,7.88,8.02,7.75,7.84,15313758,
920768.BJ,Ê°±È°Û,2021-06-29,7.88,8.43,7.86,8.21,5736514,
920768.BJ,Ê°±È°Û,2021-06-30,8.2,8.27,7.96,8.16,2196093,
920768.BJ,Ê°±È°Û,2021-07-01,8.17,8.28,8.06,8.17,1037793,
920768.BJ,Ê°±È°Û,2021-07-02,8.16,8.18,7.99,8.1,1076961,
920768.BJ,Ê°±È°Û,2021-07-05,8.06,8.1,7.86,7.88,2215764,
920768.BJ,Ê°±È°Û,2021-07-06,7.87,7.88,7.73,7.8,1313849,
920768.BJ,Ê°±È°Û,2021-07-07,7.84,8.06,7.84,7.99,1164176,
920768.BJ,Ê°±È°Û,2021-07-08,8,8.11,7.9,7.95,851266,
920768.BJ,Ê°±È°Û,2021-07-09,7.94,8.06,7.86,8.04,1052008,
920768.BJ,Ê°±È°Û,2021-07-12,8.06,8.24,8.03,8.21,1866004,
920768.BJ,Ê°±È°Û,2021-07-13,8.19,8.77,8.19,8.71,2309270,
920768.BJ,Ê°±È°Û,2021-07-14,8.7,9.27,8.67,9.14,1925333,
920768.BJ,Ê°±È°Û,2021-07-15,9.1,9.35,8.85,9.05,1266814,
920768.BJ,Ê°±È°Û,2021-07-16,9.14,9.51,9.06,9.51,1211385,
920768.BJ,Ê°±È°Û,2021-07-19,9.59,9.97,9.03,9.2,1414828,
920768.BJ,Ê°±È°Û,2021-07-20,9.18,9.33,8.87,9.12,988826,
920768.BJ,Ê°±È°Û,2021-07-21,9.2,9.31,9.04,9.25,567514,
920768.BJ,Ê°±È°Û,2021-07-22,9.3,9.3,8.89,8.91,672072,
920768.BJ,Ê°±È°Û,2021-07-23,8.93,9,8.81,9,607230,
920768.BJ,Ê°±È°Û,2021-07-26,9,9.05,8.49,8.69,685307,
920768.BJ,Ê°±È°Û,2021-07-27,8.7,8.76,8.33,8.38,648449,
920768.BJ,Ê°±È°Û,2021-07-28,8.38,8.41,7.97,8.05,933329,
920768.BJ,Ê°±È°Û,2021-07-29,8.2,8.4,8.05,8.37,674380,
920768.BJ,Ê°±È°Û,2021-07-30,8.3,8.67,8.3,8.65,580761,
920768.BJ,Ê°±È°Û,2021-08-02,8.69,8.69,8.35,8.36,407091,
920768.BJ,Ê°±È°Û,2021-08-03,8.32,8.33,8.11,8.16,245380,
920768.BJ,Ê°±È°Û,2021-08-04,8.27,8.37,8.07,8.32,195167,
920768.BJ,Ê°±È°Û,2021-08-05,8.22,8.3,8.08,8.16,178979,
920768.BJ,Ê°±È°Û,2021-08-06,8.09,8.16,8.07,8.12,218142,
920768.BJ,Ê°±È°Û,2021-08-09,8.08,8.2,8.05,8.19,225371,
920768.BJ,Ê°±È°Û,2021-08-10,8.19,8.29,8.16,8.25,209523,
920768.BJ,Ê°±È°Û,2021-08-11,8.19,8.39,8.19,8.37,300883,
920768.BJ,Ê°±È°Û,2021-08-12,8.37,8.56,8.33,8.38,550792,
920768.BJ,Ê°±È°Û,2021-08-13,8.4,8.4,8.28,8.34,268583,
920768.BJ,Ê°±È°Û,2021-08-16,8.35,8.36,8.21,8.25,275990,
920768.BJ,Ê°±È°Û,2021-08-17,8.25,8.39,8.22,8.26,308936,
920768.BJ,Ê°±È°Û,2021-08-18,8.37,8.37,7.8,7.94,799512,
920768.BJ,Ê°±È°Û,2021-08-19,8.15,8.18,7.9,7.92,1165166,
920768.BJ,Ê°±È°Û,2021-08-20,8,8,7.89,7.95,457335,
920768.BJ,Ê°±È°Û,2021-08-23,7.99,8.1,7.95,8.05,433345,
920768.BJ,Ê°±È°Û,2021-08-24,8.09,8.12,8.05,8.06,266977,
920768.BJ,Ê°±È°Û,2021-08-25,8.14,8.14,7.92,7.99,357121,
920768.BJ,Ê°±È°Û,2021-08-26,8.06,8.06,7.78,7.91,425916,
920768.BJ,Ê°±È°Û,2021-08-27,7.92,7.95,7.82,7.86,215703,
920768.BJ,Ê°±È°Û,2021-08-30,7.93,7.93,7.52,7.52,1042679,
920768.BJ,Ê°±È°Û,2021-08-31,7.55,7.73,7.49,7.68,310801,
920768.BJ,Ê°±È°Û,2021-09-01,7.75,7.98,7.75,7.98,639096,
920768.BJ,Ê°±È°Û,2021-09-02,7.94,8.58,7.93,8.54,1226646,
