代码,简称,日期,开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),
603341.SH,龙旗科技,2024-03-01,59.99,59.99,50.01,51.92,33929089,
603341.SH,龙旗科技,2024-03-04,54.1,62.2,52.7,56.23,31549966,
603341.SH,龙旗科技,2024-03-05,53.12,59.77,52.5,56.29,26886950,
603341.SH,龙旗科技,2024-03-06,55,57.7,53.66,55.85,18589746,
603341.SH,龙旗科技,2024-03-07,56,61.86,55.96,56.45,25798958,
603341.SH,龙旗科技,2024-03-08,54.8,57.49,53.48,54.93,18549444,
603341.SH,龙旗科技,2024-03-11,55.45,55.55,52.29,53,16646839,
603341.SH,龙旗科技,2024-03-12,52.72,53.88,51.52,51.91,14258466,
603341.SH,龙旗科技,2024-03-13,52.1,52.56,51.3,51.52,11147681,
603341.SH,龙旗科技,2024-03-14,50.87,50.87,47.5,48.12,14750837,
603341.SH,龙旗科技,2024-03-15,47.55,48.7,46.83,48.65,9612774,
603341.SH,龙旗科技,2024-03-18,48.83,52.97,48.82,52.14,17447483,
603341.SH,龙旗科技,2024-03-19,51.5,52.5,50.58,50.6,11631893,
603341.SH,龙旗科技,2024-03-20,50.3,51.57,49.52,50.95,9313203,
603341.SH,龙旗科技,2024-03-21,51.08,56,50.5,53.81,19221987,
603341.SH,龙旗科技,2024-03-22,53.19,54.8,52.9,53.18,17236780,
603341.SH,龙旗科技,2024-03-25,52,52.05,48.35,48.49,11346882,
603341.SH,龙旗科技,2024-03-26,48.24,49.15,47.33,48.82,6680099,
603341.SH,龙旗科技,2024-03-27,48.23,48.75,46.41,46.42,5357235,
603341.SH,龙旗科技,2024-03-28,46.13,48.3,46.12,47.49,6016919,
603341.SH,龙旗科技,2024-03-29,47.49,50.58,46.47,49.76,9170261,
603341.SH,龙旗科技,2024-04-01,49.12,49.91,48.75,49.22,6728820,
603341.SH,龙旗科技,2024-04-02,49,50.94,48.01,49.5,9090577,
603341.SH,龙旗科技,2024-04-03,48.34,48.8,47.5,47.6,6140814,
603341.SH,龙旗科技,2024-04-08,48.23,50.5,48.23,49.48,10254479,
603341.SH,龙旗科技,2024-04-09,49.02,50.1,48,50.1,8536014,
603341.SH,龙旗科技,2024-04-10,49.7,51.5,49.25,49.26,8058057,
603341.SH,龙旗科技,2024-04-11,48,49.78,47.58,47.9,6622661,
603341.SH,龙旗科技,2024-04-12,47.84,48.5,47.6,48.1,4803563,
603341.SH,龙旗科技,2024-04-15,48.48,49.1,46.6,47.05,5583812,
603341.SH,龙旗科技,2024-04-16,46.8,46.8,42.35,42.35,7105272,
603341.SH,龙旗科技,2024-04-17,42.55,44.55,42.55,44.39,6389635,
603341.SH,龙旗科技,2024-04-18,43.69,44.48,43,43.6,5554863,
603341.SH,龙旗科技,2024-04-19,42.84,42.93,40.21,41.03,7109725,
603341.SH,龙旗科技,2024-04-22,40.22,40.68,38.8,40.6,4780886,
603341.SH,龙旗科技,2024-04-23,40.84,40.88,39.92,40.04,3083495,
603341.SH,龙旗科技,2024-04-24,40.09,41.07,39.8,41.03,3680026,
603341.SH,龙旗科技,2024-04-25,40.62,41.62,40.31,40.75,3634917,
603341.SH,龙旗科技,2024-04-26,40.52,41.52,40.52,41.3,4025770,
603341.SH,龙旗科技,2024-04-29,42.2,43.72,42.01,43.18,5820783,
603341.SH,龙旗科技,2024-04-30,43.18,43.2,42.28,42.59,3410685,
603341.SH,龙旗科技,2024-05-06,43.27,43.46,42.8,43.01,3136461,
603341.SH,龙旗科技,2024-05-07,43.09,43.58,42.74,43.13,3058101,
603341.SH,龙旗科技,2024-05-08,43.09,43.09,42.19,42.33,2569360,
603341.SH,龙旗科技,2024-05-09,42.1,42.74,42.1,42.48,2319680,
603341.SH,龙旗科技,2024-05-10,42.6,42.65,41.43,41.82,2668905,
603341.SH,龙旗科技,2024-05-13,41.38,41.5,40.42,40.62,2757574,
603341.SH,龙旗科技,2024-05-14,40.84,41.68,40.84,41.5,2151542,
603341.SH,龙旗科技,2024-05-15,41.83,41.9,40.78,40.8,1935270,
603341.SH,龙旗科技,2024-05-16,41,41.5,40.87,40.96,1688094,
603341.SH,龙旗科技,2024-05-17,40.68,41.74,40.3,41.74,2859237,
603341.SH,龙旗科技,2024-05-20,41.6,42.07,41.41,41.9,2214755,
603341.SH,龙旗科技,2024-05-21,42.08,45.4,42.05,44.24,10827418,
603341.SH,龙旗科技,2024-05-22,43.39,44.4,43.09,44.04,7414517,
603341.SH,龙旗科技,2024-05-23,43.89,46.1,43.83,45.03,11454472,
603341.SH,龙旗科技,2024-05-24,44.2,44.4,42,42.13,8967070,
603341.SH,龙旗科技,2024-05-27,41.5,41.52,39.8,41.3,5936790,
603341.SH,龙旗科技,2024-05-28,41,41.31,40.25,40.69,3593306,
603341.SH,龙旗科技,2024-05-29,40.34,42.1,40.3,41.32,5080041,
603341.SH,龙旗科技,2024-05-30,40.66,42.98,40.03,42.2,7199821,
603341.SH,龙旗科技,2024-05-31,43,45.33,42.99,43.74,10448552,
603341.SH,龙旗科技,2024-06-03,44.2559,44.7111,42.3845,42.87,6341332,
603341.SH,龙旗科技,2024-06-04,42.7992,44.2761,42.5767,43.1128,5739987,
603341.SH,龙旗科技,2024-06-05,43.0926,43.3758,41.5955,41.646,4601453,
603341.SH,龙旗科技,2024-06-06,41.9293,43.4972,41.3325,41.3426,6890312,
603341.SH,龙旗科技,2024-06-07,41.0796,41.7573,40.1995,40.6143,4868500,
603341.SH,龙旗科技,2024-06-11,40.3108,41.3729,39.0868,41.3527,3814905,
603341.SH,龙旗科技,2024-06-12,41.9495,43.0319,41.555,41.9799,4728669,
603341.SH,龙旗科技,2024-06-13,41.9697,42.6576,41.5955,41.7169,4166280,
603341.SH,龙旗科技,2024-06-14,41.6764,42.0507,40.766,42.0304,3355174,
603341.SH,龙旗科技,2024-06-17,42.1721,42.9206,41.4741,42.5868,4847734,
603341.SH,龙旗科技,2024-06-18,42.87,43.4972,42.5969,43.1432,5221384,
603341.SH,龙旗科技,2024-06-19,43.305,43.3455,42.1923,42.3845,3702340,
603341.SH,龙旗科技,2024-06-20,42.0709,42.4452,40.9784,41.0088,3438799,
603341.SH,龙旗科技,2024-06-21,40.9582,41.2718,40.1894,41.0189,2530458,
603341.SH,龙旗科技,2024-06-24,40.4524,40.766,38.1764,38.1764,4107218,
603341.SH,龙旗科技,2024-06-25,38.8541,38.9047,37.3671,37.8325,2591907,
603341.SH,龙旗科技,2024-06-26,37.8325,39.279,37.3267,39.1374,2873542,
603341.SH,龙旗科技,2024-06-27,38.9452,39.805,38.3787,38.3989,2851983,
603341.SH,龙旗科技,2024-06-28,38.3281,40.1085,37.792,39.4307,4035898,
603341.SH,龙旗科技,2024-07-01,39.6027,39.805,38.0955,39.0059,2979207,
603341.SH,龙旗科技,2024-07-02,39.0059,39.0564,37.5593,37.8931,3230104,
603341.SH,龙旗科技,2024-07-03,37.5796,37.9235,36.477,36.9322,2784607,
603341.SH,龙旗科技,2024-07-04,36.7703,37.2255,35.607,35.8194,2690126,
603341.SH,龙旗科技,2024-07-05,35.8194,36.2342,34.8989,36.1533,2223288,
603341.SH,龙旗科技,2024-07-08,36.1533,36.1937,34.6865,34.8281,2356455,
603341.SH,龙旗科技,2024-07-09,34.9192,36.7501,34.7472,36.6388,4045380,
603341.SH,龙旗科技,2024-07-10,36.2949,36.9726,36.1128,36.5781,2628500,
603341.SH,龙旗科技,2024-07-11,37.4278,37.7819,36.9322,37.7616,3342880,
603341.SH,龙旗科技,2024-07-12,37.4278,37.4683,36.8108,36.8614,2149546,
603341.SH,龙旗科技,2024-07-15,36.6692,37.0637,36.214,36.568,1686887,
603341.SH,龙旗科技,2024-07-16,36.2645,37.3975,36.214,37.1345,1814369,
603341.SH,龙旗科技,2024-07-17,37.1851,37.1851,35.6677,35.6677,2505000,
603341.SH,龙旗科技,2024-07-18,35.3845,35.4957,34.3122,35.3541,2259180,
603341.SH,龙旗科技,2024-07-19,34.9192,38.0348,34.909,36.7602,3922561,
603341.SH,龙旗科技,2024-07-22,36.8715,37.8021,36.5983,37.62,3544471,
603341.SH,龙旗科技,2024-07-23,37.1851,37.6403,35.7082,35.7486,2737151,
603341.SH,龙旗科技,2024-07-24,35.4148,36.2949,34.7674,34.7978,2067881,
603341.SH,龙旗科技,2024-07-25,34.4033,35.081,34.0694,34.4437,1956294,
603341.SH,龙旗科技,2024-07-26,34.4033,35.1114,34.2616,34.8787,1728380,
603341.SH,龙旗科技,2024-07-29,35.0608,35.172,34.383,34.6157,1420220,
603341.SH,龙旗科技,2024-07-30,34.7371,35.9408,34.5449,35.3035,2988690,
603341.SH,龙旗科技,2024-07-31,35.0911,38.7732,34.9596,37.8223,5957537,
603341.SH,龙旗科技,2024-08-01,39.4611,40.6851,38.7833,39.4611,9736683,
603341.SH,龙旗科技,2024-08-02,38.9452,39.2385,37.0333,37.1244,5216368,
603341.SH,龙旗科技,2024-08-05,36.5478,37.4177,35.2429,35.2429,3589229,
603341.SH,龙旗科技,2024-08-06,36.396,36.4972,35.2024,35.6677,2533700,
603341.SH,龙旗科技,2024-08-07,35.7588,35.9509,35.3238,35.3744,2384700,
603341.SH,龙旗科技,2024-08-08,34.8787,35.5969,34.4437,35.2125,2270180,
603341.SH,龙旗科技,2024-08-09,35.3946,35.8801,34.9293,35.0001,1930744,
603341.SH,龙旗科技,2024-08-12,34.6359,35.0507,34.0796,34.2414,1887780,
603341.SH,龙旗科技,2024-08-13,34.2414,36.0723,33.7862,35.3137,4598475,
